"iter"	"Krestbody_plasma.1."	"VmaxC.1."	"Km.1."	"QurineC.1."	"Trc.1."	"LnPrior"	"LnData"	"LnPosterior"
98878	0.302685	0.909597	38.0534	35.7193	4.02454e-05	-161.2699	-4892.605	-5053.875
98879	0.302685	0.909597	38.0534	35.7193	5.87215e-05	-161.2699	-4892.728	-5053.998
98880	0.302685	0.909597	38.0534	30.4044	0.000458223	-158.4929	-4898.142	-5056.635
98881	0.302685	0.909597	38.0824	28.6484	0.000644359	-157.8174	-4900.613	-5058.43
98882	0.302685	0.909597	38.543	28.6484	0.000634392	-157.7176	-4901.499	-5059.217
98883	0.302685	0.909597	37.6924	33.0131	0.000634392	-159.7946	-4897.653	-5057.448
98884	0.302685	0.909597	37.6924	33.0131	0.000634392	-159.7946	-4897.653	-5057.448
98885	0.302685	0.909597	37.6924	35.7247	0.000634392	-161.3531	-4896.334	-5057.687
98886	0.302685	0.909597	36.7546	30.5608	0.000193668	-158.852	-4896.337	-5055.189
98887	0.302685	0.909597	36.611	33.4175	0.000193668	-160.2555	-4895.092	-5055.347
98888	0.302685	0.909597	36.611	33.4175	0.000193668	-160.2555	-4895.092	-5055.347
98889	0.302685	0.909597	37.3313	33.4175	0.000193668	-160.0896	-4894.205	-5054.295
98890	0.302685	0.885756	37.3313	33.4175	0.000193668	-151.9392	-4903.821	-5055.76
98891	0.302685	0.885756	37.6501	33.4175	9.41321e-05	-151.8675	-4904.058	-5055.926
98892	0.302685	0.885756	37.3731	33.4175	2.8874e-05	-151.9298	-4902.789	-5054.718
98893	0.302685	0.885756	37.3731	33.4175	2.8874e-05	-151.9298	-4902.789	-5054.718
98894	0.302685	0.885756	36.0017	33.4175	5.99888e-05	-152.2495	-4902.001	-5054.25
98895	0.302685	0.885756	36.0017	33.4175	5.99888e-05	-152.2495	-4902.001	-5054.25
98896	0.302685	0.885756	36.1059	33.4175	5.99888e-05	-152.2245	-4901.859	-5054.083
98897	0.302685	0.885756	36.1059	26.1592	5.99888e-05	-149.3826	-4906.522	-5055.905
98898	0.302685	0.885756	35.877	26.1592	5.99888e-05	-149.4376	-4906.812	-5056.249
98899	0.302685	0.885756	35.877	38.027	5.99888e-05	-155.1783	-4900.168	-5055.346
98900	0.302685	0.885756	35.877	39.9348	5.17324e-05	-156.6268	-4899.439	-5056.066
98901	0.302685	0.885756	35.877	39.9348	5.17324e-05	-156.6268	-4899.439	-5056.066
98902	0.302685	0.885756	35.877	38.3005	5.17324e-05	-155.3771	-4899.984	-5055.361
98903	0.302685	0.885756	35.7908	40.4958	5.17324e-05	-157.1013	-4899.374	-5056.475
98904	0.302685	0.885756	35.7908	40.2093	0.000106654	-156.868	-4899.881	-5056.749
98905	0.302685	0.885756	35.7805	40.2093	0.000106654	-156.8705	-4899.902	-5056.773
98906	0.302685	0.885756	35.7805	33.721	0.000106654	-152.4675	-4902.515	-5054.983
98907	0.302685	0.885756	35.7805	33.721	1.55083e-05	-152.4675	-4901.857	-5054.325
98908	0.302685	0.885756	35.7805	33.721	1.55083e-05	-152.4675	-4901.857	-5054.325
98909	0.302685	0.876252	37.3838	33.721	5.37223e-07	-148.9064	-4907.3	-5056.207
98910	0.302685	0.894528	37.3838	30.6381	5.37223e-07	-153.5628	-4900.135	-5053.698
98911	0.302685	0.894528	37.3865	30.6381	5.37223e-07	-153.5622	-4900.147	-5053.709
98912	0.302685	0.919535	38.4328	30.6381	5.37223e-07	-161.9735	-4891.376	-5053.349
98913	0.302685	0.951467	38.4328	30.6381	5.37223e-07	-173.3732	-4881.028	-5054.402
98914	0.302685	0.916055	36.948	30.6381	5.37223e-07	-161.0873	-4892.787	-5053.874
98915	0.302685	0.916055	36.948	30.6381	5.37223e-07	-161.0873	-4892.787	-5053.874
98916	0.302685	0.868115	37.2615	30.6381	5.37223e-07	-144.7334	-4912.931	-5057.664
98917	0.302685	0.866275	34.5988	30.6381	5.37223e-07	-144.7676	-4911.589	-5056.357
98918	0.292082	0.866275	34.6044	30.6381	5.37223e-07	-144.7842	-4912.592	-5057.376
98919	0.297755	0.866275	34.6044	30.6381	5.37223e-07	-144.7745	-4911.698	-5056.473
98920	0.297755	0.866275	34.6044	30.6381	5.37223e-07	-144.7745	-4911.698	-5056.473
98921	0.297755	0.866275	34.6131	30.6381	5.37223e-07	-144.7723	-4911.647	-5056.419
98922	0.299523	0.866275	35.0225	30.6381	5.37223e-07	-144.6662	-4910.73	-5055.396
98923	0.300801	0.866275	35.1508	28.7441	5.37223e-07	-143.8978	-4911.658	-5055.556
98924	0.300801	0.866275	35.271	28.7441	5.37223e-07	-143.868	-4911.536	-5055.404
98925	0.300801	0.866275	36.2487	28.7441	5.37223e-07	-143.631	-4912.184	-5055.815
98926	0.300801	0.866275	35.8573	28.7441	5.37223e-07	-143.7248	-4911.631	-5055.356
98927	0.300801	0.866275	35.8573	28.7441	0.00015223	-143.7248	-4912.65	-5056.374
98928	0.300801	0.858412	35.576	28.7441	0.00015223	-141.2162	-4915.773	-5056.989
98929	0.310046	0.858412	35.576	34.2187	0.00015223	-143.7148	-4912.373	-5056.087
98930	0.310046	0.856428	35.576	34.2187	6.78063e-05	-143.0686	-4912.5	-5055.569
98931	0.310046	0.856428	35.576	34.2187	6.78063e-05	-143.0686	-4912.5	-5055.569
98932	0.310046	0.856428	35.9978	34.2187	6.78063e-05	-142.9665	-4912.948	-5055.914
98933	0.310046	0.856428	35.5463	34.2187	6.78063e-05	-143.0758	-4912.513	-5055.589
98934	0.310046	0.856428	35.5463	34.2187	6.78063e-05	-143.0758	-4912.513	-5055.589
98935	0.310046	0.855272	35.5463	34.2187	0.000110357	-142.6999	-4913.297	-5055.996
98936	0.310046	0.853472	35.5463	33.3738	0.000110357	-141.6493	-4914.415	-5056.064
98937	0.310046	0.853472	35.5463	32.702	0.000110357	-141.299	-4914.752	-5056.051
98938	0.310046	0.874637	35.5836	32.702	0.000110357	-148.2408	-4907.377	-5055.617
98939	0.310046	0.874637	35.9315	32.702	0.000110357	-148.1565	-4906.933	-5055.089
98940	0.299918	0.874637	35.9315	32.702	0.000110357	-148.1737	-4906.849	-5055.023
98941	0.299918	0.874637	35.5084	29.5878	0.000110357	-146.8881	-4908.745	-5055.633
98942	0.299918	0.874637	35.5084	29.5878	0.000334699	-146.8881	-4910.393	-5057.281
98943	0.309204	0.874637	35.3294	29.5878	0.000181514	-146.9163	-4910.198	-5057.114
98944	0.303946	0.874637	36.6615	29.5878	0.000181514	-146.6055	-4909.393	-5055.999
98945	0.303946	0.864693	36.6486	37.7164	0.000138404	-147.7593	-4909.916	-5057.675
98946	0.312202	0.908781	36.6486	37.7164	1.27677e-06	-162.625	-4893.648	-5056.273
98947	0.312202	0.908781	37.2696	37.7164	2.59852e-05	-162.4819	-4892.472	-5054.954
98948	0.298517	0.908781	37.2696	32.0502	2.59852e-05	-159.1319	-4894.165	-5053.297
98949	0.296413	0.908781	37.1882	32.0502	2.59852e-05	-159.154	-4894.429	-5053.583
98950	0.296413	0.908781	37.1882	33.654	2.59852e-05	-159.9784	-4893.623	-5053.601
98951	0.296413	0.908781	37.1882	33.654	2.59852e-05	-159.9784	-4893.623	-5053.601
98952	0.306486	0.908781	37.7816	33.654	2.59852e-05	-159.8277	-4893.417	-5053.245
98953	0.306486	0.908781	37.7816	36.2455	0.000142601	-161.3774	-4893.035	-5054.413
98954	0.306486	0.908781	37.7816	36.2455	0.000142601	-161.3774	-4893.035	-5054.413
98955	0.306486	0.908781	37.7816	36.2455	0.000142601	-161.3774	-4893.035	-5054.413
98956	0.30357	0.908781	38.3256	36.2455	0.000107395	-161.263	-4893.669	-5054.932
98957	0.30357	0.941317	38.0034	36.2455	0.000107395	-172.8126	-4882.419	-5055.232
98958	0.30357	0.941317	38.0034	36.2455	0.000107395	-172.8126	-4882.419	-5055.232
98959	0.302005	0.941317	37.6958	36.2455	0.000107395	-172.8834	-4882.923	-5055.807
98960	0.302005	0.941317	39.3357	36.2455	0.000107395	-172.5311	-4882.079	-5054.61
98961	0.302005	0.941317	39.3357	37.3163	0.00015839	-173.2498	-4881.991	-5055.241
98962	0.302005	0.941317	39.3357	37.3163	0.000145944	-173.2498	-4881.949	-5055.199
98963	0.302005	0.941317	38.3442	31.3094	0.000145944	-170.0205	-4884.447	-5054.468
98964	0.302005	0.941317	38.9954	35.6149	0.000145944	-172.2001	-4882.258	-5054.458
98965	0.302005	0.941317	38.9954	35.6149	0.000145944	-172.2001	-4882.258	-5054.458
98966	0.302005	0.941317	39.1248	35.6149	0.000304294	-172.173	-4883.488	-5055.661
98967	0.302005	0.949914	39.1248	35.6149	9.18601e-05	-175.277	-4878.981	-5054.258
98968	0.31562	0.949914	39.1571	35.6149	9.18601e-05	-175.2472	-4881.57	-5056.817
98969	0.31562	0.944313	39.0604	35.6149	9.18601e-05	-173.2416	-4883.162	-5056.403
98970	0.31562	0.944397	39.0604	39.696	9.18601e-05	-176.1542	-4881.407	-5057.561
98971	0.296637	0.944397	39.0604	39.696	9.18601e-05	-176.1863	-4879.683	-5055.869
98972	0.296637	0.944397	39.0604	39.696	9.18601e-05	-176.1863	-4879.683	-5055.869
98973	0.296637	0.958395	39.58	29.5425	9.18601e-05	-175.2276	-4879.682	-5054.91
98974	0.296637	0.958395	40.9219	29.5425	9.18601e-05	-174.9626	-4882.967	-5057.929
98975	0.296637	0.958395	39.2912	29.5425	9.18601e-05	-175.287	-4879.504	-5054.791
98976	0.296637	0.958395	39.2912	29.5425	0.000127457	-175.287	-4879.733	-5055.02
98977	0.296637	0.958395	39.2912	38.322	0.000270125	-180.1798	-4876.637	-5056.816
98978	0.295217	0.958395	38.6954	38.322	4.21302e-05	-180.3074	-4875.345	-5055.652
98979	0.295217	0.958395	38.6954	38.322	4.21302e-05	-180.3074	-4875.345	-5055.652
98980	0.295217	0.939068	38.6954	38.322	4.21302e-05	-173.3054	-4881.73	-5055.035
98981	0.295217	0.939068	37.4728	33.2579	4.21302e-05	-170.3749	-4884.579	-5054.953
98982	0.295217	0.939068	37.4728	34.1495	4.21302e-05	-170.8636	-4884.18	-5055.044
98983	0.295217	0.939068	37.4728	34.1495	4.21302e-05	-170.8636	-4884.18	-5055.044
98984	0.295217	0.939068	37.7122	34.1495	4.21302e-05	-170.8099	-4883.736	-5054.546
98985	0.295217	0.939068	37.7122	34.1495	4.21302e-05	-170.8099	-4883.736	-5054.546
98986	0.295217	0.939068	37.6809	31.1391	4.21302e-05	-169.2944	-4885.287	-5054.582
98987	0.295217	0.912294	37.653	31.1391	4.21302e-05	-159.8474	-4894.176	-5054.023
98988	0.295217	0.912294	37.653	31.1391	4.21302e-05	-159.8474	-4894.176	-5054.023
98989	0.295217	0.912294	37.2749	35.4766	4.21302e-05	-162.2415	-4891.898	-5054.14
98990	0.295217	0.912294	37.3957	35.4753	4.21302e-05	-162.2133	-4891.93	-5054.143
98991	0.295217	0.912294	37.2134	35.4753	4.21302e-05	-162.2547	-4891.857	-5054.111
98992	0.295217	0.912294	37.2134	35.4753	4.21302e-05	-162.2547	-4891.857	-5054.111
98993	0.295217	0.912294	37.2134	35.5759	0.000290271	-162.3171	-4893.553	-5055.871
98994	0.295217	0.912294	37.2134	29.3149	0.000133849	-159.2003	-4895.685	-5054.886
98995	0.295217	0.912294	37.2134	29.3149	0.000133849	-159.2003	-4895.685	-5054.886
98996	0.295217	0.904636	37.2134	29.3149	0.000122968	-156.5492	-4898.479	-5055.028
98997	0.295217	0.904636	36.1622	29.3149	0.000122968	-156.7943	-4899.166	-5055.96
98998	0.292735	0.904636	36.1622	27.5461	0.000122968	-156.202	-4900.61	-5056.812
98999	0.292735	0.904636	36.5786	27.5461	0.000122968	-156.1036	-4900.084	-5056.188
99000	0.292735	0.904636	37.4403	27.5461	0.000232016	-155.9055	-4901.268	-5057.173
99001	0.292735	0.904636	37.4403	27.5461	0.000232016	-155.9055	-4901.268	-5057.173
99002	0.292735	0.904636	36.7749	29.2095	0.000232016	-156.6152	-4899.69	-5056.305
99003	0.296479	0.904636	35.9867	29.6963	0.000777945	-156.9791	-4904.242	-5061.221
99004	0.296479	0.904636	35.8235	29.6963	0.000777945	-157.0184	-4904.759	-5061.778
99005	0.295328	0.873102	35.8235	29.6963	0.000373633	-146.351	-4911.708	-5058.059
99006	0.295328	0.873102	35.8235	29.6963	0.000373633	-146.351	-4911.708	-5058.059
99007	0.295328	0.873102	36.5191	29.6963	5.73659e-05	-146.1852	-4910.618	-5056.803
99008	0.295328	0.873102	36.5191	29.6963	5.73659e-05	-146.1852	-4910.618	-5056.803
99009	0.305663	0.873102	36.5191	29.6963	3.93664e-05	-146.1677	-4908.703	-5054.871
99010	0.305663	0.873102	36.5191	40.0804	3.93664e-05	-152.3517	-4903.881	-5056.232
99011	0.313937	0.873102	36.1561	40.0804	3.93664e-05	-152.4236	-4904.195	-5056.618
99012	0.313937	0.856006	36.1561	40.0804	0.000166822	-146.8056	-4911.841	-5058.646
99013	0.313937	0.858001	36.1561	40.0804	0.000166822	-147.4552	-4910.944	-5058.399
99014	0.313937	0.858001	37.0926	40.0804	0.000136818	-147.2362	-4913.194	-5060.43
99015	0.313937	0.858001	36.313	40.0804	0.000136818	-147.4179	-4911.001	-5058.419
99016	0.313937	0.877593	36.313	32.1407	0.000136818	-148.7652	-4906.825	-5055.591
99017	0.313937	0.877593	36.313	32.1407	0.000136818	-148.7652	-4906.825	-5055.591
99018	0.313937	0.877593	36.313	32.1407	0.000136818	-148.7652	-4906.825	-5055.591
99019	0.313937	0.877593	36.2393	30.615	0.000136818	-148.0883	-4907.827	-5055.915
99020	0.30413	0.877593	36.2393	30.615	0.000136818	-148.1049	-4906.798	-5054.902
99021	0.30413	0.877593	35.7355	30.615	0.000136818	-148.2259	-4907.017	-5055.243
99022	0.30413	0.897917	35.84	30.615	0.000204893	-155.0681	-4901.809	-5056.877
99023	0.30413	0.897917	37.4696	30.615	0.000210258	-154.6877	-4900.219	-5054.906
99024	0.30413	0.897917	37.8584	30.615	0.000210258	-154.6009	-4900.926	-5055.527
99025	0.30413	0.897917	37.7717	36.9447	0.000210258	-158.109	-4897.655	-5055.764
99026	0.30413	0.897917	38.9419	36.9447	0.000210258	-157.8557	-4901.805	-5059.661
99027	0.30413	0.897917	38.7942	26.8109	0.000210258	-153.0722	-4906.653	-5059.725
99028	0.30413	0.943814	38.7942	24.7505	0.000210258	-168.7123	-4888.972	-5057.685
99029	0.30413	0.943814	39.6146	24.7505	0.000210258	-168.5417	-4889.448	-5057.989
99030	0.30627	0.943814	39.6146	24.7505	0.000210258	-168.5381	-4889.573	-5058.112
99031	0.30627	0.943814	39.6146	24.7505	0.000217655	-168.5381	-4889.609	-5058.147
99032	0.30627	0.943814	39.3333	24.7505	0.000217655	-168.5958	-4889.305	-5057.901
99033	0.30627	0.93764	39.3333	28.4003	2.18072e-05	-167.3387	-4887.2	-5054.538
99034	0.303415	0.93764	39.3333	27.1984	2.18072e-05	-166.9685	-4887.972	-5054.941
99035	0.303415	0.93764	39.3333	27.1984	2.18072e-05	-166.9685	-4887.972	-5054.941
99036	0.31448	0.93764	39.3333	27.1984	2.18072e-05	-166.9498	-4889.456	-5056.406
99037	0.31448	0.93764	39.3333	26.9677	3.86699e-05	-166.8845	-4889.78	-5056.665
99038	0.312032	0.957571	39.3333	26.9677	3.86699e-05	-174.1005	-4883.245	-5057.346
99039	0.312032	0.957571	39.2757	26.9677	3.46604e-05	-174.1124	-4883.232	-5057.345
99040	0.312032	0.957571	39.1013	26.9677	3.46604e-05	-174.1487	-4883.492	-5057.641
99041	0.312032	0.957571	39.1013	26.9677	3.46604e-05	-174.1487	-4883.492	-5057.641
99042	0.312032	0.911021	37.9427	40.9295	0.000421765	-165.5914	-4893.168	-5058.759
99043	0.312032	0.911021	37.9427	30.4204	0.000421765	-159.0022	-4898.001	-5057.003
99044	0.312032	0.911021	37.9427	30.4204	0.000421765	-159.0022	-4898.001	-5057.003
99045	0.312032	0.911021	37.9427	34.5274	0.000421765	-161.0514	-4895.721	-5056.772
99046	0.312032	0.911021	37.9671	34.5274	0.000421765	-161.0461	-4895.717	-5056.763
99047	0.312032	0.911021	38.188	34.5274	0.000162662	-160.9977	-4893.976	-5054.973
99048	0.312032	0.911021	38.188	34.5274	0.000162662	-160.9977	-4893.976	-5054.973
99049	0.312032	0.911021	38.188	39.8347	0.000155244	-164.645	-4891.745	-5056.39
99050	0.312032	0.911021	38.188	39.8347	0.000155244	-164.645	-4891.745	-5056.39
99051	0.312032	0.911021	38.188	39.8347	0.000185441	-164.645	-4891.959	-5056.604
99052	0.312032	0.911021	38.188	39.8347	0.000185441	-164.645	-4891.959	-5056.604
99053	0.312032	0.911748	38.188	39.8347	0.000185441	-164.8978	-4891.651	-5056.549
99054	0.312032	0.911748	38.188	34.5817	0.000298735	-161.282	-4894.665	-5055.947
99055	0.312032	0.911748	38.188	34.5817	0.000172537	-161.282	-4893.78	-5055.062
99056	0.312032	0.911748	38.2114	34.5817	7.32994e-05	-161.2769	-4893.1	-5054.377
99057	0.312032	0.911748	37.4629	34.5817	7.32994e-05	-161.4428	-4893.15	-5054.592
99058	0.312032	0.911748	37.4629	34.5817	7.32994e-05	-161.4428	-4893.15	-5054.592
99059	0.312032	0.911748	38.7684	34.5817	7.32994e-05	-161.1571	-4893.942	-5055.099
99060	0.291864	0.957406	38.0693	34.5817	7.32994e-05	-177.6251	-4878.667	-5056.292
99061	0.291864	0.957406	37.8261	34.5817	7.32994e-05	-177.6788	-4879.298	-5056.977
99062	0.29952	0.957406	37.8261	41.6791	7.32994e-05	-182.8129	-4876.869	-5059.682
99063	0.29952	0.957406	39.1441	41.6791	7.32994e-05	-182.5293	-4874.261	-5056.79
99064	0.306916	0.957406	39.1441	41.6791	7.32994e-05	-182.5168	-4874.865	-5057.381
99065	0.302709	0.957406	39.1441	33.5939	7.32994e-05	-176.8201	-4877.523	-5054.343
99066	0.288756	0.969352	39.1441	33.5939	5.51694e-05	-181.242	-4874.77	-5056.012
99067	0.288756	0.969352	39.1441	33.5939	5.51694e-05	-181.242	-4874.77	-5056.012
99068	0.288756	0.969352	39.5522	33.5939	5.51694e-05	-181.1577	-4874.782	-5055.94
99069	0.290992	0.969352	39.6865	30.5879	1.93974e-05	-179.6728	-4875.616	-5055.289
99070	0.290992	0.969352	39.6865	30.5879	1.93974e-05	-179.6728	-4875.616	-5055.289
99071	0.303252	0.966078	39.6865	30.5879	1.93974e-05	-178.4405	-4876.041	-5054.481
99072	0.303252	0.966078	39.6755	40.9233	1.93974e-05	-184.9564	-4871.488	-5056.444
99073	0.303252	0.966078	39.6755	40.5224	1.93974e-05	-184.6241	-4871.599	-5056.223
99074	0.303252	0.966078	39.4186	40.5224	1.93974e-05	-184.6766	-4871.747	-5056.423
99075	0.303252	0.964821	39.4186	38.7149	0.000249871	-182.7944	-4874.425	-5057.22
99076	0.303252	0.964821	40.5613	29.1777	5.41319e-05	-177.2455	-4878.328	-5055.573
99077	0.303252	0.964821	40.5613	29.1777	5.41319e-05	-177.2455	-4878.328	-5055.573
99078	0.303252	0.963317	40.2083	34.0848	3.93476e-05	-179.0436	-4875.533	-5054.577
99079	0.305959	0.963317	38.8903	34.0848	0.000234628	-179.3086	-4877.894	-5057.202
99080	0.305959	0.910564	38.8903	41.4669	0.000281789	-165.6944	-4893.504	-5059.198
99081	0.305959	0.910564	38.7772	41.4669	0.000109812	-165.7183	-4891.987	-5057.706
99082	0.303627	0.910564	39.0589	41.4669	0.000109812	-165.6629	-4893.303	-5058.966
99083	0.30954	0.910564	39.0589	38.4617	0.000109812	-163.253	-4893.857	-5057.11
99084	0.30954	0.932776	38.447	44.7061	0.000109812	-176.5809	-4882.199	-5058.78
99085	0.30954	0.905662	37.2307	33.3599	4.67466e-05	-158.7094	-4895.092	-5053.802
99086	0.310657	0.871822	37.2307	33.3599	0.000129552	-147.2596	-4909.292	-5056.551
99087	0.304011	0.871822	37.2307	33.3599	0.000129552	-147.2708	-4909.892	-5057.163
99088	0.304011	0.901308	37.5176	36.0955	0.000157293	-158.7667	-4895.828	-5054.595
99089	0.304011	0.901308	37.5576	36.0955	5.24016e-05	-158.7577	-4895.13	-5053.888
99090	0.304011	0.901308	37.5576	36.0955	5.24016e-05	-158.7577	-4895.13	-5053.888
99091	0.304011	0.901308	36.7076	36.0955	2.19938e-05	-158.952	-4894.852	-5053.804
99092	0.308948	0.901308	36.7076	36.0955	2.19938e-05	-158.9437	-4895.431	-5054.375
99093	0.308948	0.901308	37.7976	36.0955	2.19938e-05	-158.6957	-4895.278	-5053.974
99094	0.308948	0.926348	37.7976	31.9953	3.24084e-05	-165.1145	-4889.012	-5054.126
99095	0.308948	0.926348	37.7976	26.7653	3.24084e-05	-163.1522	-4892.571	-5055.723
99096	0.308948	0.926348	38.2364	34.5732	3.24084e-05	-166.3879	-4887.321	-5053.708
99097	0.308948	0.911684	38.5358	28.7327	3.24084e-05	-158.4621	-4896.283	-5054.745
99098	0.308948	0.911684	38.304	28.7327	3.24084e-05	-158.5122	-4895.919	-5054.431
99099	0.308948	0.911684	36.6418	28.7327	3.24084e-05	-158.8866	-4897.132	-5056.018
99100	0.308948	0.911684	36.6418	28.7327	3.24084e-05	-158.8866	-4897.132	-5056.018
99101	0.308948	0.911684	37.5424	33.5863	3.24084e-05	-160.8468	-4892.706	-5053.553
99102	0.308948	0.898746	37.5424	29.9624	3.24084e-05	-154.6781	-4899.232	-5053.91
99103	0.308948	0.898746	37.5424	29.1842	3.24084e-05	-154.38	-4899.773	-5054.154
99104	0.308948	0.898746	37.4387	29.1842	3.24084e-05	-154.4034	-4899.703	-5054.106
99105	0.308948	0.898746	37.4387	29.8246	0.000136956	-154.6468	-4900.038	-5054.685
99106	0.308948	0.879067	37.4387	29.1567	0.000136956	-147.7349	-4908.843	-5056.578
99107	0.321009	0.879067	37.4387	35.8707	9.6179e-05	-151.0753	-4906.348	-5057.423
99108	0.321009	0.879067	37.4387	35.8707	9.6179e-05	-151.0753	-4906.348	-5057.423
99109	0.321009	0.879067	37.5518	32.9146	9.6179e-05	-149.348	-4908.041	-5057.389
99110	0.308926	0.879067	36.9189	32.9146	9.6179e-05	-149.5124	-4905.261	-5054.774
99111	0.308926	0.911875	36.9189	30.2064	9.6179e-05	-159.4472	-4895.914	-5055.361
99112	0.308926	0.911875	37.2409	30.2064	9.6179e-05	-159.3734	-4895.299	-5054.673
99113	0.308926	0.897263	37.2409	33.1521	9.6179e-05	-155.7136	-4898.319	-5054.033
99114	0.307061	0.897263	37.2409	31.839	9.6179e-05	-155.0604	-4898.834	-5053.894
99115	0.307061	0.897263	37.2118	29.9527	9.6179e-05	-154.2449	-4899.932	-5054.177
99116	0.307061	0.897263	37.1766	38.5141	9.6179e-05	-159.1273	-4895.785	-5054.912
99117	0.319817	0.897263	37.1766	35.3835	9.6179e-05	-156.9834	-4899.732	-5056.715
99118	0.319817	0.897263	37.5754	35.3835	9.6179e-05	-156.8932	-4899.519	-5056.413
99119	0.297932	0.897263	37.5754	33.3293	9.6179e-05	-155.7505	-4899.226	-5054.977
99120	0.297932	0.897263	37.5754	32.4426	9.6179e-05	-155.2935	-4899.676	-5054.97
99121	0.297932	0.897263	37.2744	32.4426	9.6179e-05	-155.3614	-4899.11	-5054.472
99122	0.297932	0.897263	37.5329	32.4426	4.01809e-05	-155.303	-4899.174	-5054.477
99123	0.297932	0.920566	37.8708	32.4426	4.01809e-05	-163.2992	-4890.035	-5053.334
99124	0.297932	0.920566	37.8708	32.4426	3.27849e-05	-163.2992	-4889.991	-5053.29
99125	0.30266	0.920566	38.078	32.4426	3.27849e-05	-163.2455	-4889.833	-5053.079
99126	0.297186	0.920566	37.5052	32.4426	3.27849e-05	-163.382	-4890.03	-5053.412
99127	0.297186	0.920566	37.5052	32.4426	3.27849e-05	-163.382	-4890.03	-5053.412
99128	0.297186	0.904242	37.5052	32.4426	3.27849e-05	-157.7051	-4896.173	-5053.878
99129	0.30574	0.904242	36.8774	32.4426	3.27849e-05	-157.8338	-4895.741	-5053.575
99130	0.300374	0.904242	36.8774	32.4426	3.27849e-05	-157.8429	-4895.558	-5053.401
99131	0.300374	0.904242	36.8774	38.354	3.27849e-05	-161.484	-4893.023	-5054.507
99132	0.300374	0.904242	36.8774	38.354	3.27849e-05	-161.484	-4893.023	-5054.507
99133	0.300814	0.904242	36.8774	29.677	3.27849e-05	-156.6187	-4897.098	-5053.717
99134	0.300814	0.904061	37.7242	29.677	3.27849e-05	-156.364	-4897.589	-5053.953
99135	0.300814	0.904061	36.7583	29.677	3.27849e-05	-156.5838	-4897.266	-5053.85
99136	0.298824	0.904061	37.0484	29.677	3.27849e-05	-156.5202	-4897.211	-5053.731
99137	0.303938	0.904061	37.0484	40.9276	1.25929e-05	-163.398	-4891.85	-5055.248
99138	0.303938	0.904061	37.0484	40.9276	1.25929e-05	-163.398	-4891.85	-5055.248
99139	0.303938	0.904061	37.0484	40.9276	1.25929e-05	-163.398	-4891.85	-5055.248
99140	0.303938	0.89316	38.7556	40.9276	1.25929e-05	-159.2899	-4900.975	-5060.265
99141	0.322835	0.89316	38.7556	39.1905	1.25929e-05	-157.8642	-4901.703	-5059.567
99142	0.309535	0.89316	38.3059	26.2054	0.000172912	-151.3878	-4907.111	-5058.498
99143	0.309535	0.943598	39.1604	26.2054	0.00010931	-168.8671	-4887.845	-5056.712
99144	0.309535	0.943598	39.1604	24.5167	0.00010931	-168.505	-4889.325	-5057.829
99145	0.309535	0.943598	39.1604	24.5167	0.00010931	-168.505	-4889.325	-5057.829
99146	0.309535	0.943598	39.1604	24.5167	0.000216277	-168.5049	-4890.104	-5058.609
99147	0.309535	0.943598	39.455	24.5611	0.000216277	-168.452	-4890.158	-5058.61
99148	0.309535	0.943598	40.2623	27.3931	0.000253647	-168.9665	-4889.283	-5058.25
99149	0.306627	0.943598	38.2562	40.181	0.000200891	-176.4398	-4881.019	-5057.459
99150	0.306627	0.943752	38.2562	35.6479	5.69236e-05	-173.2472	-4881.693	-5054.941
99151	0.306627	0.943752	38.8857	35.6479	0.000252251	-173.1123	-4882.416	-5055.529
99152	0.306627	0.938373	38.8857	35.6479	5.69904e-05	-171.1799	-4882.767	-5053.947
99153	0.306627	0.938373	38.8857	32.842	5.69904e-05	-169.5811	-4884.136	-5053.717
99154	0.306627	0.938373	38.8857	32.842	5.69904e-05	-169.5811	-4884.136	-5053.717
99155	0.298221	0.938373	38.1733	35.831	0.000193195	-171.4624	-4883.553	-5055.015
99156	0.298221	0.938373	38.3349	35.831	0.000193195	-171.4273	-4883.475	-5054.902
99157	0.298221	0.938373	37.9865	35.831	0.000193195	-171.5033	-4883.751	-5055.255
99158	0.298221	0.938373	37.9865	35.831	0.000193195	-171.5033	-4883.751	-5055.255
99159	0.298221	0.938373	38.7861	35.831	8.66466e-05	-171.3305	-4882.842	-5054.172
99160	0.298221	0.938373	38.7861	31.9945	9.07103e-05	-169.1955	-4884.67	-5053.866
99161	0.298221	0.959815	38.7861	39.7657	9.07103e-05	-181.903	-4874.647	-5056.55
99162	0.298221	0.959815	39.6303	39.7657	0.000191904	-181.7275	-4875.098	-5056.825
99163	0.313508	0.938068	39.6303	26.4595	0.000191904	-166.8419	-4891.204	-5058.046
99164	0.313508	0.938068	39.6303	36.0793	0.000191904	-171.1783	-4885.305	-5056.484
99165	0.313508	0.938068	39.6303	36.0793	0.000191904	-171.1783	-4885.305	-5056.484
99166	0.313508	0.938068	38.8628	36.0793	0.000191904	-171.3376	-4884.932	-5056.27
99167	0.313508	0.938068	38.8628	36.0793	0.000191904	-171.3376	-4884.932	-5056.27
99168	0.313508	0.955343	38.8628	36.0793	0.000191904	-177.582	-4880.603	-5058.185
