"iter"	"Vehrc.1."	"Kehr.1."	"kfeces.1."	"kbile.1."	"kgutabs.1."	"LnPrior"	"LnData"	"LnPosterior"
99586	0.698651	0.0878495	0.0557089	0.0312575	2.05042	9.296235	-172.6424	-163.3462
99587	0.698651	0.0878495	0.0557089	0.0910487	2.05042	8.911767	-174.2823	-165.3705
99588	0.70296	0.0887273	0.0557089	0.0910487	1.75187	8.853846	-174.0185	-165.1646
99589	0.706266	0.0815375	0.0557089	0.0960678	1.75187	8.411606	-173.9367	-165.5251
99590	0.710276	0.0781026	0.0557089	0.0929661	1.75187	8.054623	-174.2984	-166.2438
99591	0.707828	0.0976079	0.0702815	0.0929661	2.17543	6.621333	-175.0074	-168.3861
99592	0.707828	0.0976079	0.0435201	0.0832619	1.06608	8.15064	-174.1866	-166.0359
99593	0.702418	0.0911131	0.0777004	0.0832619	1.13775	4.928458	-173.7341	-168.8057
99594	0.74473	0.0898205	0.0576022	0.0832619	1.13775	7.959229	-173.6264	-165.6672
99595	0.74473	0.101061	0.0576022	0.0832619	1.19812	7.397855	-172.7393	-165.3415
99596	0.763723	0.0988556	0.0576022	0.0832619	2.69836	7.402247	-173.8515	-166.4493
99597	0.738682	0.0988556	0.0576022	0.0832619	2.77605	7.723594	-173.4828	-165.7592
99598	0.731944	0.0872411	0.0576022	0.0233258	0.886796	8.162131	-173.1045	-164.9423
99599	0.742963	0.101855	0.0576022	0.0399165	1.42478	7.770103	-171.9872	-164.2171
99600	0.723104	0.101855	0.0597701	0.00704951	1.42478	7.863878	-171.6421	-163.7782
99601	0.745992	0.101855	0.0597701	0.00704951	1.42478	7.555926	-171.4871	-163.9311
99602	0.745992	0.0940176	0.0471892	0.00704951	0.36551	7.445324	-172.582	-165.1366
99603	0.745992	0.10232	0.0404355	0.0407407	0.36551	6.328767	-171.6175	-165.2888
99604	0.745992	0.10232	0.0530937	0.0407407	0.650167	7.163061	-171.7346	-164.5716
99605	0.762787	0.10232	0.0530937	0.0186777	1.53943	7.742187	-172.1649	-164.4227
99606	0.757994	0.098279	0.0530937	0.0186777	1.65372	8.28133	-172.6372	-164.3559
99607	0.756674	0.098279	0.0668394	0.0186777	1.65372	6.932132	-172.5522	-165.6201
99608	0.756674	0.098279	0.0530412	0.0117307	2.22517	8.333114	-172.5488	-164.2157
99609	0.755145	0.098279	0.0530412	0.0117307	2.83444	8.034159	-172.4876	-164.4535
99610	0.757034	0.0955078	0.0530412	0.0117307	2.80722	8.218042	-173.2234	-165.0053
99611	0.706369	0.0911637	0.0567969	0.0117307	1.79157	9.149553	-172.0225	-162.8729
99612	0.706369	0.0929101	0.0567969	0.0146476	1.79157	9.117086	-172.1049	-162.9878
99613	0.706369	0.106991	0.0439911	0.00951472	0.251826	6.253641	-173.3753	-167.1217
99614	0.706369	0.107419	0.054496	0.00177041	0.348885	6.407149	-173.2403	-166.8332
99615	0.754029	0.112456	0.054496	0.0264854	0.331596	4.776448	-171.2292	-166.4528
99616	0.746348	0.112456	0.054496	0.0264854	2.53023	6.143021	-171.9054	-165.7624
99617	0.746348	0.109675	0.0504054	0.0264854	3.92655	5.113847	-171.9	-166.7862
99618	0.725993	0.109675	0.0486626	0.0264854	3.28382	6.4146	-172.9304	-166.5158
99619	0.725993	0.109675	0.0486626	0.0264854	3.28382	6.4146	-172.9304	-166.5158
99620	0.74201	0.109675	0.0486626	0.0456597	3.28382	6.151818	-172.683	-166.5312
99621	0.74201	0.109675	0.0486626	0.0335485	3.26553	6.212232	-172.2472	-166.035
99622	0.730204	0.109675	0.0580788	0.0199883	3.33905	5.974118	-172.3724	-166.3982
99623	0.730204	0.0904132	0.0580788	0.0350271	3.33905	7.891076	-172.9479	-165.0568
99624	0.730204	0.0994329	0.0580788	0.00920316	2.17074	8.337528	-171.5829	-163.2454
99625	0.724328	0.0994329	0.0402404	0.00920316	2.17074	8.262392	-171.6517	-163.3893
99626	0.70952	0.0994329	0.055923	0.00920316	2.17074	8.73638	-172.1993	-163.4629
99627	0.697901	0.0994329	0.0524546	0.00920316	2.82585	8.675726	-173.0392	-164.3634
99628	0.741334	0.107027	0.0524546	0.0126459	2.07176	7.494798	-171.4294	-163.9346
99629	0.741334	0.10726	0.0524546	0.0126459	2.07176	7.454788	-171.4313	-163.9765
99630	0.741334	0.108697	0.0444326	0.00399832	2.07176	7.055831	-171.2219	-164.1661
99631	0.712246	0.0942685	0.0444326	0.00399832	1.0238	8.607571	-171.7195	-163.112
99632	0.741618	0.0942685	0.0336926	0.00399832	0.237199	5.982819	-172.2743	-166.2915
99633	0.741618	0.0942685	0.0336926	0.0806897	1.26024	6.995181	-173.0278	-166.0327
99634	0.771058	0.0987883	0.0623182	0.0806897	1.26024	6.810816	-173.555	-166.7442
99635	0.771058	0.103838	0.0623182	0.0714974	0.326828	5.193934	-172.0897	-166.8958
99636	0.771058	0.103838	0.0646654	0.013865	0.696499	5.631702	-172.2319	-166.6002
99637	0.759738	0.0991724	0.0646654	0.013865	1.46072	7.059911	-172.5236	-165.4637
99638	0.766136	0.0992849	0.0646654	0.0219449	1.18784	6.763528	-172.9233	-166.1598
99639	0.756401	0.099647	0.0646654	0.0172839	1.18784	6.885967	-172.2238	-165.3378
99640	0.756401	0.099647	0.0646654	0.037137	1.18784	6.863599	-172.3491	-165.4855
99641	0.709353	0.103711	0.0646654	0.037137	1.3594	7.138676	-173.5841	-166.4454
99642	0.723004	0.101514	0.0409745	0.037137	1.03402	7.663991	-172.3106	-164.6466
99643	0.723004	0.0989755	0.0585008	0.0669691	1.03402	7.820561	-172.8614	-165.0408
99644	0.723004	0.0963545	0.0498803	0.0669691	0.103357	7.050647	-172.1424	-165.0918
99645	0.723004	0.0893135	0.0498803	0.10283	1.93103	8.682788	-173.9004	-165.2176
99646	0.723004	0.0911166	0.0498803	0.10283	1.93103	8.678911	-173.8889	-165.21
99647	0.723004	0.0805928	0.0498803	0.10283	1.93103	8.242671	-174.6882	-166.4456
99648	0.723004	0.0866087	0.0589061	0.0350508	1.26461	8.481403	-172.8529	-164.3715
99649	0.723004	0.102184	0.0560505	0.0350508	1.26461	8.010167	-172.3573	-164.3472
99650	0.73734	0.102184	0.0560505	0.0350508	3.22892	7.338826	-172.2181	-164.8793
99651	0.721113	0.102184	0.0560505	0.0349243	3.22892	7.548821	-172.7525	-165.2037
99652	0.752587	0.102184	0.0560505	0.0386641	2.88143	7.474948	-172.3158	-164.8408
99653	0.761922	0.108778	0.0560505	0.0386641	1.14065	6.326651	-171.6219	-165.2953
99654	0.761922	0.104474	0.0560505	0.0665951	1.41834	7.099799	-172.4286	-165.3288
99655	0.761155	0.107995	0.0560505	0.0665951	1.89884	6.704607	-172.4575	-165.7529
99656	0.761155	0.103017	0.0560505	0.0966213	3.00824	6.684373	-173.7516	-167.0672
99657	0.764899	0.103017	0.0560505	0.01561	3.00824	7.080476	-172.2519	-165.1714
99658	0.734482	0.0986059	0.0560505	0.01561	3.00824	8.012699	-171.8177	-163.805
99659	0.734482	0.0965565	0.0560505	0.00699132	1.5854	8.578676	-171.7459	-163.1673
99660	0.734482	0.096173	0.0560505	0.00699132	1.5854	8.60309	-171.7864	-163.1833
99661	0.70434	0.096173	0.0437983	0.00149184	1.5854	8.940205	-171.9803	-163.0401
99662	0.70434	0.0874074	0.0437983	0.00149184	1.5854	9.097126	-171.9555	-162.8584
99663	0.70434	0.0874074	0.0437983	0.00149184	1.5854	9.097126	-171.9555	-162.8584
99664	0.70434	0.0953171	0.0437983	0.00149184	1.5854	8.989374	-171.9301	-162.9407
99665	0.70434	0.0953171	0.0437983	0.00149184	2.24631	9.044987	-171.9351	-162.8901
99666	0.70434	0.0953171	0.0437983	0.0296611	2.24631	9.064457	-172.7929	-163.7285
99667	0.71734	0.0953171	0.0479782	0.00476389	2.24631	9.081398	-171.6816	-162.6002
99668	0.71734	0.0916602	0.0558931	0.00476389	1.61276	9.011128	-171.8378	-162.8266
99669	0.719596	0.0940605	0.0582712	0.00476389	1.30092	8.577949	-171.6896	-163.1116
99670	0.732573	0.0940605	0.0582712	0.00476389	1.30092	8.41433	-171.9417	-163.5273
99671	0.732573	0.0940605	0.0478959	0.00476389	0.355027	7.625642	-171.8999	-164.2742
99672	0.705301	0.0940605	0.0604693	0.00476389	3.16974	8.092936	-171.9521	-163.8591
99673	0.705301	0.0904707	0.0604693	0.00476389	2.39869	8.778928	-171.909	-163.1301
99674	0.705301	0.0892032	0.0604693	0.0513313	2.39869	8.718305	-173.0699	-164.3516
99675	0.704244	0.093034	0.0604693	0.0105805	0.789202	8.10275	-172.005	-163.9022
99676	0.704244	0.093034	0.0604693	0.0105805	2.58555	8.664332	-172.1122	-163.4478
99677	0.693963	0.093034	0.0604693	0.0105805	2.58555	8.766216	-172.5811	-163.8149
99678	0.693963	0.0918619	0.0604693	0.0285866	1.47639	8.830432	-172.9231	-164.0926
99679	0.693963	0.0847808	0.0604693	0.102072	1.47639	8.191091	-174.2979	-166.1068
99680	0.693963	0.0805285	0.0604693	0.186634	2.40434	6.291027	-176.9291	-170.6381
99681	0.698207	0.0805285	0.0690149	0.186634	2.40434	4.990453	-176.6786	-171.6882
99682	0.698207	0.0870986	0.0690149	0.0875752	2.40434	7.209447	-174.2415	-167.0321
99683	0.698207	0.0870986	0.0546893	0.0875752	2.01832	8.988907	-174.1253	-165.1364
99684	0.729929	0.0948773	0.0485024	0.0875752	1.64684	8.586757	-173.2995	-164.7127
99685	0.755763	0.102398	0.0281015	0.0875752	0.306805	3.810534	-172.0404	-168.2299
99686	0.755072	0.101422	0.0478281	0.0875752	0.726379	6.934035	-172.4434	-165.5094
99687	0.755072	0.101422	0.0478281	0.0875752	2.09491	7.740586	-173.2459	-165.5053
99688	0.747943	0.0894501	0.0478281	0.0875752	1.30433	8.261909	-174.005	-165.7431
99689	0.699365	0.0894501	0.0478281	0.0875752	1.30433	8.862597	-173.9738	-165.1112
99690	0.710342	0.0916097	0.0478281	0.0875752	2.40892	8.894426	-174.0556	-165.1611
99691	0.685214	0.0916097	0.0188893	0.0875752	1.8	4.38793	-175.7611	-171.3732
99692	0.694893	0.0807859	0.0765019	0.0770322	1.81039	5.321521	-173.6351	-168.3136
99693	0.694893	0.0819914	0.0504735	0.110113	1.81039	8.555686	-174.4535	-165.8978
99694	0.711675	0.082809	0.0504735	0.110113	1.96695	8.461917	-174.2844	-165.8225
99695	0.711675	0.082809	0.0439644	0.120347	2.65549	7.914324	-174.8291	-166.9147
99696	0.712698	0.082809	0.0536644	0.120347	2.04193	8.231801	-174.5263	-166.2945
99697	0.721302	0.082809	0.0540135	0.0846905	2.04193	8.577468	-174.1114	-165.5339
99698	0.721302	0.082809	0.0540135	0.0476298	1.74941	8.814249	-173.634	-164.8198
99699	0.708231	0.082809	0.0540135	0.0476298	0.704755	8.156834	-172.7584	-164.6016
99700	0.690016	0.082809	0.0540135	0.0319373	1.24806	8.942015	-172.6635	-163.7215
99701	0.690016	0.0903478	0.0540135	0.0292608	1.24806	9.204395	-172.992	-163.7876
99702	0.685525	0.0872236	0.0576384	0.0292608	1.24806	8.994693	-172.9555	-163.9608
99703	0.685525	0.0844033	0.0576384	0.0292608	3.32566	8.280638	-173.0147	-164.7341
99704	0.685525	0.0739522	0.0490408	0.0292608	0.737677	7.518683	-173.0736	-165.555
99705	0.685525	0.100311	0.0490408	0.0243505	1.44024	8.920004	-175.0385	-166.1185
99706	0.745726	0.100311	0.0490408	0.0243505	2.27357	8.343172	-171.9763	-163.6332
99707	0.745726	0.0879163	0.0490408	0.0243505	0.839214	8.21679	-174.0358	-165.819
99708	0.715971	0.0922226	0.0568195	0.0618837	0.4944	7.779937	-172.4228	-164.6429
99709	0.710333	0.0820689	0.036313	0.0813572	0.32054	6.415824	-172.8565	-166.4406
99710	0.710333	0.0820689	0.0478483	0.0582882	1.94296	8.917603	-173.4451	-164.5275
99711	0.694938	0.0823401	0.0467906	0.0582882	1.94296	9.068406	-173.2946	-164.2261
99712	0.707198	0.0795936	0.0467906	0.0582882	0.937045	8.133086	-173.2887	-165.1556
99713	0.707198	0.0795936	0.0467906	0.0582882	2.63292	8.497726	-173.8331	-165.3354
99714	0.671817	0.0772803	0.0467906	0.0600775	3.01085	8.225369	-174.0555	-165.8302
99715	0.671817	0.0772803	0.0467906	0.0600775	3.01085	8.225369	-174.0555	-165.8302
99716	0.671817	0.0772803	0.0467906	0.0600775	3.01085	8.225369	-174.0555	-165.8302
99717	0.692776	0.0772803	0.0427407	0.0727453	2.48419	8.142723	-173.9287	-165.786
99718	0.692776	0.0772803	0.0427407	0.0727453	2.48419	8.142723	-173.9287	-165.786
99719	0.693784	0.0772803	0.0612778	0.06654	1.74091	7.892652	-173.588	-165.6953
99720	0.693784	0.0880486	0.0612778	0.06654	1.74091	8.682562	-173.7196	-165.037
99721	0.693784	0.0846392	0.0612778	0.0316365	1.20312	8.432605	-172.5784	-164.1458
99722	0.681728	0.0846392	0.0612778	0.0316365	2.77288	8.557236	-173.2162	-164.6589
99723	0.721402	0.0846392	0.0612778	0.0334397	1.84055	8.436716	-173.214	-164.7773
99724	0.713739	0.0846392	0.0612778	0.0585572	1.84055	8.424778	-173.2256	-164.8008
99725	0.7004	0.0846392	0.0468624	0.0250483	1.84055	9.268472	-172.5167	-163.2482
99726	0.689589	0.0846392	0.0468624	0.0250483	1.25464	9.106092	-172.5585	-163.4524
99727	0.689589	0.0846392	0.0468624	0.0250483	1.25464	9.106092	-172.5585	-163.4524
99728	0.690636	0.0975624	0.0468624	0.0243474	0.465465	8.055304	-173.6944	-165.6391
99729	0.707256	0.0922959	0.0468624	0.0265217	0.465465	8.148599	-172.1009	-163.9523
99730	0.707256	0.0940004	0.0468624	0.0265217	0.357352	7.92319	-172.1352	-164.212
99731	0.717536	0.0940004	0.0468624	0.0265217	0.55783	8.116868	-171.9223	-163.8054
99732	0.717536	0.0870962	0.069421	0.0529501	1.12758	6.895949	-172.7572	-165.8613
99733	0.692919	0.0842355	0.0655364	0.0529501	1.12758	7.709969	-172.9779	-165.268
99734	0.692919	0.0842355	0.0655364	0.0544979	1.12758	7.701813	-173.0087	-165.3069
99735	0.717251	0.0842355	0.0655364	0.0544979	1.12758	7.446125	-173.0681	-165.622
99736	0.701159	0.0842355	0.0655364	0.0544979	1.12758	7.621855	-172.8542	-165.2324
99737	0.701159	0.0824953	0.0655364	0.0262222	2.06646	7.974703	-172.7168	-164.7421
99738	0.698316	0.0817586	0.0360656	0.0177061	2.06646	8.183734	-172.6047	-164.4209
99739	0.695237	0.0817586	0.0360656	0.0177061	3.59558	6.942805	-172.6518	-165.709
99740	0.696329	0.0817586	0.0466738	0.00653124	3.1765	8.414966	-172.4164	-164.0014
99741	0.696329	0.0787464	0.0630571	0.00653124	3.1765	7.324229	-172.7924	-165.4682
99742	0.696329	0.0787464	0.0615046	0.00653124	3.1765	7.514889	-172.7924	-165.2775
99743	0.696329	0.0673326	0.0593327	0.00653124	1.45442	6.348568	-175.8366	-169.4881
99744	0.665374	0.0817232	0.0325837	0.00653124	1.07871	7.468665	-173.0409	-165.5722
99745	0.659697	0.0817232	0.0314873	0.00653124	2.89104	7.334623	-173.5067	-166.1721
99746	0.653205	0.0817232	0.0323732	0.00653124	2.89104	7.531358	-174.0922	-166.5609
99747	0.653205	0.0745808	0.0323732	0.00653124	3.96502	5.151448	-173.1592	-168.0078
99748	0.63536	0.0682809	0.0381215	0.00653124	3.00187	6.337428	-173.5927	-167.2553
99749	0.661749	0.0682809	0.0602269	0.00653124	3.01873	6.374817	-173.0872	-166.7124
99750	0.661749	0.07326	0.0602269	0.00653124	1.29475	7.602502	-172.7616	-165.1591
99751	0.677327	0.07326	0.0602269	0.00653124	2.45475	7.639473	-172.8813	-165.2419
99752	0.677327	0.0705092	0.0602269	0.0128449	1.84694	7.243011	-173.3247	-166.0817
99753	0.6622	0.0705092	0.0602269	0.0128449	2.80331	7.037601	-173.0248	-165.9872
99754	0.6622	0.0705092	0.0432524	0.0128449	2.80331	7.332893	-173.0258	-165.6929
99755	0.6622	0.0676264	0.0432524	0.0128449	2.80331	6.729451	-173.2672	-166.5378
99756	0.64966	0.0676264	0.0432524	0.0460647	1.28591	6.818203	-173.6994	-166.8812
99757	0.67089	0.0676264	0.0432524	0.0460647	1.89691	6.939886	-173.8517	-166.9118
99758	0.665678	0.0726448	0.0432524	0.0401773	1.54421	7.895064	-173.3321	-165.4371
99759	0.656026	0.0720127	0.0432524	0.0401773	2.65525	7.731307	-173.7793	-166.048
99760	0.656026	0.0720127	0.0432524	0.0401773	2.65525	7.731307	-173.7793	-166.048
99761	0.684256	0.0774946	0.0432524	0.0401773	1.22087	8.280232	-172.9724	-164.6921
99762	0.699053	0.0860209	0.0524054	0.0401773	1.22087	9.046092	-172.6479	-163.6018
99763	0.699053	0.0881482	0.0524054	0.0401773	1.45682	9.264111	-172.7412	-163.4771
99764	0.715116	0.0881482	0.0524054	0.0401773	1.91262	9.235815	-172.6877	-163.4518
99765	0.715116	0.0881482	0.0524054	0.0178906	1.53438	9.162692	-172.2857	-163.123
99766	0.712158	0.097692	0.0524054	0.0178906	1.38205	8.835088	-172.1384	-163.3033
99767	0.712158	0.0949322	0.0524054	0.0178906	2.68907	8.962809	-172.1414	-163.1786
99768	0.730184	0.0949322	0.0524054	0.0178906	2.19563	8.962657	-172.0234	-163.0607
99769	0.718329	0.0949322	0.0606977	0.0178906	1.92551	8.583051	-171.9586	-163.3756
99770	0.718329	0.0879122	0.0606977	0.0109199	0.293142	7.222888	-172.2065	-164.9836
99771	0.718942	0.0950466	0.0606977	0.0358766	2.83383	8.205863	-172.496	-164.2901
99772	0.729577	0.098894	0.0606977	0.0169579	1.11003	7.77613	-171.6676	-163.8915
99773	0.748246	0.0985623	0.0606977	0.0169579	1.33581	7.721196	-172.0349	-164.3137
99774	0.705535	0.0857008	0.0392547	0.0108433	1.61091	8.671245	-172.2387	-163.5675
99775	0.679601	0.0857008	0.0392547	0.0108433	1.76019	8.958254	-172.7198	-163.7615
99776	0.679601	0.0857008	0.0340794	0.0108433	0.944488	7.739931	-172.6665	-164.9266
99777	0.679601	0.0857008	0.0340794	0.0108433	3.44296	7.255915	-172.7848	-165.5289
99778	0.693131	0.0967872	0.0340794	0.0108433	3.44296	7.00114	-173.134	-166.1329
99779	0.683052	0.0933541	0.0340794	0.0108433	3.44296	7.264018	-173.4731	-166.209
99780	0.683052	0.0933541	0.0340794	0.00600573	3.84368	6.596766	-173.2816	-166.6849
99781	0.726354	0.106158	0.03834	0.0110931	2.11823	7.183462	-171.8984	-164.7149
99782	0.715371	0.103439	0.03834	0.0855219	1.56907	7.303528	-174.8424	-167.5388
99783	0.715371	0.103439	0.03834	0.0855219	2.25755	7.363212	-175.1116	-167.7483
99784	0.715371	0.103439	0.03834	0.0568075	0.983013	7.108803	-173.5669	-166.4581
99785	0.722639	0.103439	0.03834	0.0568075	1.86926	7.530899	-173.3248	-165.7939
99786	0.728785	0.100653	0.03834	0.0748433	1.86926	7.660024	-173.3081	-165.6481
99787	0.749794	0.0963427	0.03834	0.0306494	1.86926	7.959849	-172.6591	-164.6993
99788	0.749794	0.0963427	0.03834	0.0306494	2.05277	7.967004	-172.6906	-164.7236
99789	0.721225	0.0963427	0.0406712	0.05326	2.05312	8.521195	-172.8111	-164.2899
99790	0.721225	0.109379	0.0406712	0.05326	2.05312	6.84463	-174.2376	-167.393
99791	0.74417	0.109379	0.0406712	0.0437916	2.30805	6.536322	-172.3576	-165.8213
99792	0.759489	0.105831	0.0406712	0.082238	2.27429	6.679741	-173.045	-166.3652
99793	0.759489	0.103312	0.0406712	0.082238	1.10125	6.680593	-172.5687	-165.8881
99794	0.759489	0.104631	0.0406712	0.0346613	1.10125	6.782105	-171.8208	-165.0387
99795	0.740776	0.0957451	0.0558046	0.0080862	1.10125	8.240741	-172.0438	-163.8031
99796	0.72964	0.0890261	0.0574273	0.0080862	1.69455	8.801461	-172.6472	-163.8457
99797	0.704104	0.0825321	0.0435094	0.0211046	1.69455	8.901977	-172.6697	-163.7677
99798	0.713437	0.0871611	0.0435094	0.0211046	3.23982	8.317083	-172.5488	-164.2317
99799	0.725537	0.0809877	0.0435094	0.0542878	3.34126	7.584029	-174.739	-167.155
99800	0.725537	0.0809877	0.0435094	0.0212724	3.34126	7.67575	-174.4631	-166.7873
99801	0.715771	0.079882	0.0435094	0.0212724	3.54357	7.396017	-173.9339	-166.5379
99802	0.679632	0.079882	0.0236792	0.0212724	3.54357	4.495803	-172.8683	-168.3725
99803	0.694935	0.0838729	0.0236792	0.0212724	1.97738	5.877446	-172.5051	-166.6277
99804	0.679729	0.0805753	0.0359155	0.0194896	1.97738	8.225996	-172.7154	-164.4894
99805	0.679729	0.0805753	0.0402239	0.0194896	1.97738	8.740001	-172.7136	-163.9736
99806	0.70267	0.0842899	0.0537326	0.0194896	1.73387	9.184915	-172.4482	-163.2633
99807	0.70267	0.0842899	0.0537326	0.0327904	1.73387	9.172154	-172.6602	-163.4881
99808	0.698142	0.0788608	0.0611112	0.00373256	1.73387	8.204703	-172.7883	-164.5836
99809	0.698142	0.0940497	0.0611112	0.0438852	1.73387	8.719219	-173.4048	-164.6856
99810	0.698142	0.0940497	0.0611112	0.0438852	1.62954	8.68601	-173.3814	-164.6954
99811	0.705606	0.0951855	0.0611112	0.0272956	1.62954	8.597939	-172.554	-163.956
99812	0.678327	0.0951855	0.0668891	0.0272956	1.62954	8.039901	-174.8615	-166.8216
99813	0.680183	0.0960623	0.0668891	0.044373	1.62954	7.933626	-175.5359	-167.6023
99814	0.68837	0.0799465	0.0668891	0.044373	1.25248	7.332248	-172.9339	-165.6016
99815	0.68837	0.0799465	0.0668891	0.105065	2.03255	7.092206	-174.5304	-167.4382
99816	0.692386	0.0799465	0.0668891	0.0419037	2.16999	7.569831	-173.0835	-165.5137
99817	0.704711	0.0799465	0.0626876	0.00702474	1.9944	8.108465	-172.9632	-164.8547
99818	0.715858	0.0837531	0.0626876	0.00702474	1.9944	8.295778	-172.8702	-164.5744
99819	0.715728	0.104374	0.0626876	0.00702474	1.9944	7.459377	-172.2169	-164.7576
99820	0.747681	0.104374	0.0441493	0.00702474	1.9944	7.672271	-171.341	-163.6687
99821	0.747681	0.0981555	0.0339308	0.00702474	2.92921	6.821083	-172.053	-165.2319
99822	0.747681	0.104365	0.0422872	0.00702474	2.24396	7.517498	-171.3509	-163.8334
99823	0.718211	0.0781443	0.0422872	0.0779874	0.339804	6.640359	-173.7394	-167.099
99824	0.703333	0.0781443	0.0422872	0.0274015	1.19473	8.117484	-173.2668	-165.1493
99825	0.703333	0.0977736	0.0422872	0.0274015	1.34034	8.62478	-172.906	-164.2812
99826	0.703333	0.0881571	0.0422872	0.0274015	1.06154	8.687159	-172.3078	-163.6207
99827	0.703333	0.0988912	0.0422872	0.0274015	1.03976	8.288195	-172.9912	-164.703
99828	0.711215	0.0912033	0.0422872	0.0313441	2.66819	8.823683	-172.4995	-163.6758
99829	0.711215	0.0912033	0.0422872	0.0313441	2.66819	8.823683	-172.4995	-163.6758
99830	0.737574	0.103761	0.0422872	0.0313441	1.22844	7.481806	-171.8161	-164.3343
99831	0.737574	0.0949081	0.0422872	0.0313441	0.968798	8.074134	-172.1863	-164.1122
99832	0.737574	0.0949081	0.0422872	0.0313441	0.690121	7.747932	-172.1081	-164.3602
99833	0.737574	0.09838	0.0422872	0.0166571	1.49191	8.255255	-171.7754	-163.5201
99834	0.733761	0.09838	0.0422872	0.0166571	1.49191	8.306984	-171.7347	-163.4278
99835	0.733761	0.09838	0.0422872	0.0166571	1.24841	8.153614	-171.7067	-163.5531
99836	0.746308	0.09838	0.036368	0.0557832	0.660045	6.631733	-172.1502	-165.5185
99837	0.746308	0.0972689	0.0447133	0.0199834	0.660045	7.608121	-172.0538	-164.4457
99838	0.746308	0.0972689	0.0447133	0.00612428	0.660045	7.593079	-172.0246	-164.4316
99839	0.746308	0.0947849	0.0332723	0.006262	0.660043	6.48374	-172.4728	-165.989
99840	0.746308	0.0947849	0.0359756	0.0540818	1.73164	7.685139	-172.9713	-165.2861
99841	0.699309	0.0947849	0.0359756	0.0540818	1.73164	8.262331	-173.763	-165.5007
99842	0.726604	0.0987537	0.0624271	0.0399889	2.42864	7.900284	-172.4304	-164.5301
99843	0.726604	0.100062	0.0564538	0.0399889	2.42864	8.341065	-172.4623	-164.1213
99844	0.726604	0.100062	0.0564538	0.0399889	1.12221	8.04767	-172.1791	-164.1314
99845	0.732315	0.103313	0.0564538	0.0399889	1.02643	7.505205	-172.0839	-164.5787
99846	0.752564	0.103313	0.0564538	0.0399889	1.29991	7.44564	-171.9286	-164.483
99847	0.74943	0.0984844	0.0564538	0.0399889	1.19882	7.943282	-172.2752	-164.332
99848	0.720844	0.0997711	0.0564538	0.0399889	1.19882	8.212141	-172.4003	-164.1882
99849	0.741314	0.0936637	0.0564538	0.0524838	1.19882	8.302857	-172.7129	-164.4101
99850	0.741314	0.0875743	0.0564538	0.0524838	0.594099	7.673219	-173.5061	-165.8328
99851	0.722765	0.0965951	0.0564538	0.0524838	0.594099	7.730083	-172.237	-164.5069
99852	0.702825	0.0862199	0.0663875	0.0177072	0.780041	7.292683	-172.1819	-164.8892
99853	0.702825	0.0857779	0.0315576	0.0177072	0.858982	7.010338	-172.2217	-165.2113
99854	0.702825	0.0782329	0.0315576	0.00525946	0.412754	5.781862	-173.118	-167.3362
99855	0.702825	0.0915353	0.0734053	0.00525946	2.51595	6.550542	-171.9662	-165.4157
99856	0.702825	0.0915353	0.0734053	0.00843284	2.51595	6.557064	-172.0499	-165.4929
99857	0.737183	0.0944591	0.0342	0.00843284	2.33553	7.624771	-172.1485	-164.5237
99858	0.689894	0.0944591	0.0290502	0.00843284	1.06039	6.830265	-172.8873	-166.057
99859	0.689894	0.0944591	0.0290502	0.0029127	1.06039	6.817907	-172.7295	-165.9116
99860	0.689894	0.0922789	0.0290502	0.0029127	1.63646	7.266708	-172.4869	-165.2202
99861	0.689894	0.0842084	0.0290502	0.0029127	1.33572	6.970407	-172.144	-165.1736
99862	0.689894	0.0842084	0.0290502	0.0029127	1.33572	6.970407	-172.144	-165.1736
99863	0.689458	0.0850872	0.0501413	0.0029127	2.71295	9.182219	-172.1623	-162.9801
99864	0.689458	0.0850872	0.0501413	0.0029127	1.44299	9.281239	-172.1453	-162.8641
99865	0.716156	0.0850872	0.0619291	0.035063	1.44299	8.300434	-172.8442	-164.5438
99866	0.69909	0.0891615	0.0409882	0.035063	1.87919	9.054555	-172.7434	-163.6888
99867	0.69909	0.0891615	0.0409882	0.000723021	2.30982	9.002552	-171.9195	-162.9169
99868	0.69909	0.0872249	0.0409882	0.000723021	2.06104	9.013694	-171.9535	-162.9398
99869	0.695512	0.0872249	0.0578086	0.0891089	1.53624	8.699924	-174.117	-165.4171
99870	0.695512	0.0872249	0.0578086	0.0891089	1.13688	8.434971	-173.9124	-165.4774
99871	0.718796	0.0872249	0.0578086	0.0368581	0.11795	7.13784	-172.2556	-165.1177
99872	0.733211	0.084634	0.0578086	0.0256633	2.71459	8.386173	-174.1072	-165.721
99873	0.71116	0.09887	0.0578086	0.0256633	2.04304	8.660582	-172.5689	-163.9084
99874	0.734326	0.0951169	0.0242378	0.0256633	2.16083	5.613103	-172.2341	-166.621
99875	0.718879	0.0893611	0.0242378	0.0232384	2.16083	5.939225	-172.4073	-166.4681
99876	0.718879	0.0893611	0.0242378	0.00431982	3.07774	5.353009	-172.1192	-166.7662
99877	0.704859	0.0959231	0.0242378	0.00431982	3.07774	5.336478	-172.0455	-166.709
99878	0.699237	0.0954723	0.0242378	0.00431982	3.41793	4.99503	-172.3038	-167.3088
99879	0.717371	0.0954723	0.0242378	0.00431982	3.28884	4.973349	-171.6852	-166.7119
