"","mean","sd","X2.5.","X97.5.","Rhat"
"Krestbody_plasma.1.",0.421311472205559,0.0149115863836751,0.392942,0.45177355,1.00386297032759
"Tmc.1.",8.0240825294941,0.651612899372569,6.78145,9.30085,1.05052846774519
"Kt.1.",0.0592991329284143,0.00920202747540108,0.0435284,0.07908487,1.00465984500763
"Trc.1.",1.33489535537892,0.11622376342682,1.11331,1.563657,1.04830794841204
"VmaxC.1.",0.472872611577684,0.0290859476821525,0.419165,0.530939,1.01175183339044
"Km.1.",5.83240721555689,0.478600986409834,4.96274,6.82719525,1.01226653192052
"QurineC.1.",13.4561481353729,3.16850247963043,7.92898,20.2493,1.00141276874878
