iter	Krestbody_plasma(1)	VmaxC(1)	Km(1)	QurineC(1)	Trc(1)	LnPrior	LnData	LnPosterior
90026	0.301623	0.952486	39.7414	33.0027	3.51261e-05	-1.745902e+02	-4.879399e+03	-5.053989e+03
90027	0.30845	0.952486	39.7414	33.0027	3.51261e-05	-1.745786e+02	-4.879810e+03	-5.054388e+03
90028	0.30845	0.968935	39.7414	33.0027	3.51261e-05	-1.806166e+02	-4.874831e+03	-5.055448e+03
90029	0.30845	0.968935	39.9099	32.9689	0.000168058	-1.805650e+02	-4.875754e+03	-5.056319e+03
90030	0.30845	0.968935	39.9099	32.9689	0.000168058	-1.805650e+02	-4.875754e+03	-5.056319e+03
90031	0.30845	0.968935	40.0413	32.9689	5.70509e-05	-1.805387e+02	-4.874828e+03	-5.055367e+03
90032	0.301006	0.968935	39.4772	38.6175	9.36156e-06	-1.842339e+02	-4.871323e+03	-5.055557e+03
90033	0.301006	0.968935	39.4772	38.6175	9.36156e-06	-1.842339e+02	-4.871323e+03	-5.055557e+03
90034	0.301006	0.968935	39.4772	38.6175	9.36156e-06	-1.842339e+02	-4.871323e+03	-5.055557e+03
90035	0.301006	0.968935	39.4772	37.8897	9.36156e-06	-1.837025e+02	-4.871626e+03	-5.055328e+03
90036	0.301006	0.968935	39.4772	25.9863	9.36156e-06	-1.780184e+02	-4.878355e+03	-5.056373e+03
90037	0.301006	0.968935	40.5618	25.9863	9.36156e-06	-1.778017e+02	-4.878805e+03	-5.056607e+03
90038	0.301006	0.968935	39.9161	25.9863	9.36156e-06	-1.779293e+02	-4.878167e+03	-5.056096e+03
90039	0.301006	0.968935	40.6859	25.9863	7.63108e-05	-1.777777e+02	-4.879514e+03	-5.057291e+03
90040	0.314461	0.968935	40.6859	25.9863	7.63108e-05	-1.777549e+02	-4.881450e+03	-5.059205e+03
90041	0.304759	0.968935	40.6859	33.5718	8.19446e-05	-1.807384e+02	-4.874712e+03	-5.055451e+03
90042	0.304759	0.968935	40.6859	35.493	8.19446e-05	-1.818552e+02	-4.873814e+03	-5.055669e+03
90043	0.304759	0.975953	40.6859	35.493	8.19446e-05	-1.844644e+02	-4.871318e+03	-5.055782e+03
90044	0.304759	0.975953	40.6859	35.493	4.86282e-05	-1.844644e+02	-4.871106e+03	-5.055570e+03
90045	0.304759	0.975953	40.6859	35.493	4.86282e-05	-1.844644e+02	-4.871106e+03	-5.055570e+03
90046	0.304759	0.975953	40.6859	35.493	4.86282e-05	-1.844644e+02	-4.871106e+03	-5.055570e+03
90047	0.304759	0.975953	40.6859	27.2275	4.86282e-05	-1.807086e+02	-4.875908e+03	-5.056616e+03
90048	0.304759	0.975953	39.8435	27.2275	4.86282e-05	-1.808748e+02	-4.875963e+03	-5.056838e+03
90049	0.304759	0.975953	39.8435	27.2275	1.17177e-05	-1.808748e+02	-4.875670e+03	-5.056545e+03
90050	0.302412	0.975953	39.8435	27.2275	1.17177e-05	-1.808788e+02	-4.875327e+03	-5.056206e+03
90051	0.302412	0.975953	39.8435	27.3947	1.17177e-05	-1.809277e+02	-4.875192e+03	-5.056119e+03
90052	0.302412	0.975953	39.8435	27.3947	8.8598e-05	-1.809277e+02	-4.875732e+03	-5.056660e+03
90053	0.29484	0.971512	39.8435	27.3947	8.8598e-05	-1.792872e+02	-4.876944e+03	-5.056232e+03
90054	0.29484	0.939278	39.8435	27.3947	0.000133072	-1.675232e+02	-4.890427e+03	-5.057950e+03
90055	0.29484	0.939278	39.8435	27.3947	5.97397e-05	-1.675232e+02	-4.889942e+03	-5.057465e+03
90056	0.29484	0.939278	39.8435	27.3947	4.48951e-05	-1.675232e+02	-4.889824e+03	-5.057348e+03
90057	0.304793	0.939278	38.3461	27.3947	4.48951e-05	-1.678193e+02	-4.887202e+03	-5.055021e+03
90058	0.304793	0.939278	38.3461	27.3947	8.22645e-05	-1.678193e+02	-4.887458e+03	-5.055277e+03
90059	0.304793	0.939278	38.3461	32.9406	0.000252988	-1.700749e+02	-4.885198e+03	-5.055272e+03
90060	0.304793	0.93181	38.3461	34.0361	0.000252988	-1.679995e+02	-4.886924e+03	-5.054924e+03
90061	0.298863	0.93181	38.3461	34.0361	0.000252988	-1.680095e+02	-4.886869e+03	-5.054878e+03
90062	0.298863	0.93181	38.3461	34.0361	0.000252988	-1.680095e+02	-4.886869e+03	-5.054878e+03
90063	0.298762	0.93181	38.3461	34.0361	0.000252988	-1.680097e+02	-4.886839e+03	-5.054849e+03
90064	0.298762	0.936197	38.3461	34.0361	0.000182095	-1.695731e+02	-4.884848e+03	-5.054421e+03
90065	0.298762	0.936197	38.3461	35.965	0.000182095	-1.707305e+02	-4.884019e+03	-5.054750e+03
90066	0.298762	0.936197	38.3461	35.965	0.000182095	-1.707305e+02	-4.884019e+03	-5.054750e+03
90067	0.298762	0.936197	38.3461	29.4247	0.000182095	-1.674094e+02	-4.887372e+03	-5.054781e+03
90068	0.298762	0.936197	38.3461	35.477	0.000182095	-1.704236e+02	-4.884204e+03	-5.054628e+03
90069	0.298762	0.936197	38.3461	35.477	0.000182095	-1.704236e+02	-4.884204e+03	-5.054628e+03
90070	0.298762	0.936197	38.3461	35.477	0.000182095	-1.704236e+02	-4.884204e+03	-5.054628e+03
90071	0.298762	0.936197	38.3461	35.477	0.000118593	-1.704237e+02	-4.883774e+03	-5.054198e+03
90072	0.298762	0.936197	38.3461	27.7472	0.000118593	-1.668333e+02	-4.888048e+03	-5.054881e+03
90073	0.295258	0.936197	38.3461	27.7472	0.000118593	-1.668393e+02	-4.888330e+03	-5.055169e+03
90074	0.295258	0.936197	39.1543	27.1906	3.70867e-05	-1.665012e+02	-4.889183e+03	-5.055684e+03
90075	0.295258	0.936197	39.1543	27.1906	1.27762e-05	-1.665012e+02	-4.889035e+03	-5.055536e+03
90076	0.295258	0.936197	39.1543	27.1906	1.27762e-05	-1.665012e+02	-4.889035e+03	-5.055536e+03
90077	0.295258	0.936197	39.1543	27.1906	1.27762e-05	-1.665012e+02	-4.889035e+03	-5.055536e+03
90078	0.291845	0.936197	39.1543	25.556	1.27762e-05	-1.660903e+02	-4.891156e+03	-5.057246e+03
90079	0.291845	0.936197	39.1543	25.556	1.27762e-05	-1.660903e+02	-4.891156e+03	-5.057246e+03
90080	0.289214	0.94774	38.6871	38.0684	1.27762e-05	-1.762564e+02	-4.879792e+03	-5.056049e+03
90081	0.301123	0.94774	39.2026	32.2049	1.27762e-05	-1.725774e+02	-4.880866e+03	-5.053443e+03
90082	0.301123	0.94774	39.2026	33.8831	1.27762e-05	-1.734530e+02	-4.879989e+03	-5.053442e+03
90083	0.301123	0.94774	40.2278	33.8831	1.27762e-05	-1.732450e+02	-4.881923e+03	-5.055168e+03
90084	0.301123	0.978297	40.2278	33.8831	2.35626e-05	-1.844899e+02	-4.870413e+03	-5.054903e+03
90085	0.301123	0.978297	40.2278	33.8831	2.35626e-05	-1.844899e+02	-4.870413e+03	-5.054903e+03
90086	0.301123	0.978297	40.2278	33.8831	1.23107e-05	-1.844899e+02	-4.870321e+03	-5.054811e+03
90087	0.301123	0.978297	40.2278	33.8831	1.23107e-05	-1.844899e+02	-4.870321e+03	-5.054811e+03
90088	0.301123	0.978297	40.2278	32.2067	4.17214e-05	-1.836151e+02	-4.871393e+03	-5.055008e+03
90089	0.301123	0.978297	40.2278	32.2067	4.17214e-05	-1.836151e+02	-4.871393e+03	-5.055008e+03
90090	0.301123	0.978297	40.2278	32.2067	3.28537e-05	-1.836151e+02	-4.871317e+03	-5.054932e+03
90091	0.301123	0.978297	40.2278	32.2067	3.26322e-05	-1.836151e+02	-4.871327e+03	-5.054942e+03
90092	0.301123	0.978297	40.2278	36.6943	3.26322e-05	-1.862091e+02	-4.869249e+03	-5.055458e+03
90093	0.301123	0.96608	40.2278	31.7697	3.26322e-05	-1.788651e+02	-4.875671e+03	-5.054536e+03
90094	0.301123	0.96608	40.2278	31.7697	7.46704e-05	-1.788651e+02	-4.875943e+03	-5.054808e+03
90095	0.301123	0.96608	40.2278	31.7697	1.68762e-06	-1.788651e+02	-4.875422e+03	-5.054287e+03
90096	0.289897	0.96608	40.2278	28.9385	5.31116e-05	-1.777116e+02	-4.879169e+03	-5.056881e+03
90097	0.289897	0.96608	40.2278	35.4588	5.21993e-05	-1.808931e+02	-4.875919e+03	-5.056812e+03
90098	0.307898	0.944897	40.0348	35.4588	5.21993e-05	-1.731690e+02	-4.882027e+03	-5.055196e+03
90099	0.302201	0.944897	40.0348	35.4588	5.21993e-05	-1.731786e+02	-4.882076e+03	-5.055255e+03
90100	0.302201	0.944897	40.0348	32.8256	5.21993e-05	-1.716891e+02	-4.883325e+03	-5.055014e+03
90101	0.302201	0.944897	38.4235	32.8256	0.000207402	-1.720237e+02	-4.883043e+03	-5.055067e+03
90102	0.302201	0.940051	38.4235	33.4308	1.18211e-05	-1.705981e+02	-4.882697e+03	-5.053296e+03
90103	0.302201	0.940051	38.4235	26.9407	1.18211e-05	-1.679539e+02	-4.886744e+03	-5.054698e+03
90104	0.296414	0.940051	38.4235	26.9407	1.18211e-05	-1.679637e+02	-4.886743e+03	-5.054707e+03
90105	0.296414	0.940051	38.4235	30.8876	5.19152e-05	-1.693710e+02	-4.884442e+03	-5.053813e+03
90106	0.296414	0.93241	38.4235	30.8876	0.00012366	-1.666409e+02	-4.887638e+03	-5.054279e+03
90107	0.296414	0.93241	38.4235	30.8876	0.00012366	-1.666409e+02	-4.887638e+03	-5.054279e+03
90108	0.296414	0.93241	38.4235	30.5902	0.000144838	-1.665132e+02	-4.887973e+03	-5.054486e+03
90109	0.296414	0.93241	38.7743	30.5902	0.000144838	-1.664381e+02	-4.888369e+03	-5.054807e+03
90110	0.296414	0.93241	38.7743	30.5902	0.000250134	-1.664381e+02	-4.889101e+03	-5.055539e+03
90111	0.296414	0.93241	39.6551	33.1651	0.000250134	-1.674784e+02	-4.890116e+03	-5.057594e+03
90112	0.30936	0.93241	39.6551	33.1651	0.000238566	-1.674564e+02	-4.888819e+03	-5.056275e+03
90113	0.297261	0.93241	39.6551	33.1651	0.000238566	-1.674769e+02	-4.889820e+03	-5.057297e+03
90114	0.297261	0.980849	39.6551	27.5699	0.000483321	-1.828588e+02	-4.877050e+03	-5.059909e+03
90115	0.292115	0.977821	39.6551	27.5699	0.00049221	-1.817336e+02	-4.878057e+03	-5.059791e+03
90116	0.292115	0.977821	40.5358	27.5699	0.000290397	-1.815583e+02	-4.877037e+03	-5.058596e+03
90117	0.285458	0.977821	40.5358	27.5699	0.000160937	-1.815697e+02	-4.878088e+03	-5.059657e+03
90118	0.285458	0.977821	38.8614	25.3694	0.000102981	-1.813402e+02	-4.878890e+03	-5.060230e+03
90119	0.285458	0.977821	38.8614	25.3694	0.000102981	-1.813402e+02	-4.878890e+03	-5.060230e+03
90120	0.294558	0.977821	38.8614	25.3694	0.000102981	-1.813246e+02	-4.878133e+03	-5.059458e+03
90121	0.294558	0.977821	39.5805	25.3694	0.000102981	-1.811752e+02	-4.876813e+03	-5.057989e+03
90122	0.294558	0.93174	39.5805	39.5046	1.52656e-05	-1.714008e+02	-4.886716e+03	-5.058117e+03
90123	0.294558	0.965387	39.5805	35.9228	1.52656e-05	-1.810507e+02	-4.873713e+03	-5.054764e+03
90124	0.294558	0.965387	39.1773	35.9228	1.52656e-05	-1.811339e+02	-4.873732e+03	-5.054866e+03
90125	0.294558	0.965387	39.1773	35.9228	1.52656e-05	-1.811339e+02	-4.873732e+03	-5.054866e+03
90126	0.299008	0.965387	39.1773	35.2974	1.52656e-05	-1.807358e+02	-4.873852e+03	-5.054588e+03
90127	0.299008	0.965387	39.1773	35.2974	1.52656e-05	-1.807358e+02	-4.873852e+03	-5.054588e+03
90128	0.299008	0.965387	39.1773	35.2974	4.96344e-05	-1.807358e+02	-4.874094e+03	-5.054830e+03
90129	0.299008	0.965387	39.1773	35.2974	4.96344e-05	-1.807358e+02	-4.874094e+03	-5.054830e+03
90130	0.299008	0.965387	40.7343	35.1504	4.96344e-05	-1.803342e+02	-4.875527e+03	-5.055861e+03
90131	0.299008	0.965387	40.7343	33.843	4.96344e-05	-1.795761e+02	-4.876124e+03	-5.055701e+03
90132	0.299008	0.965387	40.6008	33.843	4.96344e-05	-1.796019e+02	-4.875777e+03	-5.055379e+03
90133	0.299008	0.965387	40.6008	32.0089	3.88602e-05	-1.786536e+02	-4.876601e+03	-5.055255e+03
90134	0.299008	0.965387	40.6008	32.0089	3.88602e-05	-1.786536e+02	-4.876601e+03	-5.055255e+03
90135	0.299008	0.957614	40.6008	29.5078	3.88602e-05	-1.747213e+02	-4.881432e+03	-5.056153e+03
90136	0.299008	0.957614	40.6008	29.5078	0.000271589	-1.747213e+02	-4.882982e+03	-5.057703e+03
90137	0.299008	0.957614	40.6008	29.5078	0.000161446	-1.747213e+02	-4.882240e+03	-5.056961e+03
90138	0.299008	0.957614	39.0951	30.792	0.000200612	-1.755461e+02	-4.879786e+03	-5.055332e+03
90139	0.298972	0.957614	39.0951	30.792	0.000200612	-1.755462e+02	-4.879744e+03	-5.055290e+03
90140	0.305384	0.957614	39.0951	26.8612	0.000476928	-1.741474e+02	-4.885137e+03	-5.059284e+03
90141	0.289594	0.957614	39.0951	26.8612	0.000476928	-1.741743e+02	-4.885291e+03	-5.059465e+03
90142	0.290462	0.957614	39.0951	26.8612	0.000476928	-1.741728e+02	-4.885150e+03	-5.059322e+03
90143	0.290462	0.957614	39.0951	32.38	0.000476928	-1.762966e+02	-4.881809e+03	-5.058106e+03
90144	0.290462	0.957614	39.0951	32.38	0.000403527	-1.762966e+02	-4.881295e+03	-5.057591e+03
90145	0.290462	0.957614	39.0951	32.38	7.78116e-05	-1.762966e+02	-4.878950e+03	-5.055247e+03
90146	0.296882	0.934579	37.97	32.38	3.66321e-05	-1.682063e+02	-4.885385e+03	-5.053592e+03
90147	0.296882	0.924707	37.97	32.38	3.66321e-05	-1.647050e+02	-4.888724e+03	-5.053429e+03
90148	0.296882	0.933802	37.97	32.38	3.66321e-05	-1.679293e+02	-4.885621e+03	-5.053550e+03
90149	0.296882	0.933802	37.97	32.38	3.66321e-05	-1.679293e+02	-4.885621e+03	-5.053550e+03
90150	0.296882	0.933802	37.97	33.7835	3.66321e-05	-1.686637e+02	-4.884975e+03	-5.053639e+03
90151	0.296882	0.933802	37.97	33.7835	3.66321e-05	-1.686637e+02	-4.884975e+03	-5.053639e+03
90152	0.296882	0.933802	37.97	33.7835	3.66321e-05	-1.686637e+02	-4.884975e+03	-5.053639e+03
90153	0.296882	0.941865	37.97	33.7835	2.10197e-05	-1.715495e+02	-4.882468e+03	-5.054018e+03
90154	0.296882	0.941865	37.97	30.4294	2.10197e-05	-1.699253e+02	-4.884245e+03	-5.054171e+03
90155	0.307952	0.941865	37.97	30.4294	0.000190066	-1.699064e+02	-4.886855e+03	-5.056762e+03
90156	0.307952	0.941865	37.97	34.0266	0.000245438	-1.716659e+02	-4.885234e+03	-5.056900e+03
90157	0.29581	0.941865	37.97	34.0266	0.000245438	-1.716866e+02	-4.884060e+03	-5.055747e+03
90158	0.29581	0.941865	37.6596	34.0266	0.000472419	-1.717554e+02	-4.886308e+03	-5.058064e+03
90159	0.29581	0.907906	37.6596	31.3817	0.000472419	-1.584323e+02	-4.898722e+03	-5.057154e+03
90160	0.29581	0.907906	37.6596	31.3817	0.000318974	-1.584323e+02	-4.897664e+03	-5.056096e+03
90161	0.29581	0.916819	37.6596	29.3348	0.000318974	-1.606837e+02	-4.895310e+03	-5.055994e+03
90162	0.29581	0.916819	37.6596	29.3348	0.000304422	-1.606837e+02	-4.895208e+03	-5.055891e+03
90163	0.29581	0.916819	37.6596	33.0914	0.000304422	-1.623687e+02	-4.893142e+03	-5.055511e+03
90164	0.29581	0.916819	37.6596	33.0914	0.00012511	-1.623687e+02	-4.891883e+03	-5.054251e+03
90165	0.29581	0.91876	37.6596	33.0914	0.00012511	-1.630478e+02	-4.891196e+03	-5.054244e+03
90166	0.29581	0.91876	37.6596	33.0914	0.00012511	-1.630478e+02	-4.891196e+03	-5.054244e+03
90167	0.29581	0.926642	37.6596	33.0914	2.12384e-05	-1.658214e+02	-4.887747e+03	-5.053568e+03
90168	0.29581	0.926642	37.6596	33.0914	2.12384e-05	-1.658214e+02	-4.887747e+03	-5.053568e+03
90169	0.29581	0.926642	37.6596	36.655	2.12384e-05	-1.679415e+02	-4.886162e+03	-5.054103e+03
90170	0.30693	0.926642	37.6596	36.7621	2.12384e-05	-1.679941e+02	-4.886362e+03	-5.054356e+03
90171	0.30693	0.926642	37.6596	36.7621	2.12384e-05	-1.679941e+02	-4.886362e+03	-5.054356e+03
90172	0.30825	0.926642	37.6596	36.2858	2.79695e-05	-1.676771e+02	-4.886868e+03	-5.054545e+03
90173	0.30825	0.926642	39.5931	36.2858	2.79695e-05	-1.672638e+02	-4.888231e+03	-5.055495e+03
90174	0.30825	0.926642	37.9876	36.2858	2.79695e-05	-1.676044e+02	-4.886413e+03	-5.054018e+03
90175	0.30825	0.926642	37.9876	36.2858	2.79695e-05	-1.676044e+02	-4.886413e+03	-5.054018e+03
90176	0.30825	0.928384	37.9876	35.1475	9.91339e-07	-1.675051e+02	-4.886247e+03	-5.053752e+03
90177	0.30825	0.928384	37.9876	35.1475	0.00011889	-1.675051e+02	-4.887101e+03	-5.054606e+03
90178	0.312018	0.928384	37.9876	35.1475	0.00011889	-1.674987e+02	-4.888026e+03	-5.055525e+03
90179	0.312018	0.928384	37.9876	35.1475	0.00011889	-1.674987e+02	-4.888026e+03	-5.055525e+03
90180	0.312018	0.895144	37.9876	35.1475	0.00011889	-1.559476e+02	-4.899496e+03	-5.055444e+03
90181	0.312018	0.895144	37.9876	35.1475	0.000123434	-1.559476e+02	-4.899514e+03	-5.055462e+03
90182	0.314633	0.895144	37.9876	35.1384	6.36656e-05	-1.559377e+02	-4.899383e+03	-5.055320e+03
90183	0.299074	0.895144	37.9876	31.8687	2.28911e-05	-1.541980e+02	-4.901466e+03	-5.055664e+03
90184	0.299074	0.895144	35.6143	32.1747	2.28911e-05	-1.548957e+02	-4.900535e+03	-5.055430e+03
90185	0.299074	0.895144	36.8257	35.1095	2.28911e-05	-1.562091e+02	-4.897552e+03	-5.053761e+03
90186	0.299074	0.91434	36.8257	30.2301	0.000135319	-1.603529e+02	-4.894578e+03	-5.054931e+03
90187	0.299074	0.91434	36.8257	30.2301	0.000135319	-1.603529e+02	-4.894578e+03	-5.054931e+03
90188	0.299074	0.91434	36.9869	32.8446	0.000135319	-1.615222e+02	-4.892859e+03	-5.054381e+03
90189	0.286148	0.91434	36.9869	32.8446	0.000135319	-1.615443e+02	-4.895433e+03	-5.056977e+03
90190	0.286148	0.91434	36.9869	32.8446	0.000135319	-1.615443e+02	-4.895433e+03	-5.056977e+03
90191	0.286148	0.938306	36.9869	30.4118	0.000135319	-1.688805e+02	-4.889367e+03	-5.058248e+03
90192	0.285859	0.938306	36.9869	30.4118	0.000135319	-1.688810e+02	-4.889503e+03	-5.058384e+03
90193	0.285859	0.938306	36.9869	30.4118	0.000135319	-1.688810e+02	-4.889503e+03	-5.058384e+03
90194	0.285859	0.938306	36.9869	27.8545	0.000135319	-1.679467e+02	-4.891042e+03	-5.058989e+03
90195	0.285859	0.938306	36.9869	27.8545	0.000135319	-1.679467e+02	-4.891042e+03	-5.058989e+03
90196	0.287218	0.938306	38.8144	34.8688	0.000135319	-1.707283e+02	-4.886474e+03	-5.057202e+03
90197	0.287218	0.938306	38.8144	34.8688	0.000135319	-1.707283e+02	-4.886474e+03	-5.057202e+03
90198	0.287218	0.948718	38.8144	34.8688	0.000135319	-1.744791e+02	-4.882201e+03	-5.056680e+03
90199	0.287218	0.948718	38.8144	34.8688	0.000135319	-1.744791e+02	-4.882201e+03	-5.056680e+03
90200	0.287218	0.948718	38.8144	31.3812	7.50156e-05	-1.726481e+02	-4.883398e+03	-5.056046e+03
90201	0.287218	0.948718	38.8144	37.3411	0.000400393	-1.760717e+02	-4.883054e+03	-5.059126e+03
90202	0.296019	0.948718	38.8144	37.1137	8.3775e-05	-1.759000e+02	-4.878945e+03	-5.054845e+03
90203	0.296019	0.948718	38.8144	32.003	8.3775e-05	-1.729239e+02	-4.881222e+03	-5.054146e+03
90204	0.296019	0.948718	38.8144	32.003	8.3775e-05	-1.729239e+02	-4.881222e+03	-5.054146e+03
90205	0.296019	0.948718	38.8144	32.003	9.47504e-05	-1.729239e+02	-4.881295e+03	-5.054219e+03
90206	0.296019	0.948718	37.8545	27.2321	9.47504e-05	-1.712965e+02	-4.885443e+03	-5.056739e+03
90207	0.296019	0.948718	37.8545	27.2321	0.000146635	-1.712965e+02	-4.885842e+03	-5.057139e+03
90208	0.296019	0.899353	36.2828	37.2176	0.000145283	-1.591427e+02	-4.896721e+03	-5.055864e+03
90209	0.296019	0.899353	36.2828	37.2176	0.000199437	-1.591427e+02	-4.897135e+03	-5.056278e+03
90210	0.305659	0.899353	36.2828	37.2176	0.000199437	-1.591263e+02	-4.897112e+03	-5.056238e+03
90211	0.305659	0.899353	36.2828	37.2176	0.000199437	-1.591263e+02	-4.897112e+03	-5.056238e+03
90212	0.305659	0.899353	36.2828	35.2681	0.000199437	-1.578597e+02	-4.898009e+03	-5.055869e+03
90213	0.295799	0.899353	36.2828	40.1882	0.000206292	-1.613655e+02	-4.896153e+03	-5.057518e+03
90214	0.295799	0.899353	36.2828	44.6366	0.000123799	-1.653535e+02	-4.894263e+03	-5.059616e+03
90215	0.295799	0.899353	36.2828	44.6366	0.000123799	-1.653535e+02	-4.894263e+03	-5.059616e+03
90216	0.295799	0.899353	36.2828	44.8747	0.000123799	-1.655892e+02	-4.894182e+03	-5.059771e+03
90217	0.295799	0.899353	36.2828	44.8747	0.000123799	-1.655892e+02	-4.894182e+03	-5.059771e+03
90218	0.295799	0.899353	37.4641	44.8747	0.000246363	-1.653160e+02	-4.895581e+03	-5.060897e+03
90219	0.295799	0.899353	37.4641	44.8747	8.47144e-05	-1.653160e+02	-4.894486e+03	-5.059802e+03
90220	0.295799	0.899353	35.4054	34.5697	0.000371209	-1.576716e+02	-4.901799e+03	-5.059470e+03
90221	0.295799	0.887034	35.4054	34.5697	0.000371209	-1.534823e+02	-4.904734e+03	-5.058216e+03
90222	0.295799	0.887034	36.9571	34.5697	0.000164558	-1.531127e+02	-4.903069e+03	-5.056182e+03
90223	0.294501	0.887034	36.9571	33.8082	0.000164558	-1.526827e+02	-4.903761e+03	-5.056444e+03
90224	0.294501	0.900794	37.2064	33.8082	0.000140056	-1.573090e+02	-4.897877e+03	-5.055186e+03
90225	0.294501	0.906106	36.906	33.8082	3.60195e-05	-1.592062e+02	-4.894913e+03	-5.054119e+03
90226	0.294501	0.906106	36.906	33.8082	0.000239441	-1.592062e+02	-4.896353e+03	-5.055560e+03
90227	0.294501	0.906106	36.906	33.8082	0.000239441	-1.592062e+02	-4.896353e+03	-5.055560e+03
90228	0.303101	0.906106	37.1639	33.8082	0.000328033	-1.591323e+02	-4.896201e+03	-5.055333e+03
90229	0.303101	0.906106	37.4935	25.7248	0.000328033	-1.558997e+02	-4.901452e+03	-5.057351e+03
90230	0.303101	0.906106	37.4935	25.7248	0.000310822	-1.558997e+02	-4.901345e+03	-5.057244e+03
90231	0.303101	0.906106	37.4935	25.7248	0.000310822	-1.558997e+02	-4.901345e+03	-5.057244e+03
90232	0.29179	0.906106	37.4935	33.9202	0.000310822	-1.591389e+02	-4.897988e+03	-5.057127e+03
90233	0.29179	0.906106	37.4935	33.9202	0.000173997	-1.591389e+02	-4.897016e+03	-5.056155e+03
90234	0.29179	0.906106	37.4935	35.6787	0.000335496	-1.601799e+02	-4.897382e+03	-5.057562e+03
90235	0.294563	0.915758	37.4935	35.6787	0.000369847	-1.635262e+02	-4.893079e+03	-5.056605e+03
90236	0.294563	0.915758	37.4935	35.7993	0.000369847	-1.636021e+02	-4.892958e+03	-5.056560e+03
90237	0.294563	0.915758	37.4935	35.7993	0.000422624	-1.636021e+02	-4.893336e+03	-5.056938e+03
90238	0.294563	0.915758	37.4935	35.7993	0.000650726	-1.636021e+02	-4.894931e+03	-5.058533e+03
90239	0.294563	0.915758	37.4935	35.7993	0.000715519	-1.636021e+02	-4.895399e+03	-5.059001e+03
90240	0.294563	0.915758	37.4935	35.7993	0.000585628	-1.636021e+02	-4.894460e+03	-5.058062e+03
90241	0.294563	0.915758	37.4935	35.7993	9.475e-05	-1.636021e+02	-4.891023e+03	-5.054625e+03
90242	0.294563	0.93481	37.4935	36.8456	0.00010588	-1.710089e+02	-4.884589e+03	-5.055598e+03
90243	0.294563	0.93481	37.4935	29.6062	0.00010588	-1.671790e+02	-4.888140e+03	-5.055319e+03
