iter	Krestbody_plasma(1)	VmaxC(1)	Km(1)	QurineC(1)	Tmc(1)	Kt(1)	LnPrior	LnData	LnPosterior
90102	0.363967	0.843821	8.92546	3.06662	0.985969	0.00490386	-1.985543e+02	-1.067496e+03	-1.266050e+03
90103	0.359483	0.843821	8.64751	3.06662	0.985969	0.00425126	-1.991980e+02	-1.068088e+03	-1.267286e+03
90104	0.37427	0.837266	8.64751	3.06662	0.985969	0.00425126	-1.970825e+02	-1.069068e+03	-1.266151e+03
90105	0.37427	0.810293	8.64751	3.06662	0.978874	0.00425126	-1.886641e+02	-1.075560e+03	-1.264224e+03
90106	0.374736	0.790587	8.06971	3.06662	0.978874	0.00126433	-1.856258e+02	-1.075788e+03	-1.261414e+03
90107	0.374066	0.790587	8.06971	3.06662	0.978874	0.00126433	-1.856269e+02	-1.075773e+03	-1.261400e+03
90108	0.374066	0.766682	8.06971	3.06662	0.978874	0.00219387	-1.776794e+02	-1.084605e+03	-1.262284e+03
90109	0.383172	0.766682	8.06428	3.06662	0.978874	0.00159122	-1.782562e+02	-1.083851e+03	-1.262107e+03
90110	0.386508	0.766682	8.06428	2.81841	0.978874	0.00159122	-1.783208e+02	-1.084661e+03	-1.262982e+03
90111	0.377144	0.761248	7.82713	2.81841	0.978874	0.00110815	-1.772570e+02	-1.084390e+03	-1.261647e+03
90112	0.377144	0.761248	7.82713	3.15672	0.991974	0.00110815	-1.771521e+02	-1.085053e+03	-1.262205e+03
90113	0.380557	0.78107	8.0538	2.85192	0.991974	0.00110815	-1.829942e+02	-1.078682e+03	-1.261676e+03
90114	0.380557	0.78107	8.30555	2.85192	0.978102	0.00110815	-1.829924e+02	-1.078694e+03	-1.261686e+03
90115	0.361975	0.769547	7.93031	2.85192	0.978102	0.00110815	-1.796656e+02	-1.081520e+03	-1.261185e+03
90116	0.373401	0.76051	7.93031	2.94125	0.978102	0.00110815	-1.770117e+02	-1.083757e+03	-1.260769e+03
90117	0.373401	0.76051	7.84665	2.94125	0.978102	0.00110815	-1.770158e+02	-1.083786e+03	-1.260801e+03
90118	0.373401	0.76051	7.82472	2.94125	0.958268	0.00110815	-1.770319e+02	-1.084158e+03	-1.261190e+03
90119	0.363361	0.76051	7.81054	2.94125	0.968372	0.00110815	-1.770413e+02	-1.084485e+03	-1.261526e+03
90120	0.361651	0.76051	7.91894	2.94125	0.968372	0.00110815	-1.770388e+02	-1.084213e+03	-1.261252e+03
90121	0.360949	0.76051	7.91894	2.93143	0.968372	0.00110815	-1.770427e+02	-1.084284e+03	-1.261327e+03
90122	0.360949	0.76051	7.75103	3.15893	0.968372	0.00110815	-1.769877e+02	-1.085985e+03	-1.262972e+03
90123	0.360949	0.75668	7.75103	3.15639	0.960856	0.00110815	-1.758978e+02	-1.087026e+03	-1.262924e+03
90124	0.360949	0.749533	7.75103	3.15639	0.989795	0.00542907	-1.696660e+02	-1.098003e+03	-1.267669e+03
90125	0.385688	0.749533	7.75103	3.15639	0.989795	0.00241838	-1.725183e+02	-1.091596e+03	-1.264114e+03
90126	0.385688	0.759118	7.71479	3.23979	0.989795	0.00241838	-1.752248e+02	-1.089001e+03	-1.264226e+03
90127	0.385688	0.759118	7.71479	3.23979	0.989795	0.00354843	-1.741285e+02	-1.091196e+03	-1.265325e+03
90128	0.366328	0.759118	7.71479	2.98571	0.989795	0.00354843	-1.742299e+02	-1.090398e+03	-1.264628e+03
90129	0.367715	0.759118	7.71479	2.98571	0.990576	0.00184131	-1.758881e+02	-1.086675e+03	-1.262563e+03
90130	0.367715	0.759118	7.71479	3.18743	0.990576	0.00184131	-1.758324e+02	-1.087774e+03	-1.263606e+03
90131	0.367715	0.759118	7.57181	3.18743	0.990576	0.00184131	-1.758394e+02	-1.088823e+03	-1.264663e+03
90132	0.367715	0.759118	7.57181	3.18743	0.988006	0.00250881	-1.751884e+02	-1.090311e+03	-1.265499e+03
90133	0.385186	0.759118	7.48846	3.18743	0.988006	0.00250881	-1.751641e+02	-1.091376e+03	-1.266540e+03
90134	0.361274	0.754986	7.84128	3.18743	0.969182	0.00250881	-1.740196e+02	-1.090364e+03	-1.264384e+03
90135	0.361274	0.759502	7.84128	3.18743	0.969182	0.00274263	-1.750823e+02	-1.089366e+03	-1.264448e+03
90136	0.394282	0.766646	7.59278	3.18743	1.02326	0.00274263	-1.770574e+02	-1.091571e+03	-1.268628e+03
90137	0.385106	0.751374	7.59278	3.18743	0.952067	0.00274263	-1.727526e+02	-1.092235e+03	-1.264988e+03
90138	0.385106	0.732806	7.59278	3.18743	0.952067	0.00274263	-1.675603e+02	-1.096034e+03	-1.263594e+03
90139	0.385106	0.732806	7.59278	3.54276	0.918926	0.00274263	-1.674912e+02	-1.097648e+03	-1.265140e+03
90140	0.399668	0.737155	7.59278	3.54276	0.963456	0.00274263	-1.686376e+02	-1.097752e+03	-1.266389e+03
90141	0.381766	0.752481	7.59278	3.2931	0.951503	0.00274263	-1.730437e+02	-1.092061e+03	-1.265104e+03
90142	0.381766	0.752481	7.59278	3.2931	0.951503	0.00274263	-1.730437e+02	-1.092061e+03	-1.265104e+03
90143	0.382303	0.724511	7.50036	3.33431	0.951503	0.0024858	-1.655052e+02	-1.098964e+03	-1.264469e+03
90144	0.382303	0.720309	7.50036	3.33431	0.951503	0.00135117	-1.654761e+02	-1.098316e+03	-1.263792e+03
90145	0.382303	0.720309	7.50036	3.18078	0.951503	0.00135117	-1.655175e+02	-1.097389e+03	-1.262906e+03
90146	0.39364	0.72293	7.38067	3.27964	0.951503	0.00135117	-1.661897e+02	-1.097342e+03	-1.263532e+03
90147	0.386108	0.715396	7.38067	3.28329	0.951503	0.00135117	-1.641634e+02	-1.099476e+03	-1.263639e+03
90148	0.380099	0.715396	7.38067	3.28329	0.951503	0.00135117	-1.641731e+02	-1.099738e+03	-1.263911e+03
90149	0.393217	0.715396	7.38067	3.28329	0.951503	0.00135117	-1.641519e+02	-1.099594e+03	-1.263746e+03
90150	0.393217	0.727732	7.35685	3.68292	0.950542	0.00135117	-1.673978e+02	-1.098466e+03	-1.265864e+03
90151	0.390738	0.727732	7.35685	3.68292	0.950542	0.00159784	-1.671588e+02	-1.099035e+03	-1.266194e+03
90152	0.390738	0.727732	7.35685	3.38695	0.950542	0.00159784	-1.672353e+02	-1.097123e+03	-1.264359e+03
90153	0.390738	0.713538	7.25815	3.38695	0.950542	0.00159784	-1.633928e+02	-1.101439e+03	-1.264832e+03
90154	0.391687	0.713538	7.54217	3.38695	0.950542	0.00159784	-1.633773e+02	-1.102243e+03	-1.265620e+03
90155	0.391687	0.713538	7.39976	3.20697	0.950542	0.00159784	-1.634326e+02	-1.100413e+03	-1.263846e+03
90156	0.391687	0.726146	7.65272	3.20697	0.950542	0.002402	-1.660455e+02	-1.097934e+03	-1.263979e+03
90157	0.379814	0.726146	7.65272	3.09326	0.950542	0.002402	-1.660958e+02	-1.097387e+03	-1.263483e+03
90158	0.379814	0.744504	7.85517	3.09326	0.950542	0.00276987	-1.708114e+02	-1.091865e+03	-1.262676e+03
90159	0.379814	0.747041	7.80809	3.09326	0.950542	0.00276987	-1.715269e+02	-1.091117e+03	-1.262644e+03
90160	0.375665	0.747041	7.93162	3.02868	0.94687	0.00276987	-1.715483e+02	-1.091074e+03	-1.262622e+03
90161	0.378777	0.763396	8.05189	3.02868	0.94687	0.00276987	-1.761966e+02	-1.085927e+03	-1.262124e+03
90162	0.378777	0.763396	8.02438	3.02868	0.94687	0.00276987	-1.761979e+02	-1.086011e+03	-1.262209e+03
90163	0.378777	0.769111	8.02438	3.02868	0.94687	0.00276987	-1.778513e+02	-1.084668e+03	-1.262520e+03
90164	0.378777	0.77088	8.02438	3.02868	0.94687	0.00276987	-1.783659e+02	-1.084302e+03	-1.262668e+03
90165	0.378777	0.76248	8.02438	3.06082	0.94687	0.00276987	-1.759254e+02	-1.086189e+03	-1.262114e+03
90166	0.369323	0.76248	8.02438	3.06082	0.94687	0.00276987	-1.759408e+02	-1.086473e+03	-1.262413e+03
90167	0.369323	0.76248	8.02702	3.06082	0.94687	0.00276987	-1.759406e+02	-1.086464e+03	-1.262405e+03
90168	0.371017	0.76248	8.00168	2.97079	0.94687	0.00257509	-1.761539e+02	-1.086173e+03	-1.262327e+03
90169	0.371017	0.753873	8.00168	2.97079	0.955993	0.000796111	-1.754336e+02	-1.085190e+03	-1.260624e+03
90170	0.372751	0.771575	8.03339	2.97079	0.950366	0.000796111	-1.805298e+02	-1.079601e+03	-1.260130e+03
90171	0.372751	0.771575	8.03339	2.90612	0.950366	0.000796111	-1.805481e+02	-1.079885e+03	-1.260433e+03
90172	0.372751	0.771575	8.05398	3.07526	0.950366	0.000796111	-1.804997e+02	-1.079461e+03	-1.259960e+03
90173	0.387096	0.764899	8.05398	3.07526	0.946718	0.00180362	-1.775481e+02	-1.083909e+03	-1.261457e+03
90174	0.387096	0.764899	7.81907	3.1518	0.946718	0.00180362	-1.775386e+02	-1.085322e+03	-1.262861e+03
90175	0.386193	0.764899	7.81907	3.56661	0.952229	0.00180362	-1.774257e+02	-1.086611e+03	-1.264037e+03
90176	0.386193	0.760569	7.83491	3.46737	0.952229	0.00180362	-1.762039e+02	-1.086881e+03	-1.263085e+03
90177	0.386193	0.774918	7.83491	3.07431	0.952229	0.00180362	-1.804696e+02	-1.083879e+03	-1.264348e+03
90178	0.386611	0.764201	7.83491	3.20186	0.952229	0.00180362	-1.773191e+02	-1.084993e+03	-1.262312e+03
90179	0.375104	0.764201	7.83491	3.20186	0.952229	0.00180362	-1.773378e+02	-1.084901e+03	-1.262239e+03
90180	0.375104	0.769451	8.08494	3.06709	0.978776	0.00180362	-1.788622e+02	-1.082943e+03	-1.261805e+03
90181	0.383676	0.769451	8.08494	3.06709	0.966826	0.00180362	-1.788574e+02	-1.082689e+03	-1.261547e+03
90182	0.383676	0.769451	8.10319	3.06709	0.937838	0.00180362	-1.788786e+02	-1.082443e+03	-1.261321e+03
90183	0.383676	0.769451	7.93659	3.06709	0.975376	0.00180362	-1.788582e+02	-1.083002e+03	-1.261860e+03
90184	0.383676	0.770573	7.92422	3.06709	0.975376	0.00180362	-1.791853e+02	-1.082764e+03	-1.261949e+03
90185	0.377766	0.770573	8.1035	3.06709	0.934454	0.00180362	-1.792172e+02	-1.082088e+03	-1.261305e+03
90186	0.391588	0.757653	8.13114	2.9337	0.934454	0.00180362	-1.755042e+02	-1.087414e+03	-1.262919e+03
90187	0.375304	0.742637	8.13114	2.9337	0.962056	0.000817068	-1.722356e+02	-1.092618e+03	-1.264854e+03
90188	0.375304	0.746266	8.08386	2.84494	0.962056	0.000817068	-1.732815e+02	-1.089596e+03	-1.262877e+03
90189	0.375304	0.753162	7.84536	2.84494	0.955752	0.000817068	-1.752474e+02	-1.085741e+03	-1.260988e+03
90190	0.375304	0.743331	7.84536	2.84494	0.955752	0.000817068	-1.724740e+02	-1.088732e+03	-1.261206e+03
90191	0.364865	0.743686	7.84536	2.84494	0.955752	0.00139414	-1.720199e+02	-1.090248e+03	-1.262268e+03
90192	0.364865	0.743686	7.94101	2.84494	0.955752	0.000742968	-1.726594e+02	-1.089199e+03	-1.261858e+03
90193	0.364865	0.765861	7.94101	2.84494	0.96934	0.000742968	-1.789624e+02	-1.081559e+03	-1.260521e+03
90194	0.377838	0.778518	7.94101	2.84494	0.997101	0.000742968	-1.826120e+02	-1.078738e+03	-1.261350e+03
90195	0.377838	0.779647	7.94101	2.84494	0.997101	0.000742968	-1.829442e+02	-1.078480e+03	-1.261424e+03
90196	0.377838	0.77404	7.94101	2.84494	0.997101	0.000742968	-1.812986e+02	-1.079860e+03	-1.261158e+03
90197	0.383894	0.77404	7.94101	2.84494	0.997101	0.000742968	-1.812888e+02	-1.080667e+03	-1.261956e+03
90198	0.383398	0.77404	7.94101	3.45053	0.971404	0.000742968	-1.811431e+02	-1.081576e+03	-1.262719e+03
90199	0.383398	0.798308	8.11992	3.45053	0.971404	0.00147291	-1.876264e+02	-1.076421e+03	-1.264047e+03
90200	0.38982	0.805916	8.12445	3.45053	0.971404	0.000961275	-1.904313e+02	-1.074330e+03	-1.264761e+03
90201	0.385907	0.805916	8.12445	3.45053	0.971404	0.000961275	-1.904376e+02	-1.074029e+03	-1.264467e+03
90202	0.388133	0.808991	8.0745	3.33201	0.971404	0.000961275	-1.914081e+02	-1.073900e+03	-1.265308e+03
90203	0.388133	0.806248	8.0745	3.04061	1.01231	0.00159841	-1.899887e+02	-1.075730e+03	-1.265719e+03
90204	0.358955	0.806248	8.0745	2.76409	1.01231	0.00159841	-1.901146e+02	-1.074037e+03	-1.264152e+03
90205	0.361524	0.80223	8.01577	2.76409	1.01231	0.00159841	-1.888898e+02	-1.075378e+03	-1.264268e+03
90206	0.364573	0.80223	8.01577	2.76409	0.986102	0.00159841	-1.889048e+02	-1.077100e+03	-1.266005e+03
90207	0.364573	0.794928	8.24831	2.93589	0.986102	0.00156564	-1.866695e+02	-1.074489e+03	-1.261158e+03
90208	0.363319	0.795476	8.40083	2.93589	0.986102	0.00156564	-1.868289e+02	-1.074649e+03	-1.261478e+03
90209	0.362261	0.795476	8.40083	2.77548	0.986102	0.00156564	-1.868765e+02	-1.074507e+03	-1.261383e+03
90210	0.362261	0.795476	8.40083	2.859	0.989084	0.00251616	-1.859191e+02	-1.076325e+03	-1.262244e+03
90211	0.362261	0.79202	8.40083	2.859	0.97275	0.00313537	-1.842920e+02	-1.078304e+03	-1.262596e+03
90212	0.362261	0.79202	8.49253	2.859	0.97275	0.00313537	-1.842875e+02	-1.078566e+03	-1.262853e+03
90213	0.381061	0.801501	8.49253	2.9464	0.957513	0.00313537	-1.871023e+02	-1.076040e+03	-1.263142e+03
90214	0.372876	0.799584	8.49253	2.86544	0.96262	0.00190947	-1.877487e+02	-1.073778e+03	-1.261527e+03
90215	0.363753	0.799584	8.49253	2.86544	0.96262	0.00190947	-1.877636e+02	-1.073681e+03	-1.261444e+03
90216	0.381497	0.80185	8.49253	2.99369	0.96262	0.00190947	-1.883852e+02	-1.073432e+03	-1.261817e+03
90217	0.381497	0.806809	8.49253	2.99369	0.981954	0.00190947	-1.898808e+02	-1.072621e+03	-1.262502e+03
90218	0.381497	0.806809	8.49253	3.3732	0.924597	0.00190947	-1.898210e+02	-1.073021e+03	-1.262842e+03
90219	0.383266	0.81545	8.49253	3.49756	0.924597	0.00190947	-1.924404e+02	-1.072027e+03	-1.264468e+03
90220	0.383266	0.813585	8.75846	3.49756	0.874797	0.00190947	-1.918899e+02	-1.073820e+03	-1.265710e+03
90221	0.383266	0.813585	8.75846	3.80791	0.874797	0.00170322	-1.920136e+02	-1.074621e+03	-1.266635e+03
90222	0.383266	0.819166	8.8503	3.80791	0.879665	0.00273104	-1.927266e+02	-1.074744e+03	-1.267471e+03
90223	0.39558	0.790144	8.8503	3.54547	0.879665	0.00273104	-1.839314e+02	-1.081753e+03	-1.265684e+03
90224	0.381828	0.789189	8.83064	3.45006	0.879665	0.00344867	-1.829987e+02	-1.082559e+03	-1.265558e+03
90225	0.398297	0.791773	8.92041	3.3242	0.886784	0.00344867	-1.837681e+02	-1.082684e+03	-1.266452e+03
90226	0.407457	0.797257	8.5856	4.01252	0.886784	0.00344867	-1.852440e+02	-1.082903e+03	-1.268147e+03
