"median"	"LCL"	"UCL"	"mean"	"Simulations"	"dose_uM"	"Chemicals"	"Times"	"variables"
5.81801	5.81801	5.81801	5.81801	"Simu1"	0.5	"NFT"	0	"cplasma"
1.29157	1.26340425	1.31888675	1.29159914	"Simu1"	0.5	"NFT"	0.1	"cplasma"
1.13931	1.1147195	1.162615	1.1392591	"Simu1"	0.5	"NFT"	0.2	"cplasma"
1.02613	1.0066295	1.0441815	1.025925924	"Simu1"	0.5	"NFT"	0.3	"cplasma"
0.9250595	0.909125625	0.939589425	0.924837784	"Simu1"	0.5	"NFT"	0.4	"cplasma"
0.83388	0.820609425	0.845288225	0.833728994	"Simu1"	0.5	"NFT"	0.5	"cplasma"
0.7517655	0.741027775	0.76138065	0.75157621	"Simu1"	0.5	"NFT"	0.6	"cplasma"
0.6777565	0.6680937	0.686704225	0.677501092	"Simu1"	0.5	"NFT"	0.7	"cplasma"
0.610879	0.601462075	0.620094	0.610712784	"Simu1"	0.5	"NFT"	0.8	"cplasma"
0.550546	0.540329175	0.559800425	0.550497422	"Simu1"	0.5	"NFT"	0.9	"cplasma"
0.4963525	0.485937525	0.5056987	0.49621028	"Simu1"	0.5	"NFT"	1	"cplasma"
0.4474665	0.436688075	0.457637975	0.447269636	"Simu1"	0.5	"NFT"	1.1	"cplasma"
0.4031755	0.392256075	0.413667025	0.40315029	"Simu1"	0.5	"NFT"	1.2	"cplasma"
0.363526	0.352191075	0.3740843	0.363378576	"Simu1"	0.5	"NFT"	1.3	"cplasma"
0.327752	0.316150375	0.338641575	0.327526926	"Simu1"	0.5	"NFT"	1.4	"cplasma"
0.2953675	0.28389965	0.306552825	0.295209858	"Simu1"	0.5	"NFT"	1.5	"cplasma"
0.2662515	0.254935675	0.277305	0.266079474	"Simu1"	0.5	"NFT"	1.6	"cplasma"
0.2399365	0.228932025	0.250975875	0.239822038	"Simu1"	0.5	"NFT"	1.7	"cplasma"
0.216302	0.20556365	0.2271974	0.216154562	"Simu1"	0.5	"NFT"	1.8	"cplasma"
