"iter"	"Krestbody_plasma.1."	"VmaxC.1."	"Km.1."	"QurineC.1."	"LnPrior"	"LnData"	"LnPosterior"
95013	0.243484	3.32586	127.985	24.4516	-44.67131	-4650.654	-4695.325
95014	0.269826	3.32586	127.985	24.4516	-44.67192	-4653.961	-4698.633
95015	0.269826	3.32586	127.985	26.5132	-46.36103	-4652.153	-4698.514
95016	0.269826	3.21585	127.985	26.5132	-46.5461	-4650.665	-4697.211
95017	0.269826	3.26633	127.985	26.5132	-46.4608	-4650.713	-4697.174
95018	0.269826	3.38457	127.985	26.5132	-46.26349	-4654.92	-4701.184
95019	0.259976	3.31511	127.985	26.5132	-46.37875	-4648.423	-4694.802
95020	0.259976	3.31511	127.985	23.7845	-44.1795	-4650.75	-4694.93
95021	0.259976	3.21653	127.985	23.1962	-43.91036	-4651.567	-4695.478
95022	0.259976	3.24483	127.985	23.1962	-43.86246	-4651.04	-4694.902
95023	0.259976	3.24483	127.985	23.1962	-43.86246	-4651.04	-4694.902
95024	0.253989	3.40663	129.951	23.1962	-44.94793	-4649.694	-4694.642
95025	0.253989	3.39797	135.692	23.1962	-49.14289	-4645.817	-4694.96
95026	0.253989	3.39797	134.269	23.1962	-48.07651	-4645.915	-4693.992
95027	0.254839	3.39099	134.269	23.1962	-48.08807	-4646.006	-4694.094
95028	0.254839	3.39622	134.269	23.1962	-48.07943	-4645.922	-4694.002
95029	0.254839	3.52015	134.991	23.1962	-48.4153	-4645.592	-4694.008
95030	0.25433	3.52015	134.991	23.1962	-48.41529	-4645.51	-4693.925
95031	0.25556	3.52015	134.991	23.1962	-48.41532	-4645.699	-4694.115
95032	0.255152	3.52015	137.15	23.1962	-50.05791	-4643.379	-4693.437
95033	0.255152	3.52015	137.15	23.1962	-50.05791	-4643.379	-4693.437
95034	0.250886	3.46372	137.15	23.1962	-50.14963	-4644.189	-4694.339
95035	0.248729	3.46372	137.15	23.1962	-50.14959	-4644.568	-4694.717
95036	0.248729	3.46372	137.15	23.1962	-50.14959	-4644.568	-4694.717
95037	0.248729	3.46372	137.15	23.1962	-50.14959	-4644.568	-4694.717
95038	0.248729	3.46372	137.082	23.1962	-50.09704	-4644.568	-4694.665
95039	0.248729	3.51717	137.082	23.1962	-50.01005	-4643.646	-4693.656
95040	0.248729	3.51717	137.082	23.1962	-50.01005	-4643.646	-4693.656
95041	0.248729	3.51717	137.082	23.1962	-50.01005	-4643.646	-4693.656
95042	0.248729	3.51717	137.082	23.5082	-50.23907	-4643.329	-4693.568
95043	0.25067	3.51717	137.082	23.5082	-50.23911	-4643.121	-4693.36
95044	0.25067	3.52345	135.955	23.2905	-49.20616	-4644.266	-4693.472
95045	0.25067	3.51434	135.955	23.2905	-49.22092	-4644.196	-4693.417
95046	0.25067	3.51434	135.955	23.2905	-49.22092	-4644.196	-4693.417
95047	0.25067	3.51434	135.955	23.2905	-49.22092	-4644.196	-4693.417
95048	0.25067	3.4615	133.786	23.2905	-47.68287	-4645.821	-4693.504
95049	0.25067	3.4615	133.786	23.2905	-47.68287	-4645.821	-4693.504
95050	0.25067	3.38922	132.894	23.2905	-47.14743	-4646.724	-4693.872
95051	0.25067	3.38922	132.036	23.2905	-46.52564	-4647.175	-4693.7
95052	0.25067	3.38922	132.036	23.4258	-46.62503	-4647.037	-4693.662
95053	0.25067	3.38922	132.182	23.4258	-46.73084	-4646.95	-4693.68
95054	0.25067	3.38922	132.182	27.3146	-49.89944	-4643.902	-4693.802
95055	0.25067	3.38922	132.182	25.5567	-48.39222	-4645.126	-4693.518
95056	0.25067	3.38922	132.182	25.5567	-48.39222	-4645.126	-4693.518
95057	0.25067	3.38922	132.182	25.5567	-48.39222	-4645.126	-4693.518
95058	0.25067	3.38471	132.182	26.7552	-49.4139	-4644.353	-4693.767
95059	0.25067	3.38471	132.182	26.7552	-49.4139	-4644.353	-4693.767
95060	0.25067	3.39231	129.667	26.7552	-47.61697	-4646.649	-4694.266
95061	0.25067	3.39883	134.672	26.7552	-51.21885	-4643.336	-4694.555
95062	0.25067	3.51597	132.977	26.7552	-49.77601	-4645.075	-4694.851
95063	0.25067	3.49235	139.035	26.7552	-54.41849	-4640.526	-4694.944
95064	0.25067	3.66556	143.611	23.3412	-55.12402	-4638.868	-4693.992
95065	0.25067	3.63748	143.611	23.3412	-55.16859	-4639.259	-4694.428
95066	0.25067	3.63615	139.733	23.3412	-52.00325	-4641.676	-4693.679
95067	0.25067	3.58194	134.709	23.3412	-48.21048	-4647.411	-4695.622
95068	0.25067	3.58194	136.217	23.3412	-49.34816	-4644.951	-4694.299
95069	0.25067	3.4631	136.217	23.7661	-49.85594	-4643.894	-4693.75
95070	0.25067	3.5387	136.217	27.7306	-53.02343	-4640.645	-4693.668
95071	0.250238	3.5387	136.217	27.7306	-53.02342	-4640.645	-4693.668
95072	0.250238	3.5387	136.217	27.7306	-53.02342	-4640.645	-4693.668
95073	0.250238	3.50223	136.217	27.7306	-53.0825	-4640.535	-4693.617
95074	0.250238	3.50223	135.917	27.7306	-52.85473	-4640.741	-4693.595
95075	0.252438	3.50223	135.917	27.7306	-52.85478	-4640.609	-4693.464
95076	0.252438	3.50223	135.917	27.7306	-52.85478	-4640.609	-4693.464
95077	0.252438	3.50702	135.917	27.7306	-52.84699	-4640.617	-4693.464
95078	0.252438	3.50977	135.917	27.7306	-52.84254	-4640.632	-4693.475
95079	0.252438	3.509	135.917	27.7306	-52.84379	-4640.623	-4693.467
95080	0.252438	3.509	135.917	28.6881	-53.73266	-4640.031	-4693.763
95081	0.252438	3.509	135.917	28.6881	-53.73266	-4640.031	-4693.763
95082	0.252438	3.50864	135.917	28.6881	-53.73324	-4640.023	-4693.756
95083	0.252438	3.50864	135.917	28.6881	-53.73324	-4640.023	-4693.756
95084	0.252584	3.50864	135.917	28.6881	-53.73324	-4640.051	-4693.784
95085	0.252584	3.50864	135.917	28.6881	-53.73324	-4640.051	-4693.784
95086	0.252584	3.50864	135.917	28.6881	-53.73324	-4640.051	-4693.784
95087	0.252584	3.50864	135.917	28.6881	-53.73324	-4640.051	-4693.784
95088	0.252584	3.47316	133.964	28.6881	-52.32727	-4641.596	-4693.923
95089	0.252584	3.47316	133.937	28.6881	-52.30757	-4641.631	-4693.939
95090	0.252584	3.47316	133.937	28.6881	-52.30757	-4641.631	-4693.939
95091	0.252584	3.47316	132.568	22.2044	-46.0017	-4648.559	-4694.561
95092	0.252584	3.49743	138.728	22.2044	-50.62185	-4643.972	-4694.593
95093	0.252584	3.66364	138.728	26.0068	-53.26098	-4641.558	-4694.819
95094	0.252584	3.66364	141.03	26.0068	-55.10008	-4638.499	-4693.599
95095	0.252584	3.66364	140.509	26.0068	-54.67926	-4639.073	-4693.752
95096	0.252584	3.66364	140.509	26.0068	-54.67926	-4639.073	-4693.752
95097	0.252584	3.66364	140.509	25.0384	-53.88428	-4639.824	-4693.708
95098	0.252584	3.68085	140.509	25.0384	-53.85706	-4640.211	-4694.068
95099	0.252584	3.63431	145.383	25.0384	-57.97348	-4637.62	-4695.594
95100	0.253767	3.63431	145.383	25.4095	-58.27372	-4637.22	-4695.494
95101	0.253767	3.63431	143.525	25.4231	-56.71545	-4637.34	-4694.055
95102	0.253767	3.63431	143.525	22.6697	-54.61776	-4639.805	-4694.423
95103	0.253767	3.63431	143.648	23.8757	-55.60259	-4638.632	-4694.235
95104	0.253767	3.74742	142.768	23.8757	-54.69209	-4640.076	-4694.768
95105	0.253767	3.73665	142.768	23.8757	-54.70894	-4639.811	-4694.52
95106	0.253767	3.73665	146.701	22.3442	-56.93157	-4637.793	-4694.724
95107	0.253767	3.73665	140.781	27.7423	-56.30236	-4639.799	-4696.101
95108	0.253767	3.68323	140.781	27.7423	-56.38637	-4638.033	-4694.419
95109	0.253767	3.68323	139.469	27.7423	-55.33524	-4639.962	-4695.297
95110	0.253767	3.68323	139.469	27.7423	-55.33524	-4639.962	-4695.297
95111	0.253767	3.68323	142.551	27.7423	-57.83181	-4636.031	-4693.863
95112	0.253767	3.64984	142.551	27.7423	-57.88467	-4635.944	-4693.828
95113	0.253767	3.64984	143.03	27.7423	-58.28072	-4635.693	-4693.973
95114	0.253767	3.64984	144.057	27.7423	-59.13912	-4635.294	-4694.433
95115	0.262296	3.64984	144.057	25.1973	-56.95371	-4637.989	-4694.943
95116	0.262296	3.64984	144.057	25.1973	-56.95371	-4637.989	-4694.943
95117	0.262296	3.64984	144.057	25.1973	-56.95371	-4637.989	-4694.943
95118	0.262296	3.64984	144.057	25.1973	-56.95371	-4637.989	-4694.943
95119	0.262296	3.66199	144.057	25.1973	-56.93443	-4637.979	-4694.914
95120	0.266808	3.60435	142.791	29.4935	-59.80981	-4636.941	-4696.751
95121	0.266808	3.60435	142.791	29.4935	-59.80981	-4636.941	-4696.751
95122	0.266808	3.60435	142.791	26.8224	-57.33549	-4638.793	-4696.128
95123	0.25872	3.6725	142.791	26.8224	-57.22691	-4637.002	-4694.229
95124	0.25872	3.6725	143.096	29.93	-60.38605	-4634.667	-4695.053
95125	0.25872	3.6725	142.307	29.93	-59.73341	-4635.386	-4695.12
95126	0.24934	3.6725	142.307	29.93	-59.7332	-4634.971	-4694.704
95127	0.251558	3.6725	142.307	25.7979	-55.95414	-4637.524	-4693.478
95128	0.251558	3.6725	142.307	23.793	-54.36667	-4639.187	-4693.554
95129	0.251558	3.6725	144.008	23.793	-55.78145	-4638.169	-4693.951
95130	0.251558	3.6725	144.008	23.793	-55.78145	-4638.169	-4693.951
95131	0.251558	3.6725	144.137	26.5952	-58.1532	-4635.851	-4694.004
95132	0.251558	3.68268	144.137	24.3421	-56.29242	-4637.498	-4693.791
95133	0.251558	3.68268	144.137	24.3421	-56.29242	-4637.498	-4693.791
95134	0.251558	3.70791	144.137	24.3421	-56.25265	-4637.461	-4693.714
95135	0.251558	3.68333	144.796	24.3421	-56.84769	-4637.247	-4694.094
95136	0.251558	3.67726	145.437	24.3421	-57.40348	-4637.165	-4694.568
95137	0.251558	3.67726	145.437	24.3421	-57.40348	-4637.165	-4694.568
95138	0.251558	3.67726	145.437	24.3421	-57.40348	-4637.165	-4694.568
95139	0.251558	3.67726	145.437	20.9434	-55.00496	-4640.584	-4695.589
95140	0.251558	3.73351	144.573	22.7668	-55.41099	-4638.709	-4694.12
95141	0.251558	3.73351	144.573	22.7668	-55.41099	-4638.709	-4694.12
95142	0.251558	3.73351	141.916	22.7668	-53.1996	-4641.721	-4694.921
95143	0.251558	3.73351	142.11	22.7668	-53.35866	-4641.438	-4694.797
95144	0.251558	3.73351	142.11	28.9206	-58.4894	-4636.645	-4695.134
95145	0.251558	3.63108	142.11	28.9206	-58.65118	-4635.615	-4694.266
95146	0.251558	3.63108	142.11	28.9206	-58.65118	-4635.615	-4694.266
95147	0.251558	3.74117	142.561	28.9206	-58.84822	-4636.216	-4695.064
95148	0.251558	3.74117	142.561	28.9206	-58.84822	-4636.216	-4695.064
95149	0.254924	3.74117	146.276	28.9206	-61.98458	-4632.817	-4694.801
95150	0.254924	3.74836	146.299	28.9206	-61.9929	-4632.82	-4694.813
95151	0.254924	3.64811	146.299	28.9206	-62.15084	-4634.413	-4696.564
95152	0.254924	3.82053	146.299	28.9206	-61.88075	-4633.73	-4695.611
95153	0.254924	3.82053	148.154	28.9206	-63.49884	-4631.773	-4695.272
95154	0.254924	3.71818	148.154	25.3111	-60.46517	-4635.014	-4695.479
95155	0.254924	3.78502	148.154	25.3111	-60.36076	-4634.167	-4694.527
95156	0.254924	3.75926	148.154	34.0348	-69.01047	-4629.2	-4698.21
95157	0.254924	3.75926	147.129	34.0348	-68.11223	-4629.664	-4697.776
95158	0.254924	3.63246	144.303	34.2176	-66.10305	-4632.109	-4698.212
95159	0.254924	3.55294	145.037	34.2176	-66.85189	-4635.605	-4702.457
95160	0.254924	3.55294	139.038	23.3707	-51.60664	-4641.867	-4693.473
95161	0.254924	3.55294	139.038	22.4378	-50.93852	-4642.817	-4693.755
95162	0.254924	3.55294	139.214	22.4378	-51.07754	-4642.73	-4693.808
95163	0.254924	3.54677	139.214	23.3412	-51.73396	-4641.856	-4693.59
95164	0.254924	3.54677	139.249	31.4367	-59.01154	-4636.211	-4695.223
95165	0.254924	3.54677	136.002	31.4367	-56.4912	-4639.024	-4695.515
95166	0.254924	3.4243	136.002	22.4837	-48.82629	-4645.681	-4694.507
95167	0.254924	3.4243	136.002	22.4837	-48.82629	-4645.681	-4694.507
95168	0.254924	3.50034	136.002	22.8711	-48.97598	-4644.564	-4693.54
95169	0.254924	3.54039	136.002	22.8711	-48.9111	-4645.112	-4694.023
95170	0.25266	3.54039	136.002	21.8031	-48.17039	-4645.98	-4694.15
95171	0.25266	3.40331	136.002	21.8031	-48.39412	-4647.207	-4695.601
95172	0.25266	3.40331	136.002	30.7477	-56.00611	-4640.535	-4696.541
95173	0.25266	3.40331	136.002	26.4036	-51.90952	-4643.15	-4695.059
95174	0.25266	3.40049	136.002	26.4036	-51.91417	-4643.268	-4695.182
95175	0.25266	3.40049	135.579	26.4036	-51.59365	-4643.246	-4694.839
95176	0.261599	3.47614	135.579	26.4036	-51.46974	-4642.669	-4694.139
95177	0.261599	3.47614	135.579	26.4036	-51.46974	-4642.669	-4694.139
95178	0.261599	3.47614	134.923	26.4036	-50.97619	-4643.339	-4694.316
95179	0.261599	3.40447	134.923	26.4036	-51.09373	-4643.287	-4694.381
95180	0.251639	3.40447	134.923	26.4036	-51.0935	-4643.225	-4694.319
95181	0.258639	3.40447	134.923	26.4036	-51.09366	-4642.967	-4694.061
95182	0.258639	3.36383	129.122	25.8761	-46.53654	-4648.165	-4694.702
95183	0.258639	3.36383	128.972	25.8761	-46.43325	-4648.382	-4694.815
95184	0.258639	3.36383	136.255	25.8761	-51.72167	-4644.752	-4696.473
95185	0.258639	3.38656	135.02	25.8761	-50.74997	-4643.708	-4694.458
95186	0.258639	3.38656	135.02	25.8761	-50.74997	-4643.708	-4694.458
95187	0.258639	3.50286	135.02	25.8761	-50.55937	-4643.431	-4693.99
95188	0.258639	3.50286	135.02	25.8761	-50.55937	-4643.431	-4693.99
95189	0.258639	3.53326	142.427	25.8761	-56.34122	-4639.602	-4695.943
95190	0.258639	3.53326	141.373	25.8761	-55.47806	-4639.49	-4694.968
95191	0.258639	3.53326	141.373	25.8761	-55.47806	-4639.49	-4694.968
95192	0.258639	3.5946	141.373	27.5397	-56.82389	-4637.289	-4694.113
95193	0.258639	3.5946	141.373	30.8572	-60.03503	-4635.27	-4695.305
95194	0.258639	3.5946	141.373	30.8572	-60.03503	-4635.27	-4695.305
95195	0.258639	3.55279	141.373	30.8572	-60.10219	-4635.805	-4695.907
95196	0.257812	3.56572	141.373	27.5023	-56.83652	-4637.549	-4694.385
95197	0.257812	3.56572	141.373	27.5023	-56.83652	-4637.549	-4694.385
95198	0.257812	3.56572	141.373	27.5023	-56.83652	-4637.549	-4694.385
95199	0.257812	3.56572	141.373	27.5023	-56.83652	-4637.549	-4694.385
95200	0.257812	3.63676	142.425	27.5023	-57.58411	-4636.468	-4694.052
95201	0.257812	3.63676	142.425	27.5023	-57.58411	-4636.468	-4694.052
95202	0.257812	3.63676	142.425	27.5023	-57.58411	-4636.468	-4694.052
95203	0.257812	3.65703	142.425	30.5133	-60.44345	-4634.679	-4695.122
95204	0.257812	3.65703	142.425	34.3118	-64.60855	-4632.828	-4697.437
95205	0.257812	3.65703	142.425	34.3118	-64.60855	-4632.828	-4697.437
95206	0.257812	3.65703	144.06	34.3118	-65.96997	-4631.766	-4697.736
95207	0.257812	3.758	145.221	34.3118	-66.79323	-4631.346	-4698.14
95208	0.257812	3.69699	145.221	34.3118	-66.88891	-4630.971	-4697.86
95209	0.257812	3.69699	146.645	22.2543	-56.88325	-4638.602	-4695.485
95210	0.257812	3.69699	146.645	22.2543	-56.88325	-4638.602	-4695.485
95211	0.257812	3.69699	144.676	22.2543	-55.19649	-4639.529	-4694.725
95212	0.257812	3.69699	144.676	26.2445	-58.2688	-4635.9	-4694.169
95213	0.257812	3.69699	144.676	26.2445	-58.2688	-4635.9	-4694.169
95214	0.257812	3.69699	144.676	26.2445	-58.2688	-4635.9	-4694.169
95215	0.257812	3.69699	144.676	23.586	-56.15107	-4638.177	-4694.328
95216	0.257812	3.69699	144.676	23.586	-56.15107	-4638.177	-4694.328
95217	0.257812	3.69699	143.454	23.586	-55.12441	-4639.203	-4694.328
95218	0.259151	3.69699	143.454	23.586	-55.12444	-4639.45	-4694.575
95219	0.259151	3.69699	143.454	23.586	-55.12444	-4639.45	-4694.575
95220	0.259151	3.69699	143.454	23.586	-55.12444	-4639.45	-4694.575
95221	0.259151	3.69699	143.454	23.586	-55.12444	-4639.45	-4694.575
95222	0.253585	3.69699	143.454	23.586	-55.12432	-4638.647	-4693.772
95223	0.253585	3.69699	140.739	23.586	-52.89495	-4641.744	-4694.639
95224	0.253585	3.60811	140.739	23.586	-53.03599	-4640.444	-4693.48
95225	0.253585	3.60811	136.944	23.586	-50.04436	-4644.683	-4694.727
95226	0.253585	3.60811	136.944	23.586	-50.04436	-4644.683	-4694.727
95227	0.253585	3.60811	136.944	23.586	-50.04436	-4644.683	-4694.727
95228	0.254169	3.60811	136.944	23.586	-50.04437	-4644.768	-4694.812
95229	0.254169	3.56934	136.944	23.586	-50.10651	-4643.696	-4693.803
95230	0.254169	3.53529	136.944	23.586	-50.1614	-4643.207	-4693.368
95231	0.254169	3.53529	136.559	23.586	-49.86568	-4643.601	-4693.467
95232	0.254169	3.43295	136.559	23.586	-50.03238	-4644.358	-4694.39
95233	0.254169	3.43295	132.515	23.586	-47.0184	-4646.617	-4693.636
95234	0.254169	3.43295	134.868	23.586	-48.75218	-4644.797	-4693.549
95235	0.254169	3.43295	134.868	23.8393	-48.94172	-4644.567	-4693.509
95236	0.254169	3.43295	134.868	23.8393	-48.94172	-4644.567	-4693.509
95237	0.254169	3.43295	134.868	23.8393	-48.94172	-4644.567	-4693.509
95238	0.254169	3.43295	134.868	23.8393	-48.94172	-4644.567	-4693.509
95239	0.254169	3.43295	134.715	23.8393	-48.82691	-4644.649	-4693.475
95240	0.254169	3.43295	134.715	23.8393	-48.82691	-4644.649	-4693.475
95241	0.254169	3.53717	135.755	23.8393	-49.43976	-4644.296	-4693.736
95242	0.254169	3.55168	135.755	23.8393	-49.41634	-4644.623	-4694.04
95243	0.254169	3.52449	135.755	23.8393	-49.46026	-4644.062	-4693.522
95244	0.258008	3.44879	135.755	23.8393	-49.58361	-4644.139	-4693.722
95245	0.258008	3.44879	135.755	23.8393	-49.58361	-4644.139	-4693.722
95246	0.258008	3.49641	135.755	25.7013	-50.97845	-4642.598	-4693.576
95247	0.258008	3.49641	135.755	25.7013	-50.97845	-4642.598	-4693.576
95248	0.258008	3.49641	135.755	24.8489	-50.2871	-4643.272	-4693.559
95249	0.258008	3.41428	135.755	24.8489	-50.42147	-4643.754	-4694.176
95250	0.258008	3.41428	135.755	24.8489	-50.42147	-4643.754	-4694.176
95251	0.258008	3.41428	135.755	24.8489	-50.42147	-4643.754	-4694.176
95252	0.258008	3.41428	135.755	24.8489	-50.42147	-4643.754	-4694.176
95253	0.258008	3.41428	135.755	24.8489	-50.42147	-4643.754	-4694.176
95254	0.258008	3.42472	135.755	24.8489	-50.4043	-4643.556	-4693.96
95255	0.258008	3.3781	133.843	24.8489	-49.05134	-4644.954	-4694.005
95256	0.258008	3.3781	133.602	25.2804	-49.22005	-4644.646	-4693.866
95257	0.258008	3.3781	133.602	25.2804	-49.22005	-4644.646	-4693.866
95258	0.258008	3.3781	133.602	25.2804	-49.22005	-4644.646	-4693.866
95259	0.261355	3.3781	130.77	25.2804	-47.17548	-4647.392	-4694.568
95260	0.261355	3.3781	130.77	25.2804	-47.17548	-4647.392	-4694.568
95261	0.261355	3.32635	131.932	25.2804	-48.09046	-4646.452	-4694.542
95262	0.261355	3.32635	131.932	25.2804	-48.09046	-4646.452	-4694.542
95263	0.247221	3.48425	130.369	25.2804	-46.71794	-4649.59	-4696.308
95264	0.247221	3.48425	130.369	25.2804	-46.71794	-4649.59	-4696.308
95265	0.247221	3.48425	135.998	25.2804	-50.83745	-4642.94	-4693.777
95266	0.247221	3.48425	132.228	25.2804	-48.04357	-4646.465	-4694.509
95267	0.247221	3.48425	132.228	25.2804	-48.04357	-4646.465	-4694.509
95268	0.247221	3.48425	132.73	24.0918	-47.47145	-4646.789	-4694.261
95269	0.247221	3.47202	132.73	24.0918	-47.4914	-4646.545	-4694.036
95270	0.247221	3.47202	132.73	24.0918	-47.4914	-4646.545	-4694.036
95271	0.247221	3.47202	134.95	24.0918	-49.13082	-4644.566	-4693.696
95272	0.247221	3.46208	134.95	24.0918	-49.14706	-4644.655	-4693.802
95273	0.247221	3.40506	134.95	24.0918	-49.24066	-4645.914	-4695.154
95274	0.247221	3.49393	134.95	23.479	-48.63472	-4645.062	-4693.697
95275	0.247221	3.49393	134.95	23.479	-48.63472	-4645.062	-4693.697
95276	0.247221	3.49393	134.95	23.479	-48.63472	-4645.062	-4693.697
95277	0.255714	3.49393	135.104	23.479	-48.74996	-4644.831	-4693.581
95278	0.254673	3.49393	135.104	23.479	-48.74993	-4644.724	-4693.474
95279	0.254673	3.49393	138.276	19.9006	-48.7939	-4646.791	-4695.585
95280	0.254673	3.49393	137.011	19.9006	-47.81179	-4647.318	-4695.13
95281	0.254673	3.49393	137.011	20.983	-48.48035	-4645.915	-4694.395
95282	0.254673	3.49393	137.011	20.983	-48.48035	-4645.915	-4694.395
95283	0.254673	3.49393	137.011	20.983	-48.48035	-4645.915	-4694.395
95284	0.254673	3.55349	137.011	20.983	-48.3839	-4646.197	-4694.581
95285	0.261537	3.47889	137.011	20.983	-48.50498	-4646.884	-4695.389
95286	0.261537	3.47889	137.011	26.8097	-52.90912	-4641.254	-4694.163
95287	0.261537	3.47889	134.514	26.8097	-51.01718	-4643.586	-4694.603
95288	0.261537	3.47889	134.514	26.8097	-51.01718	-4643.586	-4694.603
95289	0.261537	3.47889	134.514	26.8097	-51.01718	-4643.586	-4694.603
95290	0.265284	3.45426	134.514	26.8097	-51.05749	-4644.222	-4695.279
95291	0.265284	3.45426	134.514	26.8097	-51.05749	-4644.222	-4695.279
95292	0.265284	3.36119	133.915	26.8097	-50.76593	-4644.651	-4695.417
95293	0.265284	3.36119	133.915	26.8097	-50.76593	-4644.651	-4695.417
95294	0.25958	3.36119	133.915	23.709	-48.25308	-4646.422	-4694.675
95295	0.25958	3.40865	133.915	23.709	-48.17459	-4645.753	-4693.928
95296	0.25958	3.40865	133.915	23.709	-48.17459	-4645.753	-4693.928
95297	0.25958	3.40865	135.282	31.3049	-56.03313	-4639.774	-4695.807
95298	0.25958	3.40865	135.282	18.3555	-45.76152	-4651.847	-4697.609
95299	0.25958	3.40865	135.282	21.6519	-47.73984	-4647.275	-4695.015
95300	0.25958	3.40865	131.527	21.3806	-44.80445	-4650.54	-4695.344
95301	0.25958	3.40865	131.527	21.3806	-44.80445	-4650.54	-4695.344
95302	0.239116	3.40865	131.527	21.3806	-44.804	-4652.027	-4696.831
95303	0.239116	3.40865	129.981	21.3806	-43.70969	-4653.281	-4696.991
95304	0.239116	3.40865	129.981	21.3806	-43.70969	-4653.281	-4696.991
95305	0.248196	3.26769	129.894	21.3806	-43.88436	-4652.759	-4696.643
95306	0.254395	3.26769	129.894	21.3806	-43.8845	-4651.801	-4695.686
95307	0.254395	3.21591	120.314	25.7045	-40.94172	-4658.115	-4699.057
95308	0.254395	3.11615	120.314	25.7045	-41.11217	-4655.03	-4696.143
95309	0.254395	3.11615	120.314	25.7045	-41.11217	-4655.03	-4696.143
95310	0.254395	3.11615	120.314	25.7045	-41.11217	-4655.03	-4696.143
95311	0.254395	3.15706	120.314	25.7045	-41.04196	-4655.734	-4696.775
95312	0.254395	3.15706	120.314	25.7045	-41.04196	-4655.734	-4696.775
95313	0.254395	3.07278	120.314	25.7045	-41.18705	-4655.116	-4696.303
95314	0.254395	3.07278	120.314	25.7045	-41.18705	-4655.116	-4696.303
95315	0.254395	3.15003	120.652	25.7045	-41.25853	-4655.06	-4696.319
95316	0.251339	3.15003	118.428	25.7045	-39.93452	-4658.775	-4698.71
95317	0.251339	3.15003	118.428	25.7045	-39.93452	-4658.775	-4698.71
95318	0.251339	3.15003	119.556	25.7045	-40.59961	-4656.653	-4697.252
95319	0.251339	3.15003	119.302	25.7045	-40.44875	-4657.112	-4697.56
95320	0.251339	3.15003	119.302	25.7045	-40.44875	-4657.112	-4697.56
95321	0.249408	3.04882	120.549	25.7045	-41.37031	-4656.397	-4697.768
95322	0.249408	3.08112	120.549	26.2587	-41.77939	-4655.085	-4696.864
95323	0.257415	3.06902	120.549	27.2672	-42.67846	-4653.829	-4696.508
95324	0.257415	3.06902	120.549	27.2672	-42.67846	-4653.829	-4696.508
95325	0.257415	3.06902	120.549	27.2672	-42.67846	-4653.829	-4696.508
95326	0.257415	3.14003	118.343	27.2672	-41.24483	-4658.113	-4699.358
95327	0.24638	3.00796	118.343	22.81	-37.90064	-4661.334	-4699.235
95328	0.24638	3.08633	118.343	22.81	-37.76442	-4660.259	-4698.023
95329	0.24638	3.08633	118.399	22.81	-37.7975	-4660.202	-4698
95330	0.24638	3.08205	118.399	29.9444	-43.90546	-4655.109	-4699.014
95331	0.24638	3.08205	118.399	29.9444	-43.90546	-4655.109	-4699.014
95332	0.260277	3.08205	118.399	29.9444	-43.90578	-4654.771	-4698.677
95333	0.260277	3.06364	123.78	29.9444	-47.22446	-4651.899	-4699.123
95334	0.260277	3.09742	123.78	30.0763	-47.29798	-4650.415	-4697.713
95335	0.260277	3.11275	123.78	31.236	-48.46169	-4649.341	-4697.802
95336	0.260277	3.11275	123.78	26.0339	-43.54358	-4652.657	-4696.2
95337	0.260277	3.23456	123.78	21.9318	-40.22098	-4656.904	-4697.125
95338	0.258827	3.23456	123.78	21.9318	-40.22095	-4656.557	-4696.778
95339	0.258827	3.23456	122.706	21.9318	-39.54187	-4658.436	-4697.978
95340	0.258827	3.21148	122.788	21.9318	-39.63259	-4657.488	-4697.121
95341	0.258827	3.19746	126.272	21.9318	-41.90448	-4653.774	-4695.678
95342	0.258827	3.26782	127.079	17.8617	-39.89805	-4658.688	-4698.586
95343	0.258827	3.26782	127.079	17.8617	-39.89805	-4658.688	-4698.586
95344	0.258827	3.26782	127.079	17.8617	-39.89805	-4658.688	-4698.586
95345	0.258827	3.26782	126.02	31.9074	-50.36477	-4646.531	-4696.895
95346	0.258827	3.26782	126.02	31.9074	-50.36477	-4646.531	-4696.895
95347	0.258827	3.26782	126.163	19.8069	-40.36434	-4656.612	-4696.977
95348	0.258827	3.26782	128.494	23.8141	-44.62809	-4649.81	-4694.438
95349	0.258827	3.26782	128.494	23.8141	-44.62809	-4649.81	-4694.438
95350	0.25139	3.22961	128.494	23.8141	-44.69239	-4650.981	-4695.673
95351	0.25139	3.22961	124.851	23.8141	-42.26386	-4652.573	-4694.837
95352	0.25139	3.22961	124.491	23.8141	-42.03089	-4652.904	-4694.935
95353	0.25139	3.22961	125.604	23.8141	-42.75494	-4651.94	-4694.695
95354	0.25139	3.22961	125.863	23.8141	-42.92532	-4651.73	-4694.655
95355	0.25139	3.3186	127.043	23.8141	-43.55962	-4651.047	-4694.607
95356	0.25139	3.3186	130.168	23.8141	-45.70395	-4648.353	-4694.057
95357	0.25139	3.3186	130.168	23.8141	-45.70395	-4648.353	-4694.057
95358	0.25139	3.3186	130.168	23.8141	-45.70395	-4648.353	-4694.057
95359	0.25139	3.3186	130.168	23.8141	-45.70395	-4648.353	-4694.057
95360	0.25139	3.3186	130.168	23.8141	-45.70395	-4648.353	-4694.057
95361	0.25139	3.3186	130.168	23.1721	-45.22901	-4648.96	-4694.189
