"iter"	"Krestbody_plasma.1."	"VmaxC.1."	"Km.1."	"QurineC.1."	"LnPrior"	"LnData"	"LnPosterior"
95450	0.251448	3.76685	144.869	29.5071	-61.30861	-4633.666	-4694.975
95451	0.251448	3.76685	148.166	29.5071	-64.16119	-4631.474	-4695.635
95452	0.251448	3.69678	144.177	30.1547	-61.47624	-4633.462	-4694.938
95453	0.251448	3.69678	144.177	27.8351	-59.24991	-4634.829	-4694.079
95454	0.253042	3.69678	144.177	27.8351	-59.24994	-4634.796	-4694.046
95455	0.253042	3.77988	144.177	23.395	-55.4586	-4639.42	-4694.879
95456	0.253042	3.63746	137.421	24.7852	-51.28542	-4643.815	-4695.101
95457	0.253042	3.63746	136.734	24.7852	-50.756	-4645.051	-4695.807
95458	0.253042	3.63746	138.576	24.7852	-52.18622	-4641.996	-4694.182
95459	0.253042	3.5514	138.576	23.8385	-51.59274	-4641.694	-4693.287
95460	0.253042	3.48132	138.458	23.8385	-51.61368	-4642.812	-4694.426
95461	0.253042	3.48582	138.458	23.8385	-51.60634	-4642.697	-4694.304
95462	0.253042	3.48582	136.76	23.8385	-50.28908	-4643.122	-4693.411
95463	0.253042	3.48582	136.76	26.9933	-52.8654	-4640.638	-4693.503
95464	0.253042	3.50984	136.76	26.9933	-52.82636	-4640.502	-4693.328
95465	0.256122	3.50984	136.76	26.9933	-52.82643	-4640.574	-4693.401
95466	0.256122	3.50984	136.76	23.8979	-50.29501	-4643.08	-4693.376
95467	0.256122	3.50984	136.76	23.8979	-50.29501	-4643.08	-4693.376
95468	0.256122	3.52895	136.76	23.8979	-50.26405	-4643.221	-4693.485
95469	0.256122	3.52895	136.76	23.8979	-50.26405	-4643.221	-4693.485
95470	0.256122	3.52895	137.288	23.8979	-50.67033	-4642.731	-4693.401
95471	0.257406	3.63073	137.288	27.6559	-53.63011	-4642.445	-4696.076
95472	0.264519	3.62765	137.394	28.536	-54.53055	-4643.935	-4698.466
95473	0.264519	3.62765	144.825	27.2115	-59.34582	-4636.822	-4696.168
95474	0.263831	3.66538	144.825	30.8106	-62.74254	-4634.007	-4696.75
95475	0.263831	3.66538	140.069	30.8106	-58.82131	-4639.095	-4697.917
95476	0.263831	3.57504	140.069	23.5156	-52.49826	-4642.6	-4695.098
95477	0.263831	3.51722	140.069	23.5156	-52.59155	-4642.782	-4695.373
95478	0.254895	3.55602	140.069	23.5156	-52.52865	-4641.179	-4693.707
95479	0.254895	3.59167	140.069	23.5156	-52.47137	-4641	-4693.472
95480	0.254895	3.59167	140.069	26.3299	-54.7141	-4638.64	-4693.354
95481	0.254895	3.59167	140.154	24.4534	-53.25196	-4640.099	-4693.351
95482	0.254895	3.59167	139.007	22.493	-50.89014	-4642.926	-4693.816
95483	0.254895	3.589	139.007	22.493	-50.89443	-4642.914	-4693.809
95484	0.254895	3.589	139.007	23.1426	-51.35735	-4642.232	-4693.589
95485	0.254895	3.589	139.007	23.1426	-51.35735	-4642.232	-4693.589
95486	0.254895	3.52372	139.007	23.1426	-51.46251	-4642.376	-4693.839
95487	0.254895	3.52372	139.007	23.1426	-51.46251	-4642.376	-4693.839
95488	0.254895	3.52372	139.007	23.1426	-51.46251	-4642.376	-4693.839
95489	0.254895	3.55543	139.007	28.1209	-55.51975	-4638.161	-4693.681
95490	0.254895	3.45824	135.235	25.5768	-50.54559	-4642.703	-4693.249
95491	0.254895	3.45824	135.235	25.5768	-50.54559	-4642.703	-4693.249
95492	0.255409	3.45824	134.407	25.5768	-49.9256	-4643.316	-4693.241
95493	0.255409	3.45824	135.205	25.5768	-50.52246	-4642.713	-4693.235
95494	0.255409	3.45824	135.205	25.5768	-50.52246	-4642.713	-4693.235
95495	0.255409	3.40479	135.205	25.5768	-50.61022	-4643.463	-4694.073
95496	0.247649	3.40479	128.296	24.9121	-45.11505	-4650.589	-4695.704
95497	0.247649	3.38964	133.374	24.9121	-48.73667	-4645.692	-4694.429
95498	0.247649	3.38964	133.374	25.6849	-49.36416	-4645.099	-4694.463
95499	0.247492	3.38964	133.91	22.3897	-47.24977	-4647.922	-4695.171
95500	0.247492	3.47329	132.721	22.3573	-46.21795	-4648.2	-4694.418
95501	0.247492	3.49945	132.721	27.8854	-50.62461	-4644.305	-4694.93
95502	0.247492	3.49343	135.591	27.8854	-52.76304	-4641.234	-4693.997
95503	0.247492	3.54271	135.591	22.7846	-48.53418	-4645.501	-4694.036
95504	0.247492	3.53342	135.591	21.1717	-47.45383	-4647.093	-4694.547
95505	0.247492	3.53342	134.646	23.0621	-48.03794	-4646.168	-4694.206
95506	0.247492	3.60841	134.646	20.5421	-46.2238	-4651.534	-4697.758
95507	0.247492	3.59181	141.027	23.9552	-53.57249	-4640.61	-4694.182
95508	0.247492	3.67805	141.52	27.9312	-57.16666	-4637.005	-4694.172
95509	0.247492	3.67805	141.52	27.9312	-57.16666	-4637.005	-4694.172
95510	0.247492	3.65356	141.52	27.9312	-57.20545	-4636.915	-4694.121
95511	0.247492	3.65356	139.944	28.2083	-56.18889	-4638.111	-4694.3
95512	0.247492	3.65356	144.029	28.2083	-59.53745	-4635.729	-4695.267
95513	0.247492	3.65356	144.029	28.2083	-59.53745	-4635.729	-4695.267
95514	0.247365	3.6685	140.33	27.8562	-56.15007	-4638.146	-4694.296
95515	0.247365	3.66987	140.91	27.8562	-56.61511	-4637.586	-4694.201
95516	0.247365	3.63373	141.126	27.8562	-56.8479	-4637.298	-4694.146
95517	0.247365	3.63373	140.762	27.1388	-55.90754	-4637.993	-4693.901
95518	0.247365	3.63373	140.063	27.1388	-55.34564	-4638.52	-4693.866
95519	0.247365	3.63373	140.063	20.6104	-50.41684	-4644.392	-4694.808
95520	0.247365	3.63373	140.063	27.7133	-55.86099	-4638.131	-4693.992
95521	0.247365	3.61889	140.063	23.146	-52.15232	-4641.647	-4693.799
95522	0.247365	3.61889	140.063	21.9156	-51.28954	-4642.827	-4694.116
95523	0.247365	3.61889	140.063	21.9156	-51.28954	-4642.827	-4694.116
95524	0.247365	3.59876	140.063	32.5239	-60.75028	-4635.596	-4696.347
95525	0.254686	3.50368	140.063	22.5801	-51.93363	-4643.305	-4695.239
95526	0.254686	3.51243	140.063	26.4997	-54.98297	-4639.641	-4694.624
95527	0.254686	3.51243	138.755	26.4997	-53.94407	-4639.796	-4693.74
95528	0.254686	3.51243	138.755	23.2626	-51.36973	-4642.515	-4693.885
95529	0.254686	3.51243	137.73	23.2626	-50.56731	-4642.968	-4693.535
95530	0.254686	3.54057	137.73	23.2626	-50.52177	-4642.904	-4693.426
95531	0.254686	3.54057	137.73	20.4558	-48.62899	-4646.014	-4694.643
95532	0.254686	3.54057	136.796	20.4558	-47.90789	-4646.9	-4694.807
95533	0.236634	3.54057	136.796	20.4558	-47.9075	-4649.922	-4697.829
95534	0.236634	3.54057	136.796	24.9361	-51.07878	-4645.785	-4696.864
95535	0.263289	3.43817	136.796	24.9361	-51.24604	-4643.599	-4694.845
95536	0.263289	3.43817	134.69	24.9361	-49.65045	-4644.85	-4694.5
95537	0.263289	3.45788	134.69	24.9361	-49.61817	-4645.003	-4694.621
95538	0.24608	3.45788	134.635	25.1713	-49.76561	-4644.27	-4694.036
95539	0.24608	3.47731	134.095	28.9641	-52.68051	-4642	-4694.681
95540	0.24608	3.39723	134.095	22.7828	-47.65088	-4647.648	-4695.299
95541	0.24608	3.42143	134.095	22.7828	-47.611	-4647.04	-4694.651
95542	0.24608	3.56157	134.095	30.9099	-54.48493	-4642.411	-4696.896
95543	0.24608	3.56715	134.095	30.9099	-54.47595	-4642.609	-4697.085
95544	0.24608	3.50495	134.095	30.9099	-54.57647	-4641.16	-4695.737
95545	0.24608	3.50495	133.607	30.9099	-54.2159	-4641.703	-4695.919
95546	0.249545	3.4041	130.718	28.5262	-49.93933	-4644.503	-4694.443
95547	0.249545	3.4041	131.086	22.6248	-45.34346	-4648.721	-4694.064
95548	0.249545	3.4044	131.086	31.1704	-52.82806	-4642.672	-4695.5
95549	0.249545	3.46882	138.902	32.4719	-59.97964	-4638.506	-4698.486
95550	0.249545	3.46882	138.902	34.3713	-62.13899	-4637.703	-4699.842
95551	0.25032	3.4605	138.902	28.4528	-55.89991	-4640.746	-4696.646
95552	0.25032	3.60519	140.293	23.0018	-52.25373	-4641.337	-4693.591
95553	0.25032	3.60519	140.293	23.0018	-52.25373	-4641.337	-4693.591
95554	0.25032	3.60519	138.061	21.1783	-49.24059	-4645.318	-4694.559
95555	0.25032	3.60519	138.061	23.7451	-51.03343	-4642.678	-4693.712
95556	0.25032	3.60519	138.061	23.7451	-51.03343	-4642.678	-4693.712
95557	0.25032	3.60519	138.061	23.9102	-51.15777	-4642.508	-4693.665
95558	0.25032	3.60519	138.061	22.9506	-50.45034	-4643.446	-4693.896
95559	0.25032	3.60519	138.061	28.0132	-54.59798	-4639.452	-4694.05
95560	0.269379	3.60519	141.949	28.0132	-57.70851	-4639.405	-4697.114
95561	0.269379	3.60519	141.949	28.0132	-57.70851	-4639.405	-4697.114
95562	0.253015	3.69217	141.949	27.654	-57.24197	-4636.792	-4694.034
95563	0.253015	3.68317	141.949	23.7032	-53.98832	-4639.787	-4693.775
95564	0.253015	3.55679	137.254	23.7032	-50.45294	-4642.942	-4693.395
95565	0.253015	3.55679	137.254	23.7032	-50.45294	-4642.942	-4693.395
95566	0.253015	3.55679	137.254	23.7032	-50.45294	-4642.942	-4693.395
95567	0.253015	3.55679	137.254	22.771	-49.77291	-4643.872	-4693.645
95568	0.253015	3.55679	139.496	22.5255	-51.35691	-4642.408	-4693.765
95569	0.253015	3.55679	140.702	22.1471	-52.06006	-4642.397	-4694.457
95570	0.253015	3.55679	136.877	22.1471	-49.04635	-4644.905	-4693.951
95571	0.253015	3.55679	136.877	25.6449	-51.69012	-4641.69	-4693.38
95572	0.253015	3.55679	136.877	25.6449	-51.69012	-4641.69	-4693.38
95573	0.253015	3.52494	136.877	23.1023	-49.77123	-4643.625	-4693.396
95574	0.253015	3.52494	136.877	23.7207	-50.22664	-4643.03	-4693.256
95575	0.253015	3.52494	136.877	20.9075	-48.27831	-4645.984	-4694.262
95576	0.253015	3.52494	137.525	20.9075	-48.77858	-4645.536	-4694.314
95577	0.253015	3.52494	137.525	21.5184	-49.17478	-4644.787	-4693.962
95578	0.254344	3.52494	137.371	22.8297	-49.9564	-4643.544	-4693.501
95579	0.254344	3.42448	137.371	24.7886	-51.59412	-4643.672	-4695.267
95580	0.254344	3.42448	137.371	24.7886	-51.59412	-4643.672	-4695.267
95581	0.254344	3.42448	131.497	22.4033	-45.44746	-4648.868	-4694.315
95582	0.255506	3.39813	131.928	30.115	-52.35771	-4642.229	-4694.587
95583	0.252859	3.39813	131.092	29.9813	-51.62633	-4643.067	-4694.693
95584	0.252859	3.38041	131.257	29.9813	-51.77258	-4642.773	-4694.546
95585	0.252859	3.43872	128.459	29.9813	-49.72234	-4648.538	-4698.261
95586	0.252859	3.37571	128.459	28.1093	-48.02574	-4647.126	-4695.152
95587	0.252859	3.37571	128.459	28.1093	-48.02574	-4647.126	-4695.152
95588	0.252859	3.28867	128.459	28.1093	-48.17084	-4646.251	-4694.422
95589	0.252859	3.35549	128.459	33.1692	-53.24851	-4643.897	-4697.145
95590	0.252859	3.20312	120.739	35.428	-51.16415	-4650.999	-4702.163
95591	0.252859	3.12715	118.068	35.428	-49.70754	-4653.277	-4702.984
95592	0.252859	3.10877	118.068	35.428	-49.73915	-4652.668	-4702.407
95593	0.252859	3.10877	118.068	26.2273	-40.23388	-4657.631	-4697.865
95594	0.252859	3.10877	118.068	21.4301	-36.62087	-4662.119	-4698.74
95595	0.252859	3.10877	118.068	18.4736	-34.85268	-4666.146	-4700.998
95596	0.252859	3.0927	118.151	18.4736	-34.92845	-4665.556	-4700.485
95597	0.252859	3.0927	118.15	18.4736	-34.92792	-4665.576	-4700.504
95598	0.252859	3.07544	118.15	18.4167	-34.92712	-4665.327	-4700.254
95599	0.252859	3.07544	118.15	18.5188	-34.98216	-4665.159	-4700.141
95600	0.252859	3.07544	120.09	18.5188	-36.12947	-4663.216	-4699.345
95601	0.252859	3.23002	120.09	18.5188	-35.86487	-4667.374	-4703.238
95602	0.252859	3.21213	123.103	18.5188	-37.75072	-4660.77	-4698.52
95603	0.252859	3.16438	123.103	18.5188	-37.83202	-4660.387	-4698.219
95604	0.252859	3.16438	123.103	29.7013	-46.3799	-4649.851	-4696.231
95605	0.252859	3.23095	123.103	29.7013	-46.26669	-4650.535	-4696.801
95606	0.252859	3.23095	123.103	23.1228	-40.63239	-4655.429	-4696.061
95607	0.252859	3.23095	127.488	25.722	-45.51481	-4649.241	-4694.756
95608	0.252859	3.27919	127.488	25.722	-45.43347	-4648.643	-4694.077
95609	0.252859	3.19969	127.954	24.2049	-44.67187	-4651.478	-4696.15
95610	0.252859	3.38568	128.726	22.9329	-43.94287	-4651.182	-4695.125
95611	0.252859	3.39041	128.726	23.9752	-44.70441	-4650.308	-4695.013
95612	0.252859	3.30955	128.827	23.9752	-44.90884	-4649.002	-4693.911
95613	0.249326	3.30955	128.827	23.9752	-44.90876	-4649.313	-4694.221
95614	0.249326	3.30955	132.014	25.1787	-48.09547	-4647.696	-4695.791
95615	0.249326	3.30955	132.014	21.4175	-45.34254	-4651.13	-4696.473
95616	0.249326	3.39281	132.014	21.8342	-45.4813	-4648.745	-4694.227
95617	0.249326	3.39281	132.014	21.8342	-45.4813	-4648.745	-4694.227
95618	0.249326	3.39281	132.014	22.3768	-45.85253	-4648.215	-4694.068
95619	0.249326	3.39281	132.014	22.0866	-45.6525	-4648.497	-4694.149
95620	0.249326	3.39281	132.014	22.0866	-45.6525	-4648.497	-4694.149
95621	0.249326	3.39281	131.961	23.8025	-46.84584	-4646.874	-4693.719
95622	0.249326	3.44136	131.492	23.8025	-46.42953	-4647.658	-4694.088
95623	0.249326	3.44136	137.843	23.8025	-51.17134	-4644.795	-4695.967
95624	0.249326	3.59422	137.843	23.8025	-50.92362	-4642.706	-4693.63
95625	0.249326	3.59422	137.843	23.8025	-50.92362	-4642.706	-4693.63
95626	0.253594	3.51081	137.843	23.8025	-51.05817	-4642.376	-4693.434
95627	0.253594	3.56186	137.843	23.8025	-50.97567	-4642.347	-4693.323
95628	0.253594	3.50674	137.843	23.8025	-51.06477	-4642.42	-4693.485
95629	0.253594	3.50674	136.777	26.2099	-52.16756	-4641.037	-4693.205
95630	0.253594	3.50674	134.067	26.2099	-50.12348	-4643.782	-4693.906
95631	0.253594	3.50674	133.067	26.2099	-49.38809	-4645.245	-4694.633
95632	0.255035	3.50674	133.775	26.2099	-49.90768	-4644.356	-4694.264
95633	0.255035	3.50674	133.775	26.2099	-49.90768	-4644.356	-4694.264
95634	0.255035	3.50674	133.775	26.2099	-49.90768	-4644.356	-4694.264
95635	0.255035	3.50674	139.534	24.006	-52.54958	-4641.786	-4694.335
95636	0.255035	3.50674	139.259	24.006	-52.3313	-4641.805	-4694.137
95637	0.255035	3.50674	139.791	24.006	-52.75441	-4641.778	-4694.532
95638	0.255035	3.56405	139.376	24.006	-52.33147	-4641.065	-4693.397
95639	0.255035	3.58457	137.622	24.6795	-51.4429	-4642.299	-4693.742
95640	0.255035	3.59421	137.687	22.8012	-50.06933	-4644.215	-4694.285
95641	0.255035	3.59421	137.687	22.8012	-50.06933	-4644.215	-4694.285
95642	0.255035	3.59421	142.946	25.2882	-56.18831	-4638.281	-4694.469
95643	0.255035	3.59421	142.946	25.9887	-56.76663	-4637.739	-4694.506
95644	0.255035	3.74874	142.946	25.9887	-56.52215	-4638.284	-4694.807
95645	0.255035	3.68792	142.946	25.9887	-56.61765	-4637.09	-4693.708
95646	0.255035	3.68792	142.946	25.7296	-56.40145	-4637.295	-4693.696
95647	0.255035	3.68792	142.946	25.7296	-56.40145	-4637.295	-4693.696
95648	0.255035	3.68792	142.946	27.1367	-57.60779	-4636.266	-4693.874
95649	0.255035	3.68792	142.946	27.1367	-57.60779	-4636.266	-4693.874
95650	0.255035	3.75509	142.946	28.8193	-59.0489	-4636.502	-4695.551
95651	0.255035	3.75509	142.946	25.6056	-56.19349	-4638.777	-4694.971
95652	0.255035	3.67895	142.946	26.1786	-56.79198	-4636.879	-4693.671
95653	0.255035	3.74479	142.946	26.1786	-56.68848	-4638.016	-4694.705
95654	0.255035	3.74479	142.946	28.775	-59.02282	-4636.237	-4695.259
95655	0.255035	3.693	142.946	22.0103	-53.58612	-4640.82	-4694.406
95656	0.255035	3.693	142.946	22.0103	-53.58612	-4640.82	-4694.406
95657	0.255035	3.70191	142.989	26.9236	-57.4335	-4636.538	-4693.972
95658	0.255035	3.70191	142.989	22.0215	-53.61527	-4640.907	-4694.523
95659	0.255035	3.70191	143.554	22.0215	-54.08531	-4640.32	-4694.406
95660	0.255035	3.67211	143.554	27.7818	-58.71796	-4635.296	-4694.014
95661	0.255035	3.67211	143.554	26.6975	-57.75333	-4636.031	-4693.784
95662	0.255035	3.67211	143.554	22.0397	-54.14475	-4640.188	-4694.333
95663	0.255035	3.68151	143.802	22.0397	-54.33746	-4640.024	-4694.362
95664	0.255035	3.67949	140.806	21.4313	-51.46752	-4643.691	-4695.159
95665	0.251984	3.65121	139.951	26.4363	-54.61562	-4639.17	-4693.785
95666	0.251984	3.65121	139.951	26.4363	-54.61562	-4639.17	-4693.785
95667	0.251984	3.56739	139.951	26.4363	-54.74954	-4638.779	-4693.529
95668	0.251984	3.56739	136.678	27.4078	-53.03818	-4640.766	-4693.804
95669	0.251984	3.56739	136.678	23.1466	-49.582	-4644.24	-4693.822
95670	0.251984	3.46889	136.678	20.2157	-47.78597	-4647.336	-4695.122
95671	0.251984	3.46889	136.678	20.2157	-47.78597	-4647.336	-4695.122
95672	0.251984	3.46889	132.91	20.9017	-45.3946	-4649.464	-4694.859
95673	0.251984	3.46889	132.91	20.9017	-45.3946	-4649.464	-4694.859
95674	0.251984	3.46889	136.379	30.3978	-55.82834	-4639.003	-4694.831
95675	0.251984	3.46889	136.078	30.3978	-55.5985	-4639.159	-4694.757
95676	0.251984	3.56172	138.172	30.3978	-57.06319	-4637.42	-4694.483
95677	0.251984	3.56172	138.172	25.51	-52.57544	-4640.584	-4693.159
95678	0.251984	3.56172	138.172	25.51	-52.57544	-4640.584	-4693.159
95679	0.251984	3.48921	138.172	30.0592	-56.83889	-4638.389	-4695.228
95680	0.251984	3.48571	135.834	30.0592	-55.04427	-4639.316	-4694.36
95681	0.251984	3.48343	139.294	30.0592	-57.73123	-4638.646	-4696.378
95682	0.251984	3.47435	137.268	28.9403	-55.06389	-4639.512	-4694.576
95683	0.251984	3.47435	135.041	30.9035	-55.32505	-4639.466	-4694.791
95684	0.251984	3.44281	134.84	30.9035	-55.22593	-4639.772	-4694.998
95685	0.255819	3.44281	134.84	25.401	-50.13025	-4643.17	-4693.3
95686	0.255819	3.48337	134.84	25.401	-50.06397	-4643.303	-4693.367
95687	0.255819	3.48337	134.84	25.5463	-50.18293	-4643.202	-4693.385
95688	0.255819	3.48881	133.823	25.5463	-49.41839	-4644.461	-4693.879
95689	0.246172	3.51033	133.823	25.5463	-49.38321	-4644.794	-4694.177
95690	0.246172	3.45061	133.823	22.9935	-47.51287	-4646.607	-4694.119
95691	0.246172	3.45061	133.823	22.9935	-47.51287	-4646.607	-4694.119
95692	0.246172	3.43599	133.823	25.2498	-49.26261	-4644.803	-4694.065
95693	0.246172	3.43599	133.823	25.2498	-49.26261	-4644.803	-4694.065
95694	0.246172	3.43599	134.425	25.2498	-49.7084	-4644.564	-4694.272
95695	0.253545	3.43599	134.425	25.2498	-49.70856	-4643.581	-4693.29
95696	0.253545	3.43599	132.734	25.2498	-48.46452	-4644.918	-4693.383
95697	0.253545	3.41757	132.734	25.2498	-48.49479	-4644.797	-4693.291
95698	0.253545	3.39614	132.734	25.2498	-48.53011	-4644.823	-4693.353
95699	0.253545	3.39632	132.734	21.721	-45.92058	-4648.177	-4694.098
95700	0.253545	3.42599	132.734	24.6427	-47.99658	-4645.351	-4693.347
95701	0.253545	3.42817	132.734	28.3016	-51.13558	-4642.67	-4693.805
95702	0.253545	3.42817	137.422	28.3016	-54.65551	-4641.124	-4695.779
95703	0.253545	3.42817	134.985	28.3016	-52.79796	-4641.259	-4694.057
95704	0.253545	3.42817	132.177	24.5988	-47.55495	-4645.988	-4693.543
95705	0.253545	3.42817	131.724	25.7078	-48.12297	-4645.572	-4693.695
95706	0.253545	3.42817	130.949	25.7078	-47.56988	-4646.59	-4694.16
95707	0.253545	3.3676	130.949	27.7051	-49.40405	-4644.401	-4693.805
95708	0.253545	3.42099	130.949	29.1949	-50.71326	-4644.05	-4694.763
95709	0.253545	3.42099	130.949	25.1312	-47.11071	-4646.909	-4694.019
95710	0.253545	3.42099	130.949	20.6114	-43.87975	-4651.501	-4695.38
95711	0.253372	3.42099	129.212	21.3681	-43.14647	-4653.326	-4696.472
95712	0.253372	3.40728	135.962	21.3681	-48.06905	-4647.466	-4695.535
95713	0.255279	3.43749	135.962	21.7255	-48.25595	-4646.221	-4694.477
95714	0.255279	3.43749	133.362	21.7255	-46.31429	-4647.784	-4694.098
95715	0.255279	3.43749	134.819	21.7651	-47.42016	-4646.676	-4694.096
95716	0.255279	3.43749	134.819	21.7651	-47.42016	-4646.676	-4694.096
95717	0.255279	3.43749	134.819	21.7651	-47.42016	-4646.676	-4694.096
95718	0.255279	3.43749	134.313	21.7651	-47.04294	-4646.97	-4694.013
95719	0.255279	3.43749	134.313	21.7651	-47.04294	-4646.97	-4694.013
95720	0.255279	3.43749	134.313	21.1495	-46.63767	-4647.697	-4694.334
95721	0.255279	3.43749	134.313	21.1495	-46.63767	-4647.697	-4694.334
95722	0.255279	3.40003	134.313	21.1495	-46.6993	-4648.056	-4694.756
95723	0.255279	3.47099	134.313	21.0683	-46.53052	-4647.941	-4694.471
95724	0.255279	3.44879	134.313	21.0683	-46.56682	-4647.83	-4694.397
95725	0.255279	3.44879	135.294	27.3625	-52.13893	-4641.429	-4693.568
95726	0.255279	3.41019	132.307	24.2849	-47.43457	-4646.033	-4693.468
95727	0.25994	3.37901	132.307	24.2849	-47.48618	-4646.475	-4693.961
95728	0.25994	3.37901	135.051	27.4205	-52.12332	-4642.848	-4694.972
95729	0.25994	3.43703	135.051	27.38	-51.99138	-4642.001	-4693.993
95730	0.264016	3.43703	135.051	33.0433	-57.7027	-4639.478	-4697.181
95731	0.264016	3.43703	135.051	30.5276	-55.00733	-4640.766	-4695.773
95732	0.256722	3.43703	135.051	24.3609	-49.47091	-4644.041	-4693.512
95733	0.256722	3.43703	133.919	24.3609	-48.62779	-4644.789	-4693.417
95734	0.256722	3.45437	133.919	24.3609	-48.59936	-4644.912	-4693.511
95735	0.257063	3.41304	133.919	24.3609	-48.66722	-4644.865	-4693.532
95736	0.257063	3.41304	133.919	24.3609	-48.66722	-4644.865	-4693.532
95737	0.257063	3.41304	133.919	24.3609	-48.66722	-4644.865	-4693.532
95738	0.257063	3.41304	133.919	24.3609	-48.66722	-4644.865	-4693.532
95739	0.257063	3.34712	129.383	24.3609	-45.52622	-4648.532	-4694.058
95740	0.257063	3.30714	129.383	24.3609	-45.59291	-4648.336	-4693.929
95741	0.257063	3.31646	129.383	24.3609	-45.57733	-4648.318	-4693.895
95742	0.257063	3.31646	129.383	23.2755	-44.76028	-4649.322	-4694.082
95743	0.257063	3.31646	128.429	23.2755	-44.10254	-4650.234	-4694.336
95744	0.257063	3.31646	125.692	23.2755	-42.26703	-4654.268	-4696.535
95745	0.257063	3.31646	125.692	23.2755	-42.26703	-4654.268	-4696.535
95746	0.257063	3.33182	125.692	23.2755	-42.2414	-4654.922	-4697.163
95747	0.257063	3.33182	131.535	23.0716	-46.10267	-4648.11	-4694.212
95748	0.257063	3.33182	131.535	23.0716	-46.10267	-4648.11	-4694.212
95749	0.257063	3.33182	131.535	23.0716	-46.10267	-4648.11	-4694.212
95750	0.249027	3.36398	131.535	23.0716	-46.049	-4648.098	-4694.147
95751	0.249027	3.36398	131.535	23.0716	-46.049	-4648.098	-4694.147
95752	0.249027	3.4043	131.535	23.0716	-45.98232	-4647.893	-4693.876
95753	0.249027	3.4043	131.535	23.0716	-45.98232	-4647.893	-4693.876
95754	0.249027	3.41306	131.535	23.0716	-45.96789	-4647.935	-4693.903
95755	0.249027	3.41306	132.293	19.7993	-44.3612	-4650.975	-4695.336
95756	0.249027	3.41306	132.687	23.0318	-46.76981	-4647.009	-4693.779
95757	0.249027	3.41306	136.08	22.1326	-48.66131	-4647.143	-4695.805
95758	0.249027	3.55642	136.08	22.1326	-48.42779	-4645.765	-4694.193
95759	0.249027	3.57668	137.146	27.2694	-53.25977	-4640.554	-4693.814
95760	0.249027	3.57668	137.146	27.2694	-53.25977	-4640.554	-4693.814
95761	0.249027	3.57668	137.146	25.4866	-51.73521	-4641.805	-4693.54
95762	0.249027	3.54017	137.146	25.4866	-51.79399	-4641.556	-4693.35
95763	0.249027	3.50102	137.146	24.814	-51.31535	-4642.309	-4693.625
95764	0.249027	3.61479	137.146	24.814	-51.13213	-4643.154	-4694.286
95765	0.249027	3.61479	137.146	24.814	-51.13213	-4643.154	-4694.286
95766	0.249027	3.64049	137.146	27.5436	-53.40352	-4641.996	-4695.4
95767	0.249027	3.54032	137.146	27.5436	-53.56404	-4640.089	-4693.653
95768	0.250304	3.54032	137.146	30.1871	-56.08759	-4638.372	-4694.459
95769	0.250304	3.59197	142.2	30.1871	-60.03123	-4635.724	-4695.756
95770	0.250304	3.67267	142.2	30.1871	-59.90277	-4634.879	-4694.782
95771	0.250304	3.67267	142.2	24.3164	-54.67746	-4638.866	-4693.543
95772	0.250304	3.72742	142.525	25.4575	-55.76666	-4638.287	-4694.053
95773	0.250304	3.72129	142.525	25.6979	-55.97419	-4637.968	-4693.943
95774	0.250304	3.63912	142.525	25.6979	-56.10401	-4637.646	-4693.75
95775	0.250304	3.63912	138.056	25.6979	-52.51604	-4641.846	-4694.362
95776	0.250304	3.49636	137.225	23.9073	-50.68175	-4642.926	-4693.607
95777	0.250304	3.49636	137.225	23.9073	-50.68175	-4642.926	-4693.607
95778	0.250304	3.49636	137.225	25.106	-51.61701	-4641.921	-4693.538
95779	0.249874	3.49636	137.225	25.106	-51.617	-4642.048	-4693.665
95780	0.249874	3.49636	137.225	30.1935	-56.22619	-4638.679	-4694.905
95781	0.25118	3.55762	137.225	30.1935	-56.1271	-4638.35	-4694.477
95782	0.25118	3.55762	137.225	30.1935	-56.1271	-4638.35	-4694.477
95783	0.250272	3.55762	137.196	19.7536	-47.76392	-4647.425	-4695.188
95784	0.247008	3.55762	136.689	19.7536	-47.37398	-4648.007	-4695.381
95785	0.247008	3.56313	136.689	19.7536	-47.3651	-4648.111	-4695.476
95786	0.262442	3.60081	142.858	20.5397	-52.70178	-4643.853	-4696.554
95787	0.262442	3.64038	142.858	22.2475	-53.75858	-4641.674	-4695.432
95788	0.260797	3.56481	142.858	28.8475	-59.30392	-4636.689	-4695.993
95789	0.260797	3.56481	142.858	28.8475	-59.30392	-4636.689	-4695.993
95790	0.260797	3.56481	143.007	28.8475	-59.42748	-4636.711	-4696.139
95791	0.260797	3.56481	143.007	28.8475	-59.42748	-4636.711	-4696.139
95792	0.267783	3.51802	141.078	26.0217	-55.38555	-4641.301	-4696.687
95793	0.267783	3.51802	136.895	31.1487	-56.91788	-4640.692	-4697.61
95794	0.267783	3.51802	138.07	20.8408	-49.17166	-4648.351	-4697.523
95795	0.267783	3.48114	138.07	21.4558	-49.62881	-4647.444	-4697.073
95796	0.267783	3.4034	138.07	21.4558	-49.75627	-4648.923	-4698.68
95797	0.267783	3.53428	137.587	21.7199	-49.34192	-4647.987	-4697.328
95798	0.243825	3.61774	137.587	21.7199	-49.20734	-4645.948	-4695.155
