"iter"	"Krestbody_plasma.1."	"VmaxC.1."	"Km.1."	"QurineC.1."	"Tmc.1."	"Kt.1."	"LnPrior"	"LnData"	"LnPosterior"
97228	0.389529	0.761439	8.1777	3.19973	0.969955	0.0019612	-176.3348	-1088.476	-1264.811
97229	0.389529	0.773613	8.07697	3.20612	0.952269	0.0019612	-179.8796	-1082.08	-1261.959
97230	0.377149	0.773613	8.07697	3.18023	0.953743	0.0019612	-179.9056	-1081.482	-1261.388
97231	0.377149	0.773613	8.07697	3.18023	0.947608	0.0019612	-179.9103	-1081.49	-1261.4
97232	0.374773	0.761814	8.07697	3.18023	0.961842	0.0019612	-176.4829	-1085.824	-1262.307
97233	0.374773	0.761814	7.82436	2.92054	0.968161	0.0019612	-176.5627	-1085.69	-1262.253
97234	0.374773	0.751267	7.93959	2.92054	0.965676	0.00505151	-170.5668	-1094.298	-1264.865
97235	0.374773	0.751267	7.75723	2.92054	1.02237	0.00539604	-170.2061	-1097.184	-1267.39
97236	0.374773	0.739288	7.75723	2.92054	1.03182	0.00432439	-167.8535	-1101.98	-1269.833
97237	0.374773	0.739288	7.75723	2.92054	0.990166	0.00477182	-167.458	-1098.445	-1265.903
97238	0.374773	0.739288	7.75723	2.97812	0.936528	0.00482121	-167.4356	-1098.701	-1266.137
97239	0.374773	0.73681	7.75723	2.97812	0.977477	0.00279295	-168.6665	-1095.293	-1263.959
97240	0.374773	0.73681	7.47926	3.01652	0.977477	0.00135062	-170.0818	-1092.554	-1262.636
97241	0.37328	0.73681	7.71076	3.01652	0.977477	0.0024079	-169.0354	-1094.502	-1263.538
97242	0.37328	0.73681	7.71076	2.90588	0.947567	0.00211971	-169.371	-1093.707	-1263.078
97243	0.37328	0.73681	7.71076	2.99462	0.947567	0.00211971	-169.346	-1093.367	-1262.713
97244	0.37328	0.741891	7.71076	2.99462	0.947567	0.00227521	-170.6091	-1092.296	-1262.905
97245	0.37328	0.741891	7.97555	2.99462	0.940596	0.00227521	-170.6014	-1092.281	-1262.882
97246	0.404065	0.741891	7.97555	2.99462	0.91907	0.00227521	-170.5682	-1095.011	-1265.58
97247	0.362388	0.741891	7.97555	2.99462	0.906691	0.00111271	-171.7878	-1092.107	-1263.895
97248	0.378534	0.729179	7.73357	3.20322	0.906691	0.00191931	-167.4003	-1096.06	-1263.461
97249	0.396297	0.729179	7.73357	3.20322	0.920286	0.00239493	-166.8959	-1096.71	-1263.606
97250	0.391054	0.737222	7.73357	3.20322	0.965915	0.00297851	-168.5222	-1095.952	-1264.475
97251	0.391054	0.756826	8.09063	2.92032	0.950388	0.0034271	-173.6813	-1090.867	-1264.548
97252	0.351822	0.756826	8.09063	2.78361	0.950388	0.00273546	-174.4546	-1090.846	-1265.301
97253	0.351822	0.756826	8.09063	2.80142	0.938798	0.00273546	-174.4583	-1091.354	-1265.813
97254	0.360303	0.749068	8.09063	2.80142	0.931412	0.00172582	-173.2341	-1090.762	-1263.996
97255	0.360303	0.764962	8.17184	2.80142	0.985325	0.00172582	-177.7284	-1085.205	-1262.934
97256	0.369946	0.764962	8.03017	2.80142	0.99601	0.00172582	-177.7115	-1084.511	-1262.223
97257	0.369946	0.773171	8.14993	2.78939	0.985457	0.00172582	-180.1011	-1081.625	-1261.726
97258	0.37457	0.773171	8.13767	2.78939	0.985457	0.000973182	-180.8367	-1080.322	-1261.159
97259	0.356149	0.775844	8.13767	2.78939	0.996032	0.00192649	-180.7015	-1081.777	-1262.479
97260	0.374303	0.787305	8.13767	2.78939	0.996032	0.00192649	-184.0576	-1078.348	-1262.406
97261	0.373997	0.787459	8.2295	2.80663	0.996032	0.00192649	-184.0946	-1078.065	-1262.16
97262	0.373997	0.773353	7.98056	2.80663	0.996032	0.00215377	-179.7235	-1082.827	-1262.551
97263	0.371224	0.767192	8.03537	2.80663	0.975992	0.00215377	-177.9483	-1084.118	-1262.066
97264	0.36306	0.767192	8.03537	2.80663	0.975992	0.00284819	-177.2845	-1085.644	-1262.928
97265	0.36306	0.767192	7.93225	3.02188	0.975992	0.00361508	-176.4865	-1087.402	-1263.889
97266	0.36306	0.751081	7.93225	3.06129	0.975992	0.00233747	-173.1001	-1090.858	-1263.958
97267	0.390795	0.751081	7.62359	3.08489	0.975992	0.00233747	-173.0637	-1091.095	-1264.158
97268	0.390795	0.751081	7.62359	3.08489	0.975853	0.0027161	-172.6947	-1091.93	-1264.625
97269	0.390795	0.751081	7.62359	3.08489	0.949105	0.0033129	-172.1363	-1094.189	-1266.325
97270	0.390795	0.740838	7.50019	3.24607	0.960348	0.0033129	-169.2093	-1096.427	-1265.636
97271	0.385774	0.731643	7.68304	3.24607	0.916633	0.0033129	-166.6922	-1097.802	-1264.495
97272	0.385774	0.731643	7.68304	3.24607	0.916633	0.00383104	-166.1926	-1098.907	-1265.099
97273	0.385774	0.717692	7.75552	3.24607	0.906818	0.00347759	-162.733	-1102.656	-1265.389
97274	0.385774	0.709421	7.75552	3.24607	0.906703	0.00514238	-158.9215	-1109.023	-1267.945
97275	0.385774	0.710756	7.75552	2.93685	0.888542	0.00514238	-159.3772	-1111.247	-1270.624
97276	0.385774	0.710756	7.82972	2.93685	0.88716	0.00514238	-159.3746	-1111.178	-1270.553
97277	0.385774	0.710756	7.82972	2.93685	0.88716	0.00514238	-159.3746	-1111.178	-1270.553
97278	0.385774	0.70978	7.82972	2.93685	0.880183	0.00318359	-160.9967	-1108.058	-1269.055
97279	0.385774	0.71939	7.98026	2.93685	0.880183	0.00199042	-164.733	-1102.356	-1267.089
97280	0.391777	0.71939	7.98026	2.93685	0.880183	0.000797421	-165.8997	-1100.074	-1265.974
97281	0.391777	0.71939	7.68935	2.93685	0.890395	0.000797421	-165.9062	-1099.262	-1265.168
97282	0.391777	0.71939	7.74067	2.93685	0.890395	0.000797421	-165.9037	-1099.001	-1264.904
97283	0.385893	0.71939	7.9563	2.81762	0.890395	0.000797421	-165.9366	-1100.555	-1266.492
97284	0.39449	0.71939	7.9563	2.81762	0.890395	0.000797421	-165.9227	-1101.359	-1267.282
97285	0.36581	0.71939	7.7185	2.81762	0.890395	0.000797421	-165.9809	-1101.531	-1267.512
97286	0.37651	0.71939	7.7185	3.17616	0.892601	0.000797421	-165.8613	-1097.696	-1263.557
97287	0.37651	0.71939	7.7185	3.21698	0.892601	0.000797421	-165.8502	-1097.719	-1263.569
97288	0.37651	0.745435	7.7185	3.21698	0.897553	0.000797421	-173.0289	-1091.01	-1264.039
97289	0.381744	0.745435	7.73966	3.21698	0.897553	0.000797421	-173.0193	-1090.321	-1263.34
97290	0.381744	0.745435	8.15754	3.21698	0.884223	0.000797421	-173.009	-1089.277	-1262.286
97291	0.381744	0.757224	7.951	3.21698	0.902762	0.000797421	-176.3451	-1085.308	-1261.653
97292	0.381744	0.749583	7.951	3.22783	0.959388	0.000797421	-174.1275	-1087.934	-1262.062
97293	0.381744	0.764737	7.78863	3.22783	0.950861	0.00162557	-177.6529	-1084.846	-1262.498
97294	0.381744	0.764737	7.71128	3.38421	0.950861	0.00162557	-177.6148	-1086.258	-1263.872
97295	0.381744	0.764737	7.94204	3.38421	0.950861	0.000992539	-178.2282	-1083.277	-1261.505
97296	0.381744	0.756626	7.65805	3.38421	0.961614	0.000992539	-175.9056	-1086.753	-1262.659
97297	0.381744	0.757517	7.65805	2.86436	0.957707	0.000992539	-176.3061	-1087.615	-1263.922
97298	0.381744	0.757517	7.65805	3.02681	0.979454	0.000992539	-176.2437	-1085.602	-1261.846
97299	0.381744	0.757517	7.787	3.02681	0.979454	0.000780019	-176.448	-1084.407	-1260.855
97300	0.381744	0.7463	7.787	3.02681	0.923827	0.000780019	-173.3095	-1088.074	-1261.383
97301	0.379101	0.7463	7.787	3.40152	0.923827	0.000780019	-173.2121	-1088.435	-1261.647
97302	0.379101	0.7463	7.787	3.40152	0.923827	0.000780019	-173.2121	-1088.435	-1261.647
97303	0.379101	0.74888	7.6727	3.44492	0.923827	0.000780019	-173.9336	-1088.822	-1262.755
97304	0.391124	0.74888	7.96534	3.44492	0.923827	0.0021779	-172.5226	-1090.301	-1262.823
97305	0.391124	0.744417	7.96534	3.44492	0.923827	0.0021779	-171.2663	-1091.935	-1263.201
97306	0.391124	0.749301	7.96534	3.0266	0.932636	0.0019614	-172.96	-1089.51	-1262.47
97307	0.391124	0.757418	7.96552	3.0266	0.954578	0.0019614	-175.2497	-1087.127	-1262.376
97308	0.391124	0.757418	7.96552	3.0266	0.954578	0.00112938	-176.0689	-1085.403	-1261.472
97309	0.365182	0.757418	8.18437	2.90737	0.938978	0.00112938	-176.1456	-1085.672	-1261.818
97310	0.365182	0.757418	8.18437	2.90737	0.938908	0.00112938	-176.1457	-1085.671	-1261.817
97311	0.365182	0.757418	8.34922	2.90737	0.941509	0.00139084	-175.8774	-1088.03	-1263.907
97312	0.365182	0.757418	8.36655	2.90737	0.951684	0.00127065	-175.9874	-1088.785	-1264.772
97313	0.365182	0.777839	8.16523	2.90737	0.951684	0.00127065	-181.9161	-1078.968	-1260.884
97314	0.376145	0.777839	8.16523	2.89724	0.951684	0.00127065	-181.9011	-1078.938	-1260.839
97315	0.376145	0.777839	8.25992	2.93003	0.922616	0.00127065	-181.9093	-1079.744	-1261.653
97316	0.364915	0.777839	8.91033	2.93003	0.935338	0.00175239	-181.4115	-1088.113	-1269.524
97317	0.368663	0.783976	8.91033	2.83746	0.933582	0.00242507	-182.5859	-1084.598	-1267.184
97318	0.368663	0.787369	8.75065	2.83746	0.933582	0.0014844	-184.5242	-1078.869	-1263.394
97319	0.368663	0.781824	8.52687	2.83746	0.92993	0.00121166	-183.1621	-1078.646	-1261.808
97320	0.368663	0.781824	8.66849	2.89442	0.92993	0.00121166	-183.1389	-1079.691	-1262.83
97321	0.368663	0.781824	8.38612	3.12563	0.92993	0.00122275	-183.0772	-1077.902	-1260.979
97322	0.390353	0.781824	8.04007	3.12563	0.946739	0.00122275	-183.0462	-1079.221	-1262.267
97323	0.390353	0.769476	8.2058	3.12563	0.918852	0.00122275	-179.4405	-1081.772	-1261.213
97324	0.406817	0.769476	8.18365	3.18175	0.918852	0.00122275	-179.3999	-1084.179	-1263.579
97325	0.406817	0.769476	8.18365	3.55568	0.900529	0.00122275	-179.3147	-1083.977	-1263.291
97326	0.379915	0.769476	8.18365	3.55568	0.869584	0.00122275	-179.3816	-1085.55	-1264.932
97327	0.379915	0.769476	8.18365	3.55568	0.876594	0.00122275	-179.3762	-1084.809	-1264.185
97328	0.379915	0.77129	8.27015	3.55568	0.912063	0.00204837	-179.0604	-1084.29	-1263.35
97329	0.379915	0.781279	8.27015	3.20065	0.912063	0.00113793	-182.9805	-1078.212	-1261.193
97330	0.379915	0.775729	8.27015	3.20065	0.918512	0.00135685	-181.1265	-1079.746	-1260.873
97331	0.379915	0.767534	8.27015	3.0946	0.912537	0.00135685	-178.7716	-1082.369	-1261.14
97332	0.379915	0.774947	8.27015	3.0946	0.927261	0.00135685	-180.9198	-1079.739	-1260.659
97333	0.379915	0.781978	8.27015	3.02626	0.962981	0.00251416	-181.845	-1080.009	-1261.854
97334	0.379915	0.781978	8.27015	3.10634	0.963763	0.00200187	-182.3229	-1079.228	-1261.551
97335	0.379915	0.781978	8.27015	2.81327	0.963763	0.00113974	-183.254	-1078.104	-1261.358
97336	0.379915	0.781978	8.21697	2.81327	1.01414	0.00113974	-183.2183	-1080.443	-1263.661
97337	0.379915	0.785745	8.21697	2.81327	1.01414	0.00113974	-184.3347	-1078.964	-1263.298
97338	0.379915	0.785745	8.0943	2.99656	1.01414	0.000999604	-184.4274	-1078.361	-1262.788
97339	0.356163	0.785745	8.10198	2.99656	0.9655	0.00209294	-183.4263	-1079.809	-1263.235
97340	0.371092	0.776349	8.37396	2.99656	0.954478	0.00204446	-180.6704	-1081.187	-1261.858
97341	0.371092	0.776349	8.37396	2.99656	0.954478	0.00249451	-180.2306	-1081.966	-1262.196
97342	0.371092	0.795385	8.37396	3.14663	0.954478	0.00287573	-185.4746	-1076.835	-1262.31
97343	0.371092	0.803837	8.72446	3.14663	0.954478	0.00131716	-189.5411	-1073.033	-1262.574
97344	0.363216	0.813653	8.72446	3.14663	0.958436	0.00154793	-192.3302	-1070.253	-1262.583
97345	0.363216	0.813653	8.59007	3.14663	0.958436	0.00154793	-192.3368	-1069.713	-1262.049
97346	0.391299	0.813653	8.35125	3.55953	0.971904	0.00142727	-192.3018	-1073.522	-1265.824
97347	0.391299	0.813653	8.59414	3.48606	0.971904	0.00258638	-191.173	-1075.487	-1266.66
97348	0.391299	0.802151	8.5621	3.48606	0.971904	0.00198171	-188.2464	-1078.711	-1266.957
97349	0.391299	0.800165	8.5621	3.48606	0.894022	0.00119336	-188.4792	-1074.441	-1262.92
97350	0.391299	0.800165	8.86081	3.48606	0.87726	0.00119336	-188.4774	-1075.377	-1263.855
97351	0.392855	0.81694	8.86081	3.48606	0.87726	0.00236651	-192.4596	-1073.491	-1265.95
97352	0.381836	0.81694	8.76023	3.26371	0.87997	0.00138893	-193.4984	-1071.785	-1265.283
97353	0.38497	0.787292	8.76023	3.26371	0.87533	0.00277443	-183.1375	-1081.502	-1264.64
97354	0.38497	0.793351	8.76023	3.26883	0.886215	0.00277443	-184.939	-1079.069	-1264.008
97355	0.38497	0.793351	8.76023	3.26883	0.886215	0.00225204	-185.4483	-1078.121	-1263.569
97356	0.38497	0.793351	8.76023	3.26883	0.886177	0.00221109	-185.4884	-1078.048	-1263.536
97357	0.38497	0.780714	8.85578	3.10892	0.876386	0.00179745	-182.1793	-1083.049	-1265.229
97358	0.376177	0.79772	8.92835	3.10892	0.88704	0.00100799	-188.0361	-1075.329	-1263.365
97359	0.376177	0.79772	8.65818	3.10892	0.88704	0.00121593	-187.8438	-1075.244	-1263.088
97360	0.376177	0.80343	8.65818	2.8679	0.910681	0.000921019	-189.9155	-1072.982	-1262.897
97361	0.378504	0.807515	8.53907	3.27956	0.910681	0.000938011	-191.0324	-1070.997	-1262.029
97362	0.378504	0.81107	8.64253	3.27956	0.910681	0.000938011	-192.117	-1069.74	-1261.857
97363	0.378504	0.803634	8.64253	3.27956	0.910681	0.000938011	-189.8438	-1071.536	-1261.38
97364	0.378504	0.804325	8.64253	3.27956	0.901742	0.000808525	-190.189	-1071.463	-1261.652
97365	0.378504	0.803823	8.64253	3.27956	0.923411	0.000808525	-190.0198	-1071.064	-1261.083
97366	0.378504	0.803823	8.63641	3.27956	0.923411	0.000808525	-190.0201	-1071.033	-1261.053
97367	0.378504	0.817689	8.82052	3.32011	0.900147	0.0018379	-193.2604	-1070.265	-1263.526
97368	0.378504	0.817689	8.82052	3.32011	0.921862	0.0018379	-193.2439	-1069.566	-1262.81
97369	0.378504	0.81361	8.54475	3.23881	0.900713	0.00110183	-192.76	-1071.455	-1264.215
97370	0.378504	0.819807	8.54475	3.23881	0.929715	0.00110183	-194.6557	-1068.093	-1262.749
97371	0.360082	0.809245	8.54475	3.23881	0.929715	0.00175295	-190.7843	-1072.878	-1263.662
97372	0.360082	0.816584	8.54475	3.2156	0.931528	0.00329811	-191.5433	-1074.534	-1266.078
97373	0.360082	0.816584	8.68681	3.28538	0.945248	0.00329811	-191.507	-1073.512	-1265.019
97374	0.360082	0.821328	8.68681	3.16535	0.945248	0.00329811	-193.0119	-1071.534	-1264.546
97375	0.376517	0.810386	8.68681	3.16535	0.934539	0.00329811	-189.6107	-1073.464	-1263.075
97376	0.376517	0.810386	8.68681	3.16535	0.934539	0.00329811	-189.6107	-1073.464	-1263.075
97377	0.376517	0.79519	8.38163	3.36719	0.934539	0.00329811	-184.9531	-1078.599	-1263.552
97378	0.376517	0.784716	8.2829	3.12659	0.934539	0.00225978	-182.903	-1078.787	-1261.69
97379	0.376517	0.782234	8.28354	3.12659	0.915397	0.00225978	-182.1825	-1080.406	-1262.588
97380	0.376517	0.782234	8.32027	3.12659	0.9703	0.00233692	-182.0635	-1080.368	-1262.431
97381	0.376517	0.782234	8.10659	3.12659	0.961121	0.00308048	-181.3575	-1081.36	-1262.718
97382	0.390986	0.782234	8.10659	2.95966	0.961121	0.00288878	-181.5666	-1082.989	-1264.556
97383	0.359949	0.800339	8.10659	2.95966	0.959253	0.00175997	-188.1399	-1076.894	-1265.034
97384	0.353169	0.800339	8.45902	3.07171	0.959253	0.000863274	-188.9874	-1073.249	-1262.236
97385	0.353169	0.807878	8.43224	3.07171	0.959253	0.000863274	-191.2841	-1071.077	-1262.361
97386	0.383003	0.794445	8.43224	3.07171	0.952782	0.000863274	-187.1664	-1073.346	-1260.512
97387	0.383003	0.808713	8.43224	3.01483	0.952782	0.000863274	-191.5117	-1069.889	-1261.401
97388	0.383003	0.809391	8.43224	3.01483	0.958018	0.00191428	-190.6789	-1072.008	-1262.687
97389	0.383003	0.809391	8.58254	2.80316	0.958018	0.00191428	-190.7315	-1073.001	-1263.732
97390	0.383003	0.820126	8.69439	2.80316	0.958018	0.00191428	-194.04	-1070.323	-1264.363
97391	0.381743	0.820126	8.69439	2.80316	0.953561	0.00116679	-194.7814	-1068.582	-1263.364
97392	0.359504	0.811645	8.69439	2.82154	0.984168	0.00122097	-192.1135	-1069.689	-1261.803
97393	0.359504	0.811645	8.69439	2.93619	0.977475	0.00122097	-192.086	-1069.843	-1261.929
97394	0.359504	0.818715	8.69439	2.93619	0.977475	0.00122097	-194.2697	-1067.303	-1261.573
97395	0.359504	0.818715	8.69439	2.71274	0.977475	0.00122097	-194.3339	-1067.517	-1261.851
97396	0.363797	0.822217	8.69439	2.71274	0.977475	0.00097031	-195.6638	-1066.101	-1261.764
97397	0.349829	0.822217	8.69439	2.71274	0.977475	0.00097031	-195.6867	-1066.59	-1262.276
97398	0.349829	0.822217	8.69439	2.71274	0.965636	0.000711027	-195.9529	-1066.465	-1262.418
97399	0.349829	0.810406	8.69439	2.71274	0.939647	0.000711027	-192.3193	-1071.072	-1263.391
97400	0.352855	0.80066	8.69439	3.01517	0.926925	0.000711027	-189.2652	-1073.622	-1262.888
97401	0.352855	0.820344	8.75761	3.01517	0.926925	0.000711027	-195.305	-1067.851	-1263.156
97402	0.352855	0.820344	8.74615	3.01517	0.926925	0.000711027	-195.3055	-1067.895	-1263.2
97403	0.352855	0.812155	8.74615	3.01517	0.939098	0.000711027	-192.7634	-1069.667	-1262.43
97404	0.344095	0.817396	8.74615	3.01517	0.939098	0.000711027	-194.3957	-1070.168	-1264.563
97405	0.388808	0.817396	8.74615	3.27598	0.939098	0.000711027	-194.2512	-1067.942	-1262.193
97406	0.388808	0.817396	8.74615	3.27598	0.939098	0.00155483	-193.417	-1069.504	-1262.921
97407	0.398882	0.808643	8.74615	3.27598	0.912385	0.000766773	-191.5041	-1071.529	-1263.033
97408	0.394497	0.805271	8.51681	3.27598	0.946037	0.000766773	-190.4662	-1071.78	-1262.246
97409	0.394497	0.805271	8.51681	3.27598	0.946037	0.000766773	-190.4662	-1071.78	-1262.246
97410	0.394497	0.80509	8.3999	3.26886	0.944899	0.000766773	-190.4198	-1071.849	-1262.269
97411	0.377475	0.796263	8.21232	3.26886	0.944899	0.000766773	-187.781	-1073.434	-1261.215
97412	0.377475	0.787293	8.21232	3.26886	0.936195	0.000766773	-185.1012	-1075.491	-1260.592
97413	0.377475	0.787293	8.21232	3.23854	0.934321	0.00144989	-184.4353	-1076.981	-1261.416
97414	0.385969	0.772663	8.21232	2.81278	0.94872	0.00140106	-180.2646	-1082.326	-1262.591
97415	0.385969	0.761868	8.35254	2.81278	0.939059	0.00156897	-176.9724	-1087.012	-1263.985
97416	0.380349	0.761868	8.2617	2.81278	0.977439	0.00156897	-176.9567	-1087.341	-1264.298
97417	0.380349	0.797604	8.21006	2.98496	0.99075	0.00195221	-187.055	-1075.475	-1262.53
97418	0.380349	0.797604	8.21006	3.58429	0.976279	0.00195221	-186.905	-1078.859	-1265.764
97419	0.372674	0.794273	8.25473	2.77796	0.976967	0.000808751	-187.2591	-1073.687	-1260.946
97420	0.372674	0.794273	8.25473	2.77796	0.976967	0.000921733	-187.1471	-1073.955	-1261.102
97421	0.372674	0.789396	8.11775	2.77796	0.976967	0.00125803	-185.3602	-1076.756	-1262.117
97422	0.375792	0.789396	8.11775	2.80653	0.976967	0.00204618	-184.5717	-1078.602	-1263.174
97423	0.375792	0.791837	8.11775	2.88697	0.976967	0.00197362	-185.35	-1077.303	-1262.652
97424	0.358809	0.769661	8.11775	2.88697	0.976967	0.00197362	-178.8334	-1083.4	-1262.233
97425	0.358809	0.767759	8.11775	2.88697	0.971681	0.00232581	-177.9409	-1084.665	-1262.606
97426	0.358809	0.767759	8.11775	2.85807	0.976402	0.00318603	-177.109	-1086.324	-1263.433
97427	0.358809	0.766027	8.11775	2.85807	0.962278	0.00318603	-176.6182	-1086.948	-1263.566
97428	0.358809	0.766027	8.37629	2.85807	0.962278	0.00291029	-176.8728	-1088.095	-1264.968
97429	0.358809	0.766027	8.01424	2.85807	0.952797	0.00179667	-177.9852	-1084.702	-1262.687
97430	0.363358	0.766027	8.11798	2.85807	0.952797	0.00162619	-178.1402	-1083.494	-1261.634
97431	0.37918	0.768658	8.11798	2.85807	0.978289	0.00162619	-178.8575	-1082.992	-1261.85
97432	0.37918	0.771689	8.11798	2.85807	0.978289	0.00162619	-179.739	-1081.954	-1261.693
97433	0.37918	0.771689	8.11798	2.85807	0.978289	0.00108991	-180.268	-1080.86	-1261.128
97434	0.367902	0.771689	8.3116	2.85807	0.992179	0.00568685	-175.8251	-1090.326	-1266.151
97435	0.367902	0.781792	8.3116	2.90762	0.992179	0.00338529	-180.9734	-1082.54	-1263.513
97436	0.367902	0.816751	8.3116	2.90762	0.992179	0.00129397	-193.5911	-1068.844	-1262.435
97437	0.367902	0.815055	8.3116	2.90762	0.992179	0.000833015	-193.5228	-1068.038	-1261.561
97438	0.371125	0.81348	8.28322	2.90762	0.987043	0.000833015	-193.0371	-1068.773	-1261.81
97439	0.371125	0.802081	8.28322	3.11074	0.98186	0.000833015	-189.4971	-1071.429	-1260.926
97440	0.371125	0.802081	8.28322	2.96297	0.98186	0.000981505	-189.3911	-1071.28	-1260.671
97441	0.371125	0.792602	8.28322	2.96297	0.969232	0.000798098	-186.7222	-1073.196	-1259.919
97442	0.365236	0.792602	8.50533	2.96297	0.984855	0.000798098	-186.709	-1075.519	-1262.228
97443	0.365236	0.800692	8.50533	2.82228	0.984855	0.000798098	-189.1878	-1071.545	-1260.733
97444	0.365236	0.789749	8.50533	2.79119	0.964918	0.00123172	-185.4902	-1075.856	-1261.346
97445	0.365236	0.789749	8.50533	2.79975	0.964918	0.00123172	-185.4878	-1075.829	-1261.317
97446	0.365236	0.808543	8.50533	2.79975	0.964918	0.00123172	-191.172	-1070.13	-1261.302
97447	0.361185	0.788851	8.50533	2.79975	0.964918	0.000824163	-185.6295	-1075.527	-1261.156
97448	0.361185	0.788851	8.50533	2.50375	0.950718	0.000824163	-185.7273	-1079.545	-1265.273
97449	0.361185	0.788851	8.50533	2.80593	0.935881	0.000824163	-185.6498	-1075.764	-1261.414
97450	0.361185	0.788851	8.50533	3.02582	0.935881	0.000824163	-185.5875	-1075.587	-1261.175
97451	0.361185	0.788851	8.24894	3.02582	0.935565	0.000824163	-185.6003	-1075.924	-1261.524
97452	0.361185	0.788851	8.24894	3.02582	0.935565	0.0015222	-184.9105	-1077.588	-1262.498
97453	0.361185	0.783134	8.49738	3.02582	0.910608	0.00193442	-182.8133	-1080.514	-1263.327
97454	0.361185	0.783134	8.49738	3.02582	0.910608	0.00160631	-183.1356	-1079.842	-1262.978
97455	0.361185	0.783134	8.49738	3.00844	0.950944	0.00280125	-181.9411	-1081.383	-1263.325
97456	0.368879	0.783134	8.49738	3.00844	0.960474	0.00280125	-181.9213	-1081.174	-1263.095
97457	0.368879	0.79313	8.49738	3.00844	0.960474	0.00280125	-184.9005	-1077.272	-1262.173
97458	0.368879	0.79313	8.49738	3.00844	0.937457	0.00343768	-184.3015	-1078.556	-1262.858
97459	0.368879	0.782543	8.49738	3.00844	0.90375	0.00343768	-181.1729	-1083.425	-1264.598
97460	0.368879	0.782543	8.49738	3.00844	0.90375	0.0023141	-182.2642	-1081.106	-1263.37
97461	0.368879	0.787538	8.49738	3.00844	0.917802	0.0023141	-183.7361	-1078.78	-1262.516
97462	0.355602	0.787538	8.49738	3.00844	0.940078	0.00233309	-183.7223	-1079.67	-1263.392
97463	0.355602	0.789425	8.56797	3.00844	0.940078	0.00277742	-183.8487	-1080.089	-1263.938
97464	0.374028	0.789425	8.56797	2.9327	0.925072	0.00209827	-184.514	-1077.648	-1262.162
97465	0.374028	0.79062	8.56797	2.9327	0.925072	0.00140548	-185.5515	-1075.881	-1261.432
97466	0.374028	0.797413	8.47684	2.9327	0.961838	0.00140548	-187.5685	-1073.229	-1260.797
97467	0.374028	0.789726	8.47684	2.69962	0.961838	0.00106736	-185.6617	-1076.488	-1262.15
97468	0.371438	0.789726	8.47684	2.69962	0.961838	0.00106736	-185.6659	-1076.25	-1261.916
97469	0.36195	0.793602	8.47684	2.69962	0.961838	0.00106736	-186.842	-1074.745	-1261.587
97470	0.362608	0.794911	8.47684	2.77261	0.961838	0.000861067	-187.4174	-1073.311	-1260.729
97471	0.357327	0.794911	8.47684	2.77261	0.961838	0.000861067	-187.4261	-1073.613	-1261.039
97472	0.358021	0.793538	8.54546	2.90251	0.961838	0.00314759	-184.7312	-1078.5	-1263.231
97473	0.366231	0.792908	8.37312	2.90251	0.961838	0.00314759	-184.5373	-1077.984	-1262.521
97474	0.366231	0.792908	8.49647	3.16416	0.95326	0.00241742	-185.1747	-1077.446	-1262.621
97475	0.366231	0.794501	8.23219	3.16416	0.95326	0.00178401	-186.2862	-1075.881	-1262.167
97476	0.366231	0.794501	8.23219	3.16416	0.994243	0.00160606	-186.4299	-1076.399	-1262.829
97477	0.366231	0.794501	8.29002	3.04354	0.994243	0.00070698	-187.349	-1073.876	-1261.225
97478	0.383222	0.796036	8.29002	3.04354	0.994243	0.00070698	-187.783	-1074.12	-1261.903
97479	0.383222	0.796036	8.29002	3.04354	0.994243	0.00070698	-187.783	-1074.12	-1261.903
97480	0.383222	0.796036	7.9406	3.04354	0.994243	0.00070698	-187.8002	-1075.51	-1263.31
97481	0.383222	0.773572	7.9406	3.07439	0.955468	0.00151176	-180.3599	-1081.451	-1261.811
97482	0.368156	0.758893	7.9406	3.07439	0.992902	0.00151176	-176.1094	-1087.014	-1263.123
97483	0.368156	0.758893	7.9406	3.07439	1.00309	0.00151176	-176.1017	-1088.069	-1264.171
97484	0.368156	0.759586	7.9406	2.73465	1.00309	0.00151176	-176.3967	-1086.197	-1262.594
97485	0.368156	0.759586	7.9406	2.82629	0.975223	0.00110963	-176.7882	-1084.175	-1260.964
97486	0.368156	0.759586	7.86633	2.82629	0.976902	0.00110963	-176.7906	-1084.304	-1261.095
97487	0.368156	0.772843	8.19887	2.82629	0.961076	0.00192712	-179.8162	-1081.771	-1261.587
97488	0.368156	0.780318	8.19509	2.82629	0.961076	0.00192712	-182.0097	-1079.677	-1261.686
97489	0.368156	0.780318	8.28923	2.82629	0.988131	0.000865283	-183.0315	-1078.116	-1261.148
97490	0.368156	0.780318	8.00008	2.82629	0.973332	0.000865283	-183.057	-1078.08	-1261.137
97491	0.368156	0.780318	8.00008	2.82629	0.973332	0.00127943	-182.6473	-1079.116	-1261.763
97492	0.3691	0.780318	8.00008	2.82629	0.973332	0.00127943	-182.6458	-1079.126	-1261.772
97493	0.3691	0.765736	8.00008	2.90616	0.976256	0.0009329	-178.7055	-1081.693	-1260.398
97494	0.3691	0.773073	8.00008	2.90616	0.995347	0.00129682	-180.4628	-1080.684	-1261.147
97495	0.363306	0.791833	8.00008	2.90616	0.998257	0.00119787	-186.1166	-1075.883	-1262
