"iter"	"Krestbody_plasma.1."	"VmaxC.1."	"Km.1."	"QurineC.1."	"Tmc.1."	"Kt.1."	"LnPrior"	"LnData"	"LnPosterior"
95809	0.371757	0.816334	8.9128	2.73594	0.968261	0.00140521	-193.384	-1070.084	-1263.468
95810	0.381016	0.816334	8.9128	2.93158	0.920547	0.00140521	-193.3493	-1069.673	-1263.022
95811	0.381016	0.799497	8.83022	2.93158	0.920547	0.00140521	-188.2017	-1074.643	-1262.845
95812	0.381016	0.799497	8.83022	3.19105	0.890528	0.00140521	-188.1526	-1074.661	-1262.814
95813	0.381016	0.799497	8.83022	3.21735	0.890528	0.00148417	-188.0677	-1074.806	-1262.874
95814	0.381016	0.799497	8.83057	3.21735	0.890528	0.00148417	-188.0677	-1074.805	-1262.873
95815	0.381016	0.808346	8.83057	3.21735	0.954311	0.00148417	-190.7124	-1073.464	-1264.176
95816	0.386446	0.825166	8.83057	3.21735	0.934008	0.00148417	-195.9249	-1066.958	-1262.883
95817	0.386089	0.825166	8.83057	3.21735	0.900371	0.00148417	-195.9511	-1068.374	-1264.325
95818	0.386089	0.809936	8.83057	3.21735	0.900371	0.00148417	-191.2326	-1071.55	-1262.783
95819	0.388309	0.799818	8.67601	3.21735	0.900371	0.00148417	-188.1532	-1074.286	-1262.439
95820	0.388309	0.788161	8.67601	3.21735	0.914879	0.00267471	-183.4745	-1079.921	-1263.396
95821	0.383432	0.788161	8.67601	3.21735	0.914879	0.00267471	-183.4824	-1079.657	-1263.139
95822	0.383432	0.788161	8.54066	3.22156	0.914879	0.00267471	-183.4879	-1078.988	-1262.476
95823	0.386137	0.785649	8.58641	3.1227	0.914879	0.000803696	-184.5993	-1076.639	-1261.239
95824	0.379493	0.785649	8.58641	3.1227	0.914879	0.000803696	-184.61	-1076.371	-1260.981
95825	0.374802	0.786612	8.44251	3.1227	0.914879	0.000803696	-184.9111	-1075.613	-1260.524
95826	0.374802	0.787549	8.44251	3.1227	0.911098	0.000803696	-185.1928	-1075.539	-1260.732
95827	0.377713	0.778013	8.44251	3.22591	0.911098	0.000803696	-182.3379	-1078.528	-1260.866
95828	0.377713	0.779725	8.44251	2.87357	0.911098	0.00141089	-182.3395	-1080.358	-1262.698
95829	0.371665	0.779725	8.56904	2.87357	0.911098	0.00110265	-182.6475	-1079.716	-1262.364
95830	0.371665	0.784105	8.83133	2.87357	0.911098	0.00110265	-183.9291	-1080.318	-1264.247
95831	0.38447	0.784861	8.83133	3.11972	0.911098	0.00110265	-184.0636	-1080.239	-1264.303
95832	0.38447	0.784861	8.83133	3.11972	0.911098	0.00110265	-184.0636	-1080.239	-1264.303
95833	0.369024	0.784861	8.83133	3.11972	0.911098	0.00110265	-184.0887	-1080.561	-1264.649
95834	0.369024	0.808122	8.67213	3.52107	0.915926	0.00110265	-190.9963	-1072.946	-1263.942
95835	0.369024	0.808122	8.77032	3.45739	0.915926	0.00110265	-191.0081	-1072.795	-1263.803
95836	0.369024	0.808122	8.52768	2.98258	0.960514	0.00110265	-191.1148	-1069.422	-1260.536
95837	0.369024	0.808122	8.64433	2.94907	0.960514	0.00110265	-191.1185	-1069.655	-1260.774
95838	0.3703	0.808122	8.36698	2.94907	0.960514	0.00110265	-191.13	-1070.204	-1261.334
95839	0.3703	0.808122	8.36698	2.94907	0.998183	0.00110265	-191.1014	-1070.195	-1261.296
95840	0.351401	0.802828	8.48547	2.94907	0.93741	0.00110265	-189.5581	-1073.556	-1263.114
95841	0.351401	0.797383	8.68619	2.94907	0.93741	0.00110265	-187.8994	-1075.403	-1263.303
95842	0.36043	0.802354	8.74639	2.94907	0.93741	0.00110265	-189.3864	-1072.488	-1261.874
95843	0.362512	0.809458	8.5185	2.94907	0.996979	0.00110265	-191.5169	-1070.193	-1261.71
95844	0.362512	0.826897	8.28814	2.93546	0.996979	0.00110265	-196.9392	-1067.176	-1264.115
95845	0.366336	0.818543	8.3459	2.83435	0.996979	0.00110265	-194.3536	-1067.907	-1262.261
95846	0.366336	0.788518	8.36413	2.83435	0.996979	0.00110265	-185.2186	-1076.463	-1261.682
95847	0.366336	0.800097	8.36413	2.83435	1.02258	0.00110265	-188.6789	-1073.99	-1262.669
95848	0.378491	0.799193	8.47323	2.83435	1.02258	0.00181664	-187.6768	-1078.005	-1265.682
95849	0.363514	0.796037	8.30964	2.83435	1.02258	0.00181664	-186.7566	-1076.32	-1263.077
95850	0.363514	0.814591	8.30964	2.83435	1.02258	0.00181664	-192.414	-1070.613	-1263.027
95851	0.363514	0.818625	8.5622	2.83435	1.02258	0.00181664	-193.6498	-1069.714	-1263.364
95852	0.355531	0.818625	8.45557	2.83435	0.963343	0.00173412	-193.7943	-1070.224	-1264.019
95853	0.355459	0.818625	9.01506	2.83435	0.963343	0.00173412	-193.7669	-1070.406	-1264.173
95854	0.355459	0.818625	8.82984	2.83435	0.963343	0.00173412	-193.776	-1068.767	-1262.543
95855	0.355459	0.819808	8.84914	2.83134	0.963343	0.00173412	-194.1432	-1068.454	-1262.597
95856	0.355459	0.812967	8.84914	2.83134	0.964174	0.00173412	-192.0263	-1070.974	-1263
95857	0.359719	0.818905	8.8635	2.81722	0.964174	0.00173412	-193.8585	-1068.567	-1262.425
95858	0.359719	0.818905	8.8635	2.81722	0.964174	0.00173412	-193.8585	-1068.567	-1262.425
95859	0.359719	0.819426	8.69099	2.81722	0.964174	0.000904541	-194.8474	-1066.293	-1261.141
95860	0.354813	0.832079	8.8984	3.02956	0.964174	0.000904541	-198.747	-1063.97	-1262.717
95861	0.356417	0.827179	8.77634	3.02956	0.994593	0.000904541	-197.1852	-1066.246	-1263.431
95862	0.356417	0.84575	8.78208	2.63377	0.994593	0.000904541	-203.1926	-1060.763	-1263.955
95863	0.346346	0.84575	8.78208	2.63377	0.994593	0.000990318	-203.1243	-1061.337	-1264.461
95864	0.360036	0.84575	9.12915	2.63377	0.983471	0.000990318	-203.0931	-1060.858	-1263.951
95865	0.349584	0.84575	9.15184	2.63377	0.9552	0.000990318	-203.1307	-1061.765	-1264.896
95866	0.349584	0.84575	9.15184	2.86718	0.9552	0.000990318	-203.0631	-1060.742	-1263.805
95867	0.349584	0.84575	9.37448	2.76792	0.96731	0.000990318	-203.0714	-1062.679	-1265.751
95868	0.349584	0.841974	9.37448	3.08579	0.96731	0.000990318	-201.7719	-1067.99	-1269.762
95869	0.370634	0.841974	9.37448	2.68588	0.96731	0.000990318	-201.8511	-1064.717	-1266.568
95870	0.353814	0.880843	9.49242	2.68588	0.96731	0.000990318	-214.5974	-1051.803	-1266.4
95871	0.353814	0.880843	9.34068	2.68588	1.04512	0.00123178	-214.3069	-1053.899	-1268.205
95872	0.354438	0.880843	9.34068	2.6615	1.04512	0.00123178	-214.313	-1053.855	-1268.168
95873	0.354438	0.876623	9.22342	2.6615	1.04512	0.00176351	-212.3841	-1055.27	-1267.654
95874	0.339905	0.865048	9.05442	2.6615	1.04512	0.00192933	-208.421	-1058.684	-1267.105
95875	0.353413	0.849976	8.95384	2.6615	1.02212	0.00192933	-203.5103	-1061.184	-1264.694
95876	0.353413	0.851488	8.97269	2.6615	1.02715	0.00260151	-203.3372	-1062.218	-1265.555
95877	0.353413	0.841734	8.97269	2.6615	1.02715	0.00260151	-200.2019	-1065.47	-1265.672
95878	0.353413	0.841734	8.97269	2.6615	1.02715	0.00260151	-200.2019	-1065.47	-1265.672
95879	0.353413	0.857167	8.97269	2.6615	1.02715	0.00267077	-205.1128	-1060.765	-1265.878
95880	0.353413	0.858247	8.97269	2.6615	1.02715	0.00151195	-206.5994	-1058.275	-1264.875
95881	0.353748	0.838937	8.97269	2.6615	1.02715	0.00118632	-200.6976	-1064.223	-1264.92
95882	0.353748	0.825203	8.78747	2.6615	1.03726	0.00358475	-194.0229	-1072.533	-1266.556
95883	0.353748	0.84022	8.76963	2.7578	1.01163	0.00358475	-198.7589	-1066.377	-1265.136
95884	0.344908	0.84022	8.93027	2.7578	1.01163	0.0037495	-198.6068	-1067.512	-1266.119
95885	0.369044	0.84022	9.0069	2.82114	1.01163	0.00114446	-201.0865	-1063.916	-1265.002
95886	0.372608	0.847614	9.0069	2.82114	1.01163	0.00114446	-203.4495	-1061.59	-1265.039
95887	0.372608	0.835965	9.0069	2.82114	0.970683	0.00114446	-199.7585	-1063.163	-1262.922
95888	0.372608	0.827661	8.55245	2.82114	0.970683	0.000797284	-197.5046	-1065.206	-1262.71
95889	0.372608	0.827661	8.55245	2.82114	0.972667	0.000797284	-197.5031	-1065.11	-1262.613
95890	0.372608	0.827715	8.55245	3.43001	0.947653	0.000797284	-197.3715	-1066.368	-1263.739
95891	0.387626	0.81754	8.55245	2.8845	0.947653	0.000797284	-194.3235	-1069.341	-1263.664
95892	0.354591	0.81754	8.86102	2.87983	0.947653	0.000797284	-194.3634	-1067.681	-1262.044
95893	0.373901	0.810909	8.86102	2.81541	0.947653	0.00175493	-191.3593	-1071.538	-1262.898
95894	0.360174	0.795146	8.86102	2.76902	0.958044	0.00253286	-185.8337	-1079.697	-1265.53
95895	0.360174	0.812095	8.86102	2.76902	0.958044	0.00226288	-191.254	-1072.002	-1263.256
95896	0.360174	0.812095	8.78303	2.73629	0.958044	0.00226288	-191.2673	-1071.85	-1263.118
95897	0.368147	0.816461	8.74669	2.73629	0.958044	0.00153385	-193.3184	-1069.217	-1262.536
95898	0.368147	0.805249	8.77743	2.73629	0.920203	0.00153385	-189.9019	-1074.258	-1264.16
95899	0.368147	0.814348	8.77743	2.68606	1.02116	0.00153385	-192.6307	-1073.22	-1265.851
95900	0.354595	0.814348	8.38545	2.68606	1.02116	0.00153385	-192.6722	-1070.062	-1262.734
95901	0.360658	0.811361	8.38545	2.68606	1.03049	0.00127379	-191.9917	-1070.702	-1262.694
95902	0.351216	0.811361	8.38545	2.68606	1.03049	0.00127379	-192.0072	-1070.779	-1262.786
95903	0.359651	0.812571	8.38545	2.6808	1.02893	0.00127379	-192.3681	-1070.258	-1262.626
95904	0.359651	0.786368	8.38545	2.6808	1.02893	0.00127379	-184.4393	-1080.533	-1264.972
95905	0.359651	0.825427	8.38545	2.65645	1.02893	0.00127379	-196.3659	-1067.389	-1263.754
95906	0.359651	0.827521	8.52121	2.65645	1.02893	0.00127379	-197.0154	-1066.253	-1263.269
95907	0.359651	0.826961	8.52121	2.65645	1.03493	0.00127379	-196.8351	-1066.597	-1263.432
95908	0.359651	0.817766	8.52121	2.65645	1.03493	0.00127379	-193.9687	-1069.357	-1263.326
95909	0.359651	0.817766	8.28448	2.89288	0.998741	0.00127379	-193.9394	-1068.874	-1262.814
95910	0.355991	0.810655	8.38875	2.89288	0.998741	0.00249096	-190.5525	-1072.446	-1262.999
95911	0.36927	0.793654	8.38875	2.89288	0.993436	0.0032714	-184.6141	-1078.467	-1263.081
95912	0.36927	0.816615	8.38875	2.84111	0.978992	0.0032714	-191.6398	-1073.473	-1265.113
95913	0.343982	0.816615	8.39403	2.84111	0.978992	0.0032714	-191.6811	-1075.435	-1267.117
95914	0.343982	0.822778	8.85703	2.84111	0.996211	0.0032714	-193.5598	-1072.614	-1266.174
95915	0.356746	0.822983	8.85703	2.71491	0.996211	0.00188054	-194.9943	-1068.464	-1263.458
95916	0.356746	0.822983	8.99484	2.71491	0.996211	0.00188054	-194.9876	-1070.068	-1265.055
95917	0.352191	0.839451	8.99484	2.71491	0.996211	0.00188054	-200.187	-1063.669	-1263.856
95918	0.341118	0.85499	8.99484	2.71491	0.996211	0.00188054	-205.2042	-1060.421	-1265.625
95919	0.341118	0.85499	9.12842	2.73013	0.996211	0.00188054	-205.1932	-1060.466	-1265.659
95920	0.341118	0.85499	8.96036	2.73013	1.02586	0.00188054	-205.1789	-1060.636	-1265.815
95921	0.372027	0.85499	8.8729	2.73013	1.02586	0.00188054	-205.1324	-1061.316	-1266.448
95922	0.355134	0.85499	8.8729	2.73013	1.02586	0.00188054	-205.16	-1059.651	-1264.811
95923	0.355134	0.85499	8.8729	2.73013	1.02586	0.00188054	-205.16	-1059.651	-1264.811
95924	0.352313	0.84152	8.74082	2.73013	1.02586	0.00188054	-200.8324	-1063.211	-1264.044
95925	0.352313	0.84152	8.74082	2.73013	1.02586	0.00188054	-200.8324	-1063.211	-1264.044
95926	0.338665	0.840671	8.74082	2.73013	1.02586	0.00188054	-200.584	-1064.961	-1265.545
95927	0.355601	0.846456	8.68997	2.73013	1.02586	0.00188054	-202.4109	-1062.117	-1264.528
95928	0.361042	0.846456	8.68997	2.73013	1.02586	0.00177359	-202.507	-1062.088	-1264.594
95929	0.361042	0.81728	8.68997	2.80617	1.01062	0.00177359	-193.2903	-1070.015	-1263.305
95930	0.361042	0.83665	8.83144	2.80617	1.01062	0.00177359	-199.3574	-1064.073	-1263.431
95931	0.361042	0.83665	8.82861	2.95381	1.0099	0.00116316	-199.9175	-1063.799	-1263.716
95932	0.361042	0.8309	8.82861	2.90298	1.0099	0.00116316	-198.1131	-1065.552	-1263.666
95933	0.361042	0.8309	8.82861	2.90298	1.00533	0.00116316	-198.1166	-1065.143	-1263.26
95934	0.361042	0.8309	8.32897	2.90298	1.00533	0.00116316	-198.1411	-1066.109	-1264.25
95935	0.37612	0.800801	8.32897	2.90298	1.01054	0.00142528	-188.549	-1074.062	-1262.611
95936	0.37612	0.817229	8.32897	2.74225	1.01054	0.00142528	-193.6289	-1070.625	-1264.254
95937	0.37612	0.821317	8.32897	2.74225	1.01054	0.00142528	-194.8982	-1070.001	-1264.899
95938	0.37612	0.783222	8.03032	2.68025	1.01054	0.00142528	-183.3613	-1080.165	-1263.526
95939	0.37612	0.783222	8.2216	2.96831	1.01054	0.00322067	-181.5155	-1083.107	-1264.622
95940	0.37612	0.783222	7.84372	3.11711	1.03532	0.00322067	-181.4739	-1085.442	-1266.916
95941	0.372436	0.783222	7.84372	3.11711	0.973579	0.00446405	-180.3312	-1087.326	-1267.657
95942	0.372436	0.783222	7.84372	3.11711	0.978664	0.00446405	-180.3273	-1087.006	-1267.333
95943	0.372436	0.783222	8.32421	2.87537	0.941133	0.00531204	-179.5934	-1086.093	-1265.686
95944	0.372436	0.783222	8.32421	3.03546	0.95488	0.00531204	-179.5378	-1084.544	-1264.082
95945	0.372436	0.798988	8.76457	3.08283	0.95488	0.00531204	-184.2207	-1081.029	-1265.249
95946	0.372436	0.794111	8.6829	3.08283	0.95488	0.00433428	-183.6856	-1080.775	-1264.461
95947	0.38414	0.794111	8.6829	3.08283	0.95488	0.00180822	-186.1151	-1077.56	-1263.675
95948	0.367609	0.794656	8.18632	3.08283	0.968141	0.00180822	-186.32	-1075.523	-1261.843
95949	0.367609	0.794656	8.29284	3.08283	0.986325	0.00254789	-185.5774	-1076.971	-1262.548
95950	0.35601	0.794838	8.18071	2.83959	0.986325	0.00254789	-185.725	-1077.562	-1263.287
95951	0.383771	0.801749	8.18071	2.83959	0.986325	0.00254789	-187.7676	-1077.666	-1265.433
95952	0.385076	0.801749	8.18071	2.8528	0.986325	0.00254789	-187.7617	-1077.758	-1265.519
95953	0.368375	0.801749	8.18071	2.8528	0.986325	0.00120289	-189.1086	-1072.727	-1261.836
95954	0.368375	0.801749	8.18071	2.8528	0.994753	0.000889179	-189.4126	-1071.826	-1261.239
95955	0.375717	0.801749	8.43855	2.8528	1.0031	0.00176261	-188.5198	-1074.28	-1262.8
95956	0.35859	0.822186	8.39414	2.82113	1.02634	0.00165177	-194.9366	-1068.234	-1263.17
95957	0.35859	0.790467	8.39414	2.82113	0.983706	0.00165177	-185.2841	-1076.443	-1261.728
95958	0.35859	0.790467	8.39414	2.82113	0.958508	0.00165177	-185.3033	-1076.384	-1261.687
95959	0.35859	0.791427	8.39414	2.82113	0.969852	0.00165177	-185.582	-1075.918	-1261.5
95960	0.35859	0.791427	8.39414	2.82113	0.969852	0.00165177	-185.582	-1075.918	-1261.5
95961	0.360955	0.79571	8.68944	2.73945	0.937806	0.00165177	-186.8974	-1076.198	-1263.096
95962	0.360955	0.798008	8.68318	2.73945	0.937806	0.00165177	-187.5906	-1075.432	-1263.023
95963	0.388421	0.786797	8.68318	2.73945	0.937806	0.00274016	-183.1207	-1083.628	-1266.749
95964	0.36609	0.788365	8.66428	2.7892	0.937806	0.00274016	-183.6106	-1080.174	-1263.784
95965	0.364453	0.788365	8.80621	2.7892	0.937806	0.00274016	-183.6063	-1081.537	-1265.143
95966	0.364453	0.802458	8.95146	2.88842	0.936754	0.00274016	-187.813	-1076.82	-1264.633
95967	0.364453	0.806255	8.95146	2.88842	0.936754	0.00274016	-188.9696	-1075.202	-1264.171
95968	0.364453	0.806255	8.9901	2.88842	0.936754	0.00274016	-188.9677	-1075.638	-1264.606
95969	0.364453	0.82807	8.9901	2.88842	0.936754	0.00274016	-195.7229	-1068.109	-1263.832
95970	0.364453	0.819006	8.9901	3.03451	0.938806	0.00156675	-193.9983	-1068.947	-1262.945
95971	0.360517	0.819006	8.9901	3.03451	0.938806	0.00299793	-192.6062	-1071.598	-1264.204
95972	0.360517	0.839624	8.9901	2.93538	0.938806	0.00299793	-199.1192	-1065.822	-1264.941
95973	0.370628	0.839624	8.9901	2.93538	0.938806	0.00299793	-199.1027	-1065.713	-1264.815
95974	0.370628	0.833041	8.9901	3.1977	0.914709	0.00299793	-196.9591	-1067.865	-1264.824
95975	0.378082	0.805327	8.92061	3.09603	0.898368	0.00299793	-188.3864	-1075.869	-1264.256
95976	0.383452	0.792854	8.72103	3.09603	0.898368	0.00286044	-184.7485	-1079.05	-1263.798
95977	0.389937	0.792854	8.72103	3.52461	0.898368	0.00286044	-184.6233	-1079.815	-1264.439
95978	0.389937	0.803043	8.72103	3.52461	0.898368	0.00286044	-187.7004	-1076.658	-1264.358
95979	0.381469	0.792269	8.72103	3.02919	0.904241	0.00286044	-184.5904	-1079.148	-1263.739
95980	0.396446	0.792269	8.72103	3.36629	0.904241	0.00286044	-184.4745	-1079.944	-1264.418
95981	0.371912	0.802206	8.72103	3.36629	0.904241	0.00209601	-188.2577	-1075.207	-1263.465
95982	0.369961	0.80761	8.72103	3.35974	0.904241	0.00259342	-189.4238	-1074.793	-1264.217
95983	0.369961	0.80059	8.72103	3.09241	0.904241	0.00259342	-187.3591	-1076.135	-1263.494
95984	0.369961	0.813722	8.4996	3.18934	0.904241	0.00259342	-191.3575	-1075.899	-1267.257
95985	0.369961	0.813722	8.51354	3.18934	0.957775	0.00259342	-191.3159	-1071.591	-1262.907
95986	0.385082	0.794733	8.51354	3.18934	0.957775	0.00259342	-185.5093	-1077.537	-1263.046
95987	0.385082	0.80827	8.51354	3.18934	0.957775	0.00259342	-189.6165	-1073.388	-1263.004
95988	0.363615	0.814691	8.65213	3.33404	0.957775	0.00259342	-191.5791	-1073.023	-1264.602
95989	0.364902	0.814691	8.8073	3.17381	0.957775	0.00259342	-191.6127	-1072.259	-1263.871
95990	0.395336	0.814691	8.8073	3.19856	0.957775	0.00259342	-191.5566	-1074.226	-1265.783
95991	0.395336	0.823554	8.50878	3.19856	0.957775	0.00259342	-194.3229	-1072.018	-1266.341
95992	0.395336	0.803896	8.50878	3.19856	0.957775	0.00259342	-188.2627	-1076.018	-1264.281
95993	0.390764	0.803896	8.43092	3.65823	0.957775	0.0033551	-187.414	-1079.381	-1266.795
95994	0.394222	0.804618	8.43092	2.99976	0.957775	0.0033551	-187.8038	-1077.939	-1265.743
95995	0.391087	0.768084	7.91981	3.24156	0.957775	0.0033551	-176.9045	-1087.175	-1264.08
95996	0.391087	0.757756	7.73928	3.24156	0.957775	0.0033551	-173.9394	-1090.795	-1264.735
95997	0.391087	0.757756	8.12964	3.24156	0.899511	0.00103228	-176.2365	-1085.117	-1261.353
95998	0.391087	0.761697	8.22919	3.24156	0.899511	0.00103228	-177.3613	-1083.982	-1261.343
95999	0.391691	0.761697	8.22919	3.24156	0.899511	0.00103228	-177.3603	-1084.009	-1261.369
96000	0.391691	0.759897	8.51444	3.24156	0.899511	0.00291953	-174.9796	-1090.209	-1265.188
96001	0.391691	0.776621	8.43968	3.28508	0.899511	0.00291953	-179.8232	-1083.503	-1263.326
96002	0.391691	0.780781	8.43968	3.28508	0.899511	0.00208449	-181.8614	-1080.761	-1262.622
96003	0.400399	0.770271	8.43968	3.28508	0.888965	0.00208449	-178.7761	-1085.006	-1263.782
96004	0.400399	0.785104	8.43968	3.36499	0.888965	0.00208449	-183.1138	-1081.073	-1264.187
96005	0.398083	0.77083	8.2441	3.50883	0.888965	0.00208449	-178.893	-1084.649	-1263.542
96006	0.398083	0.766088	8.2441	3.47708	0.878467	0.00208449	-177.5332	-1086.34	-1263.873
96007	0.398083	0.766088	8.26441	3.6973	0.878467	0.000768098	-178.7733	-1084.081	-1262.855
96008	0.398683	0.750927	8.26441	3.17558	0.876874	0.000768098	-174.5715	-1088.644	-1263.215
96009	0.404629	0.757066	8.39729	3.17558	0.876874	0.000768098	-176.3013	-1088.006	-1264.307
96010	0.4124	0.757066	8.39729	3.17558	0.876874	0.000768098	-176.2889	-1089.511	-1265.8
96011	0.396862	0.757066	8.39729	3.47275	0.876874	0.000768098	-176.2344	-1087.027	-1263.261
96012	0.396862	0.761916	8.39729	3.47275	0.876874	0.000768098	-177.6245	-1085.124	-1262.749
96013	0.40411	0.754552	8.39729	3.47275	0.876874	0.000768098	-175.5059	-1088.588	-1264.094
96014	0.40411	0.772136	8.39729	3.47275	0.876874	0.000768098	-180.5727	-1082.415	-1262.987
96015	0.40411	0.779785	8.39729	3.47275	0.928822	0.000768098	-182.7754	-1080.93	-1263.706
96016	0.40411	0.801749	8.35663	3.36999	0.94208	0.000768098	-189.3641	-1074.522	-1263.886
96017	0.40411	0.795977	8.40305	3.36999	0.94208	0.000768098	-187.6166	-1075.936	-1263.552
96018	0.394194	0.79984	8.40305	3.36999	0.94208	0.000768098	-188.799	-1073.284	-1262.083
96019	0.394194	0.794972	8.60314	2.83538	0.950143	0.000768098	-187.4616	-1076.6	-1264.062
96020	0.394194	0.794972	8.75512	2.83538	0.950143	0.000768098	-187.4541	-1078.098	-1265.552
96021	0.394194	0.816657	8.74782	3.43748	0.904187	0.000768098	-193.9409	-1069.187	-1263.128
96022	0.394194	0.817946	8.74782	3.41614	0.90444	0.000768098	-194.3455	-1068.855	-1263.2
96023	0.396133	0.817946	8.74782	2.91818	0.99687	0.000768098	-194.4081	-1072.978	-1267.386
96024	0.391756	0.817434	8.74782	2.91818	1.02549	0.0011623	-193.8441	-1076.759	-1270.603
96025	0.382719	0.823685	8.76114	2.91818	0.933322	0.0011623	-195.8724	-1067.429	-1263.301
96026	0.353966	0.808694	8.76078	2.93486	0.933322	0.0011623	-191.2782	-1071.414	-1262.692
96027	0.353966	0.808694	8.76078	2.93486	0.933322	0.0011623	-191.2782	-1071.414	-1262.692
96028	0.371255	0.808694	8.76078	3.28952	0.933322	0.00168745	-190.6346	-1072.154	-1262.789
96029	0.371255	0.808694	8.50266	3.28952	0.933322	0.000891532	-191.4329	-1070.142	-1261.575
96030	0.371255	0.808694	8.50266	3.28952	0.933322	0.0010086	-191.3169	-1070.39	-1261.707
96031	0.371255	0.807477	8.50266	3.64615	0.933322	0.0010086	-190.8513	-1073.865	-1264.716
96032	0.371255	0.807477	8.50266	3.34108	0.933322	0.00285134	-189.1236	-1074.657	-1263.78
96033	0.371255	0.807477	8.50266	3.43527	0.933322	0.00285134	-189.0987	-1075.248	-1264.346
96034	0.372885	0.809286	8.50266	3.43527	0.94286	0.00285134	-189.6426	-1074.603	-1264.246
96035	0.372885	0.798455	8.50266	3.16449	0.906035	0.00285134	-186.4468	-1077.79	-1264.237
96036	0.372885	0.799108	8.57851	3.16449	0.960606	0.00216479	-187.2684	-1075.292	-1262.56
96037	0.391348	0.801781	8.57851	3.00829	0.960606	0.00216479	-188.0914	-1075.574	-1263.665
96038	0.391348	0.795775	8.56953	3.00829	0.960606	0.00283061	-185.6269	-1078.688	-1264.315
96039	0.391348	0.795775	8.57789	3.03317	0.960606	0.00283061	-185.6196	-1078.716	-1264.335
96040	0.392066	0.789029	8.57789	2.95814	0.960606	0.00179405	-184.6299	-1079.821	-1264.451
96041	0.392066	0.789029	8.47457	2.58799	0.977533	0.00152804	-184.9907	-1083.542	-1268.533
96042	0.389645	0.789029	8.47457	2.58799	0.977533	0.00152804	-184.9946	-1082.824	-1267.818
96043	0.36526	0.79888	8.63828	2.58799	0.977533	0.00179184	-187.7258	-1076.352	-1264.078
96044	0.36526	0.79888	8.51267	2.58799	1.00001	0.00116275	-188.3347	-1074.805	-1263.14
96045	0.36526	0.79797	8.46743	2.58799	1.00001	0.00116275	-188.0619	-1074.899	-1262.961
96046	0.354271	0.79797	8.46743	2.67262	1.01672	0.00484231	-184.4732	-1081.355	-1265.828
96047	0.354271	0.792692	8.46743	2.67262	1.01672	0.00387493	-183.81	-1081.819	-1265.629
96048	0.354271	0.813736	8.52972	2.67262	1.01672	0.00426475	-189.8323	-1075.349	-1265.181
96049	0.354271	0.807572	8.30437	2.67262	1.01681	0.00426475	-187.9506	-1077.851	-1265.801
96050	0.358643	0.807227	8.30437	2.93017	1.01681	0.00210966	-189.8503	-1073.299	-1263.149
96051	0.362957	0.809892	8.2143	2.93017	0.964486	0.00210966	-190.7032	-1074.506	-1265.209
96052	0.362957	0.801383	8.2143	2.97658	0.964486	0.00210966	-188.0947	-1075.177	-1263.272
96053	0.374046	0.776505	8.11679	2.97658	0.947608	0.00210966	-180.6712	-1081.073	-1261.744
96054	0.374046	0.776505	8.42162	2.70451	0.947608	0.000829513	-181.9955	-1080.29	-1262.286
96055	0.374214	0.776505	8.19783	2.70451	0.939593	0.000829513	-182.0123	-1080.914	-1262.927
96056	0.374214	0.776505	8.19783	2.70451	0.939593	0.000829513	-182.0123	-1080.914	-1262.927
96057	0.374214	0.77524	8.45032	2.70451	0.939593	0.000829513	-181.6289	-1081.031	-1262.66
96058	0.374214	0.786881	8.41977	2.70451	0.939593	0.000829513	-185.0671	-1077.421	-1262.488
96059	0.381135	0.786881	8.41977	2.9837	0.949651	0.000829513	-184.9683	-1075.455	-1260.423
96060	0.384735	0.79912	8.29245	2.9837	0.949651	0.000829513	-188.6406	-1073.01	-1261.651
96061	0.354297	0.791777	8.47145	2.9837	0.949651	0.000829513	-186.4712	-1075.294	-1261.765
96062	0.354297	0.785392	8.47145	2.9837	0.949651	0.000829513	-184.567	-1077.745	-1262.312
96063	0.367548	0.785984	8.47145	2.99606	0.949651	0.000829513	-184.7176	-1075.931	-1260.649
96064	0.358752	0.786053	8.47145	3.06506	0.91746	0.00367072	-181.9805	-1083.127	-1265.107
96065	0.361948	0.786053	8.47898	3.25388	0.91746	0.00367072	-181.9232	-1083.055	-1264.978
96066	0.361948	0.786053	8.47898	3.25388	0.91746	0.00367072	-181.9232	-1083.055	-1264.978
96067	0.361948	0.791995	8.47898	3.25388	0.952841	0.000763206	-186.5125	-1076.324	-1262.836
96068	0.361948	0.79968	8.47898	2.8977	0.970699	0.000763206	-188.9118	-1071.414	-1260.326
96069	0.361948	0.79968	8.43856	2.93763	0.971923	0.000763206	-188.9016	-1071.407	-1260.309
96070	0.368125	0.802404	8.43856	2.93763	0.971923	0.000763206	-189.7176	-1070.349	-1260.067
96071	0.343201	0.802404	8.43856	2.75985	0.971923	0.000763206	-189.8094	-1073.157	-1262.967
96072	0.340135	0.802404	8.4413	2.75985	0.986565	0.000763206	-189.8032	-1073.614	-1263.417
96073	0.340135	0.802404	8.4413	2.75985	1.02724	0.000763206	-189.7723	-1075.271	-1265.044
96074	0.340135	0.803361	8.4413	2.75985	1.02724	0.00155265	-189.2828	-1076.22	-1265.503
96075	0.340135	0.803361	8.4413	2.75985	1.02724	0.00155265	-189.2828	-1076.22	-1265.503
96076	0.355836	0.807268	8.28412	2.75985	1.02724	0.00208386	-189.9343	-1073.275	-1263.209
