iter	Krestbody_plasma(1)	VmaxC(1)	Km(1)	QurineC(1)	LnPrior	LnData	LnPosterior
90021	0.252008	3.37302	129.894	19.402	-4.249040e+01	-4.653467e+03	-4.695957e+03
90022	0.252008	3.32602	127.342	22.8881	-4.306837e+01	-4.651691e+03	-4.694760e+03
90023	0.248862	3.32602	129.793	22.8881	-4.474885e+01	-4.649644e+03	-4.694392e+03
90024	0.255127	3.32602	129.793	28.8134	-4.969087e+01	-4.644690e+03	-4.694381e+03
90025	0.253886	3.32602	129.793	34.1319	-5.532260e+01	-4.641964e+03	-4.697286e+03
90026	0.252406	3.32602	134.232	27.193	-5.139659e+01	-4.645547e+03	-4.696943e+03
90027	0.254058	3.32602	134.232	27.193	-5.139662e+01	-4.645227e+03	-4.696623e+03
90028	0.254058	3.45167	134.232	26.4278	-5.052139e+01	-4.642797e+03	-4.693319e+03
90029	0.254058	3.45167	134.249	24.0689	-4.862375e+01	-4.644653e+03	-4.693277e+03
90030	0.254058	3.45167	134.249	24.0689	-4.862375e+01	-4.644653e+03	-4.693277e+03
90031	0.254058	3.45167	134.249	24.0689	-4.862375e+01	-4.644653e+03	-4.693277e+03
90032	0.254058	3.45167	132.147	24.0689	-4.708469e+01	-4.646931e+03	-4.694016e+03
90033	0.254058	3.3693	129.781	23.3911	-4.503349e+01	-4.649002e+03	-4.694035e+03
90034	0.254058	3.3693	131.358	23.3911	-4.614646e+01	-4.647500e+03	-4.693646e+03
90035	0.254058	3.3693	131.358	23.3911	-4.614646e+01	-4.647500e+03	-4.693646e+03
90036	0.254058	3.33092	131.358	23.3911	-4.621026e+01	-4.647873e+03	-4.694083e+03
90037	0.254058	3.33092	130.274	24.6173	-4.637489e+01	-4.647303e+03	-4.693678e+03
90038	0.254058	3.33092	130.274	24.6173	-4.637489e+01	-4.647303e+03	-4.693678e+03
90039	0.256796	3.33092	130.274	24.6173	-4.637495e+01	-4.647415e+03	-4.693790e+03
90040	0.256796	3.33092	130.274	24.6173	-4.637495e+01	-4.647415e+03	-4.693790e+03
90041	0.256796	3.30359	133.977	30.5168	-5.441691e+01	-4.643894e+03	-4.698311e+03
90042	0.255948	3.30359	133.977	29.9069	-5.380184e+01	-4.644346e+03	-4.698148e+03
90043	0.26013	3.35999	133.977	29.9069	-5.370791e+01	-4.641905e+03	-4.695613e+03
90044	0.271252	3.35999	132.655	28.4756	-5.135351e+01	-4.646145e+03	-4.697498e+03
90045	0.265198	3.35999	132.655	28.4756	-5.135336e+01	-4.644121e+03	-4.695474e+03
90046	0.265198	3.30388	132.655	30.1739	-5.309936e+01	-4.643957e+03	-4.697056e+03
90047	0.265198	3.30388	133.099	23.355	-4.748675e+01	-4.649141e+03	-4.696628e+03
90048	0.266519	3.30388	133.099	23.355	-4.748678e+01	-4.649408e+03	-4.696894e+03
90049	0.264364	3.40135	132.444	23.355	-4.684817e+01	-4.648467e+03	-4.695315e+03
90050	0.265565	3.40135	132.444	23.355	-4.684820e+01	-4.648895e+03	-4.695743e+03
90051	0.264223	3.40135	136.594	23.355	-4.994088e+01	-4.646052e+03	-4.695993e+03
90052	0.264223	3.40135	136.74	23.355	-5.005232e+01	-4.646051e+03	-4.696104e+03
90053	0.264223	3.40135	131.022	25.2306	-4.727563e+01	-4.648505e+03	-4.695781e+03
90054	0.260084	3.40135	134.865	25.2306	-5.007832e+01	-4.644080e+03	-4.694159e+03
90055	0.260084	3.37836	134.865	26.971	-5.158529e+01	-4.643216e+03	-4.694802e+03
90056	0.261419	3.35952	131.854	26.971	-4.940785e+01	-4.644906e+03	-4.694313e+03
90057	0.25195	3.35952	132.052	26.971	-4.955054e+01	-4.644426e+03	-4.693976e+03
90058	0.245231	3.37946	129.094	27.0162	-4.746904e+01	-4.647576e+03	-4.695045e+03
90059	0.259461	3.37946	129.094	27.0162	-4.746936e+01	-4.647963e+03	-4.695432e+03
90060	0.259461	3.31377	130.304	26.3222	-4.782053e+01	-4.646307e+03	-4.694128e+03
90061	0.253858	3.36869	130.304	24.0658	-4.590639e+01	-4.647794e+03	-4.693700e+03
90062	0.253858	3.36869	130.304	24.0658	-4.590639e+01	-4.647794e+03	-4.693700e+03
90063	0.245105	3.36869	128.996	24.0658	-4.499556e+01	-4.649800e+03	-4.694796e+03
90064	0.244866	3.36869	130.097	20.557	-4.333100e+01	-4.652376e+03	-4.695707e+03
90065	0.241567	3.36869	131.215	24.1287	-4.659872e+01	-4.649188e+03	-4.695787e+03
90066	0.241567	3.36869	131.215	23.8181	-4.636294e+01	-4.649470e+03	-4.695833e+03
90067	0.24445	3.36869	131.215	23.8181	-4.636301e+01	-4.648480e+03	-4.694843e+03
90068	0.246009	3.36869	131.676	23.8917	-4.674838e+01	-4.647824e+03	-4.694572e+03
90069	0.243021	3.36869	131.676	23.8917	-4.674831e+01	-4.648722e+03	-4.695470e+03
90070	0.244571	3.36869	131.676	23.3048	-4.631172e+01	-4.648742e+03	-4.695054e+03
90071	0.246803	3.36869	131.676	24.6448	-4.732882e+01	-4.647019e+03	-4.694348e+03
90072	0.246535	3.36869	131.11	24.6448	-4.692468e+01	-4.647334e+03	-4.694258e+03
90073	0.257339	3.32509	131.11	23.5997	-4.619804e+01	-4.647884e+03	-4.694082e+03
90074	0.257339	3.32509	131.11	30.8346	-5.262754e+01	-4.642768e+03	-4.695395e+03
90075	0.261919	3.32509	129.101	30.8346	-5.121897e+01	-4.644876e+03	-4.696095e+03
90076	0.259407	3.32509	129.101	30.8346	-5.121891e+01	-4.644409e+03	-4.695628e+03
90077	0.249356	3.32509	131.559	28.6207	-5.075785e+01	-4.644744e+03	-4.695502e+03
90078	0.249356	3.32509	132.798	28.6207	-5.165201e+01	-4.644880e+03	-4.696532e+03
90079	0.249356	3.47485	132.798	27.9303	-5.076217e+01	-4.643501e+03	-4.694263e+03
90080	0.248056	3.47485	132.798	27.9303	-5.076214e+01	-4.643602e+03	-4.694364e+03
90081	0.248056	3.47485	132.798	32.1638	-5.500356e+01	-4.641282e+03	-4.696286e+03
90082	0.255297	3.47485	138.065	32.1638	-5.897639e+01	-4.637399e+03	-4.696375e+03
90083	0.258888	3.47485	134.944	32.1638	-5.658937e+01	-4.639215e+03	-4.695804e+03
90084	0.254962	3.47485	134.944	32.1638	-5.658928e+01	-4.638856e+03	-4.695446e+03
90085	0.247871	3.47485	130.301	32.1638	-5.321704e+01	-4.645094e+03	-4.698311e+03
90086	0.247871	3.47485	139.695	32.1638	-6.026197e+01	-4.639247e+03	-4.699509e+03
90087	0.247871	3.47485	129.831	32.1638	-5.288794e+01	-4.646018e+03	-4.698906e+03
90088	0.237671	3.47485	133.566	32.1638	-5.556555e+01	-4.643667e+03	-4.699233e+03
90089	0.241113	3.4173	129.42	32.023	-5.254329e+01	-4.646068e+03	-4.698611e+03
90090	0.249605	3.4173	129.42	26.8394	-4.747786e+01	-4.647648e+03	-4.695126e+03
90091	0.244327	3.4173	132.517	26.8394	-4.967547e+01	-4.645030e+03	-4.694706e+03
90092	0.244327	3.42829	132.517	25.6427	-4.864059e+01	-4.645792e+03	-4.694433e+03
90093	0.247429	3.42829	132.517	25.6427	-4.864066e+01	-4.645182e+03	-4.693822e+03
90094	0.253854	3.42016	132.517	25.6427	-4.865417e+01	-4.644709e+03	-4.693364e+03
90095	0.246761	3.42016	131.627	22.7889	-4.581885e+01	-4.648426e+03	-4.694245e+03
90096	0.246761	3.42016	130.605	22.7889	-4.509254e+01	-4.649525e+03	-4.694617e+03
90097	0.250009	3.42016	130.605	22.7889	-4.509261e+01	-4.649326e+03	-4.694419e+03
90098	0.250009	3.42016	135.274	28.2248	-5.295685e+01	-4.641849e+03	-4.694806e+03
90099	0.245533	3.42016	135.274	21.601	-4.768083e+01	-4.648271e+03	-4.695951e+03
90100	0.260437	3.42016	134.488	21.601	-4.709240e+01	-4.647716e+03	-4.694808e+03
90101	0.260437	3.48423	134.455	21.601	-4.696296e+01	-4.648343e+03	-4.695306e+03
90102	0.248532	3.48423	134.455	21.601	-4.696269e+01	-4.647188e+03	-4.694151e+03
90103	0.259514	3.48423	134.455	29.6931	-5.364604e+01	-4.641314e+03	-4.694960e+03
90104	0.254055	3.37739	134.455	28.8393	-5.299262e+01	-4.642146e+03	-4.695139e+03
90105	0.255831	3.37739	135.681	30.6167	-5.567133e+01	-4.641158e+03	-4.696829e+03
90106	0.255831	3.37739	134.906	30.6167	-5.508772e+01	-4.640991e+03	-4.696079e+03
90107	0.256457	3.37739	134.906	25.642	-5.048528e+01	-4.644166e+03	-4.694651e+03
90108	0.257459	3.37739	137.437	25.642	-5.241345e+01	-4.644898e+03	-4.697311e+03
90109	0.253282	3.37739	137.437	25.642	-5.241335e+01	-4.645562e+03	-4.697975e+03
90110	0.253282	3.37739	125.902	21.4544	-4.103905e+01	-4.658005e+03	-4.699044e+03
90111	0.247225	3.14153	125.902	29.8457	-4.836757e+01	-4.651458e+03	-4.699826e+03
90112	0.247225	3.14153	127.09	29.8457	-4.915785e+01	-4.652303e+03	-4.701461e+03
90113	0.247225	3.23158	123.601	26.7134	-4.380746e+01	-4.652090e+03	-4.695898e+03
90114	0.247225	3.23158	123.601	26.7134	-4.380746e+01	-4.652090e+03	-4.695898e+03
90115	0.252971	3.16624	123.601	26.7134	-4.391867e+01	-4.651334e+03	-4.695253e+03
90116	0.24837	3.16624	123.601	26.7134	-4.391857e+01	-4.652010e+03	-4.695928e+03
90117	0.24837	3.16624	123.601	26.7134	-4.391857e+01	-4.652010e+03	-4.695928e+03
90118	0.24449	3.23282	123.601	26.7134	-4.380529e+01	-4.652647e+03	-4.696453e+03
90119	0.246699	3.23282	123.601	22.9453	-4.081662e+01	-4.655252e+03	-4.696069e+03
90120	0.24209	3.23282	123.601	21.0162	-3.950621e+01	-4.658250e+03	-4.697756e+03
90121	0.24209	3.23282	123.601	21.0162	-3.950621e+01	-4.658250e+03	-4.697756e+03
90122	0.249739	3.23282	123.601	21.4407	-3.978193e+01	-4.656524e+03	-4.696306e+03
90123	0.249739	3.23282	123.601	21.4407	-3.978193e+01	-4.656524e+03	-4.696306e+03
90124	0.253154	3.18624	127.359	21.4407	-4.232193e+01	-4.654580e+03	-4.696902e+03
90125	0.260777	3.36472	129.708	22.365	-4.425709e+01	-4.651170e+03	-4.695427e+03
90126	0.253495	3.29905	129.708	25.57	-4.679804e+01	-4.647217e+03	-4.694015e+03
90127	0.263119	3.29905	129.097	25.57	-4.637374e+01	-4.648426e+03	-4.694799e+03
90128	0.249989	3.36902	129.982	25.57	-4.687275e+01	-4.646948e+03	-4.693820e+03
90129	0.249989	3.36902	127.876	29.8108	-4.926992e+01	-4.646785e+03	-4.696055e+03
90130	0.249989	3.35891	126.972	29.1868	-4.806554e+01	-4.648304e+03	-4.696370e+03
90131	0.249989	3.35891	126.972	29.1868	-4.806554e+01	-4.648304e+03	-4.696370e+03
90132	0.243619	3.35891	126.972	24.3896	-4.388450e+01	-4.652240e+03	-4.696125e+03
90133	0.258719	3.21937	126.972	24.3896	-4.411894e+01	-4.650616e+03	-4.694735e+03
90134	0.250785	3.21937	124.509	24.3896	-4.249987e+01	-4.652394e+03	-4.694894e+03
90135	0.255329	3.21937	124.509	24.3896	-4.249997e+01	-4.652340e+03	-4.694840e+03
90136	0.257472	3.21937	126.085	24.3896	-4.352854e+01	-4.651086e+03	-4.694614e+03
90137	0.260418	3.21937	124.782	24.3896	-4.267652e+01	-4.652679e+03	-4.695356e+03
90138	0.260418	3.2212	127.666	24.3896	-4.458308e+01	-4.650461e+03	-4.695044e+03
90139	0.260418	3.28625	127.666	32.3857	-5.195381e+01	-4.644911e+03	-4.696865e+03
90140	0.260418	3.28625	127.666	32.7515	-5.235715e+01	-4.644712e+03	-4.697069e+03
90141	0.265698	3.28625	131.076	24.6713	-4.705906e+01	-4.648743e+03	-4.695802e+03
90142	0.265698	3.28625	131.076	24.6713	-4.705906e+01	-4.648743e+03	-4.695802e+03
90143	0.265698	3.23914	131.751	24.6713	-4.762057e+01	-4.650230e+03	-4.697850e+03
90144	0.264795	3.23914	131.751	24.6713	-4.762054e+01	-4.650122e+03	-4.697742e+03
90145	0.249567	3.23914	131.751	24.6713	-4.762019e+01	-4.651799e+03	-4.699420e+03
90146	0.250092	3.23914	131.751	24.6713	-4.762021e+01	-4.651629e+03	-4.699249e+03
90147	0.268367	3.23914	131.751	24.6713	-4.762063e+01	-4.650681e+03	-4.698302e+03
90148	0.262345	3.39289	131.751	24.6713	-4.736357e+01	-4.647273e+03	-4.694636e+03
90149	0.257904	3.39289	131.751	24.6713	-4.736346e+01	-4.646386e+03	-4.693749e+03
90150	0.257904	3.39289	131.751	19.7317	-4.396476e+01	-4.651879e+03	-4.695844e+03
90151	0.257904	3.39289	133.569	27.2005	-5.080268e+01	-4.643035e+03	-4.693838e+03
90152	0.257904	3.39289	133.579	27.2005	-5.080962e+01	-4.643033e+03	-4.693843e+03
90153	0.254378	3.35806	133.579	28.5793	-5.212969e+01	-4.642844e+03	-4.694974e+03
90154	0.256515	3.40018	132.832	27.8003	-5.079063e+01	-4.642945e+03	-4.693735e+03
90155	0.249563	3.43255	132.832	27.8003	-5.073721e+01	-4.643095e+03	-4.693832e+03
90156	0.245412	3.38548	132.832	27.8003	-5.081467e+01	-4.644505e+03	-4.695320e+03
90157	0.243834	3.42883	132.356	28.4333	-5.098277e+01	-4.644204e+03	-4.695187e+03
90158	0.243834	3.42883	132.356	28.4333	-5.098277e+01	-4.644204e+03	-4.695187e+03
90159	0.248652	3.42883	132.356	28.4333	-5.098288e+01	-4.643226e+03	-4.694209e+03
90160	0.2552	3.42883	132.356	31.9046	-5.447777e+01	-4.641101e+03	-4.695579e+03
90161	0.255039	3.42883	132.356	19.823	-4.439508e+01	-4.651115e+03	-4.695510e+03
90162	0.255039	3.42883	132.356	28.7388	-5.127129e+01	-4.642861e+03	-4.694133e+03
90163	0.245434	3.46537	134.334	28.7388	-5.266232e+01	-4.642135e+03	-4.694798e+03
90164	0.245434	3.49957	134.334	28.7408	-5.260850e+01	-4.642136e+03	-4.694745e+03
90165	0.255334	3.49314	134.334	28.7408	-5.261918e+01	-4.641614e+03	-4.694233e+03
90166	0.255334	3.49314	137.068	28.7408	-5.468898e+01	-4.639265e+03	-4.693954e+03
90167	0.251487	3.49314	136.905	28.7408	-5.456316e+01	-4.639471e+03	-4.694034e+03
90168	0.24072	3.49314	136.905	25.8643	-5.199675e+01	-4.644159e+03	-4.696156e+03
90169	0.252244	3.49314	136.905	25.927	-5.204943e+01	-4.641308e+03	-4.693357e+03
90170	0.257979	3.49314	136.905	26.3007	-5.236518e+01	-4.641173e+03	-4.693539e+03
90171	0.257979	3.49314	135.04	26.3007	-5.094852e+01	-4.642801e+03	-4.693750e+03
90172	0.251013	3.49314	134.243	26.3007	-5.035356e+01	-4.643160e+03	-4.693514e+03
90173	0.24959	3.49314	134.243	26.3007	-5.035353e+01	-4.643206e+03	-4.693559e+03
90174	0.257626	3.39498	132.533	26.3007	-4.925944e+01	-4.644330e+03	-4.693589e+03
90175	0.24958	3.37702	132.533	26.3007	-4.928896e+01	-4.644741e+03	-4.694030e+03
90176	0.250355	3.37702	132.533	26.3007	-4.928898e+01	-4.644623e+03	-4.693912e+03
90177	0.257639	3.37702	131.34	26.3007	-4.843091e+01	-4.645286e+03	-4.693717e+03
90178	0.252349	3.40836	133.191	26.1046	-4.955032e+01	-4.643906e+03	-4.693457e+03
90179	0.251877	3.40836	135.413	26.1046	-5.120088e+01	-4.643268e+03	-4.694469e+03
90180	0.251877	3.40836	135.413	25.9886	-5.110328e+01	-4.643359e+03	-4.694462e+03
90181	0.259967	3.40836	129.678	29.6463	-5.028176e+01	-4.646411e+03	-4.696693e+03
90182	0.259967	3.40836	134.616	27.3517	-5.168776e+01	-4.642466e+03	-4.694154e+03
90183	0.24878	3.40836	134.616	27.3517	-5.168751e+01	-4.643042e+03	-4.694729e+03
90184	0.24904	3.40836	134.616	25.3755	-4.999876e+01	-4.644390e+03	-4.694389e+03
90185	0.24904	3.52783	137.489	25.3755	-5.198854e+01	-4.641424e+03	-4.693412e+03
90186	0.255865	3.52783	137.489	25.3755	-5.198869e+01	-4.641264e+03	-4.693253e+03
90187	0.25039	3.52783	137.489	25.3755	-5.198857e+01	-4.641303e+03	-4.693292e+03
90188	0.25039	3.52783	137.489	25.3755	-5.198857e+01	-4.641303e+03	-4.693292e+03
90189	0.258491	3.48878	137.489	25.3755	-5.205213e+01	-4.641630e+03	-4.693682e+03
90190	0.258491	3.48878	137.489	24.7867	-5.157917e+01	-4.642112e+03	-4.693691e+03
90191	0.258491	3.48878	137.077	24.7867	-5.126040e+01	-4.642368e+03	-4.693629e+03
90192	0.258491	3.48878	137.077	24.7867	-5.126040e+01	-4.642368e+03	-4.693629e+03
90193	0.258491	3.54312	137.077	24.7867	-5.117231e+01	-4.642619e+03	-4.693791e+03
90194	0.258491	3.54312	136.194	24.7867	-5.049571e+01	-4.643677e+03	-4.694173e+03
90195	0.258491	3.43747	136.194	24.7867	-5.066764e+01	-4.643278e+03	-4.693946e+03
90196	0.260681	3.45707	136.194	26.5883	-5.212640e+01	-4.641924e+03	-4.694050e+03
90197	0.260681	3.45707	134.497	26.5883	-5.084827e+01	-4.643180e+03	-4.694029e+03
90198	0.260427	3.45707	133.423	26.4227	-4.991079e+01	-4.644468e+03	-4.694379e+03
90199	0.260427	3.45707	134.672	25.0956	-4.973428e+01	-4.644156e+03	-4.693890e+03
90200	0.260427	3.45707	135.998	25.0956	-5.073283e+01	-4.643143e+03	-4.693876e+03
90201	0.262647	3.45707	135.998	27.8582	-5.310612e+01	-4.641450e+03	-4.694556e+03
90202	0.258397	3.45707	136.203	27.8582	-5.326176e+01	-4.640701e+03	-4.693963e+03
90203	0.258397	3.45707	136.203	26.6064	-5.214860e+01	-4.641587e+03	-4.693735e+03
90204	0.253748	3.48211	136.203	26.6064	-5.210763e+01	-4.641213e+03	-4.693320e+03
90205	0.253748	3.48211	136.203	26.6064	-5.210763e+01	-4.641213e+03	-4.693320e+03
90206	0.24772	3.48211	133.879	26.6064	-5.036385e+01	-4.643420e+03	-4.693784e+03
90207	0.24772	3.54126	139.832	27.9819	-5.607013e+01	-4.638925e+03	-4.694995e+03
90208	0.247096	3.54126	139.832	28.3841	-5.644308e+01	-4.638835e+03	-4.695278e+03
90209	0.250686	3.54126	139.832	28.3841	-5.644316e+01	-4.638110e+03	-4.694553e+03
90210	0.259759	3.54126	139.187	30.567	-5.806732e+01	-4.637037e+03	-4.695104e+03
90211	0.253319	3.54126	139.187	30.567	-5.806717e+01	-4.636772e+03	-4.694839e+03
90212	0.253319	3.54126	136.801	30.567	-5.620620e+01	-4.638394e+03	-4.694600e+03
90213	0.253319	3.54126	135.944	30.567	-5.555191e+01	-4.639317e+03	-4.694869e+03
90214	0.250124	3.54126	135.944	30.567	-5.555184e+01	-4.639315e+03	-4.694867e+03
90215	0.254403	3.47664	135.944	25.0754	-5.064376e+01	-4.642594e+03	-4.693237e+03
90216	0.251011	3.47664	134.741	25.0754	-4.973724e+01	-4.643482e+03	-4.693219e+03
90217	0.257012	3.47664	138.519	23.6658	-5.153981e+01	-4.642923e+03	-4.694462e+03
90218	0.257012	3.47664	138.519	21.2211	-4.983409e+01	-4.645493e+03	-4.695327e+03
90219	0.257332	3.47664	137.566	21.2211	-4.909035e+01	-4.645731e+03	-4.694822e+03
90220	0.257332	3.54358	137.566	29.5556	-5.577877e+01	-4.638582e+03	-4.694361e+03
90221	0.256144	3.54558	137.566	29.5556	-5.577552e+01	-4.638455e+03	-4.694231e+03
90222	0.245889	3.57588	137.566	29.5556	-5.572651e+01	-4.639094e+03	-4.694821e+03
90223	0.245889	3.57588	137.566	29.5556	-5.572651e+01	-4.639094e+03	-4.694821e+03
90224	0.258491	3.57588	137.566	24.5298	-5.129556e+01	-4.642878e+03	-4.694173e+03
90225	0.244387	3.57588	137.566	24.5298	-5.129524e+01	-4.642748e+03	-4.694043e+03
90226	0.246255	3.57588	135.233	24.6754	-4.962707e+01	-4.645103e+03	-4.694730e+03
90227	0.246255	3.57588	140.419	24.6754	-5.366345e+01	-4.640706e+03	-4.694370e+03
90228	0.251615	3.58867	140.419	23.6682	-5.287066e+01	-4.640642e+03	-4.693513e+03
90229	0.251615	3.5841	140.419	24.7539	-5.371227e+01	-4.639714e+03	-4.693426e+03
90230	0.251615	3.5841	140.419	24.7539	-5.371227e+01	-4.639714e+03	-4.693426e+03
90231	0.250469	3.63478	140.467	24.7539	-5.367013e+01	-4.639702e+03	-4.693372e+03
90232	0.256442	3.57773	140.467	24.7539	-5.376147e+01	-4.639750e+03	-4.693512e+03
90233	0.250907	3.57773	140.467	24.7539	-5.376134e+01	-4.639822e+03	-4.693583e+03
90234	0.256635	3.66323	140.467	24.7539	-5.362510e+01	-4.640638e+03	-4.694263e+03
90235	0.256635	3.57703	138.799	23.6423	-5.158023e+01	-4.642027e+03	-4.693607e+03
90236	0.256635	3.57703	138.799	27.2064	-5.449198e+01	-4.639144e+03	-4.693636e+03
90237	0.256635	3.57703	138.799	21.9906	-5.040310e+01	-4.643749e+03	-4.694152e+03
90238	0.256635	3.55625	138.799	21.9906	-5.043653e+01	-4.643602e+03	-4.694038e+03
90239	0.256635	3.55625	135.911	21.9906	-4.820301e+01	-4.646847e+03	-4.695050e+03
90240	0.256635	3.55625	137.15	21.9906	-4.915090e+01	-4.645179e+03	-4.694330e+03
90241	0.246399	3.55625	137.15	28.3227	-5.425609e+01	-4.640026e+03	-4.694282e+03
90242	0.24946	3.53315	136.902	20.7608	-4.819173e+01	-4.646229e+03	-4.694421e+03
90243	0.243666	3.53315	135.36	18.5798	-4.573768e+01	-4.651236e+03	-4.696974e+03
90244	0.234714	3.53315	135.36	21.6322	-4.758186e+01	-4.650466e+03	-4.698048e+03
90245	0.247746	3.47495	134.921	21.6322	-4.734653e+01	-4.646885e+03	-4.694232e+03
90246	0.247746	3.51762	137.872	21.6322	-4.953207e+01	-4.644981e+03	-4.694513e+03
90247	0.254798	3.43928	137.872	23.1973	-5.075016e+01	-4.644588e+03	-4.695338e+03
90248	0.26503	3.48301	136.27	29.3577	-5.468705e+01	-4.640938e+03	-4.695625e+03
90249	0.26503	3.48301	136.27	29.3577	-5.468705e+01	-4.640938e+03	-4.695625e+03
90250	0.259105	3.48301	136.27	29.3577	-5.468691e+01	-4.639671e+03	-4.694358e+03
90251	0.254427	3.50701	137.45	29.3577	-5.555490e+01	-4.638596e+03	-4.694151e+03
90252	0.254427	3.53536	138.039	23.3734	-5.085258e+01	-4.642553e+03	-4.693405e+03
90253	0.254427	3.63807	138.039	23.3734	-5.068791e+01	-4.644302e+03	-4.694990e+03
90254	0.247654	3.63807	138.039	21.7233	-4.952949e+01	-4.645484e+03	-4.695013e+03
90255	0.247654	3.63807	139.659	22.7269	-5.149834e+01	-4.642504e+03	-4.694002e+03
90256	0.247654	3.63807	143.814	28.3165	-5.948287e+01	-4.636009e+03	-4.695492e+03
90257	0.259276	3.63807	143.814	28.3165	-5.948314e+01	-4.635351e+03	-4.694834e+03
90258	0.258457	3.63807	143.814	27.0317	-5.831787e+01	-4.636140e+03	-4.694458e+03
90259	0.251795	3.63807	143.216	27.0317	-5.781806e+01	-4.636275e+03	-4.694093e+03
90260	0.256428	3.70563	143.216	27.0317	-5.771128e+01	-4.636507e+03	-4.694218e+03
90261	0.247324	3.67219	143.216	23.8842	-5.518819e+01	-4.638864e+03	-4.694052e+03
90262	0.253198	3.68221	143.216	23.8842	-5.517246e+01	-4.638495e+03	-4.693668e+03
90263	0.246196	3.68221	143.216	28.5029	-5.908780e+01	-4.635697e+03	-4.694784e+03
90264	0.246196	3.68221	143.216	24.8676	-5.593449e+01	-4.638170e+03	-4.694104e+03
90265	0.246196	3.68221	140.546	24.8676	-5.374839e+01	-4.640402e+03	-4.694151e+03
90266	0.24288	3.68221	140.546	27.0949	-5.561761e+01	-4.639336e+03	-4.694953e+03
90267	0.244633	3.67709	137.587	27.1236	-5.331154e+01	-4.643052e+03	-4.696364e+03
90268	0.252273	3.67709	137.587	27.1236	-5.331171e+01	-4.643309e+03	-4.696621e+03
90269	0.244042	3.67709	137.587	27.1236	-5.331153e+01	-4.643119e+03	-4.696430e+03
90270	0.244042	3.71919	141.646	27.1236	-5.647633e+01	-4.638434e+03	-4.694910e+03
90271	0.248689	3.71919	141.646	27.1236	-5.647643e+01	-4.637972e+03	-4.694449e+03
90272	0.248689	3.71919	141.646	17.6513	-4.988842e+01	-4.648316e+03	-4.698204e+03
90273	0.250816	3.68513	141.646	33.5698	-6.306563e+01	-4.633796e+03	-4.696861e+03
90274	0.250816	3.68513	141.646	33.5698	-6.306563e+01	-4.633796e+03	-4.696861e+03
90275	0.242097	3.64047	141.646	24.4795	-5.440060e+01	-4.640645e+03	-4.695045e+03
90276	0.242097	3.64047	141.646	24.4795	-5.440060e+01	-4.640645e+03	-4.695045e+03
90277	0.24629	3.64047	139.356	24.4795	-5.255770e+01	-4.641405e+03	-4.693963e+03
90278	0.253284	3.64047	139.112	24.4795	-5.236444e+01	-4.641612e+03	-4.693976e+03
90279	0.255449	3.64047	143.623	24.4795	-5.603531e+01	-4.638002e+03	-4.694037e+03
90280	0.255449	3.61774	143.623	24.4795	-5.607152e+01	-4.638383e+03	-4.694454e+03
90281	0.255449	3.64036	143.623	24.4795	-5.603549e+01	-4.637966e+03	-4.694002e+03
90282	0.255449	3.64036	142.56	22.7439	-5.385954e+01	-4.640136e+03	-4.693996e+03
90283	0.255449	3.69873	142.56	29.5694	-5.954332e+01	-4.635252e+03	-4.694796e+03
