"median"	"LCL"	"UCL"	"mean"	"Simulations"	"dose_uM"	"Chemicals"	"Times"	"variables"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	0	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	0.1	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	0.2	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	0.3	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	0.4	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	0.5	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	0.6	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	0.7	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	0.8	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	0.9	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	1	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	1.1	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	1.2	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	1.3	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	1.4	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	1.5	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	1.6	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	1.7	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	1.8	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	1.9	"Massbalance"
1.25	1.25	1.25	1.25	"Simu1"	0.5	"NFT"	2	"Massbalance"
