iter	Vehrc(1)	Kehr(1)	kfeces(1)	kbile(1)	kgutabs(1)	LnPrior	LnData	LnPosterior
90034	0.767449	0.103876	0.0585928	0.0539912	1.53948	7.049917e+00	-1.724999e+02	-1.654500e+02
90035	0.767449	0.103876	0.0691897	0.155118	1.98523	4.347746e+00	-1.746367e+02	-1.702890e+02
90036	0.770587	0.100735	0.0691897	0.066164	2.15244	5.929558e+00	-1.734588e+02	-1.675293e+02
90037	0.770587	0.0992168	0.0691897	0.066164	1.62103	6.020822e+00	-1.735384e+02	-1.675176e+02
90038	0.770587	0.0992168	0.0400943	0.066164	1.35229	7.233486e+00	-1.734383e+02	-1.662048e+02
90039	0.770587	0.0986277	0.0400943	0.0197174	1.59291	7.579429e+00	-1.735216e+02	-1.659422e+02
90040	0.755862	0.0986277	0.0400943	0.0197174	1.91221	7.898782e+00	-1.724870e+02	-1.645882e+02
90041	0.755862	0.101885	0.0400943	0.0272808	1.91221	7.560602e+00	-1.720886e+02	-1.645280e+02
90042	0.728252	0.101885	0.0400943	0.0272808	2.87335	7.575315e+00	-1.721546e+02	-1.645793e+02
90043	0.747518	0.105294	0.0400943	0.0433367	2.32357	7.136950e+00	-1.721690e+02	-1.650320e+02
90044	0.771121	0.105294	0.0400943	0.0105124	2.32357	6.796433e+00	-1.720937e+02	-1.652972e+02
90045	0.771121	0.110269	0.0400943	0.0105124	2.32357	5.911767e+00	-1.713738e+02	-1.654621e+02
90046	0.771121	0.110269	0.0400943	0.0495669	2.32357	5.850503e+00	-1.721488e+02	-1.662983e+02
90047	0.7633	0.106885	0.0400943	0.0495669	2.32357	6.609938e+00	-1.722742e+02	-1.656642e+02
90048	0.755789	0.102994	0.0510507	0.0400056	2.22135	7.861031e+00	-1.722310e+02	-1.643700e+02
90049	0.745826	0.102994	0.0510507	0.00769583	2.25542	8.022600e+00	-1.714361e+02	-1.634135e+02
90050	0.745826	0.0982553	0.0510507	0.00769583	2.38199	8.485778e+00	-1.719490e+02	-1.634632e+02
90051	0.745826	0.112027	0.0510507	0.0477691	2.38199	6.352064e+00	-1.726027e+02	-1.662507e+02
90052	0.745826	0.112027	0.0510507	0.0987901	2.38199	5.927318e+00	-1.744822e+02	-1.685549e+02
90053	0.762897	0.112027	0.0510507	0.102578	2.38199	5.616059e+00	-1.736904e+02	-1.680743e+02
90054	0.749287	0.104171	0.0611073	0.102578	0.906456	6.114204e+00	-1.728980e+02	-1.667838e+02
90055	0.749287	0.0988693	0.0513153	0.0525109	1.98564	8.381114e+00	-1.726318e+02	-1.642507e+02
90056	0.749287	0.105481	0.0513153	0.0501864	1.98564	7.587447e+00	-1.722393e+02	-1.646518e+02
90057	0.749287	0.0929431	0.0530768	0.0501864	1.98564	8.703826e+00	-1.734449e+02	-1.647411e+02
90058	0.744469	0.10184	0.0603712	0.0277743	2.21698	7.669550e+00	-1.719032e+02	-1.642337e+02
90059	0.744469	0.0942611	0.0603712	0.00230246	2.21698	8.259929e+00	-1.724929e+02	-1.642330e+02
90060	0.702808	0.0844395	0.0491914	0.00230246	2.72252	9.008261e+00	-1.721981e+02	-1.631899e+02
90061	0.688944	0.0844395	0.0266905	0.00230246	2.24274	6.659353e+00	-1.721553e+02	-1.654959e+02
90062	0.716251	0.0798402	0.0713223	2.83837e-05	2.24274	6.454441e+00	-1.737861e+02	-1.673317e+02
90063	0.716251	0.0868108	0.0713223	0.0510034	2.24274	6.875765e+00	-1.730552e+02	-1.661794e+02
90064	0.700683	0.0868108	0.0271151	0.0704393	1.13663	6.232343e+00	-1.732212e+02	-1.669889e+02
90065	0.700683	0.0868108	0.031222	0.0518265	0.598148	6.597590e+00	-1.726101e+02	-1.660125e+02
90066	0.755691	0.0967088	0.018777	0.0876155	2.35556	3.248299e+00	-1.738086e+02	-1.705603e+02
90067	0.761367	0.0967088	0.0217728	0.0876155	1.97361	4.111695e+00	-1.738785e+02	-1.697668e+02
90068	0.761367	0.0967088	0.052779	0.0876155	1.73877	8.023179e+00	-1.737236e+02	-1.657005e+02
90069	0.703502	0.0967088	0.052779	0.0474149	1.81254	9.104515e+00	-1.734933e+02	-1.643888e+02
90070	0.703502	0.0967088	0.052779	0.0111101	1.81254	9.157058e+00	-1.723428e+02	-1.631857e+02
90071	0.71093	0.0967088	0.052779	0.0467779	1.81254	9.027574e+00	-1.730081e+02	-1.639805e+02
90072	0.719443	0.0881151	0.052779	0.0467779	0.680054	8.283234e+00	-1.724724e+02	-1.641891e+02
90073	0.719443	0.0881151	0.0685923	0.0467779	1.12644	7.083059e+00	-1.726346e+02	-1.655515e+02
90074	0.705968	0.0857777	0.0685923	0.0467779	3.11422	6.924365e+00	-1.730951e+02	-1.661708e+02
90075	0.687055	0.0857777	0.0685923	0.0467779	3.11422	7.106898e+00	-1.735507e+02	-1.664438e+02
90076	0.689926	0.0907285	0.049826	0.0771828	1.89133	9.311589e+00	-1.747449e+02	-1.654333e+02
90077	0.689926	0.0842193	0.049826	0.0771828	1.89133	9.147158e+00	-1.739516e+02	-1.648045e+02
90078	0.689926	0.0842193	0.0634544	0.0493164	2.28563	8.395629e+00	-1.732904e+02	-1.648948e+02
90079	0.68958	0.0902434	0.0634544	0.0321151	1.74254	8.628851e+00	-1.731728e+02	-1.645439e+02
90080	0.68958	0.0849422	0.0420425	0.0321151	1.74254	9.089740e+00	-1.728037e+02	-1.637140e+02
90081	0.70199	0.0885812	0.0420425	0.00344631	2.68324	8.878503e+00	-1.719586e+02	-1.630801e+02
90082	0.70199	0.0885812	0.0589717	0.00344631	2.68324	8.792659e+00	-1.719571e+02	-1.631644e+02
90083	0.70056	0.0885812	0.0589717	0.00344631	3.15842	8.369586e+00	-1.719776e+02	-1.636080e+02
90084	0.671709	0.0835052	0.0589717	0.00344631	3.7437	7.567969e+00	-1.727916e+02	-1.652236e+02
90085	0.671709	0.0835052	0.0589717	0.00344631	1.17502	8.747915e+00	-1.727578e+02	-1.640099e+02
90086	0.691376	0.0835052	0.0589717	0.0305817	2.26433	8.905573e+00	-1.727733e+02	-1.638677e+02
90087	0.691376	0.0838652	0.0526104	0.0305817	2.26433	9.296688e+00	-1.727736e+02	-1.634769e+02
90088	0.691376	0.0838652	0.0526104	0.0305817	1.84606	9.319776e+00	-1.727163e+02	-1.633965e+02
90089	0.691376	0.0838652	0.0526104	0.047561	1.36695	9.080655e+00	-1.729816e+02	-1.639009e+02
90090	0.700683	0.0838652	0.0526104	0.0631524	1.98527	9.105404e+00	-1.733222e+02	-1.642168e+02
90091	0.700683	0.0908107	0.0474126	0.0631524	0.805151	8.577166e+00	-1.731380e+02	-1.645609e+02
90092	0.700683	0.0908107	0.0474126	0.0631524	2.76146	9.001089e+00	-1.737658e+02	-1.647647e+02
90093	0.700683	0.0878846	0.044559	0.0631524	0.923224	8.577642e+00	-1.729999e+02	-1.644222e+02
90094	0.691033	0.0878846	0.044559	0.0793169	0.923224	8.540744e+00	-1.738950e+02	-1.653543e+02
90095	0.68598	0.0832205	0.044559	0.0793169	0.77336	8.205431e+00	-1.736156e+02	-1.654101e+02
90096	0.71422	0.0832205	0.044559	0.0765708	0.77336	7.947607e+00	-1.731174e+02	-1.651698e+02
90097	0.71424	0.0832205	0.0417684	0.148001	1.73328	7.443358e+00	-1.749233e+02	-1.674799e+02
90098	0.73065	0.0832205	0.0506215	0.148001	1.73328	7.579285e+00	-1.750671e+02	-1.674878e+02
90099	0.73065	0.0832205	0.0506215	0.145504	1.73328	7.628735e+00	-1.750298e+02	-1.674011e+02
90100	0.767872	0.0955184	0.0506215	0.137479	2.99703	6.841580e+00	-1.755656e+02	-1.687240e+02
90101	0.767872	0.103913	0.0480357	0.114858	4.11241	4.649718e+00	-1.745952e+02	-1.699455e+02
90102	0.767872	0.110209	0.0480357	0.111179	2.14225	5.850014e+00	-1.736351e+02	-1.677851e+02
90103	0.767872	0.105844	0.0438878	0.101489	2.14225	6.600115e+00	-1.734488e+02	-1.668486e+02
90104	0.731823	0.105844	0.0438878	0.101489	2.82671	6.808694e+00	-1.749326e+02	-1.681239e+02
90105	0.712843	0.099771	0.0254055	0.101489	2.82671	4.981099e+00	-1.755490e+02	-1.705679e+02
90106	0.712843	0.099771	0.0254055	0.101489	2.82671	4.981099e+00	-1.755490e+02	-1.705679e+02
90107	0.712843	0.0977487	0.0254055	0.101489	2.82671	5.158256e+00	-1.752261e+02	-1.700679e+02
90108	0.707323	0.0985165	0.0405163	0.101489	2.82671	7.731316e+00	-1.758040e+02	-1.680727e+02
90109	0.707323	0.0980812	0.0416339	0.101489	2.82671	7.867185e+00	-1.757210e+02	-1.678538e+02
90110	0.723609	0.0955061	0.0416339	0.0709427	2.82671	8.170110e+00	-1.734126e+02	-1.652425e+02
90111	0.729302	0.090155	0.0416339	0.0281072	2.46968	8.678633e+00	-1.727395e+02	-1.640608e+02
90112	0.706139	0.0922771	0.0566938	0.0281072	2.15784	9.149268e+00	-1.724736e+02	-1.633244e+02
90113	0.720231	0.0922771	0.0540009	0.0281072	1.89277	9.140477e+00	-1.722516e+02	-1.631112e+02
90114	0.720231	0.0922771	0.0540009	0.0281072	1.89277	9.140477e+00	-1.722516e+02	-1.631112e+02
90115	0.720231	0.0922771	0.0540009	0.0281072	0.650199	8.235244e+00	-1.720067e+02	-1.637715e+02
90116	0.720231	0.100983	0.0540009	0.0281072	1.39017	8.383092e+00	-1.722437e+02	-1.638606e+02
90117	0.725378	0.0951634	0.0540009	0.0281072	1.39017	8.789697e+00	-1.720432e+02	-1.632536e+02
90118	0.725378	0.0980708	0.0540009	0.0281072	1.65675	8.724346e+00	-1.720299e+02	-1.633056e+02
90119	0.725378	0.0980708	0.0385313	0.010559	1.65675	8.144895e+00	-1.716542e+02	-1.635093e+02
90120	0.725378	0.0980708	0.0385313	0.010559	2.48765	8.084904e+00	-1.716979e+02	-1.636130e+02
90121	0.725378	0.101422	0.0385313	0.010559	1.84914	7.865775e+00	-1.716709e+02	-1.638051e+02
90122	0.735804	0.0959614	0.0385313	0.010559	1.84914	8.204269e+00	-1.719111e+02	-1.637068e+02
90123	0.735804	0.0959614	0.036249	0.010559	1.59866	7.847319e+00	-1.718953e+02	-1.640480e+02
90124	0.735804	0.102728	0.036249	0.010559	2.7562	7.009567e+00	-1.715194e+02	-1.645098e+02
90125	0.735804	0.102728	0.036249	0.010559	2.11362	7.289032e+00	-1.714902e+02	-1.642012e+02
90126	0.735804	0.110777	0.0337673	0.010559	2.11362	5.568555e+00	-1.717433e+02	-1.661747e+02
90127	0.74814	0.0941421	0.0337673	0.010559	2.59402	7.296142e+00	-1.728568e+02	-1.655607e+02
90128	0.74814	0.0944249	0.0533435	0.057165	0.780274	7.877261e+00	-1.727232e+02	-1.648459e+02
90129	0.741476	0.107393	0.0598338	0.057165	0.329258	5.479644e+00	-1.719805e+02	-1.665009e+02
90130	0.765356	0.105415	0.0598338	0.057165	1.29815	6.587067e+00	-1.722218e+02	-1.656348e+02
90131	0.761861	0.109939	0.0598338	0.0343718	1.29815	5.936362e+00	-1.715410e+02	-1.656046e+02
90132	0.73202	0.109939	0.0524109	0.0343718	1.63363	7.008485e+00	-1.726203e+02	-1.656118e+02
90133	0.73202	0.109939	0.0333737	0.0343718	1.17193	5.379647e+00	-1.725264e+02	-1.671467e+02
90134	0.792782	0.109939	0.0333737	0.0300033	1.17193	4.401191e+00	-1.725583e+02	-1.681571e+02
90135	0.792782	0.1265	0.0333737	0.0300033	0.214403	-1.523595e+00	-1.705619e+02	-1.720855e+02
90136	0.792782	0.133255	0.0333737	0.0522162	0.202461	-4.311781e+00	-1.711692e+02	-1.754810e+02
90137	0.786184	0.128793	0.0333737	0.0522162	1.25833	-1.015744e+00	-1.717153e+02	-1.727311e+02
90138	0.786184	0.122211	0.0522725	0.0522162	1.25833	2.677342e+00	-1.714755e+02	-1.687982e+02
90139	0.76101	0.104377	0.0522725	0.0522162	1.25833	7.268384e+00	-1.721448e+02	-1.648764e+02
90140	0.76101	0.105271	0.0483453	0.0796196	1.25833	6.951426e+00	-1.725256e+02	-1.655742e+02
90141	0.747583	0.105271	0.0483453	0.0805505	0.313653	6.003009e+00	-1.720616e+02	-1.660586e+02
90142	0.730223	0.104797	0.0483453	0.0805505	0.72462	6.924024e+00	-1.731882e+02	-1.662642e+02
90143	0.730223	0.111864	0.0483453	0.0805505	2.00538	6.441886e+00	-1.749246e+02	-1.684827e+02
90144	0.725106	0.110659	0.0483453	0.0805505	0.817524	6.064216e+00	-1.746457e+02	-1.685815e+02
90145	0.715689	0.110659	0.0483453	0.0805505	1.12767	6.496243e+00	-1.759494e+02	-1.694531e+02
90146	0.715689	0.0942825	0.0483453	0.0805505	1.32233	8.689455e+00	-1.733631e+02	-1.646736e+02
90147	0.709608	0.0942825	0.0483453	0.0493797	1.32233	8.976961e+00	-1.728294e+02	-1.638524e+02
90148	0.709608	0.0942825	0.0483453	0.0493797	1.32233	8.976961e+00	-1.728294e+02	-1.638524e+02
90149	0.709608	0.0894906	0.0483453	0.0493797	3.84094	7.602443e+00	-1.731593e+02	-1.655569e+02
90150	0.709608	0.0888951	0.0483453	0.0493797	3.84094	7.597637e+00	-1.731654e+02	-1.655677e+02
90151	0.714375	0.0888951	0.0547636	0.0493797	3.84094	7.444477e+00	-1.731447e+02	-1.657002e+02
90152	0.737275	0.0877981	0.0547636	0.0493797	3.19382	8.120128e+00	-1.739610e+02	-1.658409e+02
90153	0.712959	0.100811	0.0547636	0.0512985	1.1732	8.225935e+00	-1.732745e+02	-1.650486e+02
90154	0.712959	0.100811	0.0547636	0.049455	1.74006	8.542703e+00	-1.733826e+02	-1.648399e+02
90155	0.712959	0.100811	0.0547636	0.049455	1.74006	8.542703e+00	-1.733826e+02	-1.648399e+02
90156	0.74066	0.100811	0.0547636	0.0344498	1.74006	8.242889e+00	-1.720000e+02	-1.637571e+02
90157	0.718629	0.0941739	0.0417838	0.0344498	1.74006	8.801726e+00	-1.723091e+02	-1.635074e+02
90158	0.718629	0.0952561	0.0417838	0.0344498	1.18027	8.448501e+00	-1.721877e+02	-1.637392e+02
90159	0.690697	0.0895998	0.0608995	0.0344498	2.08338	8.954212e+00	-1.731623e+02	-1.642081e+02
90160	0.669471	0.0901006	0.0341108	0.0344498	2.08338	8.456612e+00	-1.751177e+02	-1.666611e+02
90161	0.702713	0.0788926	0.0453934	0.0344498	2.08338	8.709836e+00	-1.733264e+02	-1.646166e+02
90162	0.712687	0.0788926	0.0453934	0.0344498	0.369941	7.277336e+00	-1.734479e+02	-1.661705e+02
90163	0.712687	0.0933061	0.0588604	0.0344498	1.56931	8.788928e+00	-1.723828e+02	-1.635938e+02
90164	0.711238	0.0855895	0.0588604	0.0290449	2.76073	8.575858e+00	-1.727640e+02	-1.641881e+02
90165	0.711238	0.0861781	0.0588604	0.0290449	1.41438	8.717964e+00	-1.725180e+02	-1.638001e+02
90166	0.694699	0.0861781	0.0588604	0.0290449	1.41438	8.888264e+00	-1.725595e+02	-1.636712e+02
90167	0.706482	0.0861781	0.0588604	0.00990572	2.32697	8.886185e+00	-1.722343e+02	-1.633481e+02
90168	0.706482	0.0903888	0.0635013	0.0757488	2.08379	8.254668e+00	-1.736674e+02	-1.654127e+02
90169	0.706482	0.0903888	0.0450681	0.0642059	1.45352	8.988804e+00	-1.731563e+02	-1.641675e+02
90170	0.706482	0.0870694	0.0379486	0.0449841	1.45352	8.445957e+00	-1.727028e+02	-1.642569e+02
90171	0.706482	0.0830474	0.0379486	0.0322969	2.75486	8.148572e+00	-1.729772e+02	-1.648287e+02
90172	0.706482	0.0880256	0.0379486	0.0319337	3.33871	7.760303e+00	-1.726890e+02	-1.649286e+02
90173	0.715496	0.0880256	0.0379486	0.0319337	3.33871	7.660266e+00	-1.727480e+02	-1.650878e+02
90174	0.715496	0.0880256	0.0379486	0.0280146	3.33871	7.666374e+00	-1.726631e+02	-1.649968e+02
90175	0.722377	0.102637	0.0379486	0.0280146	1.21688	7.394956e+00	-1.722301e+02	-1.648352e+02
90176	0.722377	0.0977036	0.0379486	0.0280146	1.21688	7.896719e+00	-1.720095e+02	-1.641128e+02
90177	0.714093	0.105492	0.060607	0.0280146	0.8586	6.910239e+00	-1.730352e+02	-1.661250e+02
90178	0.707642	0.110039	0.060607	0.0280146	0.417814	5.573698e+00	-1.744729e+02	-1.688992e+02
90179	0.724761	0.110039	0.060607	0.0361995	0.92905	6.037476e+00	-1.730848e+02	-1.670473e+02
90180	0.718764	0.0826204	0.060607	0.0361995	0.92905	7.846047e+00	-1.732358e+02	-1.653898e+02
90181	0.718764	0.0826204	0.060607	0.0361995	1.51418	8.301501e+00	-1.733892e+02	-1.650877e+02
90182	0.693692	0.0826204	0.060607	0.0361995	1.39256	8.501359e+00	-1.727252e+02	-1.642238e+02
90183	0.710661	0.0864778	0.060607	0.0463687	1.39256	8.504424e+00	-1.727190e+02	-1.642146e+02
90184	0.676646	0.0864778	0.0701171	0.0274107	1.62025	7.524448e+00	-1.734548e+02	-1.659304e+02
90185	0.701878	0.0864778	0.0701171	0.0274107	1.62025	7.299224e+00	-1.724466e+02	-1.651474e+02
90186	0.704705	0.0903675	0.0701171	0.0274107	1.62025	7.331375e+00	-1.723734e+02	-1.650420e+02
90187	0.704705	0.0903675	0.0519871	0.0171465	1.62025	9.338782e+00	-1.721577e+02	-1.628189e+02
90188	0.702029	0.0903675	0.0519871	0.0171465	2.14332	9.428278e+00	-1.722595e+02	-1.628312e+02
90189	0.702029	0.0903675	0.0519871	0.0171465	2.14332	9.428278e+00	-1.722595e+02	-1.628312e+02
90190	0.702029	0.0898355	0.0447513	0.0171465	3.20623	8.593595e+00	-1.723208e+02	-1.637272e+02
90191	0.675926	0.0898355	0.0447513	0.0171465	3.20623	8.825847e+00	-1.737823e+02	-1.649564e+02
90192	0.675926	0.0841353	0.0447513	0.0426369	2.55888	9.185929e+00	-1.738448e+02	-1.646588e+02
90193	0.694973	0.0838708	0.0506279	0.0426369	2.18374	9.282376e+00	-1.729861e+02	-1.637037e+02
90194	0.694973	0.0897269	0.0506279	0.028657	2.18374	9.504019e+00	-1.727979e+02	-1.632939e+02
90195	0.694973	0.0897269	0.0366405	0.028657	3.8463	6.926084e+00	-1.729463e+02	-1.660202e+02
90196	0.701969	0.0897269	0.0366405	0.0463697	3.365	7.581519e+00	-1.732097e+02	-1.656282e+02
90197	0.701969	0.0893469	0.0366405	0.0463697	3.31259	7.649929e+00	-1.731887e+02	-1.655387e+02
90198	0.701969	0.0830568	0.0419864	0.0117835	3.31259	8.031363e+00	-1.725182e+02	-1.644869e+02
90199	0.690672	0.0830568	0.0419864	0.0475625	2.43159	8.854408e+00	-1.732310e+02	-1.643766e+02
90200	0.676103	0.0860328	0.0619535	0.0475625	2.1458	8.827409e+00	-1.741782e+02	-1.653508e+02
90201	0.711344	0.0860328	0.0619535	0.0644262	1.18413	8.080073e+00	-1.729499e+02	-1.648698e+02
90202	0.728171	0.0921077	0.0619535	0.0372955	2.51435	8.266408e+00	-1.726284e+02	-1.643620e+02
90203	0.710615	0.0921077	0.038111	0.0372955	2.51435	8.483710e+00	-1.726506e+02	-1.641669e+02
90204	0.710615	0.0921077	0.038111	0.0372955	2.00037	8.615989e+00	-1.725695e+02	-1.639535e+02
90205	0.722507	0.0921077	0.0465124	0.0372955	2.49151	9.002509e+00	-1.725516e+02	-1.635491e+02
90206	0.724078	0.0921077	0.0522429	0.0745825	0.611476	7.966209e+00	-1.725542e+02	-1.645880e+02
90207	0.699648	0.0829787	0.0522429	0.0745825	0.343708	7.607563e+00	-1.727642e+02	-1.651567e+02
90208	0.699648	0.0875294	0.0522429	0.0299077	0.343708	8.048619e+00	-1.722309e+02	-1.641823e+02
90209	0.709434	0.0883382	0.0522429	0.0299077	0.343708	7.963029e+00	-1.721062e+02	-1.641431e+02
90210	0.702405	0.0883382	0.0522429	0.00237717	0.367437	8.059903e+00	-1.719032e+02	-1.638433e+02
90211	0.712217	0.0883382	0.0522429	0.0268017	1.52277	9.194013e+00	-1.723494e+02	-1.631554e+02
90212	0.712217	0.0964813	0.0437482	0.0268017	2.07037	8.938915e+00	-1.723928e+02	-1.634539e+02
90213	0.723934	0.0964813	0.0437482	0.00416872	2.12647	8.779073e+00	-1.715950e+02	-1.628160e+02
90214	0.720023	0.0964813	0.0571751	0.044692	2.12647	8.736744e+00	-1.726236e+02	-1.638869e+02
90215	0.70582	0.0964813	0.0360426	0.044692	2.94064	7.746084e+00	-1.734236e+02	-1.656775e+02
90216	0.70582	0.100293	0.0366738	0.0484721	2.21792	7.915485e+00	-1.739568e+02	-1.660413e+02
90217	0.690172	0.100293	0.0366738	0.0484721	2.21792	8.068835e+00	-1.756145e+02	-1.675456e+02
90218	0.692094	0.100293	0.0366738	0.0484721	2.46436	7.967244e+00	-1.754204e+02	-1.674531e+02
90219	0.703244	0.0921192	0.0401596	0.0484721	2.46436	8.769358e+00	-1.732250e+02	-1.644556e+02
90220	0.703244	0.0883662	0.0512539	0.0484721	1.24976	9.081152e+00	-1.727537e+02	-1.636726e+02
90221	0.711261	0.0904776	0.0512539	0.0201796	1.83621	9.338723e+00	-1.721657e+02	-1.628270e+02
90222	0.711261	0.0798707	0.0631562	0.0201796	1.83621	7.969281e+00	-1.734521e+02	-1.654829e+02
90223	0.673053	0.0785731	0.0631562	0.105375	1.83621	7.612094e+00	-1.751246e+02	-1.675125e+02
90224	0.739336	0.0785731	0.047144	0.105375	2.29461	7.702879e+00	-1.766333e+02	-1.689305e+02
90225	0.716832	0.0785731	0.047144	0.0123329	2.29461	8.555970e+00	-1.742366e+02	-1.656806e+02
90226	0.712638	0.0785731	0.0629507	0.0391547	4.46046	4.798671e+00	-1.742957e+02	-1.694970e+02
90227	0.65273	0.0785731	0.0629507	0.0391547	3.84377	6.621193e+00	-1.748625e+02	-1.682413e+02
90228	0.659444	0.0955809	0.0629507	0.0153823	1.0379	8.344598e+00	-1.771272e+02	-1.687826e+02
90229	0.659444	0.0955809	0.0629507	0.0153823	1.0379	8.344598e+00	-1.771272e+02	-1.687826e+02
90230	0.659444	0.0955809	0.0557487	0.0151088	1.10278	9.078082e+00	-1.771220e+02	-1.680439e+02
90231	0.661351	0.0955809	0.0557487	0.0151088	1.41043	9.295265e+00	-1.768302e+02	-1.675349e+02
90232	0.661351	0.0850366	0.0557487	0.0251125	1.60768	9.424484e+00	-1.745087e+02	-1.650842e+02
90233	0.661351	0.0853022	0.0557487	0.0251125	3.33341	8.625282e+00	-1.747061e+02	-1.660809e+02
90234	0.661351	0.0853022	0.0557487	0.0243291	3.4209	8.505362e+00	-1.746785e+02	-1.661731e+02
90235	0.659118	0.0853022	0.0557487	0.0414645	3.4209	8.484285e+00	-1.756611e+02	-1.671769e+02
90236	0.659118	0.088266	0.0557487	0.0414645	3.03154	9.057048e+00	-1.763856e+02	-1.673285e+02
90237	0.659118	0.083333	0.0524824	0.0414645	3.03154	8.984264e+00	-1.751856e+02	-1.662013e+02
90238	0.666957	0.083333	0.0524824	0.0414645	1.96493	9.466269e+00	-1.742827e+02	-1.648164e+02
90239	0.713195	0.083333	0.0524824	0.0414645	1.96493	9.049781e+00	-1.731610e+02	-1.641113e+02
90240	0.713195	0.083333	0.0524824	0.0414645	0.630471	8.112592e+00	-1.727785e+02	-1.646659e+02
90241	0.713195	0.0852946	0.0524824	0.0531963	2.03842	9.111099e+00	-1.731355e+02	-1.640244e+02
90242	0.713195	0.0852946	0.0524824	0.0192398	0.856558	8.544156e+00	-1.724821e+02	-1.639379e+02
90243	0.713195	0.0797961	0.0500351	0.105026	0.745473	7.467119e+00	-1.736488e+02	-1.661817e+02
90244	0.702435	0.0874617	0.053351	0.183477	0.348509	5.915502e+00	-1.752803e+02	-1.693648e+02
90245	0.707909	0.081504	0.053351	0.187301	0.348509	5.430421e+00	-1.743097e+02	-1.688793e+02
