"median"	"LCL"	"UCL"	"mean"	"Simulations"	"dose_uM"	"Conditions"	"Chemicals"	"Times"	"variables"	"Dose_condition"
0.007482495	0.00154613425	0.0546090474999998	0.012803055436	"Simu1"	200	"3.moderateGFR"	"NFT"	13.6	"cplasma"	"200_3.moderateGFR"
0.00713298	0.0015005035	0.0518310949999998	0.0121656439465	"Simu1"	200	"3.moderateGFR"	"NFT"	13.7	"cplasma"	"200_3.moderateGFR"
0.006791115	0.00145957175	0.0491954324999998	0.0115645084425	"Simu1"	200	"3.moderateGFR"	"NFT"	13.8	"cplasma"	"200_3.moderateGFR"
0.006480465	0.0014122715	0.0466873924999998	0.010997550105	"Simu1"	200	"3.moderateGFR"	"NFT"	13.9	"cplasma"	"200_3.moderateGFR"
0.006163515	0.001377626	0.0443014824999998	0.010462781433	"Simu1"	200	"3.moderateGFR"	"NFT"	14	"cplasma"	"200_3.moderateGFR"
0.005868785	0.001337392	0.042411065	0.009958337361	"Simu1"	200	"3.moderateGFR"	"NFT"	14.1	"cplasma"	"200_3.moderateGFR"
0.005623615	0.00129887375	0.0402559949999999	0.009482452387	"Simu1"	200	"3.moderateGFR"	"NFT"	14.2	"cplasma"	"200_3.moderateGFR"
0.00537555	0.00125700525	0.0379050449999998	0.0090334663545	"Simu1"	200	"3.moderateGFR"	"NFT"	14.3	"cplasma"	"200_3.moderateGFR"
0.005147625	0.00122078125	0.0360637224999998	0.008609812485	"Simu1"	200	"3.moderateGFR"	"NFT"	14.4	"cplasma"	"200_3.moderateGFR"
0.004897765	0.00118817	0.0343590074999999	0.0082100152455	"Simu1"	200	"3.moderateGFR"	"NFT"	14.5	"cplasma"	"200_3.moderateGFR"
0.004681965	0.0011559245	0.0327305999999999	0.00783268582	"Simu1"	200	"3.moderateGFR"	"NFT"	14.6	"cplasma"	"200_3.moderateGFR"
0.00448596	0.0011265945	0.0313199225	0.007476518099	"Simu1"	200	"3.moderateGFR"	"NFT"	14.7	"cplasma"	"200_3.moderateGFR"
0.004299315	0.0011001585	0.0297261924999999	0.0071402772415	"Simu1"	200	"3.moderateGFR"	"NFT"	14.8	"cplasma"	"200_3.moderateGFR"
0.00413325	0.00107515725	0.0283764125	0.0068228012285	"Simu1"	200	"3.moderateGFR"	"NFT"	14.9	"cplasma"	"200_3.moderateGFR"
0.00395832	0.00105150975	0.0271067675	0.006522998625	"Simu1"	200	"3.moderateGFR"	"NFT"	15	"cplasma"	"200_3.moderateGFR"
0.003801195	0.00102912575	0.0258983925	0.006239839762	"Simu1"	200	"3.moderateGFR"	"NFT"	15.1	"cplasma"	"200_3.moderateGFR"
0.00365712	0.00100223775	0.0246212475	0.0059723567705	"Simu1"	200	"3.moderateGFR"	"NFT"	15.2	"cplasma"	"200_3.moderateGFR"
0.003511865	0.000976779775	0.02341383	0.005719636201	"Simu1"	200	"3.moderateGFR"	"NFT"	15.3	"cplasma"	"200_3.moderateGFR"
0.003386085	0.000957784075	0.02233321	0.0054808200605	"Simu1"	200	"3.moderateGFR"	"NFT"	15.4	"cplasma"	"200_3.moderateGFR"
0.003261805	0.0009366367	0.0213158575	0.005255100898	"Simu1"	200	"3.moderateGFR"	"NFT"	15.5	"cplasma"	"200_3.moderateGFR"
0.00314174	0.0009201307	0.0203987625	0.005041718756	"Simu1"	200	"3.moderateGFR"	"NFT"	15.6	"cplasma"	"200_3.moderateGFR"
0.003039955	0.0009041528	0.0195266125	0.0048399578475	"Simu1"	200	"3.moderateGFR"	"NFT"	15.7	"cplasma"	"200_3.moderateGFR"
0.002934805	0.00088604295	0.01867394	0.004649144274	"Simu1"	200	"3.moderateGFR"	"NFT"	15.8	"cplasma"	"200_3.moderateGFR"
0.00283091	0.000868432075	0.017736485	0.0044686454465	"Simu1"	200	"3.moderateGFR"	"NFT"	15.9	"cplasma"	"200_3.moderateGFR"
0.002738375	0.0008507776	0.01687174	0.0042978638335	"Simu1"	200	"3.moderateGFR"	"NFT"	16	"cplasma"	"200_3.moderateGFR"
0.00264982	0.000832977625	0.0161143575	0.0041362405475	"Simu1"	200	"3.moderateGFR"	"NFT"	16.1	"cplasma"	"200_3.moderateGFR"
0.002566485	0.000821207575	0.0153956675	0.003983246402	"Simu1"	200	"3.moderateGFR"	"NFT"	16.2	"cplasma"	"200_3.moderateGFR"
0.0024812	0.000806243525	0.01472262	0.0038383851805	"Simu1"	200	"3.moderateGFR"	"NFT"	16.3	"cplasma"	"200_3.moderateGFR"
0.002413255	0.00079304205	0.0141219975	0.003701189349	"Simu1"	200	"3.moderateGFR"	"NFT"	16.4	"cplasma"	"200_3.moderateGFR"
0.00234357	0.000780468225	0.013552815	0.003571220074	"Simu1"	200	"3.moderateGFR"	"NFT"	16.5	"cplasma"	"200_3.moderateGFR"
0.0022833	0.00076737765	0.0129498425	0.00344806258	"Simu1"	200	"3.moderateGFR"	"NFT"	16.6	"cplasma"	"200_3.moderateGFR"
0.002220315	0.00075530925	0.0123344325	0.0033313280935	"Simu1"	200	"3.moderateGFR"	"NFT"	16.7	"cplasma"	"200_3.moderateGFR"
0.002161955	0.00074546695	0.0117821775	0.0032206497935	"Simu1"	200	"3.moderateGFR"	"NFT"	16.8	"cplasma"	"200_3.moderateGFR"
0.002113155	0.00073572085	0.011274025	0.0031156836165	"Simu1"	200	"3.moderateGFR"	"NFT"	16.9	"cplasma"	"200_3.moderateGFR"
0.002064445	0.000724521175	0.01083275	0.0030161048545	"Simu1"	200	"3.moderateGFR"	"NFT"	17	"cplasma"	"200_3.moderateGFR"
0.002016735	0.0007169738	0.0104220275	0.0029216081435	"Simu1"	200	"3.moderateGFR"	"NFT"	17.1	"cplasma"	"200_3.moderateGFR"
0.001970495	0.000708344625	0.01002797	0.0028319065275	"Simu1"	200	"3.moderateGFR"	"NFT"	17.2	"cplasma"	"200_3.moderateGFR"
0.00191917	0.000698120175	0.009626218	0.0027467286185	"Simu1"	200	"3.moderateGFR"	"NFT"	17.3	"cplasma"	"200_3.moderateGFR"
0.00187553	0.000689634775	0.00925034	0.0026658207585	"Simu1"	200	"3.moderateGFR"	"NFT"	17.4	"cplasma"	"200_3.moderateGFR"
0.001832335	0.000680967275	0.0088987325	0.002588942327	"Simu1"	200	"3.moderateGFR"	"NFT"	17.5	"cplasma"	"200_3.moderateGFR"
0.00179324	0.000672616925	0.00856392125	0.0025158677725	"Simu1"	200	"3.moderateGFR"	"NFT"	17.6	"cplasma"	"200_3.moderateGFR"
0.001754135	0.000664454775	0.0082422575	0.0024463850135	"Simu1"	200	"3.moderateGFR"	"NFT"	17.7	"cplasma"	"200_3.moderateGFR"
0.00172217	0.000656883675	0.00793749124999999	0.0023802935745	"Simu1"	200	"3.moderateGFR"	"NFT"	17.8	"cplasma"	"200_3.moderateGFR"
0.00169019	0.0006494745	0.00764859324999999	0.0023174051185	"Simu1"	200	"3.moderateGFR"	"NFT"	17.9	"cplasma"	"200_3.moderateGFR"
0.00165744	0.00064075175	0.00737461474999999	0.002257541791	"Simu1"	200	"3.moderateGFR"	"NFT"	18	"cplasma"	"200_3.moderateGFR"
0.00162929	0.00063477875	0.00711471674999999	0.002200536706	"Simu1"	200	"3.moderateGFR"	"NFT"	18.1	"cplasma"	"200_3.moderateGFR"
0.001598735	0.000627007875	0.00686807174999998	0.002146232494	"Simu1"	200	"3.moderateGFR"	"NFT"	18.2	"cplasma"	"200_3.moderateGFR"
0.00156927	0.000620133025	0.00664178874999998	0.0020944801405	"Simu1"	200	"3.moderateGFR"	"NFT"	18.3	"cplasma"	"200_3.moderateGFR"
0.001542605	0.00061495985	0.00643265699999999	0.002045140361	"Simu1"	200	"3.moderateGFR"	"NFT"	18.4	"cplasma"	"200_3.moderateGFR"
0.00151769	0.000608195075	0.00619623224999999	0.001998080791	"Simu1"	200	"3.moderateGFR"	"NFT"	18.5	"cplasma"	"200_3.moderateGFR"
0.00149136	0.000604334975	0.00599511899999999	0.0019531775005	"Simu1"	200	"3.moderateGFR"	"NFT"	18.6	"cplasma"	"200_3.moderateGFR"
0.001466175	0.000598842625	0.00580384899999999	0.00191031335	"Simu1"	200	"3.moderateGFR"	"NFT"	18.7	"cplasma"	"200_3.moderateGFR"
0.001440265	0.0005938828	0.00562188549999999	0.0018693780015	"Simu1"	200	"3.moderateGFR"	"NFT"	18.8	"cplasma"	"200_3.moderateGFR"
0.001415755	0.000587523825	0.00544685125	0.0018302673	"Simu1"	200	"3.moderateGFR"	"NFT"	18.9	"cplasma"	"200_3.moderateGFR"
0.001394345	0.000580866225	0.00526034425	0.0017928831455	"Simu1"	200	"3.moderateGFR"	"NFT"	19	"cplasma"	"200_3.moderateGFR"
0.00137245	0.000572515475	0.00510811575	0.001757132996	"Simu1"	200	"3.moderateGFR"	"NFT"	19.1	"cplasma"	"200_3.moderateGFR"
0.00135374	0.000565399175	0.00496281975	0.001722929199	"Simu1"	200	"3.moderateGFR"	"NFT"	19.2	"cplasma"	"200_3.moderateGFR"
0.001333125	0.000558618	0.00482410475	0.001690189702	"Simu1"	200	"3.moderateGFR"	"NFT"	19.3	"cplasma"	"200_3.moderateGFR"
0.001318495	0.0005527093	0.0046916785	0.001658836631	"Simu1"	200	"3.moderateGFR"	"NFT"	19.4	"cplasma"	"200_3.moderateGFR"
0.00130268	0.000547001225	0.0045652295	0.0016287969145	"Simu1"	200	"3.moderateGFR"	"NFT"	19.5	"cplasma"	"200_3.moderateGFR"
0.001285735	0.00054145465	0.004444959	0.0016000011785	"Simu1"	200	"3.moderateGFR"	"NFT"	19.6	"cplasma"	"200_3.moderateGFR"
0.001271335	0.0005360616	0.00433016549999999	0.001572383923	"Simu1"	200	"3.moderateGFR"	"NFT"	19.7	"cplasma"	"200_3.moderateGFR"
0.00125315	0.0005310508	0.00422050499999999	0.001545883639	"Simu1"	200	"3.moderateGFR"	"NFT"	19.8	"cplasma"	"200_3.moderateGFR"
0.00123864	0.0005256743	0.00412383374999999	0.00152044234	"Simu1"	200	"3.moderateGFR"	"NFT"	19.9	"cplasma"	"200_3.moderateGFR"
0.001225715	0.0005206546	0.0040337675	0.0014960047945	"Simu1"	200	"3.moderateGFR"	"NFT"	20	"cplasma"	"200_3.moderateGFR"
0.001211825	0.00051581325	0.00394413875	0.001472519157	"Simu1"	200	"3.moderateGFR"	"NFT"	20.1	"cplasma"	"200_3.moderateGFR"
0.00119989	0.000511092	0.0038602075	0.001449936271	"Simu1"	200	"3.moderateGFR"	"NFT"	20.2	"cplasma"	"200_3.moderateGFR"
0.001183765	0.0005065571	0.00376713575	0.0014282101175	"Simu1"	200	"3.moderateGFR"	"NFT"	20.3	"cplasma"	"200_3.moderateGFR"
0.0011696	0.000501964625	0.0036809325	0.0014072966185	"Simu1"	200	"3.moderateGFR"	"NFT"	20.4	"cplasma"	"200_3.moderateGFR"
0.00115559	0.000497523425	0.00361334	0.001387154517	"Simu1"	200	"3.moderateGFR"	"NFT"	20.5	"cplasma"	"200_3.moderateGFR"
0.001143915	0.00049323665	0.00353490625	0.001367744736	"Simu1"	200	"3.moderateGFR"	"NFT"	20.6	"cplasma"	"200_3.moderateGFR"
0.001131755	0.000489671775	0.00345523675	0.0013490304315	"Simu1"	200	"3.moderateGFR"	"NFT"	20.7	"cplasma"	"200_3.moderateGFR"
0.001120295	0.0004867851	0.003390103	0.00133097649	"Simu1"	200	"3.moderateGFR"	"NFT"	20.8	"cplasma"	"200_3.moderateGFR"
0.001108625	0.0004821017	0.00330747799999999	0.001313550072	"Simu1"	200	"3.moderateGFR"	"NFT"	20.9	"cplasma"	"200_3.moderateGFR"
0.00109844	0.000476902425	0.00325454699999999	0.001296719899	"Simu1"	200	"3.moderateGFR"	"NFT"	21	"cplasma"	"200_3.moderateGFR"
0.00108815	0.000473017025	0.00321607275	0.0012804562985	"Simu1"	200	"3.moderateGFR"	"NFT"	21.1	"cplasma"	"200_3.moderateGFR"
0.00107761	0.00046923995	0.00316612525	0.0012647314865	"Simu1"	200	"3.moderateGFR"	"NFT"	21.2	"cplasma"	"200_3.moderateGFR"
0.001067025	0.000465757125	0.003108641	0.001249519226	"Simu1"	200	"3.moderateGFR"	"NFT"	21.3	"cplasma"	"200_3.moderateGFR"
0.001054865	0.00046273875	0.00305772075	0.001234793968	"Simu1"	200	"3.moderateGFR"	"NFT"	21.4	"cplasma"	"200_3.moderateGFR"
0.0010457	0.00045896835	0.003001687	0.001220532585	"Simu1"	200	"3.moderateGFR"	"NFT"	21.5	"cplasma"	"200_3.moderateGFR"
0.00103675	0.000455259	0.00295211925	0.0012067124155	"Simu1"	200	"3.moderateGFR"	"NFT"	21.6	"cplasma"	"200_3.moderateGFR"
0.0010273	0.000451607725	0.00290732775	0.0011933124025	"Simu1"	200	"3.moderateGFR"	"NFT"	21.7	"cplasma"	"200_3.moderateGFR"
0.0010192	0.0004480125	0.00285989	0.001180312233	"Simu1"	200	"3.moderateGFR"	"NFT"	21.8	"cplasma"	"200_3.moderateGFR"
0.001010795	0.000444520675	0.0028169105	0.0011676932545	"Simu1"	200	"3.moderateGFR"	"NFT"	21.9	"cplasma"	"200_3.moderateGFR"
0.001003235	0.000440970075	0.00277578825	0.001155437078	"Simu1"	200	"3.moderateGFR"	"NFT"	22	"cplasma"	"200_3.moderateGFR"
0.000996038	0.000437493625	0.002736496	0.0011435269975	"Simu1"	200	"3.moderateGFR"	"NFT"	22.1	"cplasma"	"200_3.moderateGFR"
0.0009868555	0.000434098425	0.002698915	0.001131946737	"Simu1"	200	"3.moderateGFR"	"NFT"	22.2	"cplasma"	"200_3.moderateGFR"
0.000978817	0.00043001455	0.00265578325	0.001120680819	"Simu1"	200	"3.moderateGFR"	"NFT"	22.3	"cplasma"	"200_3.moderateGFR"
0.0009716355	0.000427320075	0.00260114225	0.0011097151095	"Simu1"	200	"3.moderateGFR"	"NFT"	22.4	"cplasma"	"200_3.moderateGFR"
0.0009624765	0.0004244285	0.00254854324999999	0.001099035533	"Simu1"	200	"3.moderateGFR"	"NFT"	22.5	"cplasma"	"200_3.moderateGFR"
0.0009554125	0.00042140835	0.00250979375	0.0010886293695	"Simu1"	200	"3.moderateGFR"	"NFT"	22.6	"cplasma"	"200_3.moderateGFR"
0.0009484825	0.0004186206	0.002480472	0.001078484074	"Simu1"	200	"3.moderateGFR"	"NFT"	22.7	"cplasma"	"200_3.moderateGFR"
0.00094039	0.00041638015	0.00244880325	0.001068588042	"Simu1"	200	"3.moderateGFR"	"NFT"	22.8	"cplasma"	"200_3.moderateGFR"
0.000933254	0.0004135628	0.002428355	0.001058930026	"Simu1"	200	"3.moderateGFR"	"NFT"	22.9	"cplasma"	"200_3.moderateGFR"
0.0009260945	0.000410692725	0.002404149	0.001049499767	"Simu1"	200	"3.moderateGFR"	"NFT"	23	"cplasma"	"200_3.moderateGFR"
0.0009196605	0.0004078567	0.002370423	0.00104028697	"Simu1"	200	"3.moderateGFR"	"NFT"	23.1	"cplasma"	"200_3.moderateGFR"
0.000912258	0.000405055675	0.002337787	0.001031282288	"Simu1"	200	"3.moderateGFR"	"NFT"	23.2	"cplasma"	"200_3.moderateGFR"
0.0009065655	0.000402287625	0.002306019	0.0010224768645	"Simu1"	200	"3.moderateGFR"	"NFT"	23.3	"cplasma"	"200_3.moderateGFR"
0.0009009815	0.000399176225	0.00227516225	0.0010138620195	"Simu1"	200	"3.moderateGFR"	"NFT"	23.4	"cplasma"	"200_3.moderateGFR"
0.0008950755	0.000395844275	0.00224524275	0.0010054296125	"Simu1"	200	"3.moderateGFR"	"NFT"	23.5	"cplasma"	"200_3.moderateGFR"
0.000889173	0.00039254235	0.00222065675	0.0009971720965	"Simu1"	200	"3.moderateGFR"	"NFT"	23.6	"cplasma"	"200_3.moderateGFR"
0.0008838095	0.00038926945	0.002199297	0.0009890821995	"Simu1"	200	"3.moderateGFR"	"NFT"	23.7	"cplasma"	"200_3.moderateGFR"
0.000877728	0.00038602555	0.00217846125	0.000981152672	"Simu1"	200	"3.moderateGFR"	"NFT"	23.8	"cplasma"	"200_3.moderateGFR"
0.0008718395	0.0003828155	0.002156921	0.000973377253	"Simu1"	200	"3.moderateGFR"	"NFT"	23.9	"cplasma"	"200_3.moderateGFR"
0.0008645805	0.000380289125	0.00213095075	0.0009657496695	"Simu1"	200	"3.moderateGFR"	"NFT"	24	"cplasma"	"200_3.moderateGFR"
0	0	0	0	"Simu1"	200	"4.SevereGFR"	"NFT"	0	"cplasma"	"200_4.SevereGFR"
0.73682	0.5055002	1.0267515	0.743352275	"Simu1"	200	"4.SevereGFR"	"NFT"	0.1	"cplasma"	"200_4.SevereGFR"
1.090165	0.740012975	1.5578115	1.1028784915	"Simu1"	200	"4.SevereGFR"	"NFT"	0.2	"cplasma"	"200_4.SevereGFR"
1.30806	0.885343925	1.84796875	1.3211818355	"Simu1"	200	"4.SevereGFR"	"NFT"	0.3	"cplasma"	"200_4.SevereGFR"
1.48603	1.008456	2.086793	1.500149523	"Simu1"	200	"4.SevereGFR"	"NFT"	0.4	"cplasma"	"200_4.SevereGFR"
1.64141	1.115987	2.28121625	1.6554199215	"Simu1"	200	"4.SevereGFR"	"NFT"	0.5	"cplasma"	"200_4.SevereGFR"
1.77446	1.2116115	2.4707585	1.7908959415	"Simu1"	200	"4.SevereGFR"	"NFT"	0.6	"cplasma"	"200_4.SevereGFR"
1.88968	1.292538	2.63683575	1.908562545	"Simu1"	200	"4.SevereGFR"	"NFT"	0.7	"cplasma"	"200_4.SevereGFR"
1.991335	1.35594075	2.78445675	2.009961365	"Simu1"	200	"4.SevereGFR"	"NFT"	0.8	"cplasma"	"200_4.SevereGFR"
2.07685	1.4105485	2.91121475	2.09645579	"Simu1"	200	"4.SevereGFR"	"NFT"	0.9	"cplasma"	"200_4.SevereGFR"
2.14648	1.45919625	3.018888	2.1692902	"Simu1"	200	"4.SevereGFR"	"NFT"	1	"cplasma"	"200_4.SevereGFR"
2.20965	1.49358175	3.10129525	2.2296115	"Simu1"	200	"4.SevereGFR"	"NFT"	1.1	"cplasma"	"200_4.SevereGFR"
2.26043	1.52633825	3.16824625	2.27848011	"Simu1"	200	"4.SevereGFR"	"NFT"	1.2	"cplasma"	"200_4.SevereGFR"
2.296075	1.54913925	3.2242235	2.31687911	"Simu1"	200	"4.SevereGFR"	"NFT"	1.3	"cplasma"	"200_4.SevereGFR"
2.32575	1.563602	3.276054	2.34572011	"Simu1"	200	"4.SevereGFR"	"NFT"	1.4	"cplasma"	"200_4.SevereGFR"
2.347865	1.5703955	3.32020475	2.36584857	"Simu1"	200	"4.SevereGFR"	"NFT"	1.5	"cplasma"	"200_4.SevereGFR"
2.35966	1.5618975	3.34451525	2.378049745	"Simu1"	200	"4.SevereGFR"	"NFT"	1.6	"cplasma"	"200_4.SevereGFR"
2.364435	1.553575	3.3720195	2.383051745	"Simu1"	200	"4.SevereGFR"	"NFT"	1.7	"cplasma"	"200_4.SevereGFR"
2.365025	1.5410845	3.37544725	2.381530615	"Simu1"	200	"4.SevereGFR"	"NFT"	1.8	"cplasma"	"200_4.SevereGFR"
2.35972	1.5207435	3.37193775	2.374113795	"Simu1"	200	"4.SevereGFR"	"NFT"	1.9	"cplasma"	"200_4.SevereGFR"
2.34091	1.4936965	3.3690755	2.361382422	"Simu1"	200	"4.SevereGFR"	"NFT"	2	"cplasma"	"200_4.SevereGFR"
2.323375	1.4614825	3.35076675	2.343875707	"Simu1"	200	"4.SevereGFR"	"NFT"	2.1	"cplasma"	"200_4.SevereGFR"
2.30141	1.436955	3.3458285	2.322092605	"Simu1"	200	"4.SevereGFR"	"NFT"	2.2	"cplasma"	"200_4.SevereGFR"
2.277815	1.40620025	3.3424355	2.296495661	"Simu1"	200	"4.SevereGFR"	"NFT"	2.3	"cplasma"	"200_4.SevereGFR"
2.24899	1.372525	3.3232405	2.2675121965	"Simu1"	200	"4.SevereGFR"	"NFT"	2.4	"cplasma"	"200_4.SevereGFR"
2.21573	1.343825	3.29830675	2.2355367535	"Simu1"	200	"4.SevereGFR"	"NFT"	2.5	"cplasma"	"200_4.SevereGFR"
2.179035	1.30645375	3.2701995	2.2009344985	"Simu1"	200	"4.SevereGFR"	"NFT"	2.6	"cplasma"	"200_4.SevereGFR"
2.13899	1.267709	3.241672	2.1640414805	"Simu1"	200	"4.SevereGFR"	"NFT"	2.7	"cplasma"	"200_4.SevereGFR"
2.09997	1.222206	3.20231225	2.125167856	"Simu1"	200	"4.SevereGFR"	"NFT"	2.8	"cplasma"	"200_4.SevereGFR"
2.06197	1.177958	3.17155075	2.0845989715	"Simu1"	200	"4.SevereGFR"	"NFT"	2.9	"cplasma"	"200_4.SevereGFR"
2.018465	1.13158575	3.14183825	2.042596667	"Simu1"	200	"4.SevereGFR"	"NFT"	3	"cplasma"	"200_4.SevereGFR"
1.97843	1.0889575	3.09336425	1.9994019985	"Simu1"	200	"4.SevereGFR"	"NFT"	3.1	"cplasma"	"200_4.SevereGFR"
1.93493	1.0484615	3.05436175	1.955235328	"Simu1"	200	"4.SevereGFR"	"NFT"	3.2	"cplasma"	"200_4.SevereGFR"
1.889405	1.00571325	3.0187805	1.910298802	"Simu1"	200	"4.SevereGFR"	"NFT"	3.3	"cplasma"	"200_4.SevereGFR"
1.840235	0.963894575	2.984521	1.864776432	"Simu1"	200	"4.SevereGFR"	"NFT"	3.4	"cplasma"	"200_4.SevereGFR"
1.791055	0.919940525	2.938355	1.818837159	"Simu1"	200	"4.SevereGFR"	"NFT"	3.5	"cplasma"	"200_4.SevereGFR"
1.7473	0.885773325	2.8907735	1.772633638	"Simu1"	200	"4.SevereGFR"	"NFT"	3.6	"cplasma"	"200_4.SevereGFR"
1.700335	0.854389475	2.8487	1.7263052875	"Simu1"	200	"4.SevereGFR"	"NFT"	3.7	"cplasma"	"200_4.SevereGFR"
1.65057	0.81669285	2.80518775	1.679978328	"Simu1"	200	"4.SevereGFR"	"NFT"	3.8	"cplasma"	"200_4.SevereGFR"
1.599945	0.777637775	2.7602395	1.633766449	"Simu1"	200	"4.SevereGFR"	"NFT"	3.9	"cplasma"	"200_4.SevereGFR"
1.548805	0.7375939	2.714599	1.587772577	"Simu1"	200	"4.SevereGFR"	"NFT"	4	"cplasma"	"200_4.SevereGFR"
1.50029	0.701936725	2.6579535	1.5420892025	"Simu1"	200	"4.SevereGFR"	"NFT"	4.1	"cplasma"	"200_4.SevereGFR"
1.45104	0.673261775	2.6075325	1.4967992305	"Simu1"	200	"4.SevereGFR"	"NFT"	4.2	"cplasma"	"200_4.SevereGFR"
1.405325	0.638419775	2.55191125	1.451976236	"Simu1"	200	"4.SevereGFR"	"NFT"	4.3	"cplasma"	"200_4.SevereGFR"
1.35854	0.6037221	2.49869075	1.4076860795	"Simu1"	200	"4.SevereGFR"	"NFT"	4.4	"cplasma"	"200_4.SevereGFR"
1.31669	0.572462725	2.4440835	1.3639866835	"Simu1"	200	"4.SevereGFR"	"NFT"	4.5	"cplasma"	"200_4.SevereGFR"
1.272245	0.5428319	2.39545575	1.3209294345	"Simu1"	200	"4.SevereGFR"	"NFT"	4.6	"cplasma"	"200_4.SevereGFR"
1.227305	0.51292165	2.33600525	1.278558591	"Simu1"	200	"4.SevereGFR"	"NFT"	4.7	"cplasma"	"200_4.SevereGFR"
1.184425	0.485765	2.27499625	1.2369131215	"Simu1"	200	"4.SevereGFR"	"NFT"	4.8	"cplasma"	"200_4.SevereGFR"
1.141615	0.460566675	2.21827925	1.1960264515	"Simu1"	200	"4.SevereGFR"	"NFT"	4.9	"cplasma"	"200_4.SevereGFR"
1.09845	0.43530165	2.17456375	1.1559265065	"Simu1"	200	"4.SevereGFR"	"NFT"	5	"cplasma"	"200_4.SevereGFR"
1.05888	0.40898295	2.12615	1.116637349	"Simu1"	200	"4.SevereGFR"	"NFT"	5.1	"cplasma"	"200_4.SevereGFR"
1.0183	0.38663775	2.08040175	1.078178609	"Simu1"	200	"4.SevereGFR"	"NFT"	5.2	"cplasma"	"200_4.SevereGFR"
0.983259	0.36515605	2.027561	1.040566051	"Simu1"	200	"4.SevereGFR"	"NFT"	5.3	"cplasma"	"200_4.SevereGFR"
0.9450705	0.342757575	1.98038975	1.003811849	"Simu1"	200	"4.SevereGFR"	"NFT"	5.4	"cplasma"	"200_4.SevereGFR"
0.90767	0.32097535	1.93282775	0.9679252985	"Simu1"	200	"4.SevereGFR"	"NFT"	5.5	"cplasma"	"200_4.SevereGFR"
0.871739	0.30330915	1.88868475	0.9329128015	"Simu1"	200	"4.SevereGFR"	"NFT"	5.6	"cplasma"	"200_4.SevereGFR"
0.8375135	0.282860125	1.84557375	0.8987780055	"Simu1"	200	"4.SevereGFR"	"NFT"	5.7	"cplasma"	"200_4.SevereGFR"
0.8045125	0.2670098	1.804045	0.86552229	"Simu1"	200	"4.SevereGFR"	"NFT"	5.8	"cplasma"	"200_4.SevereGFR"
0.7703975	0.2519265	1.76481375	0.8331451465	"Simu1"	200	"4.SevereGFR"	"NFT"	5.9	"cplasma"	"200_4.SevereGFR"
0.739025	0.234680175	1.7166275	0.80164372755	"Simu1"	200	"4.SevereGFR"	"NFT"	6	"cplasma"	"200_4.SevereGFR"
0.708597	0.218035975	1.67324525	0.7710139339	"Simu1"	200	"4.SevereGFR"	"NFT"	6.1	"cplasma"	"200_4.SevereGFR"
0.6774975	0.202137075	1.6315775	0.741249823	"Simu1"	200	"4.SevereGFR"	"NFT"	6.2	"cplasma"	"200_4.SevereGFR"
0.650127	0.187289175	1.59042675	0.712344303	"Simu1"	200	"4.SevereGFR"	"NFT"	6.3	"cplasma"	"200_4.SevereGFR"
0.621942	0.17431155	1.5488875	0.6842889277	"Simu1"	200	"4.SevereGFR"	"NFT"	6.4	"cplasma"	"200_4.SevereGFR"
0.5939465	0.162458825	1.500051	0.6570743867	"Simu1"	200	"4.SevereGFR"	"NFT"	6.5	"cplasma"	"200_4.SevereGFR"
0.567846	0.1506339	1.4591555	0.63069023225	"Simu1"	200	"4.SevereGFR"	"NFT"	6.6	"cplasma"	"200_4.SevereGFR"
0.5420805	0.139761225	1.4207085	0.6051252055	"Simu1"	200	"4.SevereGFR"	"NFT"	6.7	"cplasma"	"200_4.SevereGFR"
0.51595	0.1290996	1.38246875	0.58036736395	"Simu1"	200	"4.SevereGFR"	"NFT"	6.8	"cplasma"	"200_4.SevereGFR"
0.4902385	0.120167725	1.34099425	0.55640422415	"Simu1"	200	"4.SevereGFR"	"NFT"	6.9	"cplasma"	"200_4.SevereGFR"
0.4670685	0.1119047	1.3032575	0.53322253645	"Simu1"	200	"4.SevereGFR"	"NFT"	7	"cplasma"	"200_4.SevereGFR"
0.4452675	0.104328225	1.266197	0.51080871945	"Simu1"	200	"4.SevereGFR"	"NFT"	7.1	"cplasma"	"200_4.SevereGFR"
0.4240655	0.097947495	1.22973625	0.48914876345	"Simu1"	200	"4.SevereGFR"	"NFT"	7.2	"cplasma"	"200_4.SevereGFR"
0.402091	0.090621555	1.1952905	0.4682282306	"Simu1"	200	"4.SevereGFR"	"NFT"	7.3	"cplasma"	"200_4.SevereGFR"
0.382234	0.0847478925	1.16288975	0.4480324894	"Simu1"	200	"4.SevereGFR"	"NFT"	7.4	"cplasma"	"200_4.SevereGFR"
0.3638135	0.0792695775	1.12852525	0.4285465356	"Simu1"	200	"4.SevereGFR"	"NFT"	7.5	"cplasma"	"200_4.SevereGFR"
0.345032	0.0741554125	1.0937105	0.4097551868	"Simu1"	200	"4.SevereGFR"	"NFT"	7.6	"cplasma"	"200_4.SevereGFR"
0.328403	0.0693827475	1.05972875	0.39164314295	"Simu1"	200	"4.SevereGFR"	"NFT"	7.7	"cplasma"	"200_4.SevereGFR"
0.3121955	0.0649299275	1.0264665	0.37419487905	"Simu1"	200	"4.SevereGFR"	"NFT"	7.8	"cplasma"	"200_4.SevereGFR"
