iter	Vehrc(1)	Kehr(1)	kfeces(1)	kbile(1)	kgutabs(1)	Vehrc(1.1)	Kehr(1.1)	kfeces(1.1)	kbile(1.1)	kgutabs(1.1)	Vehrc(1.2)	Kehr(1.2)	kfeces(1.2)	kbile(1.2)	kgutabs(1.2)	LnPrior	LnData	LnPosterior
290019	1.9221	1.38476	0.24643	2.93206	0.989059	0.488567	0.0138126	0.0378585	0.119806	2.11723	0.489465	2.77898	0.0681237	7.06357	0.224722	-2.122245e+01	-3.905012e+03	-3.926234e+03
290020	1.79822	0.99716	0.116761	2.22832	0.989059	0.488567	0.0138126	0.0635568	0.0828638	2.14004	0.515401	2.52049	0.0431662	7.79098	0.224722	-2.152219e+01	-3.906362e+03	-3.927884e+03
290021	1.71419	0.99716	0.948529	1.78229	0.693686	0.461747	0.00793176	0.0635568	0.0828638	2.14004	0.522481	2.8432	0.0431662	5.5934	0.224722	-2.183308e+01	-3.905455e+03	-3.927288e+03
290022	1.71419	0.99716	0.948529	2.98683	0.693686	0.461747	0.00793176	0.0527304	0.0828638	2.20156	0.545041	2.8432	0.0431662	5.5934	0.224722	-2.226821e+01	-3.903845e+03	-3.926113e+03
290023	1.9851	0.0355184	1.31243	2.66614	0.693686	0.461747	0.00793176	0.0274175	0.0828638	2.17637	0.481796	3.66947	0.0431662	7.10338	0.224722	-2.323506e+01	-3.901916e+03	-3.925151e+03
290024	1.98201	0.0355184	1.31243	3.13503	0.693686	0.461747	0.00793176	0.00595111	0.0828638	1.82962	0.531387	3.67997	0.0431662	4.93948	0.262694	-2.040280e+01	-3.903785e+03	-3.924188e+03
290025	1.98201	0.870715	1.31243	3.13503	0.693686	0.461747	0.00793176	0.00595111	0.0828638	1.82962	0.567175	3.66209	0.0431662	4.32729	0.262694	-2.005495e+01	-3.903252e+03	-3.923307e+03
290026	1.98201	0.870715	0.947651	3.61791	0.693686	0.461747	0.00793176	0.00595111	0.0828638	1.82962	0.528238	2.93296	0.0347013	4.32729	0.262694	-1.982032e+01	-3.903670e+03	-3.923490e+03
290027	1.98201	0.870715	0.947651	3.61791	0.585225	0.461747	0.00793176	0.00595111	0.0828638	1.85646	0.546029	2.87351	0.0347013	4.98795	0.262694	-2.015098e+01	-3.903006e+03	-3.923157e+03
290028	1.87639	2.71813	1.43964	4.16095	0.585225	0.461747	0.00793176	0.00595111	0.0595107	1.85646	0.491294	3.78948	0.0347013	4.98795	0.262694	-2.226962e+01	-3.903696e+03	-3.925966e+03
290029	1.87639	1.85431	1.43964	3.40253	0.585225	0.461747	0.00793176	0.00595111	0.0595107	1.98478	0.459857	4.17975	0.0347013	2.81256	0.238289	-2.256282e+01	-3.901628e+03	-3.924191e+03
290030	1.87639	4.35663	1.43964	4.06396	0.585225	0.461747	0.00793176	0.0312045	0.0646259	1.98478	0.478056	5.95348	0.0347013	1.27259	0.238289	-2.516452e+01	-3.904061e+03	-3.929225e+03
290031	1.87639	4.35663	1.54822	4.06396	0.585225	0.468875	0.00512887	0.030928	0.147464	2.34602	0.442818	6.54559	0.0347013	4.44776	0.238289	-2.749827e+01	-3.902957e+03	-3.930455e+03
290032	1.87639	3.94353	0.24992	3.56014	0.329089	0.468875	0.00585735	0.026973	0.147464	2.34602	0.436201	6.54559	0.0347013	4.44776	0.238289	-2.773229e+01	-3.903161e+03	-3.930894e+03
290033	1.95273	3.94353	2.72442	3.56014	0.572517	0.468875	0.00585735	0.0134714	0.126976	2.34602	0.481012	6.70949	0.0347013	3.35533	0.238289	-2.768672e+01	-3.902795e+03	-3.930482e+03
290034	1.95273	3.94353	4.06362	1.58081	0.572517	0.490751	0.00585735	0.0386025	0.246036	2.34602	0.497474	6.70949	0.027567	3.35533	0.238289	-2.770962e+01	-3.902646e+03	-3.930355e+03
290035	1.95273	4.51324	2.108	1.58081	1.75327	0.490751	0.00288964	0.0432544	0.779837	2.34602	0.541778	4.86092	0.027567	2.75187	0.238289	-2.525477e+01	-3.903664e+03	-3.928919e+03
290036	1.95273	0.433575	0.23514	1.58081	0.652323	0.490751	0.00288964	0.0432544	0.464749	2.34602	0.549257	2.92173	0.027567	2.75187	0.238289	-2.113124e+01	-3.902091e+03	-3.923222e+03
290037	1.96292	0.433575	0.23514	2.85137	0.652323	0.490751	0.00288964	0.0432544	0.464749	2.34602	0.529289	3.48035	0.027567	2.75187	0.25496	-2.209307e+01	-3.902219e+03	-3.924312e+03
290038	1.65497	1.47467	0.075849	2.85137	0.930022	0.489381	0.00288964	0.00177661	0.464749	2.34602	0.551951	3.48035	0.027567	2.86658	0.25496	-2.175810e+01	-3.901451e+03	-3.923209e+03
290039	1.72516	1.47467	0.075849	2.85137	0.930022	0.489381	0.00288964	0.00177661	0.470594	2.11949	0.574457	3.48035	0.027567	2.86658	0.25496	-2.031027e+01	-3.900338e+03	-3.920649e+03
290040	1.68004	1.47467	0.075849	1.2528	0.930022	0.489381	0.00288964	0.0160572	0.470594	2.31082	0.574457	3.88032	0.027567	1.68894	0.25496	-2.090025e+01	-3.901028e+03	-3.921928e+03
290041	1.66354	0.663164	0.075849	0.723058	0.930022	0.489381	0.00288964	0.0160572	0.470594	2.01893	0.582427	3.7594	0.027567	2.64644	0.25496	-1.927404e+01	-3.902013e+03	-3.921287e+03
290042	1.66354	0.663164	0.075849	0.723058	0.930022	0.489381	0.00288964	0.0160572	0.470594	2.08492	0.582757	3.7594	0.027567	4.9123	0.25496	-2.033818e+01	-3.901222e+03	-3.921560e+03
290043	1.66354	4.50755	0.075849	1.10253	0.930022	0.489381	0.00288964	0.0160572	0.470594	2.08492	0.582757	3.7594	0.027567	5.44634	0.269481	-2.279503e+01	-3.901834e+03	-3.924629e+03
290044	1.65032	2.19813	1.90818	1.84882	0.930022	0.500351	0.00288964	0.00959298	0.470594	2.08492	0.613965	3.7594	0.027567	3.56148	0.265561	-2.124088e+01	-3.901034e+03	-3.922275e+03
290045	1.83252	2.19813	2.81275	1.84882	0.930022	0.502525	0.00288964	0.0129364	0.470594	2.15402	0.633947	3.6907	0.027567	3.26378	0.265561	-2.157713e+01	-3.900519e+03	-3.922097e+03
290046	1.595	2.19813	3.88599	1.05433	0.930022	0.502525	0.00288964	0.0129364	0.470594	2.14074	0.656567	3.6907	0.027567	3.26378	0.265561	-2.272950e+01	-3.900240e+03	-3.922969e+03
290047	1.63978	2.19813	3.88599	1.05433	1.71778	0.502525	0.00288964	0.0173919	0.470594	2.13524	0.656567	3.6907	0.027567	3.26378	0.265561	-2.405199e+01	-3.900620e+03	-3.924672e+03
290048	1.81935	2.19813	2.54192	1.05433	1.71778	0.467933	0.00288964	0.0173919	0.320695	2.13524	0.678188	4.1141	0.027567	4.99272	0.183875	-2.384179e+01	-3.900079e+03	-3.923921e+03
290049	1.6888	4.03954	4.03054	3.08653	1.71778	0.489375	0.00288964	0.0173919	0.591241	2.13524	0.691058	4.1141	0.027567	6.51617	0.183875	-2.713483e+01	-3.900887e+03	-3.928022e+03
290050	1.90927	3.22238	4.03152	0.668002	1.71778	0.489375	0.00288964	0.0173919	0.591241	2.07443	0.699328	5.29181	0.027567	6.80421	0.183875	-2.650237e+01	-3.900148e+03	-3.926651e+03
290051	1.90927	3.22238	4.03152	0.12634	0.855968	0.489375	0.00197001	0.0173919	0.591241	2.07443	0.669644	6.13135	0.027567	3.69958	0.183875	-2.369781e+01	-3.899776e+03	-3.923473e+03
290052	1.90927	3.65819	4.03152	0.12634	0.855968	0.481347	0.00197001	0.0173919	0.488988	2.07443	0.693788	6.08643	0.027567	3.69958	0.182431	-2.371883e+01	-3.899358e+03	-3.923077e+03
290053	1.90927	3.65819	3.43812	1.69489	0.855968	0.481347	0.00397995	0.0173919	0.488988	2.07443	0.688055	8.23771	0.027567	3.69958	0.182431	-2.535489e+01	-3.899342e+03	-3.924697e+03
290054	1.82958	5.06567	3.43812	0.0144653	0.855968	0.481347	0.00397995	0.0173919	0.488988	2.07443	0.65694	7.24772	0.027567	3.69958	0.182431	-2.500914e+01	-3.899565e+03	-3.924575e+03
290055	1.17685	5.41599	0.884635	0.229002	0.855968	0.481347	0.00397995	0.0173919	0.339127	2.07443	0.641616	4.88335	0.027567	3.69958	0.198811	-2.509057e+01	-3.899530e+03	-3.924621e+03
290056	1.52325	5.41599	0.472328	0.229002	0.855968	0.487551	0.00397995	0.0173919	0.286963	2.07443	0.65785	4.48132	0.027567	3.69958	0.213683	-2.368575e+01	-3.899804e+03	-3.923490e+03
290057	1.52325	5.41599	0.773762	3.52069	0.855968	0.487551	0.00397995	0.0173919	0.286963	2.15872	0.643928	4.48132	0.027567	4.02065	0.213683	-2.526657e+01	-3.899252e+03	-3.924518e+03
290058	1.40273	5.41599	1.75814	3.23383	0.855968	0.487551	0.00397995	0.0173919	0.179137	2.15872	0.647304	4.54115	0.027567	4.02065	0.213683	-2.613120e+01	-3.899811e+03	-3.925943e+03
290059	1.28434	5.41599	2.90089	4.53538	0.914325	0.487551	0.0106926	0.024117	0.179137	2.15872	0.625123	4.54115	0.0953413	4.02065	0.213683	-2.795052e+01	-3.901893e+03	-3.929844e+03
290060	1.33187	4.07842	3.35332	4.93014	0.178292	0.498149	0.0106926	0.024117	0.119582	2.15872	0.634477	6.61545	0.0953413	4.80788	0.213683	-3.035264e+01	-3.900768e+03	-3.931121e+03
290061	1.33187	1.24222	4.494	4.97508	0.178292	0.498149	0.0106926	0.040483	0.119582	2.15872	0.610547	5.98655	0.0953413	6.38266	0.213683	-3.109179e+01	-3.902079e+03	-3.933170e+03
290062	1.33187	2.94759	4.88106	3.17082	0.178292	0.498149	0.0106926	0.040483	0.337095	2.15872	0.621118	5.98655	0.0953413	6.38266	0.213683	-3.051773e+01	-3.902702e+03	-3.933220e+03
290063	1.33187	2.94759	4.88106	3.17082	0.489353	0.470253	0.0106926	0.0376844	0.337095	2.15872	0.650563	5.98655	0.0953413	4.08865	0.194312	-2.839283e+01	-3.904512e+03	-3.932905e+03
290064	0.754809	2.58396	4.88106	3.17082	0.489353	0.470253	0.0106926	0.0285097	0.0482714	2.15872	0.687332	5.98655	0.0953413	4.08865	0.194312	-3.067822e+01	-3.900881e+03	-3.931559e+03
290065	0.749906	0.816969	2.6264	2.54775	0.489353	0.465858	0.0106926	0.00919526	0.0482714	2.15872	0.614563	3.81265	0.0953413	1.79333	0.194312	-2.678611e+01	-3.903951e+03	-3.930737e+03
290066	1.05111	0.816969	3.62498	2.65114	0.489353	0.497285	0.0106926	0.00919526	0.0142396	2.15872	0.655485	3.81265	0.0953413	2.81533	0.194312	-2.626973e+01	-3.903176e+03	-3.929446e+03
290067	0.978997	0.816969	2.68108	2.65114	0.489353	0.497285	0.0106926	0.00919526	0.0142396	2.15872	0.660536	4.38033	0.0953413	2.81533	0.194312	-2.627247e+01	-3.901986e+03	-3.928259e+03
290068	1.37718	0.816969	0.68498	0.0889343	0.489353	0.497285	0.0106926	0.00919526	0.0142396	2.15872	0.690562	4.8277	0.0953413	2.81533	0.194312	-2.294037e+01	-3.901386e+03	-3.924327e+03
290069	1.37718	0.360915	1.87231	0.0889343	0.489353	0.485503	0.0106926	0.00919526	0.0142396	2.15872	0.616589	4.8277	0.0593947	3.33988	0.194312	-2.423856e+01	-3.900036e+03	-3.924274e+03
290070	1.41495	0.360915	1.23608	0.0889343	0.489353	0.485503	0.0106926	0.0186291	0.0142396	2.15872	0.582644	4.8277	0.0593947	1.72381	0.241903	-2.333449e+01	-3.901060e+03	-3.924394e+03
290071	1.30548	0.360915	1.23608	0.689195	0.489353	0.485503	0.0106926	0.0186291	0.0142396	2.15872	0.587473	4.95603	0.0598199	2.44023	0.249217	-2.412123e+01	-3.901190e+03	-3.925311e+03
290072	1.30548	0.740612	0.92049	0.689195	0.489353	0.485503	0.0106926	0.0186291	0.0142396	2.15872	0.622259	6.83415	0.0598199	2.44023	0.249217	-2.612843e+01	-3.901329e+03	-3.927457e+03
290073	1.58068	0.740612	0.329763	1.11661	0.71599	0.485503	0.0106926	0.0186291	0.0142396	2.15872	0.620253	6.83415	0.0598199	2.44023	0.249217	-2.425645e+01	-3.901323e+03	-3.925579e+03
290074	1.91569	3.69558	0.329763	1.57876	0.71599	0.4812	0.0106926	0.0160901	0.0142396	2.18665	0.620253	6.5803	0.0598199	2.44023	0.249217	-2.263929e+01	-3.901250e+03	-3.923890e+03
290075	1.91569	3.69558	0.329763	1.85451	0.579003	0.4812	0.0106926	0.0169765	0.0142396	1.85073	0.686887	7.00512	0.0598199	2.44023	0.249217	-2.131366e+01	-3.903553e+03	-3.924867e+03
290076	1.91569	3.804	0.186988	1.85451	0.579003	0.4812	0.0106926	0.0169765	0.0142396	1.85073	0.59686	5.45671	0.0598199	3.4957	0.249217	-2.090809e+01	-3.904060e+03	-3.924968e+03
290077	1.91569	5.10333	1.43853	3.27838	0.579003	0.476771	0.0106926	0.0169765	0.0142396	1.85073	0.618479	5.45671	0.0598199	2.99616	0.249217	-2.328145e+01	-3.903582e+03	-3.926863e+03
290078	1.733	2.73509	2.8175	3.27838	0.973657	0.476771	0.0106926	0.0253952	0.268953	1.85073	0.595863	4.89346	0.0598199	3.71982	0.249217	-2.222667e+01	-3.905866e+03	-3.928093e+03
290079	1.733	2.24771	1.93911	4.63141	0.973657	0.486076	0.0106926	0.0253952	0.00355204	2.01858	0.595517	4.89346	0.0598199	3.71982	0.249217	-2.297908e+01	-3.902419e+03	-3.925398e+03
290080	1.73173	0.23904	0.437043	7.28669	0.973657	0.486076	0.0108215	0.0253952	0.0296903	2.20572	0.625954	3.98024	0.0598199	3.71982	0.218607	-2.471519e+01	-3.900934e+03	-3.925650e+03
290081	1.90613	0.23904	0.436954	7.28669	0.973657	0.486076	0.0108215	0.0253952	0.0296903	2.20572	0.625954	3.98024	0.0598199	10.2463	0.218607	-2.408290e+01	-3.901014e+03	-3.925097e+03
290082	1.81864	0.23904	0.455154	7.26564	0.973657	0.488408	0.0108215	0.0253952	0.0296903	2.20572	0.63409	5.54389	0.0598199	10.2463	0.218607	-2.599993e+01	-3.900293e+03	-3.926293e+03
290083	1.81864	2.91751	0.455154	3.15629	0.973657	0.488898	0.00806651	0.0253952	0.114335	2.20572	0.63409	7.94842	0.0598199	4.39649	0.218607	-2.464564e+01	-3.900393e+03	-3.925039e+03
290084	1.73579	3.77321	0.455154	3.15629	0.973657	0.485998	0.00806651	0.0253952	0.229853	2.06926	0.610083	6.14078	0.0598199	4.39649	0.218607	-2.263808e+01	-3.900995e+03	-3.923634e+03
290085	1.51348	3.77321	0.554375	2.89666	0.973657	0.485998	0.00806651	0.0253952	0.229853	2.06926	0.631125	3.92926	0.0598199	2.78179	0.218607	-2.229019e+01	-3.901631e+03	-3.923922e+03
290086	1.96207	3.77321	0.515944	3.14229	0.973657	0.485998	0.00806651	0.0351727	0.11457	2.06926	0.603876	3.92926	0.0598199	2.91392	0.218607	-2.144626e+01	-3.902723e+03	-3.924170e+03
290087	1.96207	3.77321	0.515944	1.79714	0.973657	0.485998	0.0131219	0.0351727	0.11457	2.06926	0.654157	4.25086	0.0598199	2.91392	0.218607	-2.059032e+01	-3.901901e+03	-3.922492e+03
290088	1.74589	3.77321	0.515944	0.542407	0.984045	0.488972	0.0131219	0.0351727	0.11457	2.06926	0.643243	6.56197	0.0598199	1.52473	0.218607	-2.144429e+01	-3.901513e+03	-3.922958e+03
290089	1.74589	3.77321	0.515944	0.304055	0.984045	0.488972	0.0131219	0.0351727	0.374888	2.06926	0.597623	4.76195	0.0598199	1.52473	0.218607	-2.070612e+01	-3.904883e+03	-3.925589e+03
290090	1.86725	1.6533	1.3404	0.304055	0.984045	0.488972	0.0131219	0.0351727	0.252013	2.06926	0.597623	6.16687	0.0598199	3.98011	0.218607	-2.217600e+01	-3.902794e+03	-3.924970e+03
290091	1.86725	1.6533	1.3404	2.12473	1.19917	0.488972	0.0131219	0.000715328	0.252013	2.06926	0.603022	5.8142	0.0598199	2.88277	0.218607	-2.200115e+01	-3.901683e+03	-3.923684e+03
290092	1.61737	2.29546	1.74447	0.952149	1.19917	0.497308	0.0131219	0.018711	0.252013	2.1047	0.615352	5.96925	0.0598199	2.49815	0.218607	-2.246304e+01	-3.901282e+03	-3.923745e+03
290093	1.67458	2.29546	2.16814	1.30286	1.19917	0.497308	0.0131219	0.018711	0.142876	2.1047	0.615352	4.19879	0.0598199	2.73316	0.218607	-2.152585e+01	-3.901018e+03	-3.922544e+03
290094	1.8089	2.29546	2.85121	2.84526	1.19917	0.497308	0.0131219	0.018711	0.00833992	2.1047	0.576313	4.19879	0.0113597	2.73316	0.218607	-2.258359e+01	-3.899729e+03	-3.922312e+03
290095	1.67561	2.29546	3.32592	3.45316	1.19917	0.497308	0.0131219	0.00850201	0.00833992	2.1047	0.58897	4.50557	0.0113597	5.50525	0.218607	-2.393218e+01	-3.899019e+03	-3.922951e+03
290096	1.70034	2.29546	2.05585	1.87957	1.19917	0.497308	0.00926107	0.019612	0.121688	2.16537	0.677602	4.50557	0.0113597	5.50525	0.218607	-2.242050e+01	-3.898633e+03	-3.921053e+03
290097	1.70034	1.61098	0.340927	2.43994	1.19917	0.497308	0.00926107	0.019612	0.121688	2.16537	0.660937	4.50557	0.0113597	5.50525	0.218607	-2.140558e+01	-3.898760e+03	-3.920166e+03
290098	1.52533	4.36886	1.59293	3.19609	1.19917	0.497308	0.00926107	0.019612	0.358467	2.16537	0.686836	4.50557	0.0113597	4.9772	0.218607	-2.397696e+01	-3.899243e+03	-3.923220e+03
290099	1.51413	3.04401	0.0969851	2.91406	1.19917	0.525445	0.00926107	0.0190501	0.307276	2.11897	0.686836	5.37765	0.0113597	5.08447	0.218607	-2.216877e+01	-3.899584e+03	-3.921753e+03
290100	1.54636	3.04401	0.0969851	4.11936	1.19917	0.525445	0.00926107	0.0132521	0.320883	2.11897	0.654982	5.37765	0.0113597	5.08447	0.218607	-2.257425e+01	-3.899525e+03	-3.922100e+03
290101	1.72984	0.130637	0.447066	6.84149	1.98342	0.528757	0.00926107	0.0132521	0.298904	2.02427	0.665076	2.77109	0.0113597	8.62551	0.218607	-2.535594e+01	-3.902154e+03	-3.927509e+03
290102	1.65819	1.52706	0.447066	6.84149	1.98342	0.528757	0.00926107	0.00464896	0.465716	2.17626	0.600218	2.77109	0.0113597	3.62399	0.210507	-2.662686e+01	-3.901711e+03	-3.928337e+03
290103	1.86693	1.2246	0.447066	5.59522	1.41092	0.531286	0.00926107	0.00184817	0.465716	2.17626	0.594717	4.1923	0.0113597	3.62399	0.210507	-2.263922e+01	-3.899779e+03	-3.922418e+03
290104	1.86693	1.00623	0.10291	4.83057	1.41092	0.519367	0.00958294	0.00184817	0.514411	2.17626	0.569901	4.1923	0.0113597	6.15028	0.210507	-2.205441e+01	-3.900661e+03	-3.922716e+03
290105	1.86693	2.09745	0.10291	4.83057	1.41092	0.546853	0.00958294	0.00715491	0.514411	2.17626	0.569901	4.37847	0.0113597	6.97794	0.210507	-2.228589e+01	-3.900403e+03	-3.922689e+03
290106	1.86693	1.65824	0.363756	5.04709	0.671203	0.541641	0.00958294	0.00715491	0.47173	2.13772	0.580183	4.37847	0.0113597	6.97794	0.210507	-2.251710e+01	-3.900191e+03	-3.922708e+03
290107	1.89766	0.300884	1.23757	5.04709	0.671203	0.541641	0.00958294	0.00715491	0.47173	2.13772	0.575601	4.37847	0.0113597	7.12392	0.210507	-2.312962e+01	-3.900243e+03	-3.923373e+03
290108	1.68152	2.09003	1.08387	3.53452	0.671203	0.554579	0.00958294	0.0133123	0.47173	2.42968	0.575601	4.37847	0.0113597	5.00233	0.210507	-2.441110e+01	-3.901634e+03	-3.926045e+03
290109	1.68152	1.70041	0.70019	3.53452	0.510537	0.516592	0.00958294	0.0508544	0.47173	2.42968	0.581933	4.63102	0.0113597	5.36826	0.210507	-2.528821e+01	-3.901685e+03	-3.926973e+03
290110	1.68152	1.70041	0.576054	3.05308	0.304857	0.520826	0.00958294	0.0508544	0.154283	2.42968	0.617512	6.48591	0.0113597	5.80988	0.210507	-2.815453e+01	-3.901604e+03	-3.929759e+03
290111	1.64281	3.1416	0.576054	2.9677	0.905918	0.520826	0.0170367	0.00224371	0.151289	2.22391	0.631592	4.10424	0.0113597	5.80988	0.210507	-2.264612e+01	-3.900008e+03	-3.922654e+03
290112	1.69614	3.07654	0.576054	1.04762	0.905918	0.561139	0.0170367	0.00224371	0.151289	2.22391	0.696355	5.62439	0.0113597	8.02937	0.210507	-2.399296e+01	-3.900099e+03	-3.924092e+03
290113	1.69614	1.94868	0.576054	0.314301	1.20682	0.561139	0.015059	0.00253625	0.151289	2.22391	0.661263	3.13859	0.0113597	6.52787	0.210507	-2.147308e+01	-3.902270e+03	-3.923743e+03
290114	1.8457	2.7745	0.532088	2.44242	1.20682	0.503292	0.00906282	0.00253625	0.151289	2.22391	0.632869	4.73569	0.0113597	5.48409	0.210507	-2.185665e+01	-3.898824e+03	-3.920681e+03
290115	1.37245	3.09385	0.217524	2.44242	1.20682	0.485908	0.00906282	0.00253625	0.00448953	2.23337	0.652333	4.5711	0.0113597	4.82257	0.210507	-2.297464e+01	-3.898735e+03	-3.921709e+03
290116	1.85276	3.83075	0.216677	2.29115	1.20682	0.510305	0.015278	0.0065051	0.0147521	2.23337	0.652333	6.57341	0.0113597	4.82257	0.210507	-2.281231e+01	-3.899184e+03	-3.921997e+03
290117	1.85276	3.01213	0.339483	2.32868	1.20682	0.510305	0.015278	0.0143485	0.0550791	2.23337	0.681801	3.50481	0.0113597	4.82257	0.210507	-2.105096e+01	-3.899582e+03	-3.920633e+03
290118	1.63077	1.01004	0.339483	0.525057	1.20682	0.510305	0.015278	0.0230506	0.0550791	2.23337	0.685465	4.49677	0.0113597	4.82257	0.210507	-2.132893e+01	-3.898902e+03	-3.920231e+03
290119	1.63077	0.489793	0.339483	0.729249	1.20682	0.510305	0.015278	0.0230506	0.0550791	1.89662	0.68528	4.69711	0.0113597	1.71009	0.210507	-1.960278e+01	-3.901796e+03	-3.921399e+03
290120	1.63077	1.89932	1.20342	2.38066	1.20682	0.488034	0.015278	0.0230506	0.0550791	1.89662	0.662319	3.60872	0.0113597	1.71009	0.210507	-2.031628e+01	-3.902196e+03	-3.922512e+03
290121	1.95171	0.631237	0.960834	1.30039	0.910746	0.488034	0.015278	0.0230506	0.0550791	1.89662	0.616741	3.87756	0.0113597	1.71009	0.210507	-1.878522e+01	-3.902120e+03	-3.920905e+03
290122	1.95171	0.631237	2.07695	1.30039	0.910746	0.50843	0.015278	0.0230506	0.225156	1.89662	0.670488	4.69875	0.0113597	1.71009	0.210507	-1.982985e+01	-3.901968e+03	-3.921797e+03
290123	1.95171	0.631237	2.2856	1.30039	0.572058	0.49268	0.0203164	0.0230506	0.0905993	1.89662	0.652175	3.78763	0.0113597	3.69719	0.210507	-2.022882e+01	-3.902219e+03	-3.922448e+03
290124	1.90269	0.631237	2.2856	0.604244	0.821231	0.517016	0.0203164	0.0230506	0.130987	1.89662	0.644701	3.78763	0.0113597	5.00527	0.210507	-2.015459e+01	-3.901798e+03	-3.921952e+03
290125	1.65375	0.631237	1.7363	0.4806	0.821231	0.517016	0.0203164	0.0230506	0.130987	1.89662	0.622262	3.78763	0.0113597	2.51201	0.210507	-1.961511e+01	-3.902225e+03	-3.921840e+03
