"","mean","sd","X2.5.","X97.5.","Rhat"
"Krestbody_plasma.1.",0.253170593281344,0.00636770514286182,0.240653,0.266115475,1.00411699287682
"VmaxC.1.",3.53482041191762,0.196388115212456,3.14969,3.8917,1.03818874214024
"Km.1.",137.436787792442,7.41749050579092,122.542,151.267,1.03696007207966
"QurineC.1.",25.5466718606279,3.04706976148017,19.800795,31.7452,1.00217600897034
