iter	Krestbody_plasma(1)	VmaxC(1)	Km(1)	QurineC(1)	LnPrior	LnData	LnPosterior
90079	0.259461	3.29218	127.772	24.2551	-4.443137e+01	-4.650122e+03	-4.694554e+03
90080	0.259461	3.33585	127.772	25.7412	-4.554714e+01	-4.649717e+03	-4.695264e+03
90081	0.259461	3.35717	128.952	25.7412	-4.631839e+01	-4.648541e+03	-4.694860e+03
90082	0.259461	3.35717	131.459	27.5823	-4.967335e+01	-4.644416e+03	-4.694089e+03
90083	0.259461	3.34815	131.459	27.7232	-4.981604e+01	-4.644364e+03	-4.694180e+03
90084	0.259461	3.34815	131.459	22.9864	-4.595936e+01	-4.648307e+03	-4.694267e+03
90085	0.24885	3.40315	131.459	27.2899	-4.933457e+01	-4.644650e+03	-4.693985e+03
90086	0.24885	3.40315	131.459	27.2899	-4.933457e+01	-4.644650e+03	-4.693985e+03
90087	0.254893	3.40315	131.459	25.9709	-4.819348e+01	-4.645391e+03	-4.693584e+03
90088	0.250492	3.40315	135.116	23.6801	-4.905742e+01	-4.645621e+03	-4.694678e+03
90089	0.250492	3.48432	135.116	16.5887	-4.463137e+01	-4.654008e+03	-4.698639e+03
90090	0.250492	3.48432	135.247	16.5887	-4.472933e+01	-4.653915e+03	-4.698645e+03
90091	0.250492	3.44599	135.247	17.0528	-4.501138e+01	-4.653210e+03	-4.698221e+03
90092	0.250492	3.44195	135.247	24.9907	-5.010522e+01	-4.643579e+03	-4.693685e+03
90093	0.250492	3.40766	130.135	24.9907	-4.644578e+01	-4.647705e+03	-4.694151e+03
90094	0.250492	3.40766	130.135	24.9907	-4.644578e+01	-4.647705e+03	-4.694151e+03
90095	0.250492	3.40766	130.135	23.1581	-4.504751e+01	-4.649339e+03	-4.694386e+03
90096	0.250492	3.40766	130.135	23.1581	-4.504751e+01	-4.649339e+03	-4.694386e+03
90097	0.249392	3.40766	131.463	23.1581	-4.598787e+01	-4.647861e+03	-4.693849e+03
90098	0.249392	3.44263	131.463	24.4401	-4.689439e+01	-4.647160e+03	-4.694054e+03
90099	0.249392	3.40056	131.463	24.4401	-4.696359e+01	-4.646666e+03	-4.693630e+03
90100	0.249392	3.37335	128.938	25.6707	-4.622317e+01	-4.648103e+03	-4.694326e+03
90101	0.254492	3.37335	128.938	25.6707	-4.622328e+01	-4.648213e+03	-4.694436e+03
90102	0.254492	3.37335	128.998	28.9994	-4.923840e+01	-4.645796e+03	-4.695034e+03
90103	0.254492	3.37335	131.072	28.1829	-4.992022e+01	-4.643995e+03	-4.693915e+03
90104	0.254492	3.37335	134.374	28.1829	-5.232188e+01	-4.642622e+03	-4.694944e+03
90105	0.260762	3.37335	131.039	28.1829	-4.989749e+01	-4.644707e+03	-4.694605e+03
90106	0.260762	3.37335	131.031	24.8986	-4.706183e+01	-4.647205e+03	-4.694267e+03
90107	0.260762	3.3198	130.363	26.2566	-4.779610e+01	-4.646457e+03	-4.694253e+03
90108	0.260762	3.3198	130.363	27.6285	-4.900023e+01	-4.645493e+03	-4.694494e+03
90109	0.260762	3.3198	130.363	25.4498	-4.712311e+01	-4.647117e+03	-4.694240e+03
90110	0.260762	3.33252	130.363	25.4498	-4.710189e+01	-4.647093e+03	-4.694195e+03
90111	0.260762	3.33252	130.363	25.4498	-4.710189e+01	-4.647093e+03	-4.694195e+03
90112	0.260762	3.33252	130.363	25.4498	-4.710189e+01	-4.647093e+03	-4.694195e+03
90113	0.260762	3.33252	130.363	25.4498	-4.710189e+01	-4.647093e+03	-4.694195e+03
90114	0.260762	3.33252	130.903	25.0589	-4.716684e+01	-4.647015e+03	-4.694182e+03
90115	0.260762	3.33252	130.316	26.1562	-4.765710e+01	-4.646569e+03	-4.694226e+03
90116	0.260762	3.33252	130.316	26.1562	-4.765710e+01	-4.646569e+03	-4.694226e+03
90117	0.260762	3.33252	128.782	26.1562	-4.658967e+01	-4.648178e+03	-4.694767e+03
90118	0.260762	3.33252	128.782	26.3368	-4.674311e+01	-4.648074e+03	-4.694817e+03
90119	0.251926	3.30417	128.782	26.3368	-4.679026e+01	-4.647173e+03	-4.693963e+03
90120	0.251926	3.30654	128.782	26.0072	-4.650719e+01	-4.647422e+03	-4.693929e+03
90121	0.251926	3.35448	128.782	23.6151	-4.453166e+01	-4.649661e+03	-4.694192e+03
90122	0.251926	3.35448	128.782	30.4068	-5.051132e+01	-4.644845e+03	-4.695356e+03
90123	0.251926	3.35448	128.782	30.4068	-5.051132e+01	-4.644845e+03	-4.695356e+03
90124	0.251926	3.32295	128.782	26.2446	-4.668037e+01	-4.647212e+03	-4.693892e+03
90125	0.251926	3.28549	128.782	26.2446	-4.674307e+01	-4.647456e+03	-4.694199e+03
90126	0.251926	3.28549	128.782	29.3808	-4.960485e+01	-4.645464e+03	-4.695069e+03
90127	0.251926	3.28549	125.407	29.3808	-4.734072e+01	-4.648583e+03	-4.695924e+03
90128	0.251926	3.28549	125.407	22.4442	-4.153831e+01	-4.653972e+03	-4.695510e+03
90129	0.251926	3.28549	129.833	22.4442	-4.453149e+01	-4.650383e+03	-4.694914e+03
90130	0.251926	3.28549	129.833	25.7616	-4.706636e+01	-4.647465e+03	-4.694532e+03
90131	0.251926	3.37726	129.833	25.7616	-4.691336e+01	-4.646924e+03	-4.693837e+03
90132	0.251926	3.30845	129.833	25.7616	-4.702788e+01	-4.647015e+03	-4.694043e+03
90133	0.251926	3.41309	129.833	25.7616	-4.685420e+01	-4.647689e+03	-4.694544e+03
90134	0.254816	3.28648	129.833	25.7616	-4.706475e+01	-4.647185e+03	-4.694250e+03
90135	0.254816	3.28648	129.833	25.7616	-4.706475e+01	-4.647185e+03	-4.694250e+03
90136	0.254816	3.28648	129.833	25.7616	-4.706475e+01	-4.647185e+03	-4.694250e+03
90137	0.254816	3.28116	129.833	25.7616	-4.707370e+01	-4.647328e+03	-4.694401e+03
90138	0.254816	3.28479	129.833	25.7616	-4.706760e+01	-4.647230e+03	-4.694297e+03
90139	0.254816	3.28479	129.833	25.4324	-4.679640e+01	-4.647468e+03	-4.694265e+03
90140	0.254816	3.28479	125.263	25.4324	-4.370882e+01	-4.651621e+03	-4.695329e+03
90141	0.254816	3.28479	123.904	25.4324	-4.283118e+01	-4.654051e+03	-4.696882e+03
90142	0.254816	3.28479	123.904	28.6484	-4.566641e+01	-4.651745e+03	-4.697411e+03
90143	0.254816	3.28479	123.904	24.3152	-4.194300e+01	-4.654980e+03	-4.696923e+03
90144	0.254816	3.22548	128.423	24.3152	-4.503339e+01	-4.650205e+03	-4.695238e+03
90145	0.254816	3.29264	128.423	24.3152	-4.492021e+01	-4.649029e+03	-4.693949e+03
90146	0.254816	3.29264	128.423	26.2821	-4.651723e+01	-4.647434e+03	-4.693951e+03
90147	0.254816	3.31166	127.638	26.2821	-4.595114e+01	-4.648302e+03	-4.694253e+03
90148	0.254816	3.31166	134.812	21.3158	-4.732606e+01	-4.651398e+03	-4.698724e+03
90149	0.266999	3.32397	131.479	25.5759	-4.801139e+01	-4.647669e+03	-4.695681e+03
90150	0.253976	3.30537	130.094	25.5759	-4.706192e+01	-4.646930e+03	-4.693992e+03
90151	0.253976	3.34925	131.84	25.5759	-4.822781e+01	-4.645538e+03	-4.693766e+03
90152	0.253976	3.34925	131.84	25.5759	-4.822781e+01	-4.645538e+03	-4.693766e+03
90153	0.25622	3.34925	131.84	25.5759	-4.822786e+01	-4.645488e+03	-4.693716e+03
90154	0.261368	3.34925	133.606	26.3914	-5.019636e+01	-4.644651e+03	-4.694848e+03
90155	0.261368	3.35649	132.01	21.0923	-4.505013e+01	-4.650382e+03	-4.695432e+03
90156	0.261368	3.40959	132.01	21.0923	-4.496230e+01	-4.650748e+03	-4.695711e+03
90157	0.261368	3.28395	132.01	23.4129	-4.677275e+01	-4.649169e+03	-4.695942e+03
90158	0.261368	3.28749	128.169	25.4947	-4.569444e+01	-4.648958e+03	-4.694652e+03
90159	0.261368	3.309	131.195	27.3099	-4.932069e+01	-4.645437e+03	-4.694757e+03
90160	0.261368	3.309	131.195	27.3099	-4.932069e+01	-4.645437e+03	-4.694757e+03
90161	0.261368	3.36485	131.195	28.6949	-5.050197e+01	-4.644285e+03	-4.694787e+03
90162	0.261368	3.36485	131.195	26.3505	-4.838994e+01	-4.645896e+03	-4.694286e+03
90163	0.261368	3.32592	131.195	22.3747	-4.537541e+01	-4.649552e+03	-4.694928e+03
90164	0.261368	3.32592	131.195	26.2827	-4.839687e+01	-4.645991e+03	-4.694387e+03
90165	0.259512	3.32592	131.195	26.2827	-4.839683e+01	-4.645773e+03	-4.694170e+03
90166	0.259512	3.3923	131.471	26.2827	-4.848346e+01	-4.645592e+03	-4.694075e+03
90167	0.259512	3.3923	130.567	26.2827	-4.784188e+01	-4.646698e+03	-4.694540e+03
90168	0.259512	3.37839	130.321	27.797	-4.902685e+01	-4.645640e+03	-4.694667e+03
90169	0.259512	3.37839	130.321	27.3836	-4.865331e+01	-4.645932e+03	-4.694585e+03
90170	0.259512	3.37839	130.321	27.3836	-4.865331e+01	-4.645932e+03	-4.694585e+03
90171	0.259512	3.37655	130.321	28.3984	-4.958553e+01	-4.645210e+03	-4.694796e+03
90172	0.259512	3.40203	130.321	28.3379	-4.948687e+01	-4.645860e+03	-4.695347e+03
90173	0.259512	3.40203	136.589	21.2187	-4.845849e+01	-4.647773e+03	-4.696231e+03
90174	0.259512	3.39965	130.406	25.8433	-4.734607e+01	-4.647459e+03	-4.694805e+03
90175	0.259512	3.40201	131.511	28.3306	-5.032338e+01	-4.644272e+03	-4.694596e+03
90176	0.259512	3.38497	131.511	28.8428	-5.083473e+01	-4.643703e+03	-4.694538e+03
90177	0.259512	3.30318	131.511	28.8428	-5.097081e+01	-4.644280e+03	-4.695251e+03
90178	0.260272	3.30318	131.511	28.8428	-5.097083e+01	-4.644386e+03	-4.695357e+03
90179	0.260272	3.30901	131.511	28.8428	-5.096108e+01	-4.644221e+03	-4.695182e+03
90180	0.260272	3.30901	129.003	24.2054	-4.520695e+01	-4.649196e+03	-4.694403e+03
90181	0.260272	3.30901	129.003	24.2054	-4.520695e+01	-4.649196e+03	-4.694403e+03
90182	0.260272	3.2975	129.003	25.8565	-4.654916e+01	-4.647776e+03	-4.694325e+03
90183	0.260272	3.27133	129.003	23.7163	-4.489926e+01	-4.649743e+03	-4.694642e+03
90184	0.260272	3.19029	128.709	24.2346	-4.522686e+01	-4.651461e+03	-4.696688e+03
90185	0.260272	3.19029	128.515	24.2346	-4.509404e+01	-4.651442e+03	-4.696536e+03
90186	0.255106	3.2166	128.515	25.2959	-4.588830e+01	-4.649696e+03	-4.695584e+03
90187	0.255106	3.2166	126.034	25.2959	-4.421905e+01	-4.650300e+03	-4.694519e+03
90188	0.255106	3.2166	127.718	24.5734	-4.476907e+01	-4.650299e+03	-4.695068e+03
90189	0.255106	3.29241	127.718	24.5734	-4.464122e+01	-4.649416e+03	-4.694057e+03
90190	0.255768	3.26483	127.718	24.5734	-4.468758e+01	-4.649468e+03	-4.694155e+03
90191	0.255768	3.26483	127.718	21.0848	-4.219964e+01	-4.653005e+03	-4.695205e+03
90192	0.255768	3.26483	125.795	22.7917	-4.207233e+01	-4.652967e+03	-4.695039e+03
90193	0.255768	3.26483	125.795	22.7917	-4.207233e+01	-4.652967e+03	-4.695039e+03
90194	0.256949	3.26483	127.285	25.9206	-4.548629e+01	-4.648726e+03	-4.694212e+03
90195	0.256949	3.18484	126.149	25.9206	-4.486387e+01	-4.650275e+03	-4.695139e+03
90196	0.249023	3.29395	127.633	23.7067	-4.391721e+01	-4.650502e+03	-4.694419e+03
90197	0.249023	3.29395	127.575	25.5799	-4.535016e+01	-4.648988e+03	-4.694338e+03
90198	0.249023	3.31417	127.575	26.9718	-4.650089e+01	-4.648031e+03	-4.694531e+03
90199	0.249023	3.29731	127.575	27.0258	-4.657660e+01	-4.647958e+03	-4.694534e+03
90200	0.259788	3.22189	127.575	27.0258	-4.670393e+01	-4.648326e+03	-4.695030e+03
90201	0.259788	3.3093	127.575	27.0258	-4.655677e+01	-4.648417e+03	-4.694973e+03
90202	0.259788	3.3093	127.575	27.0258	-4.655677e+01	-4.648417e+03	-4.694973e+03
90203	0.259788	3.21678	127.575	23.5917	-4.392295e+01	-4.651247e+03	-4.695170e+03
90204	0.259788	3.21678	127.575	23.5917	-4.392295e+01	-4.651247e+03	-4.695170e+03
90205	0.261443	3.21678	127.575	23.5917	-4.392299e+01	-4.651436e+03	-4.695359e+03
90206	0.253074	3.36065	127.575	23.5917	-4.368140e+01	-4.651631e+03	-4.695313e+03
90207	0.253074	3.36459	127.575	23.5917	-4.367486e+01	-4.651748e+03	-4.695422e+03
90208	0.253276	3.2593	127.575	23.5917	-4.385091e+01	-4.650462e+03	-4.694313e+03
90209	0.253276	3.2593	127.575	23.5917	-4.385091e+01	-4.650462e+03	-4.694313e+03
90210	0.253276	3.2593	127.575	23.5917	-4.385091e+01	-4.650462e+03	-4.694313e+03
90211	0.253276	3.2593	128.471	23.5917	-4.446023e+01	-4.650072e+03	-4.694532e+03
90212	0.253276	3.37346	128.471	23.5917	-4.426948e+01	-4.650592e+03	-4.694862e+03
90213	0.253276	3.31046	128.471	23.5917	-4.437434e+01	-4.649647e+03	-4.694021e+03
90214	0.253276	3.31046	128.471	23.5917	-4.437434e+01	-4.649647e+03	-4.694021e+03
90215	0.253276	3.31046	130.219	24.0381	-4.592281e+01	-4.648094e+03	-4.694017e+03
90216	0.253276	3.31046	130.219	24.0381	-4.592281e+01	-4.648094e+03	-4.694017e+03
90217	0.253276	3.38945	133.33	23.8925	-4.791357e+01	-4.645760e+03	-4.693673e+03
90218	0.253276	3.30867	129.785	21.9105	-4.409229e+01	-4.650422e+03	-4.694514e+03
90219	0.253276	3.35516	131.638	21.9105	-4.532464e+01	-4.648961e+03	-4.694286e+03
90220	0.253276	3.47462	131.638	21.9105	-4.512798e+01	-4.650439e+03	-4.695567e+03
90221	0.253276	3.47462	134.04	21.9105	-4.687806e+01	-4.647122e+03	-4.694000e+03
90222	0.255402	3.47462	134.04	21.9105	-4.687811e+01	-4.647301e+03	-4.694179e+03
90223	0.255402	3.49921	134.04	24.7336	-4.890707e+01	-4.645058e+03	-4.693965e+03
90224	0.255402	3.52445	134.04	28.0008	-5.165861e+01	-4.643294e+03	-4.694952e+03
90225	0.24132	3.52445	136.83	28.0008	-5.376238e+01	-4.641946e+03	-4.695709e+03
90226	0.24132	3.48373	136.83	28.0008	-5.382851e+01	-4.642818e+03	-4.696646e+03
90227	0.24132	3.48373	136.83	34.2094	-6.031156e+01	-4.639881e+03	-4.700192e+03
90228	0.24132	3.60993	137.809	33.2741	-5.979017e+01	-4.638500e+03	-4.698291e+03
90229	0.24132	3.54137	137.809	25.4683	-5.229085e+01	-4.642987e+03	-4.695278e+03
90230	0.24132	3.54137	138.263	25.4683	-5.264509e+01	-4.642851e+03	-4.695496e+03
90231	0.252208	3.54137	136.047	25.4683	-5.093514e+01	-4.642479e+03	-4.693415e+03
90232	0.252208	3.54963	136.047	25.0246	-5.056247e+01	-4.642983e+03	-4.693545e+03
90233	0.252208	3.49871	135.667	27.3497	-5.232772e+01	-4.641101e+03	-4.693429e+03
90234	0.252208	3.51146	135.667	27.3497	-5.230703e+01	-4.641151e+03	-4.693458e+03
90235	0.252208	3.57483	137.555	27.3497	-5.365080e+01	-4.639944e+03	-4.693595e+03
90236	0.252208	3.57483	137.555	27.3497	-5.365080e+01	-4.639944e+03	-4.693595e+03
90237	0.252208	3.57483	137.555	27.9368	-5.418252e+01	-4.639566e+03	-4.693749e+03
90238	0.252208	3.56151	140.477	24.7869	-5.382133e+01	-4.639929e+03	-4.693750e+03
90239	0.252208	3.64035	143.551	24.7869	-5.621581e+01	-4.637788e+03	-4.694003e+03
90240	0.257653	3.62915	143.551	24.7869	-5.623376e+01	-4.638019e+03	-4.694253e+03
90241	0.257653	3.63189	143.551	24.6294	-5.610524e+01	-4.638126e+03	-4.694231e+03
90242	0.257653	3.63189	143.551	26.1573	-5.735160e+01	-4.636886e+03	-4.694238e+03
90243	0.257653	3.63189	143.551	24.3931	-5.592088e+01	-4.638313e+03	-4.694234e+03
90244	0.257653	3.67946	143.551	24.3931	-5.584544e+01	-4.638169e+03	-4.694014e+03
90245	0.257653	3.67946	145.586	24.3931	-5.756653e+01	-4.637041e+03	-4.694608e+03
90246	0.257653	3.67946	145.586	24.3931	-5.756653e+01	-4.637041e+03	-4.694608e+03
90247	0.257653	3.71251	145.586	30.8891	-6.339744e+01	-4.632364e+03	-4.695761e+03
90248	0.257653	3.71251	145.878	30.8891	-6.364832e+01	-4.632183e+03	-4.695831e+03
90249	0.257653	3.79114	145.878	30.8891	-6.352550e+01	-4.632880e+03	-4.696406e+03
90250	0.255404	3.77964	145.859	34.4863	-6.751045e+01	-4.630658e+03	-4.698169e+03
90251	0.255404	3.72418	145.993	37.0285	-7.083967e+01	-4.629236e+03	-4.700076e+03
90252	0.255404	3.66572	138.638	33.4653	-6.056723e+01	-4.637782e+03	-4.698350e+03
90253	0.245314	3.65119	138.638	19.826	-4.878077e+01	-4.647425e+03	-4.696205e+03
90254	0.245314	3.65119	138.638	19.826	-4.878077e+01	-4.647425e+03	-4.696205e+03
90255	0.245314	3.65119	142.289	19.826	-5.171810e+01	-4.644161e+03	-4.695879e+03
90256	0.245314	3.61563	142.289	19.826	-5.177469e+01	-4.644707e+03	-4.696482e+03
90257	0.245314	3.61563	142.289	21.5199	-5.283660e+01	-4.642717e+03	-4.695554e+03
90258	0.245314	3.69374	142.289	21.5199	-5.271269e+01	-4.642062e+03	-4.694775e+03
90259	0.245314	3.6958	144.702	21.5199	-5.472440e+01	-4.640707e+03	-4.695432e+03
90260	0.245314	3.6958	145.16	21.5199	-5.511371e+01	-4.640585e+03	-4.695699e+03
90261	0.245314	3.72814	141.37	21.1456	-5.166219e+01	-4.644025e+03	-4.695687e+03
90262	0.245314	3.6311	138.977	21.1456	-4.989731e+01	-4.644985e+03	-4.694883e+03
90263	0.250523	3.64877	144.361	17.5401	-5.219762e+01	-4.646317e+03	-4.698515e+03
90264	0.250523	3.63935	144.361	32.4459	-6.413310e+01	-4.633218e+03	-4.697351e+03
90265	0.250523	3.64257	144.361	30.358	-6.192294e+01	-4.634152e+03	-4.696075e+03
90266	0.250523	3.64257	144.361	30.358	-6.192294e+01	-4.634152e+03	-4.696075e+03
90267	0.26841	3.63404	144.361	30.358	-6.193691e+01	-4.636009e+03	-4.697946e+03
90268	0.26841	3.63404	144.361	23.8436	-5.617799e+01	-4.640948e+03	-4.697126e+03
90269	0.26841	3.59991	140.905	27.2214	-5.615079e+01	-4.640489e+03	-4.696639e+03
90270	0.26841	3.59991	140.905	26.71	-5.570148e+01	-4.640910e+03	-4.696611e+03
90271	0.239757	3.59508	136.972	26.71	-5.260387e+01	-4.643087e+03	-4.695691e+03
90272	0.239757	3.58526	136.972	23.7447	-5.022038e+01	-4.645231e+03	-4.695452e+03
90273	0.239757	3.57523	135.892	21.5396	-4.785474e+01	-4.648330e+03	-4.696185e+03
90274	0.239757	3.45109	135.892	30.1876	-5.527324e+01	-4.643424e+03	-4.698697e+03
90275	0.239757	3.45109	135.892	30.1876	-5.527324e+01	-4.643424e+03	-4.698697e+03
90276	0.239757	3.64359	142.413	23.2324	-5.408448e+01	-4.642281e+03	-4.696365e+03
90277	0.245595	3.64359	142.413	28.6874	-5.865804e+01	-4.636470e+03	-4.695129e+03
90278	0.246249	3.64359	142.413	25.9515	-5.621555e+01	-4.638066e+03	-4.694282e+03
90279	0.257847	3.59494	142.413	25.9515	-5.629341e+01	-4.637931e+03	-4.694224e+03
90280	0.257847	3.59488	142.413	25.9515	-5.629352e+01	-4.637921e+03	-4.694214e+03
90281	0.257847	3.59488	143.487	25.1038	-5.648814e+01	-4.638420e+03	-4.694909e+03
90282	0.257847	3.69965	143.487	25.1038	-5.632173e+01	-4.637807e+03	-4.694129e+03
