"","mean","sd","X2.5.","X97.5.","Rhat"
"Vehrc.1.",0.7133337420016,0.029338751957759,0.65499,0.770177,1.00178917777082
"Kehr.1.",0.0914909152469506,0.00947723614393402,0.0727806,0.109785975,1.00104943670482
"kfeces.1.",0.0503052912467506,0.00989879154404678,0.03085089,0.0696715,1.00106332831623
"kbile.1.",0.0362854229377325,0.0316667371791296,0.00116725,0.115258625,1.00091393607855
"kgutabs.1.",1.90956326624775,0.96522223495416,0.220769275,3.8914965,1.00130220915697
