iter	Krestbody_plasma(1)	Tmc(1)	Kt(1)	Trc(1)	VmaxC(1)	Km(1)	QurineC(1)	LnPrior	LnData	LnPosterior
90021	0.437945	7.52326	0.0729618	1.25878	0.487736	6.43999	19.5447	-8.254797e+01	-3.703250e+02	-4.528729e+02
90022	0.437945	7.52326	0.0729618	1.25938	0.487736	6.43999	19.5447	-8.254791e+01	-3.703030e+02	-4.528509e+02
90023	0.436208	7.52326	0.0729618	1.25938	0.487736	6.43999	18.4819	-8.195209e+01	-3.702440e+02	-4.521961e+02
90024	0.436627	7.52326	0.0729618	1.28971	0.487736	6.43999	18.9072	-8.218247e+01	-3.695650e+02	-4.517474e+02
90025	0.436627	7.52326	0.0721441	1.28971	0.487736	6.43999	18.9072	-8.220433e+01	-3.694674e+02	-4.516718e+02
90026	0.436627	7.52326	0.0721441	1.28971	0.487736	6.43999	18.9072	-8.220433e+01	-3.694674e+02	-4.516718e+02
90027	0.436627	7.52326	0.0721441	1.25888	0.508893	6.43999	14.4294	-8.397038e+01	-3.672039e+02	-4.511742e+02
90028	0.436627	7.52326	0.0721441	1.24866	0.508893	6.38625	14.2086	-8.391776e+01	-3.673358e+02	-4.512536e+02
90029	0.436627	7.58755	0.0721441	1.24866	0.493185	6.38625	11.0001	-8.042094e+01	-3.705942e+02	-4.510151e+02
90030	0.431006	7.58755	0.0707343	1.29678	0.493185	6.38625	11.1803	-8.050791e+01	-3.700757e+02	-4.505836e+02
90031	0.431006	7.58755	0.0707343	1.2986	0.493185	6.38625	11.1803	-8.050775e+01	-3.701542e+02	-4.506620e+02
90032	0.435136	7.90696	0.0707343	1.2986	0.500922	6.29731	11.1803	-8.379651e+01	-3.665641e+02	-4.503606e+02
90033	0.435136	7.90696	0.0669088	1.30961	0.493034	6.29731	13.692	-8.330702e+01	-3.662766e+02	-4.495836e+02
90034	0.421579	7.90696	0.0669088	1.30961	0.493034	6.29731	13.1242	-8.311565e+01	-3.655023e+02	-4.486180e+02
90035	0.421579	7.83521	0.0611549	1.30961	0.493034	6.29731	13.1242	-8.320950e+01	-3.652244e+02	-4.484339e+02
90036	0.421579	7.83521	0.0607491	1.30961	0.493034	6.29731	13.1242	-8.325731e+01	-3.651872e+02	-4.484445e+02
90037	0.421579	7.83521	0.0607491	1.30961	0.493034	5.91971	13.1242	-8.346080e+01	-3.660240e+02	-4.494848e+02
90038	0.421579	8.25225	0.0607491	1.30961	0.502536	5.91971	14.3172	-8.812601e+01	-3.625665e+02	-4.506925e+02
90039	0.421579	8.25225	0.0608555	1.32393	0.510187	6.0986	13.9095	-8.928505e+01	-3.608622e+02	-4.501472e+02
90040	0.421579	8.25225	0.0608555	1.32393	0.510187	6.0986	13.9095	-8.928505e+01	-3.608622e+02	-4.501472e+02
90041	0.406531	8.25225	0.0633562	1.36466	0.508963	6.33149	13.9095	-8.866076e+01	-3.603915e+02	-4.490522e+02
90042	0.406531	8.25225	0.0633562	1.31389	0.523034	6.33149	13.9095	-9.132744e+01	-3.593224e+02	-4.506499e+02
90043	0.406531	8.35099	0.0633562	1.31389	0.514704	6.33089	13.2216	-9.012884e+01	-3.609855e+02	-4.511143e+02
90044	0.406531	8.35099	0.0633562	1.31389	0.524058	6.45651	13.2216	-9.184390e+01	-3.596925e+02	-4.515364e+02
90045	0.406531	8.35099	0.0633562	1.4001	0.51603	6.45651	13.2216	-9.030445e+01	-3.593719e+02	-4.496764e+02
90046	0.406531	8.35099	0.0633562	1.36307	0.510813	6.45651	12.0494	-8.896793e+01	-3.603397e+02	-4.493076e+02
90047	0.406531	8.35099	0.0633562	1.36307	0.510813	6.3806	19.6205	-9.228989e+01	-3.594791e+02	-4.517690e+02
90048	0.406531	8.35099	0.0633562	1.36307	0.510813	6.6357	18.2305	-9.137918e+01	-3.619363e+02	-4.533155e+02
90049	0.406531	8.04718	0.065225	1.36307	0.510813	6.6357	18.2305	-8.933363e+01	-3.616938e+02	-4.510275e+02
90050	0.406531	8.17827	0.065225	1.36307	0.504008	6.63816	22.8434	-9.173643e+01	-3.633229e+02	-4.550593e+02
90051	0.406531	8.17827	0.065225	1.36307	0.504008	6.63816	16.703	-8.810791e+01	-3.634623e+02	-4.515702e+02
90052	0.43282	8.17827	0.065225	1.36307	0.504008	6.49075	16.703	-8.818720e+01	-3.624641e+02	-4.506513e+02
90053	0.43282	7.93411	0.065225	1.36307	0.504008	6.43887	16.703	-8.673625e+01	-3.634741e+02	-4.502104e+02
90054	0.43282	7.93411	0.065225	1.34871	0.487642	6.43887	16.703	-8.377306e+01	-3.669185e+02	-4.506915e+02
90055	0.43282	7.93411	0.0503913	1.34871	0.500286	6.43887	14.0688	-8.728782e+01	-3.635058e+02	-4.507936e+02
90056	0.43282	7.93411	0.069592	1.29777	0.500647	6.43887	14.0688	-8.475987e+01	-3.658802e+02	-4.506401e+02
90057	0.43282	7.93411	0.0654455	1.29777	0.500647	6.03461	11.7583	-8.449878e+01	-3.658614e+02	-4.503602e+02
90058	0.442518	7.93411	0.0454914	1.29777	0.500647	5.63898	11.7583	-8.853642e+01	-3.658536e+02	-4.543901e+02
90059	0.442518	8.1199	0.0454914	1.29777	0.500647	5.5681	11.7583	-8.969476e+01	-3.654950e+02	-4.551898e+02
90060	0.442518	7.82941	0.0458232	1.25682	0.499427	5.5681	11.7583	-8.762448e+01	-3.673085e+02	-4.549329e+02
90061	0.442518	7.79024	0.0458232	1.25682	0.499427	5.5681	9.2473	-8.684417e+01	-3.691191e+02	-4.559633e+02
90062	0.442518	7.79024	0.0458232	1.19876	0.499427	5.5681	9.47649	-8.688924e+01	-3.697745e+02	-4.566637e+02
90063	0.418077	7.79024	0.0458232	1.19301	0.499427	5.5681	9.47649	-8.688900e+01	-3.668896e+02	-4.537787e+02
90064	0.418077	7.79024	0.0495086	1.19301	0.49041	5.58233	7.70164	-8.386713e+01	-3.685972e+02	-4.524643e+02
90065	0.418077	7.79024	0.0495086	1.19301	0.49041	5.61444	7.70164	-8.384966e+01	-3.684659e+02	-4.523155e+02
90066	0.418077	7.79024	0.0611356	1.19301	0.476834	5.61444	7.70164	-7.929189e+01	-3.724982e+02	-4.517901e+02
90067	0.418077	7.79024	0.0611356	1.19301	0.478938	5.61444	7.70164	-7.965781e+01	-3.721871e+02	-4.518449e+02
90068	0.418077	7.82844	0.0571584	1.19301	0.469087	5.61444	7.70164	-7.872644e+01	-3.741270e+02	-4.528534e+02
90069	0.418077	7.82844	0.0572265	1.2952	0.457442	5.61444	7.70164	-7.674900e+01	-3.731795e+02	-4.499285e+02
90070	0.42094	7.82844	0.0496349	1.26966	0.457442	5.61444	9.80704	-7.866416e+01	-3.710217e+02	-4.496859e+02
90071	0.42094	7.82844	0.049926	1.35735	0.452694	5.61444	17.6945	-8.055718e+01	-3.694050e+02	-4.499622e+02
90072	0.42094	7.86562	0.049926	1.35735	0.452694	5.59216	13.096	-7.887458e+01	-3.701333e+02	-4.490079e+02
90073	0.42094	7.86562	0.049926	1.34019	0.461763	5.59216	8.20147	-7.927279e+01	-3.718040e+02	-4.510768e+02
90074	0.409111	7.86562	0.049926	1.27386	0.461763	5.59216	11.8072	-8.000019e+01	-3.691888e+02	-4.491890e+02
90075	0.409111	8.0042	0.0614159	1.27386	0.461763	5.59216	8.94669	-7.812204e+01	-3.711030e+02	-4.492251e+02
90076	0.409111	8.0042	0.0614159	1.24027	0.471267	5.71929	6.74908	-7.941556e+01	-3.720383e+02	-4.514539e+02
90077	0.409111	7.87886	0.0614159	1.24027	0.471267	5.71929	6.74908	-7.867085e+01	-3.720828e+02	-4.507536e+02
90078	0.409111	7.87886	0.0614159	1.24027	0.480714	5.79195	6.74908	-8.026761e+01	-3.704239e+02	-4.506916e+02
90079	0.409111	8.14041	0.0614159	1.25999	0.47941	5.79195	6.74908	-8.160985e+01	-3.696691e+02	-4.512790e+02
90080	0.409111	8.14041	0.0614159	1.25999	0.477852	5.79195	12.8684	-8.251525e+01	-3.694786e+02	-4.519938e+02
90081	0.409111	7.36107	0.0614159	1.20425	0.477852	5.79195	12.8684	-7.803836e+01	-3.707798e+02	-4.488181e+02
90082	0.409111	7.55317	0.0614159	1.20425	0.477852	5.79195	8.73754	-7.812783e+01	-3.710583e+02	-4.491861e+02
90083	0.409111	7.55317	0.0614159	1.21363	0.477852	5.82744	8.73754	-7.810778e+01	-3.709414e+02	-4.490492e+02
90084	0.409111	7.55317	0.0614159	1.18896	0.477852	5.82744	8.73754	-7.810994e+01	-3.715736e+02	-4.496835e+02
90085	0.409111	7.55317	0.0614159	1.18896	0.477852	5.82744	11.4431	-7.866083e+01	-3.710613e+02	-4.497221e+02
90086	0.409111	7.55317	0.0614159	1.18896	0.473948	5.82744	9.75229	-7.760637e+01	-3.723123e+02	-4.499186e+02
90087	0.409111	7.55317	0.0614159	1.20417	0.477038	5.82744	9.06525	-7.801834e+01	-3.710584e+02	-4.490767e+02
90088	0.409111	7.55317	0.0614159	1.26885	0.477038	5.82744	9.06525	-7.801268e+01	-3.726937e+02	-4.507064e+02
90089	0.409111	7.54876	0.0570667	1.18529	0.477038	5.82744	9.06525	-7.858733e+01	-3.714395e+02	-4.500268e+02
90090	0.409111	7.54876	0.0570667	1.18529	0.477038	5.57188	9.06525	-7.872610e+01	-3.711766e+02	-4.499027e+02
90091	0.409111	7.54876	0.0570667	1.18529	0.477038	5.57188	9.06525	-7.872610e+01	-3.711766e+02	-4.499027e+02
90092	0.409111	7.54876	0.0615247	1.18529	0.473306	5.64088	11.5816	-7.797527e+01	-3.717578e+02	-4.497330e+02
90093	0.409111	7.54876	0.0615247	1.18529	0.481467	5.64088	12.35	-7.960726e+01	-3.705866e+02	-4.501938e+02
90094	0.400224	7.54876	0.0615247	1.18529	0.481467	6.03237	7.53244	-7.844298e+01	-3.727999e+02	-4.512429e+02
90095	0.400224	7.37111	0.0615247	1.18529	0.481467	6.05245	9.87674	-7.780955e+01	-3.720016e+02	-4.498112e+02
90096	0.400224	7.32379	0.0615247	1.18529	0.494304	6.05245	9.512	-7.977260e+01	-3.698763e+02	-4.496490e+02
90097	0.400224	7.32379	0.0615247	1.12776	0.494304	6.05245	9.512	-7.977764e+01	-3.718266e+02	-4.516042e+02
90098	0.400224	7.32379	0.0615247	1.1668	0.497686	6.05245	9.512	-8.038703e+01	-3.693593e+02	-4.497463e+02
90099	0.423879	7.32379	0.0615247	1.1668	0.497686	6.05245	14.6605	-8.184666e+01	-3.684987e+02	-4.503453e+02
90100	0.423879	7.45801	0.0615247	1.19505	0.497686	6.05245	14.6605	-8.256774e+01	-3.672753e+02	-4.498430e+02
90101	0.423879	7.45801	0.0615247	1.19505	0.497686	6.05245	14.6605	-8.256774e+01	-3.672753e+02	-4.498430e+02
90102	0.423879	7.45801	0.0615247	1.19505	0.497686	6.05245	14.6605	-8.256774e+01	-3.672753e+02	-4.498430e+02
90103	0.423879	7.45801	0.0615247	1.22218	0.485799	6.05245	14.6605	-8.043156e+01	-3.682613e+02	-4.486928e+02
90104	0.423879	7.4014	0.0615247	1.22218	0.485799	6.05245	14.6605	-8.012416e+01	-3.683989e+02	-4.485231e+02
90105	0.423879	7.4014	0.0615247	1.22218	0.480912	6.05245	18.3399	-8.095598e+01	-3.689841e+02	-4.499401e+02
90106	0.423879	7.51216	0.0732889	1.22218	0.480912	6.05245	18.3399	-8.081369e+01	-3.702662e+02	-4.510799e+02
90107	0.408798	7.24148	0.0732889	1.22218	0.487493	6.05245	17.8196	-8.024719e+01	-3.723930e+02	-4.526402e+02
90108	0.41348	7.24148	0.0732889	1.15424	0.487493	6.05245	12.4204	-7.806761e+01	-3.723492e+02	-4.504168e+02
90109	0.41348	7.08561	0.0732889	1.15424	0.476363	6.05245	12.4204	-7.530867e+01	-3.749229e+02	-4.502316e+02
90110	0.41348	6.72974	0.0732889	1.05276	0.476363	6.05245	9.62726	-7.289800e+01	-3.807114e+02	-4.536094e+02
90111	0.402788	6.72974	0.0695827	1.05276	0.477225	6.05245	9.62726	-7.317287e+01	-3.801778e+02	-4.533506e+02
90112	0.402788	6.72974	0.0695827	1.07568	0.477582	6.05245	9.62726	-7.323297e+01	-3.787979e+02	-4.520309e+02
90113	0.402788	6.72974	0.0712723	1.09231	0.473953	6.05245	14.1019	-7.376390e+01	-3.783554e+02	-4.521193e+02
90114	0.402788	6.72974	0.0631029	1.09231	0.473953	6.05245	14.1019	-7.428816e+01	-3.777086e+02	-4.519968e+02
90115	0.402788	6.72974	0.0631029	1.09231	0.478721	6.05245	10.6222	-7.408984e+01	-3.769180e+02	-4.510078e+02
90116	0.402788	6.63749	0.0636376	1.09231	0.481854	6.14271	10.6222	-7.410645e+01	-3.772811e+02	-4.513875e+02
90117	0.402788	6.63749	0.0636376	1.09013	0.481854	6.14271	10.6222	-7.410664e+01	-3.772885e+02	-4.513951e+02
90118	0.402788	6.53794	0.0587606	1.06095	0.480602	6.14271	8.05737	-7.355264e+01	-3.794395e+02	-4.529922e+02
90119	0.402788	6.57391	0.0587606	1.06095	0.484897	5.92768	7.40072	-7.451627e+01	-3.786944e+02	-4.532107e+02
90120	0.402788	6.6308	0.0461491	1.0708	0.484897	5.78059	9.28122	-7.798706e+01	-3.743802e+02	-4.523672e+02
90121	0.446577	6.6308	0.0499502	1.0708	0.484897	5.78059	11.2968	-7.727800e+01	-3.759329e+02	-4.532109e+02
90122	0.446577	6.6308	0.0499502	1.08371	0.484897	5.78059	11.2968	-7.727687e+01	-3.756890e+02	-4.529659e+02
90123	0.446577	6.6308	0.0499502	1.08371	0.484897	5.98141	11.2968	-7.716819e+01	-3.756757e+02	-4.528439e+02
90124	0.452129	6.56053	0.0510786	1.10546	0.475	5.98141	11.2968	-7.482730e+01	-3.783105e+02	-4.531378e+02
90125	0.452129	6.56053	0.0429444	1.10546	0.475	5.98141	13.04	-7.794751e+01	-3.767942e+02	-4.547417e+02
90126	0.452129	6.56053	0.0429444	1.10546	0.471574	5.50858	13.6559	-7.781986e+01	-3.770042e+02	-4.548241e+02
90127	0.452129	6.56053	0.0512825	1.11817	0.471574	5.50858	13.6559	-7.514886e+01	-3.809137e+02	-4.560626e+02
90128	0.452129	6.56053	0.0512825	1.13842	0.436077	5.50858	13.6559	-6.931395e+01	-3.838497e+02	-4.531637e+02
90129	0.416436	6.56053	0.0468399	1.13842	0.453006	5.50858	13.6559	-7.327677e+01	-3.802089e+02	-4.534856e+02
90130	0.416436	6.56053	0.0516415	1.13842	0.434579	5.50858	13.6559	-6.899198e+01	-3.844466e+02	-4.534386e+02
90131	0.416436	7.07182	0.0516415	1.2813	0.435766	5.50858	13.6559	-7.162813e+01	-3.839341e+02	-4.555622e+02
90132	0.416436	7.07182	0.0516415	1.24507	0.439795	5.50858	13.6559	-7.226758e+01	-3.799341e+02	-4.522017e+02
90133	0.416436	7.07182	0.0516415	1.24507	0.454872	5.50858	13.6559	-7.470594e+01	-3.786977e+02	-4.534037e+02
90134	0.436	7.30874	0.0516415	1.22468	0.454872	5.44623	13.6559	-7.597192e+01	-3.730172e+02	-4.489891e+02
90135	0.436	7.49957	0.0516415	1.22468	0.454872	5.25417	9.23474	-7.596833e+01	-3.750240e+02	-4.509923e+02
90136	0.436	7.49957	0.0516415	1.17718	0.454872	5.25417	9.23474	-7.597249e+01	-3.757708e+02	-4.517432e+02
90137	0.436	7.49957	0.0516415	1.25395	0.435806	5.34695	9.23474	-7.284666e+01	-3.774539e+02	-4.503005e+02
90138	0.436	7.62857	0.0516415	1.25706	0.435806	5.37703	9.23474	-7.354773e+01	-3.772088e+02	-4.507565e+02
90139	0.436	7.62857	0.0516415	1.30793	0.435806	5.37703	9.23474	-7.354328e+01	-3.772517e+02	-4.507950e+02
90140	0.436	7.62857	0.0516415	1.30793	0.435806	5.37703	9.23474	-7.354328e+01	-3.772517e+02	-4.507950e+02
90141	0.436	7.62857	0.0516415	1.30793	0.444696	5.37703	14.4194	-7.637168e+01	-3.726032e+02	-4.489749e+02
90142	0.436	7.62857	0.0516415	1.30793	0.443444	5.37703	10.1831	-7.493371e+01	-3.751281e+02	-4.500618e+02
90143	0.436	7.8855	0.0516415	1.30793	0.440102	5.37703	10.1831	-7.587978e+01	-3.735330e+02	-4.494128e+02
90144	0.436	7.8855	0.0516415	1.31317	0.440102	5.37703	10.1831	-7.587932e+01	-3.734357e+02	-4.493150e+02
90145	0.436	7.8855	0.0516415	1.26192	0.440102	5.37703	10.1831	-7.588380e+01	-3.762417e+02	-4.521255e+02
90146	0.388487	7.8855	0.0516415	1.26192	0.440102	5.11087	9.97239	-7.598617e+01	-3.766410e+02	-4.526271e+02
90147	0.388487	7.8855	0.0516415	1.26192	0.431645	5.11087	9.97239	-7.465710e+01	-3.787494e+02	-4.534065e+02
90148	0.388487	7.8855	0.0516415	1.26795	0.431645	5.11087	7.60819	-7.429813e+01	-3.795224e+02	-4.538205e+02
90149	0.422117	7.8855	0.0516415	1.26795	0.440417	5.11087	8.15472	-7.574039e+01	-3.746641e+02	-4.504045e+02
90150	0.422117	7.8855	0.0461333	1.2989	0.428745	5.12708	8.15472	-7.546432e+01	-3.756798e+02	-4.511441e+02
90151	0.422117	7.8855	0.0520677	1.30095	0.434666	5.12708	9.92704	-7.500848e+01	-3.742901e+02	-4.492986e+02
90152	0.422117	7.8855	0.0520677	1.31487	0.425214	4.99943	9.92704	-7.361451e+01	-3.765685e+02	-4.501830e+02
90153	0.422117	7.83863	0.0520677	1.22828	0.424703	4.91257	11.5591	-7.369200e+01	-3.787583e+02	-4.524503e+02
90154	0.426143	7.83863	0.0520677	1.33448	0.424703	4.91257	11.5591	-7.368280e+01	-3.779683e+02	-4.516511e+02
90155	0.435565	8.13756	0.0520677	1.33448	0.434958	5.03134	11.5591	-7.699440e+01	-3.726830e+02	-4.496774e+02
90156	0.413856	8.13756	0.0520677	1.33448	0.448751	5.03134	15.9482	-8.073130e+01	-3.712959e+02	-4.520272e+02
90157	0.413856	8.13756	0.0520677	1.32265	0.449962	5.03134	15.9482	-8.092923e+01	-3.710662e+02	-4.519955e+02
90158	0.413856	8.13756	0.0520677	1.31123	0.449962	5.03134	15.9482	-8.093023e+01	-3.709636e+02	-4.518938e+02
90159	0.413856	8.13756	0.0520677	1.31123	0.449962	5.03134	15.9482	-8.093023e+01	-3.709636e+02	-4.518938e+02
90160	0.413856	8.13756	0.0485941	1.29545	0.45229	5.03134	15.9482	-8.220637e+01	-3.701407e+02	-4.523471e+02
90161	0.413856	8.13756	0.0485941	1.31705	0.45229	5.36652	10.3867	-8.020388e+01	-3.688858e+02	-4.490897e+02
90162	0.425927	8.13756	0.0648242	1.31705	0.451201	5.36652	10.3867	-7.724155e+01	-3.722228e+02	-4.494643e+02
90163	0.425927	8.1197	0.0648242	1.33033	0.451201	5.36652	10.3867	-7.713094e+01	-3.724313e+02	-4.495622e+02
90164	0.425927	8.1197	0.0551314	1.33033	0.451201	5.36652	10.3867	-7.838839e+01	-3.700261e+02	-4.484145e+02
90165	0.425927	8.1197	0.0653623	1.33033	0.445134	5.36652	9.14662	-7.586811e+01	-3.741102e+02	-4.499784e+02
90166	0.425927	8.1197	0.0653623	1.31344	0.445134	5.36652	12.2029	-7.656333e+01	-3.727185e+02	-4.492818e+02
90167	0.425927	8.1197	0.0653623	1.31344	0.445134	5.36652	12.2029	-7.656333e+01	-3.727185e+02	-4.492818e+02
90168	0.425927	8.1197	0.0653623	1.31344	0.445134	5.36652	12.2029	-7.656333e+01	-3.727185e+02	-4.492818e+02
90169	0.425927	8.1197	0.060148	1.31344	0.459293	5.36652	12.5775	-7.951805e+01	-3.696306e+02	-4.491486e+02
90170	0.425927	8.1197	0.060148	1.26348	0.459293	5.36652	12.5775	-7.952242e+01	-3.719122e+02	-4.514347e+02
90171	0.425927	8.14136	0.060148	1.28349	0.4719	5.36652	12.5775	-8.178437e+01	-3.695698e+02	-4.513542e+02
90172	0.425927	8.14136	0.0495865	1.28501	0.469484	5.36652	13.8888	-8.382730e+01	-3.672227e+02	-4.510500e+02
90173	0.386462	8.05415	0.0495865	1.29558	0.469484	5.60942	8.06841	-8.177004e+01	-3.697924e+02	-4.515625e+02
90174	0.401501	8.05415	0.0495865	1.29558	0.46085	5.60942	8.06841	-8.031192e+01	-3.701425e+02	-4.504544e+02
90175	0.401501	7.74763	0.0495865	1.29558	0.466905	5.88661	8.06841	-7.937226e+01	-3.720427e+02	-4.514149e+02
90176	0.401501	7.74763	0.0528327	1.3154	0.466905	5.88661	8.06841	-7.858199e+01	-3.731002e+02	-4.516822e+02
90177	0.423096	7.74763	0.0572481	1.27821	0.466905	5.88661	9.7081	-7.801587e+01	-3.708764e+02	-4.488923e+02
90178	0.427958	7.74763	0.0476066	1.29901	0.467003	5.88661	9.7081	-8.021448e+01	-3.699832e+02	-4.501977e+02
90179	0.427958	7.74763	0.0661274	1.29901	0.479498	6.05441	9.7081	-7.909596e+01	-3.703145e+02	-4.494104e+02
90180	0.427958	7.74763	0.0661274	1.29901	0.468572	6.05441	9.7081	-7.721209e+01	-3.725434e+02	-4.497555e+02
90181	0.427958	7.74763	0.0661274	1.29901	0.477428	6.05441	9.7081	-7.873535e+01	-3.706229e+02	-4.493582e+02
90182	0.427958	7.74763	0.0442298	1.29901	0.477428	6.05441	20.6586	-8.753084e+01	-3.672210e+02	-4.547518e+02
90183	0.427958	7.40112	0.0522024	1.29901	0.477428	6.0168	10.2338	-7.888780e+01	-3.726627e+02	-4.515505e+02
90184	0.427958	7.64911	0.0522024	1.2827	0.477428	6.0168	10.2338	-8.025943e+01	-3.687669e+02	-4.490264e+02
90185	0.427958	7.47862	0.0630394	1.2827	0.475758	6.0598	10.2338	-7.729928e+01	-3.726702e+02	-4.499695e+02
90186	0.416412	7.47862	0.0630394	1.23932	0.477258	6.0598	14.4635	-7.880629e+01	-3.698379e+02	-4.486442e+02
90187	0.416412	7.47862	0.0645264	1.23932	0.477258	6.0598	14.4635	-7.867066e+01	-3.699713e+02	-4.486419e+02
90188	0.416412	7.47862	0.0645264	1.26004	0.477258	6.0598	14.4635	-7.866885e+01	-3.698814e+02	-4.485502e+02
90189	0.416412	7.47862	0.0645264	1.26004	0.477258	6.0598	14.4635	-7.866885e+01	-3.698814e+02	-4.485502e+02
90190	0.416412	7.47862	0.0645264	1.26004	0.477258	6.0598	14.4635	-7.866885e+01	-3.698814e+02	-4.485502e+02
90191	0.416412	7.47862	0.0645264	1.26004	0.472103	6.0598	13.1244	-7.730774e+01	-3.713852e+02	-4.486929e+02
90192	0.416412	7.47862	0.0645264	1.2627	0.478001	6.0598	13.1244	-7.832679e+01	-3.701896e+02	-4.485164e+02
90193	0.416412	7.47862	0.0645264	1.2754	0.482795	6.0598	13.1244	-7.916435e+01	-3.700862e+02	-4.492506e+02
90194	0.416412	7.47862	0.0645264	1.2754	0.482795	6.0598	16.712	-8.058763e+01	-3.689761e+02	-4.495637e+02
90195	0.416412	7.47862	0.0645264	1.2754	0.479474	6.0598	10.5936	-7.788792e+01	-3.718612e+02	-4.497491e+02
90196	0.416412	7.47862	0.0609232	1.2754	0.479474	6.0598	10.5936	-7.825169e+01	-3.710793e+02	-4.493310e+02
90197	0.416412	7.54799	0.0609232	1.2754	0.477819	6.11665	10.5936	-7.831518e+01	-3.705393e+02	-4.488545e+02
90198	0.416412	7.54799	0.0609232	1.2754	0.477819	6.11665	10.5936	-7.831518e+01	-3.705393e+02	-4.488545e+02
90199	0.416412	7.54799	0.0609232	1.2754	0.477819	5.93985	15.9542	-8.018473e+01	-3.684796e+02	-4.486644e+02
90200	0.416412	7.54799	0.0684147	1.2754	0.477819	5.93985	15.9542	-7.955259e+01	-3.701001e+02	-4.496527e+02
90201	0.419559	7.5529	0.0768381	1.2754	0.451427	5.93985	15.9542	-7.490135e+01	-3.765375e+02	-4.514388e+02
90202	0.419559	7.5529	0.0768381	1.2754	0.451427	5.93985	15.9542	-7.490135e+01	-3.765375e+02	-4.514388e+02
90203	0.419559	7.5529	0.0768381	1.2754	0.451427	5.92181	15.9542	-7.491111e+01	-3.763989e+02	-4.513100e+02
90204	0.419559	7.5529	0.0768381	1.2719	0.453226	5.79904	15.9542	-7.527245e+01	-3.754138e+02	-4.506863e+02
90205	0.419559	7.5529	0.0760826	1.26111	0.453226	5.79904	15.9542	-7.527697e+01	-3.752705e+02	-4.505475e+02
90206	0.413112	7.5529	0.0760826	1.28852	0.453226	5.79904	15.9542	-7.527447e+01	-3.760181e+02	-4.512926e+02
90207	0.413112	7.5529	0.0760826	1.24264	0.453226	5.79904	15.9542	-7.527848e+01	-3.758410e+02	-4.511195e+02
90208	0.41154	7.42637	0.0796484	1.24264	0.453226	5.79904	17.1403	-7.513986e+01	-3.769290e+02	-4.520689e+02
90209	0.41154	7.42637	0.0726104	1.23366	0.453226	5.74484	17.1403	-7.521852e+01	-3.756650e+02	-4.508835e+02
