iter	Krestbody_plasma(1)	VmaxC(1)	Km(1)	QurineC(1)	LnPrior	LnData	LnPosterior
90027	0.258815	3.56249	136.055	26.6337	-5.188845e+01	-4.643025e+03	-4.694913e+03
90028	0.258815	3.56249	136.055	24.9784	-5.051090e+01	-4.644346e+03	-4.694857e+03
90029	0.260315	3.55912	136.055	24.2899	-4.997559e+01	-4.645266e+03	-4.695242e+03
90030	0.260315	3.55912	142.588	24.2899	-5.515834e+01	-4.640207e+03	-4.695365e+03
90031	0.260315	3.70182	142.588	24.2899	-5.493111e+01	-4.640161e+03	-4.695092e+03
90032	0.253458	3.70182	142.588	27.2094	-5.735406e+01	-4.636613e+03	-4.693967e+03
90033	0.253458	3.70805	142.588	27.2094	-5.734427e+01	-4.636697e+03	-4.694041e+03
90034	0.253458	3.70805	142.588	24.294	-5.492432e+01	-4.638971e+03	-4.693895e+03
90035	0.253458	3.69244	142.588	24.294	-5.494890e+01	-4.638758e+03	-4.693707e+03
90036	0.253458	3.69244	142.588	24.294	-5.494890e+01	-4.638758e+03	-4.693707e+03
90037	0.253458	3.67931	142.588	24.294	-5.496962e+01	-4.638628e+03	-4.693598e+03
90038	0.253458	3.67931	142.588	26.2608	-5.656489e+01	-4.637008e+03	-4.693573e+03
90039	0.253458	3.67931	142.588	26.2608	-5.656489e+01	-4.637008e+03	-4.693573e+03
90040	0.253458	3.67931	143.623	24.7435	-5.618025e+01	-4.637448e+03	-4.693629e+03
90041	0.259331	3.60883	143.623	24.1628	-5.584054e+01	-4.639055e+03	-4.694896e+03
90042	0.259331	3.60883	143.623	24.1628	-5.584054e+01	-4.639055e+03	-4.694896e+03
90043	0.259331	3.60883	143.623	24.1628	-5.584054e+01	-4.639055e+03	-4.694896e+03
90044	0.259331	3.60883	139.723	24.1628	-5.265563e+01	-4.641497e+03	-4.694153e+03
90045	0.259331	3.60883	139.723	24.1628	-5.265563e+01	-4.641497e+03	-4.694153e+03
90046	0.259331	3.60883	143.135	22.41	-5.415139e+01	-4.640889e+03	-4.695041e+03
90047	0.259331	3.60883	143.135	25.3183	-5.634595e+01	-4.638155e+03	-4.694501e+03
90048	0.259331	3.60883	143.135	25.3183	-5.634595e+01	-4.638155e+03	-4.694501e+03
90049	0.257406	3.60883	140.731	25.3183	-5.437690e+01	-4.639214e+03	-4.693591e+03
90050	0.257406	3.60883	140.731	24.7873	-5.395096e+01	-4.639661e+03	-4.693612e+03
90051	0.271583	3.60883	140.731	24.7873	-5.395130e+01	-4.644364e+03	-4.698315e+03
90052	0.271583	3.60883	140.731	24.7873	-5.395130e+01	-4.644364e+03	-4.698315e+03
90053	0.271583	3.60883	139.86	24.7873	-5.325132e+01	-4.645515e+03	-4.698767e+03
90054	0.235799	3.60883	139.86	26.5258	-5.468694e+01	-4.642980e+03	-4.697667e+03
90055	0.235799	3.60883	139.86	20.949	-5.050715e+01	-4.647595e+03	-4.698102e+03
90056	0.235799	3.60883	139.86	22.2422	-5.136560e+01	-4.646312e+03	-4.697678e+03
90057	0.235799	3.60883	139.86	22.8504	-5.179248e+01	-4.645752e+03	-4.697544e+03
90058	0.235799	3.60883	139.86	22.8504	-5.179248e+01	-4.645752e+03	-4.697544e+03
90059	0.249272	3.60883	139.86	22.8504	-5.179277e+01	-4.641853e+03	-4.693646e+03
90060	0.249272	3.60883	139.86	22.8504	-5.179277e+01	-4.641853e+03	-4.693646e+03
90061	0.249272	3.60883	139.86	22.8504	-5.179277e+01	-4.641853e+03	-4.693646e+03
90062	0.249272	3.60883	139.86	22.8504	-5.179277e+01	-4.641853e+03	-4.693646e+03
90063	0.249272	3.60883	139.86	21.4693	-5.084481e+01	-4.643288e+03	-4.694133e+03
90064	0.249272	3.60883	139.86	21.4693	-5.084481e+01	-4.643288e+03	-4.694133e+03
90065	0.253175	3.60883	139.86	25.7446	-5.402691e+01	-4.639253e+03	-4.693280e+03
90066	0.24699	3.55624	139.86	23.4849	-5.233820e+01	-4.642076e+03	-4.694414e+03
90067	0.24699	3.55624	139.86	23.4849	-5.233820e+01	-4.642076e+03	-4.694414e+03
90068	0.24699	3.62136	139.86	21.4617	-5.081974e+01	-4.643556e+03	-4.694376e+03
90069	0.24699	3.62136	142.572	26.0681	-5.647985e+01	-4.638175e+03	-4.694655e+03
90070	0.24699	3.62136	142.572	26.0681	-5.647985e+01	-4.638175e+03	-4.694655e+03
90071	0.24699	3.62136	142.572	26.0681	-5.647985e+01	-4.638175e+03	-4.694655e+03
90072	0.24699	3.62136	142.572	21.0069	-5.272692e+01	-4.642750e+03	-4.695477e+03
90073	0.24699	3.62136	142.572	25.3122	-5.585424e+01	-4.638728e+03	-4.694582e+03
90074	0.24699	3.62136	142.572	27.6593	-5.787138e+01	-4.637073e+03	-4.694944e+03
90075	0.24699	3.52706	140.765	27.3601	-5.627802e+01	-4.640087e+03	-4.696365e+03
90076	0.24699	3.56212	140.765	27.3601	-5.622143e+01	-4.638897e+03	-4.695118e+03
90077	0.249175	3.56212	140.765	27.3601	-5.622148e+01	-4.638401e+03	-4.694623e+03
90078	0.249175	3.56212	140.765	27.3601	-5.622148e+01	-4.638401e+03	-4.694623e+03
90079	0.249175	3.56212	140.765	25.6625	-5.476078e+01	-4.639586e+03	-4.694347e+03
90080	0.249175	3.56212	140.765	25.6625	-5.476078e+01	-4.639586e+03	-4.694347e+03
90081	0.249175	3.56212	135.035	25.6625	-5.029686e+01	-4.644103e+03	-4.694400e+03
90082	0.249175	3.56212	135.035	26.0974	-5.066006e+01	-4.643818e+03	-4.694478e+03
90083	0.249175	3.56212	135.035	26.0974	-5.066006e+01	-4.643818e+03	-4.694478e+03
90084	0.249175	3.56212	135.035	26.0974	-5.066006e+01	-4.643818e+03	-4.694478e+03
90085	0.249175	3.56212	135.035	24.3674	-4.926000e+01	-4.645162e+03	-4.694422e+03
90086	0.249175	3.56212	140.698	24.3674	-5.366970e+01	-4.640604e+03	-4.694273e+03
90087	0.249175	3.56212	136.702	23.4992	-4.986748e+01	-4.643752e+03	-4.693619e+03
90088	0.249175	3.56212	136.702	25.4237	-5.136558e+01	-4.642134e+03	-4.693499e+03
90089	0.249175	3.56212	136.702	25.4237	-5.136558e+01	-4.642134e+03	-4.693499e+03
90090	0.249175	3.56212	136.702	25.4237	-5.136558e+01	-4.642134e+03	-4.693499e+03
90091	0.249175	3.56212	136.702	25.0258	-5.104371e+01	-4.642456e+03	-4.693500e+03
90092	0.249175	3.56212	136.702	25.0258	-5.104371e+01	-4.642456e+03	-4.693500e+03
90093	0.249175	3.63001	136.702	25.0296	-5.093810e+01	-4.644220e+03	-4.695158e+03
90094	0.249175	3.42348	136.702	25.0296	-5.127232e+01	-4.644268e+03	-4.695541e+03
90095	0.247777	3.42348	132.037	25.0296	-4.780310e+01	-4.645984e+03	-4.693787e+03
90096	0.247777	3.42348	132.037	25.0296	-4.780310e+01	-4.645984e+03	-4.693787e+03
90097	0.247257	3.42348	132.037	24.1061	-4.708019e+01	-4.646810e+03	-4.693890e+03
90098	0.247257	3.42348	132.037	24.1061	-4.708019e+01	-4.646810e+03	-4.693890e+03
90099	0.247257	3.42348	132.785	24.1061	-4.762132e+01	-4.646225e+03	-4.693846e+03
90100	0.247257	3.42348	132.785	29.697	-5.251929e+01	-4.642446e+03	-4.694965e+03
90101	0.247257	3.42348	132.785	29.697	-5.251929e+01	-4.642446e+03	-4.694965e+03
90102	0.247257	3.42348	132.785	24.9652	-4.829265e+01	-4.645503e+03	-4.693795e+03
90103	0.247257	3.42348	132.785	24.9535	-4.828338e+01	-4.645512e+03	-4.693795e+03
90104	0.247257	3.42348	132.785	27.6297	-5.056252e+01	-4.643602e+03	-4.694164e+03
90105	0.247257	3.42348	131.701	26.075	-4.842056e+01	-4.645555e+03	-4.693975e+03
90106	0.2476	3.42348	131.701	23.8875	-4.667224e+01	-4.647261e+03	-4.693933e+03
90107	0.2476	3.42348	131.701	23.8875	-4.667224e+01	-4.647261e+03	-4.693933e+03
90108	0.2476	3.42348	131.701	26.5973	-4.886632e+01	-4.645133e+03	-4.694000e+03
90109	0.2476	3.42348	131.701	26.5973	-4.886632e+01	-4.645133e+03	-4.694000e+03
90110	0.258798	3.48626	141.267	26.5973	-5.608076e+01	-4.640618e+03	-4.696698e+03
90111	0.258798	3.48626	141.267	26.9192	-5.636091e+01	-4.640389e+03	-4.696750e+03
90112	0.262737	3.48626	141.267	25.4684	-5.513113e+01	-4.641637e+03	-4.696768e+03
90113	0.262737	3.54257	136.664	25.4684	-5.140456e+01	-4.643590e+03	-4.694995e+03
90114	0.246409	3.54257	136.664	27.178	-5.286236e+01	-4.641070e+03	-4.693933e+03
90115	0.246409	3.54257	136.664	28.7458	-5.430233e+01	-4.640093e+03	-4.694395e+03
90116	0.246409	3.54257	136.664	25.7026	-5.159704e+01	-4.642091e+03	-4.693688e+03
90117	0.246409	3.54257	136.664	22.1587	-4.891345e+01	-4.645218e+03	-4.694131e+03
90118	0.246409	3.54257	136.664	22.1587	-4.891345e+01	-4.645218e+03	-4.694131e+03
90119	0.246409	3.57257	136.664	22.32	-4.897637e+01	-4.645318e+03	-4.694294e+03
90120	0.246409	3.57257	136.664	21.7575	-4.859299e+01	-4.645878e+03	-4.694471e+03
90121	0.246409	3.57257	136.664	26.749	-5.243715e+01	-4.641594e+03	-4.694031e+03
90122	0.246409	3.57257	136.664	22.007	-4.876154e+01	-4.645639e+03	-4.694400e+03
90123	0.244413	3.57257	136.664	26.556	-5.226990e+01	-4.642070e+03	-4.694340e+03
90124	0.247398	3.57257	136.664	21.3486	-4.832228e+01	-4.646270e+03	-4.694592e+03
90125	0.247398	3.57257	136.664	26.5826	-5.229295e+01	-4.641609e+03	-4.693902e+03
90126	0.247398	3.57257	136.664	26.5826	-5.229295e+01	-4.641609e+03	-4.693902e+03
90127	0.247398	3.49554	136.664	26.5826	-5.241747e+01	-4.641562e+03	-4.693979e+03
90128	0.247398	3.49554	136.664	23.4037	-4.987520e+01	-4.644063e+03	-4.693938e+03
90129	0.247398	3.49554	136.664	23.4037	-4.987520e+01	-4.644063e+03	-4.693938e+03
90130	0.247398	3.49554	136.48	27.165	-5.278680e+01	-4.641237e+03	-4.694023e+03
90131	0.247398	3.49554	136.48	27.165	-5.278680e+01	-4.641237e+03	-4.694023e+03
90132	0.247398	3.49554	136.48	27.165	-5.278680e+01	-4.641237e+03	-4.694023e+03
90133	0.246498	3.49554	136.34	27.165	-5.267914e+01	-4.641481e+03	-4.694160e+03
90134	0.246498	3.49554	136.34	27.3463	-5.284047e+01	-4.641368e+03	-4.694208e+03
90135	0.246498	3.49554	136.34	27.3463	-5.284047e+01	-4.641368e+03	-4.694208e+03
90136	0.246498	3.49554	136.34	27.3463	-5.284047e+01	-4.641368e+03	-4.694208e+03
90137	0.246498	3.49554	136.34	22.2499	-4.880455e+01	-4.645483e+03	-4.694287e+03
90138	0.246498	3.57517	136.34	22.2499	-4.867585e+01	-4.645794e+03	-4.694470e+03
90139	0.260833	3.57517	136.34	22.2499	-4.867618e+01	-4.647629e+03	-4.696305e+03
90140	0.260833	3.57517	139.779	26.2501	-5.444091e+01	-4.639671e+03	-4.694112e+03
90141	0.260833	3.57517	139.779	24.2997	-5.285918e+01	-4.641317e+03	-4.694176e+03
90142	0.260833	3.47446	139.779	24.2997	-5.302219e+01	-4.642614e+03	-4.695637e+03
90143	0.260833	3.47446	139.779	24.2997	-5.302219e+01	-4.642614e+03	-4.695637e+03
90144	0.260833	3.47446	138.468	23.0613	-5.106002e+01	-4.643849e+03	-4.694909e+03
90145	0.260833	3.47446	138.468	23.0613	-5.106002e+01	-4.643849e+03	-4.694909e+03
90146	0.260833	3.47446	138.468	22.5576	-5.070119e+01	-4.644394e+03	-4.695096e+03
90147	0.260833	3.47446	138.468	17.6715	-4.774713e+01	-4.651212e+03	-4.698959e+03
90148	0.260833	3.47446	137.881	17.6715	-4.728769e+01	-4.651383e+03	-4.698671e+03
90149	0.260833	3.47446	137.881	18.5002	-4.772148e+01	-4.649943e+03	-4.697665e+03
90150	0.260833	3.47446	137.881	18.5002	-4.772148e+01	-4.649943e+03	-4.697665e+03
90151	0.260833	3.47446	137.881	18.5002	-4.772148e+01	-4.649943e+03	-4.697665e+03
90152	0.253691	3.44922	137.881	18.5002	-4.776258e+01	-4.650050e+03	-4.697813e+03
90153	0.253691	3.44922	137.881	18.5002	-4.776258e+01	-4.650050e+03	-4.697813e+03
90154	0.253691	3.44922	137.881	18.5002	-4.776258e+01	-4.650050e+03	-4.697813e+03
90155	0.253691	3.44922	137.881	18.8244	-4.793974e+01	-4.649542e+03	-4.697482e+03
90156	0.253691	3.44922	137.881	18.8244	-4.793974e+01	-4.649542e+03	-4.697482e+03
90157	0.258338	3.44922	137.881	26.646	-5.348860e+01	-4.641317e+03	-4.694806e+03
90158	0.258338	3.48014	137.914	25.9555	-5.287539e+01	-4.641129e+03	-4.694004e+03
90159	0.258338	3.51042	137.914	27.5628	-5.422504e+01	-4.639593e+03	-4.693818e+03
90160	0.258338	3.51042	137.914	27.5628	-5.422504e+01	-4.639593e+03	-4.693818e+03
90161	0.258338	3.51042	135.085	27.5628	-5.206115e+01	-4.642220e+03	-4.694281e+03
90162	0.258338	3.51042	135.085	22.9716	-4.833916e+01	-4.646074e+03	-4.694414e+03
90163	0.258338	3.48387	138.952	23.8854	-5.203437e+01	-4.642576e+03	-4.694610e+03
90164	0.258338	3.48387	138.516	23.8854	-5.169130e+01	-4.642636e+03	-4.694327e+03
90165	0.258338	3.48387	138.516	24.1533	-5.189507e+01	-4.642378e+03	-4.694273e+03
90166	0.258338	3.48387	138.516	26.4823	-5.378791e+01	-4.640467e+03	-4.694255e+03
90167	0.258338	3.48387	138.516	26.4823	-5.378791e+01	-4.640467e+03	-4.694255e+03
90168	0.258338	3.48387	138.516	25.1681	-5.269313e+01	-4.641516e+03	-4.694209e+03
90169	0.251167	3.53155	138.516	25.1681	-5.261557e+01	-4.640831e+03	-4.693446e+03
90170	0.251167	3.53155	138.516	21.1415	-4.969148e+01	-4.644700e+03	-4.694391e+03
90171	0.251167	3.53155	138.516	21.1415	-4.969148e+01	-4.644700e+03	-4.694391e+03
90172	0.251167	3.53155	138.516	29.7037	-5.668605e+01	-4.637824e+03	-4.694510e+03
90173	0.246137	3.53155	138.516	29.7037	-5.668594e+01	-4.638778e+03	-4.695464e+03
90174	0.246137	3.53155	139.077	29.7037	-5.712728e+01	-4.638673e+03	-4.695800e+03
90175	0.246137	3.63322	139.077	25.458	-5.312929e+01	-4.640815e+03	-4.693944e+03
90176	0.246137	3.63322	139.077	24.2915	-5.220191e+01	-4.641744e+03	-4.693946e+03
90177	0.246137	3.59488	141.612	24.2915	-5.429986e+01	-4.640438e+03	-4.694737e+03
90178	0.246137	3.59488	141.912	25.7323	-5.569882e+01	-4.639330e+03	-4.695029e+03
90179	0.246137	3.59488	141.912	25.5091	-5.551467e+01	-4.639473e+03	-4.694987e+03
90180	0.246137	3.75594	141.912	21.2459	-5.212615e+01	-4.643880e+03	-4.696006e+03
90181	0.246137	3.71064	141.912	26.1845	-5.589424e+01	-4.638317e+03	-4.694211e+03
90182	0.246137	3.71064	141.912	28.4032	-5.787274e+01	-4.636881e+03	-4.694754e+03
90183	0.246137	3.71064	141.912	27.9917	-5.749091e+01	-4.637138e+03	-4.694628e+03
90184	0.246137	3.75453	141.912	27.9917	-5.742213e+01	-4.638083e+03	-4.695505e+03
90185	0.246137	3.62216	141.912	27.9917	-5.763100e+01	-4.637226e+03	-4.694857e+03
90186	0.246137	3.62216	141.912	27.9917	-5.763100e+01	-4.637226e+03	-4.694857e+03
90187	0.246137	3.62216	141.912	27.9917	-5.763100e+01	-4.637226e+03	-4.694857e+03
90188	0.253298	3.64621	141.912	26.5197	-5.628251e+01	-4.637213e+03	-4.693495e+03
90189	0.253298	3.64621	141.912	24.5484	-5.466335e+01	-4.638751e+03	-4.693414e+03
90190	0.253298	3.64621	141.912	24.5484	-5.466335e+01	-4.638751e+03	-4.693414e+03
90191	0.253337	3.7761	142.563	24.5484	-5.499483e+01	-4.640741e+03	-4.695736e+03
90192	0.247269	3.7761	142.563	23.1429	-5.393518e+01	-4.641512e+03	-4.695448e+03
90193	0.249435	3.7761	142.563	28.4707	-5.836939e+01	-4.637464e+03	-4.695834e+03
90194	0.249435	3.61033	142.563	23.3112	-5.431934e+01	-4.640180e+03	-4.694499e+03
90195	0.249435	3.61033	142.563	23.3112	-5.431934e+01	-4.640180e+03	-4.694499e+03
90196	0.257958	3.61033	142.563	23.3112	-5.431953e+01	-4.639989e+03	-4.694308e+03
90197	0.257958	3.61033	142.563	26.43	-5.679838e+01	-4.637303e+03	-4.694101e+03
90198	0.257958	3.61033	142.563	24.7711	-5.543146e+01	-4.638636e+03	-4.694067e+03
90199	0.257958	3.61033	142.563	25.6768	-5.616407e+01	-4.637885e+03	-4.694049e+03
90200	0.257958	3.64342	142.18	25.6768	-5.579520e+01	-4.638061e+03	-4.693856e+03
90201	0.259284	3.64342	142.18	25.6768	-5.579523e+01	-4.638253e+03	-4.694049e+03
90202	0.251525	3.64342	142.18	25.6768	-5.579505e+01	-4.637673e+03	-4.693468e+03
90203	0.251525	3.64342	142.18	21.8218	-5.290395e+01	-4.641220e+03	-4.694124e+03
90204	0.251525	3.64342	142.18	23.4641	-5.406299e+01	-4.639616e+03	-4.693679e+03
90205	0.251525	3.64342	142.18	23.4641	-5.406299e+01	-4.639616e+03	-4.693679e+03
90206	0.251525	3.64342	142.18	23.3322	-5.396585e+01	-4.639688e+03	-4.693654e+03
90207	0.251525	3.67783	142.18	23.3322	-5.391133e+01	-4.639766e+03	-4.693677e+03
90208	0.251525	3.67783	142.18	23.3322	-5.391133e+01	-4.639766e+03	-4.693677e+03
90209	0.251525	3.65552	142.18	23.3322	-5.394665e+01	-4.639648e+03	-4.693594e+03
90210	0.251525	3.65552	142.18	23.1083	-5.378349e+01	-4.639880e+03	-4.693664e+03
90211	0.251525	3.65552	139.999	27.1258	-5.524805e+01	-4.638681e+03	-4.693929e+03
90212	0.251525	3.65552	141.06	27.1258	-5.610235e+01	-4.637554e+03	-4.693657e+03
90213	0.251525	3.65552	141.06	27.1258	-5.610235e+01	-4.637554e+03	-4.693657e+03
90214	0.249347	3.65552	141.06	27.1258	-5.610230e+01	-4.637603e+03	-4.693705e+03
90215	0.249347	3.65552	141.06	27.1258	-5.610230e+01	-4.637603e+03	-4.693705e+03
90216	0.249347	3.65552	141.06	24.931	-5.425619e+01	-4.639235e+03	-4.693491e+03
90217	0.249347	3.58012	141.06	24.931	-5.437649e+01	-4.639660e+03	-4.694036e+03
90218	0.255117	3.58012	141.06	24.931	-5.437662e+01	-4.639259e+03	-4.693636e+03
90219	0.255117	3.58012	141.06	29.1952	-5.813994e+01	-4.636308e+03	-4.694448e+03
90220	0.255117	3.58012	141.06	23.8873	-5.356634e+01	-4.640189e+03	-4.693756e+03
90221	0.255117	3.58012	141.06	23.8873	-5.356634e+01	-4.640189e+03	-4.693756e+03
90222	0.255117	3.58012	141.06	24.4799	-5.402104e+01	-4.639656e+03	-4.693677e+03
90223	0.255117	3.58012	141.06	23.3317	-5.315276e+01	-4.640731e+03	-4.693883e+03
90224	0.255117	3.58012	141.06	23.3317	-5.315276e+01	-4.640731e+03	-4.693883e+03
90225	0.255117	3.58012	141.06	21.5206	-5.189035e+01	-4.642599e+03	-4.694489e+03
90226	0.255117	3.58012	141.06	27.9649	-5.697944e+01	-4.637051e+03	-4.694030e+03
90227	0.255117	3.58012	141.06	21.1949	-5.167723e+01	-4.642965e+03	-4.694642e+03
90228	0.255117	3.58012	141.06	21.4906	-5.187052e+01	-4.642664e+03	-4.694535e+03
90229	0.245184	3.64072	138.3	22.5155	-5.027163e+01	-4.644557e+03	-4.694829e+03
90230	0.245184	3.64072	138.3	22.5155	-5.027163e+01	-4.644557e+03	-4.694829e+03
90231	0.245184	3.64072	138.3	22.0901	-4.997718e+01	-4.644970e+03	-4.694948e+03
90232	0.245184	3.64072	138.3	22.0901	-4.997718e+01	-4.644970e+03	-4.694948e+03
90233	0.245184	3.50318	138.3	22.0901	-5.019821e+01	-4.645340e+03	-4.695538e+03
90234	0.264715	3.50318	138.3	22.0901	-5.019865e+01	-4.645492e+03	-4.695691e+03
90235	0.264715	3.50318	137.745	26.0373	-5.277564e+01	-4.642095e+03	-4.694871e+03
90236	0.264715	3.50318	137.745	26.0373	-5.277564e+01	-4.642095e+03	-4.694871e+03
90237	0.264715	3.50318	137.745	26.0373	-5.277564e+01	-4.642095e+03	-4.694871e+03
90238	0.25789	3.50318	137.745	26.0373	-5.277548e+01	-4.640767e+03	-4.693542e+03
90239	0.25789	3.50318	138.911	26.7584	-5.430553e+01	-4.639808e+03	-4.694113e+03
90240	0.25789	3.50318	138.911	26.7584	-5.430553e+01	-4.639808e+03	-4.694113e+03
90241	0.25789	3.50318	138.911	26.7584	-5.430553e+01	-4.639808e+03	-4.694113e+03
90242	0.249518	3.62766	138.911	26.7584	-5.410509e+01	-4.639651e+03	-4.693756e+03
90243	0.249518	3.62766	138.911	26.7584	-5.410509e+01	-4.639651e+03	-4.693756e+03
90244	0.249518	3.62766	138.911	24.3422	-5.211899e+01	-4.641553e+03	-4.693672e+03
90245	0.249518	3.63425	138.911	22.1204	-5.048823e+01	-4.643814e+03	-4.694302e+03
90246	0.249518	3.63425	145.041	22.1204	-5.551371e+01	-4.640695e+03	-4.696209e+03
90247	0.249518	3.63425	145.041	22.1204	-5.551371e+01	-4.640695e+03	-4.696209e+03
90248	0.247222	3.76897	145.041	22.1204	-5.530152e+01	-4.639404e+03	-4.694706e+03
90249	0.247222	3.76897	145.041	22.1204	-5.530152e+01	-4.639404e+03	-4.694706e+03
90250	0.241046	3.76897	145.041	22.5348	-5.558860e+01	-4.640103e+03	-4.695692e+03
90251	0.241046	3.76897	145.041	23.4656	-5.625881e+01	-4.639248e+03	-4.695507e+03
90252	0.241046	3.76897	145.041	23.4656	-5.625881e+01	-4.639248e+03	-4.695507e+03
90253	0.241046	3.76897	145.041	26.9031	-5.903411e+01	-4.636634e+03	-4.695668e+03
90254	0.242856	3.76897	145.041	26.9031	-5.903415e+01	-4.636147e+03	-4.695182e+03
90255	0.242856	3.76897	145.041	26.9031	-5.903415e+01	-4.636147e+03	-4.695182e+03
90256	0.242856	3.70795	145.041	26.9031	-5.912968e+01	-4.636576e+03	-4.695706e+03
90257	0.242856	3.75222	145.041	22.5767	-5.564420e+01	-4.639578e+03	-4.695222e+03
90258	0.258347	3.79191	145.041	23.8263	-5.649250e+01	-4.639204e+03	-4.695696e+03
90259	0.258347	3.79191	145.041	25.8075	-5.806296e+01	-4.637475e+03	-4.695538e+03
90260	0.258347	3.88537	145.041	26.8626	-5.881945e+01	-4.640798e+03	-4.699618e+03
90261	0.258347	3.73797	147.44	28.3169	-6.243017e+01	-4.632846e+03	-4.695277e+03
90262	0.258347	3.73797	147.44	27.1695	-6.138638e+01	-4.633654e+03	-4.695040e+03
90263	0.258347	3.73797	147.44	27.1695	-6.138638e+01	-4.633654e+03	-4.695040e+03
90264	0.258347	3.73797	147.44	27.1695	-6.138638e+01	-4.633654e+03	-4.695040e+03
90265	0.258347	3.73797	147.44	27.1695	-6.138638e+01	-4.633654e+03	-4.695040e+03
90266	0.258347	3.73797	147.44	27.1695	-6.138638e+01	-4.633654e+03	-4.695040e+03
90267	0.258347	3.81571	145.995	23.6098	-5.710898e+01	-4.638829e+03	-4.695938e+03
90268	0.258347	3.81571	149.91	26.329	-6.272453e+01	-4.632691e+03	-4.695416e+03
90269	0.258347	3.81571	149.91	26.8657	-6.318823e+01	-4.632279e+03	-4.695467e+03
90270	0.258347	3.81571	149.91	27.7682	-6.399384e+01	-4.631637e+03	-4.695631e+03
90271	0.258347	3.81571	150.24	25.7955	-6.257247e+01	-4.632911e+03	-4.695483e+03
90272	0.258347	3.81571	150.24	25.7955	-6.257247e+01	-4.632911e+03	-4.695483e+03
90273	0.258347	3.81571	150.24	25.7955	-6.257247e+01	-4.632911e+03	-4.695483e+03
90274	0.258347	3.81571	150.24	24.296	-6.137013e+01	-4.634202e+03	-4.695572e+03
90275	0.260431	3.88978	150.24	24.296	-6.125634e+01	-4.635321e+03	-4.696577e+03
90276	0.260431	3.88978	150.24	30.3838	-6.669639e+01	-4.630882e+03	-4.697579e+03
90277	0.260718	3.88978	150.24	25.0909	-6.188251e+01	-4.634698e+03	-4.696580e+03
90278	0.260718	3.88978	150.24	25.0909	-6.188251e+01	-4.634698e+03	-4.696580e+03
90279	0.260718	3.86705	150.24	30.9961	-6.736036e+01	-4.630212e+03	-4.697572e+03
90280	0.260718	3.86705	150.24	25.1291	-6.194801e+01	-4.634249e+03	-4.696197e+03
90281	0.260718	3.86705	150.24	25.1291	-6.194801e+01	-4.634249e+03	-4.696197e+03
90282	0.260718	3.86705	150.24	28.9415	-6.530833e+01	-4.631418e+03	-4.696726e+03
