iter	Krestbody_plasma(1)	VmaxC(1)	Km(1)	QurineC(1)	LnPrior	LnData	LnPosterior
0	0.542349	8.71379	65.7545	3.66259	-8.845666e+00	-9.444759e+03	-9.453605e+03
90001	0.245335	3.57771	139.798	19.6761	-4.972801e+01	-4.646212e+03	-4.695940e+03
90002	0.245335	3.57771	139.798	19.6761	-4.972801e+01	-4.646212e+03	-4.695940e+03
90003	0.245335	3.57771	140.161	22.4627	-5.180965e+01	-4.642949e+03	-4.694758e+03
90004	0.245335	3.57771	140.161	22.4627	-5.180965e+01	-4.642949e+03	-4.694758e+03
90005	0.245335	3.6315	140.161	22.4627	-5.172365e+01	-4.642582e+03	-4.694305e+03
90006	0.245335	3.6733	140.161	22.4627	-5.165732e+01	-4.642955e+03	-4.694613e+03
90007	0.245335	3.66784	140.161	23.5314	-5.243528e+01	-4.641850e+03	-4.694285e+03
90008	0.245335	3.66784	140.161	23.5314	-5.243528e+01	-4.641850e+03	-4.694285e+03
90009	0.245335	3.63444	140.008	23.5314	-5.236576e+01	-4.641653e+03	-4.694018e+03
90010	0.245335	3.63444	140.008	26.3864	-5.464506e+01	-4.639408e+03	-4.694053e+03
90011	0.242671	3.63172	140.008	26.3864	-5.464933e+01	-4.639998e+03	-4.694647e+03
90012	0.242671	3.63172	140.008	26.3864	-5.464933e+01	-4.639998e+03	-4.694647e+03
90013	0.246888	3.63172	140.008	26.3864	-5.464942e+01	-4.639135e+03	-4.693785e+03
90014	0.25577	3.63172	140.008	26.3864	-5.464962e+01	-4.639093e+03	-4.693742e+03
90015	0.25577	3.63172	140.008	26.6724	-5.489590e+01	-4.638925e+03	-4.693821e+03
90016	0.240821	3.63172	140.008	26.6724	-5.489557e+01	-4.640379e+03	-4.695274e+03
90017	0.240821	3.58978	140.008	23.8145	-5.264843e+01	-4.642943e+03	-4.695591e+03
90018	0.240821	3.58978	140.08	23.8145	-5.270652e+01	-4.642934e+03	-4.695641e+03
90019	0.240821	3.58978	140.08	23.8145	-5.270652e+01	-4.642934e+03	-4.695641e+03
90020	0.240821	3.58978	136.055	23.8145	-4.956359e+01	-4.645925e+03	-4.695488e+03
90021	0.240821	3.58863	136.055	23.8145	-4.956543e+01	-4.645909e+03	-4.695474e+03
90022	0.240821	3.52711	136.055	23.8145	-4.966451e+01	-4.645468e+03	-4.695132e+03
90023	0.240821	3.52711	136.055	24.3418	-5.006690e+01	-4.645035e+03	-4.695102e+03
90024	0.240821	3.52711	136.055	25.3043	-5.083016e+01	-4.644290e+03	-4.695121e+03
90025	0.240821	3.52711	136.055	25.3043	-5.083016e+01	-4.644290e+03	-4.695121e+03
90026	0.258815	3.52711	136.055	22.7453	-4.888311e+01	-4.645543e+03	-4.694426e+03
