iter	Vehrc(1)	Kehr(1)	kfeces(1)	kbile(1)	kgutabs(1)	LnPrior	LnData	LnPosterior
90142	0.719105	0.0897847	0.0489695	0.0150324	0.574892	8.247855e+00	-1.720624e+02	-1.638146e+02
90143	0.719105	0.0897847	0.0489695	0.0150324	0.574892	8.247855e+00	-1.720624e+02	-1.638146e+02
90144	0.719105	0.0897847	0.0489695	0.0150324	0.574892	8.247855e+00	-1.720624e+02	-1.638146e+02
90145	0.719105	0.0897847	0.0489695	0.0150324	3.15744	8.593488e+00	-1.722875e+02	-1.636940e+02
90146	0.719105	0.0829301	0.0489695	0.0140025	1.55428	8.913423e+00	-1.732518e+02	-1.643383e+02
90147	0.687785	0.0919897	0.0489695	0.0140025	1.55428	9.467540e+00	-1.729280e+02	-1.634605e+02
90148	0.737679	0.0919897	0.0489695	0.0140025	1.11354	8.611492e+00	-1.725423e+02	-1.639308e+02
90149	0.70232	0.0919897	0.0618326	0.0140025	1.11354	8.341062e+00	-1.721311e+02	-1.637900e+02
90150	0.70232	0.0919897	0.0618326	0.0140025	3.97314	6.787323e+00	-1.722919e+02	-1.655046e+02
90151	0.70232	0.0937833	0.0618326	0.0140025	3.05671	8.123882e+00	-1.723385e+02	-1.642146e+02
90152	0.674315	0.0937833	0.0618326	0.0357355	1.53528	8.805022e+00	-1.753499e+02	-1.665449e+02
90153	0.674315	0.0884433	0.0618326	0.0482262	2.12074	8.922264e+00	-1.747747e+02	-1.658524e+02
90154	0.674315	0.0884433	0.0618326	0.0482262	3.08478	8.341174e+00	-1.749180e+02	-1.665768e+02
90155	0.674315	0.0884433	0.0345432	0.0482262	2.81179	8.105533e+00	-1.749008e+02	-1.667953e+02
90156	0.674315	0.0884433	0.0672029	0.0036441	2.96245	7.728092e+00	-1.731804e+02	-1.654524e+02
90157	0.674315	0.0884433	0.0672029	0.0036441	2.96245	7.728092e+00	-1.731804e+02	-1.654524e+02
90158	0.674315	0.0884433	0.0727528	0.0036441	1.9041	7.077895e+00	-1.731666e+02	-1.660887e+02
90159	0.671727	0.0822646	0.0370782	0.00613674	0.968521	8.041816e+00	-1.727136e+02	-1.646718e+02
90160	0.671727	0.0822646	0.0370782	0.0254383	2.57002	8.424035e+00	-1.733552e+02	-1.649312e+02
90161	0.671727	0.0830026	0.0370782	0.0254383	2.57002	8.478398e+00	-1.734302e+02	-1.649518e+02
90162	0.671727	0.0830026	0.0370782	0.0254383	2.57002	8.478398e+00	-1.734302e+02	-1.649518e+02
90163	0.671727	0.0808283	0.0517158	0.0254383	2.57002	9.122763e+00	-1.732238e+02	-1.641011e+02
90164	0.68828	0.0808283	0.0517158	0.0657166	0.761137	8.224428e+00	-1.731090e+02	-1.648846e+02
90165	0.682204	0.0870852	0.0462625	0.0657166	0.992794	8.859378e+00	-1.740930e+02	-1.652336e+02
90166	0.703729	0.0870852	0.0462625	0.056213	0.424991	7.987001e+00	-1.725158e+02	-1.645288e+02
90167	0.703729	0.0834439	0.0435259	0.0746186	0.66085	7.887900e+00	-1.729326e+02	-1.650447e+02
90168	0.703729	0.0834439	0.0435259	0.0746186	0.458443	7.596363e+00	-1.727979e+02	-1.652015e+02
90169	0.703729	0.0834439	0.0435259	0.0746186	1.94216	8.782889e+00	-1.735442e+02	-1.647613e+02
90170	0.703729	0.0834439	0.0435259	0.0499335	1.94216	8.945949e+00	-1.730676e+02	-1.641217e+02
90171	0.703729	0.0965528	0.0435259	0.0499335	1.94216	8.946170e+00	-1.735774e+02	-1.646313e+02
90172	0.715418	0.0965528	0.0471755	0.0679007	2.3893	8.804415e+00	-1.735679e+02	-1.647635e+02
90173	0.715418	0.0965528	0.0668774	0.0221212	2.43103	7.581865e+00	-1.721820e+02	-1.646002e+02
90174	0.715418	0.0965528	0.0668774	0.0221212	2.43103	7.581865e+00	-1.721820e+02	-1.646002e+02
90175	0.715418	0.0965528	0.0444789	0.0221212	2.43103	8.853677e+00	-1.721888e+02	-1.633352e+02
90176	0.715418	0.0965528	0.0444789	0.0221212	1.81497	8.929454e+00	-1.721263e+02	-1.631969e+02
90177	0.715418	0.0836931	0.0444789	0.0262846	1.81497	8.942527e+00	-1.730088e+02	-1.640663e+02
90178	0.715418	0.0836931	0.0593461	0.0262846	2.20982	8.653297e+00	-1.730571e+02	-1.644038e+02
90179	0.741193	0.0870617	0.0593461	0.0533033	2.30149	8.371303e+00	-1.742465e+02	-1.658752e+02
90180	0.709951	0.0870617	0.0593461	0.0533033	2.64028	8.604091e+00	-1.731219e+02	-1.645178e+02
90181	0.709951	0.0870617	0.0499777	0.0533033	2.64028	9.040840e+00	-1.731300e+02	-1.640891e+02
90182	0.709951	0.0857096	0.0499777	0.00315679	2.64028	9.056454e+00	-1.722554e+02	-1.631989e+02
90183	0.709951	0.0937531	0.0499777	0.00315679	0.556793	8.241622e+00	-1.717343e+02	-1.634927e+02
90184	0.709951	0.0903097	0.0499777	0.00386657	0.556793	8.313399e+00	-1.718255e+02	-1.635121e+02
90185	0.709951	0.0903097	0.0562086	0.00386657	2.55438	9.008419e+00	-1.718730e+02	-1.628646e+02
90186	0.709951	0.0903097	0.0556906	0.00386657	1.88824	9.186662e+00	-1.718615e+02	-1.626748e+02
90187	0.709951	0.0903097	0.0556906	0.0307711	0.983986	8.688036e+00	-1.722300e+02	-1.635420e+02
90188	0.709951	0.0903097	0.0556906	0.00277905	1.39953	9.009793e+00	-1.718331e+02	-1.628233e+02
90189	0.709951	0.0903097	0.0556906	0.00277905	0.978363	8.668202e+00	-1.718247e+02	-1.631565e+02
90190	0.691919	0.0903097	0.0556906	0.07326	1.93521	9.171530e+00	-1.743905e+02	-1.652190e+02
90191	0.691919	0.0837295	0.0556906	0.0745075	1.34151	8.750207e+00	-1.735513e+02	-1.648011e+02
90192	0.691919	0.0850977	0.0528371	0.0745075	1.64179	9.100957e+00	-1.737638e+02	-1.646629e+02
90193	0.691919	0.0850977	0.0528371	0.0302637	1.50665	9.267302e+00	-1.726576e+02	-1.633903e+02
90194	0.691919	0.0850977	0.0528371	0.0302637	2.62695	9.192462e+00	-1.728098e+02	-1.636174e+02
90195	0.718784	0.084555	0.0528371	0.0345529	3.29301	8.233650e+00	-1.733221e+02	-1.650884e+02
90196	0.718784	0.084555	0.0528371	0.0230696	3.29301	8.249460e+00	-1.731474e+02	-1.648980e+02
90197	0.718784	0.084555	0.0528371	0.0445203	3.29301	8.203223e+00	-1.734839e+02	-1.652807e+02
90198	0.718784	0.0944793	0.0528371	0.0445203	3.29301	8.251141e+00	-1.728012e+02	-1.645501e+02
90199	0.718784	0.0944793	0.0528371	0.030066	3.68984	7.698356e+00	-1.724233e+02	-1.647250e+02
90200	0.718784	0.0944793	0.0528371	0.0497326	3.68984	7.637208e+00	-1.730047e+02	-1.653675e+02
90201	0.707195	0.076376	0.0528371	0.0497326	3.68984	6.940399e+00	-1.744642e+02	-1.675238e+02
90202	0.707195	0.076376	0.0528371	0.034388	3.50731	7.285080e+00	-1.742637e+02	-1.669786e+02
90203	0.707195	0.0854555	0.0528371	0.034388	3.55417	8.038146e+00	-1.728908e+02	-1.648527e+02
90204	0.707195	0.0854555	0.0528371	0.0825374	1.74243	8.923332e+00	-1.735600e+02	-1.646367e+02
90205	0.707195	0.0854555	0.0528371	0.0644463	2.26202	9.073382e+00	-1.733469e+02	-1.642735e+02
90206	0.732646	0.0959575	0.0528371	0.0644463	2.85733	8.360807e+00	-1.731049e+02	-1.647441e+02
90207	0.732646	0.0994966	0.0545698	0.0957545	1.10613	7.697173e+00	-1.732447e+02	-1.655476e+02
90208	0.732646	0.0994966	0.0545698	0.0562576	1.10613	8.042807e+00	-1.723515e+02	-1.643087e+02
90209	0.72174	0.0893583	0.0585317	0.0645725	1.31863	8.485714e+00	-1.728884e+02	-1.644027e+02
90210	0.72174	0.0947882	0.0505373	0.0645725	0.0751999	7.115349e+00	-1.720815e+02	-1.649662e+02
90211	0.741146	0.0924666	0.0505928	0.00914516	1.29824	8.696368e+00	-1.726530e+02	-1.639566e+02
90212	0.741146	0.0924666	0.0505928	0.00524879	0.626126	7.991043e+00	-1.726108e+02	-1.646197e+02
90213	0.741146	0.0924666	0.0505928	0.00524879	0.626126	7.991043e+00	-1.726108e+02	-1.646197e+02
90214	0.702683	0.0924666	0.0505928	0.00524879	1.08709	8.987024e+00	-1.719511e+02	-1.629641e+02
90215	0.702683	0.0924666	0.0505928	0.00189599	4.05282	7.288077e+00	-1.719067e+02	-1.646186e+02
90216	0.738453	0.106952	0.0505928	0.00189599	1.01092	7.068210e+00	-1.711950e+02	-1.641268e+02
90217	0.738453	0.106952	0.0505928	0.00189599	2.10944	7.551359e+00	-1.712083e+02	-1.636569e+02
90218	0.738453	0.106952	0.0505928	0.00189599	3.42897	6.536367e+00	-1.712176e+02	-1.646812e+02
90219	0.738629	0.106952	0.0505928	0.00189599	4.04236	5.469280e+00	-1.712166e+02	-1.657473e+02
90220	0.738629	0.106952	0.0501362	0.00189599	4.04236	5.470944e+00	-1.712166e+02	-1.657457e+02
90221	0.71559	0.101121	0.0501362	0.00189599	2.03588	8.667303e+00	-1.717856e+02	-1.631183e+02
90222	0.71769	0.101121	0.0501362	0.00189599	2.29379	8.600286e+00	-1.716954e+02	-1.630951e+02
90223	0.748216	0.101121	0.0501362	0.00189599	2.48637	8.119318e+00	-1.715703e+02	-1.634510e+02
90224	0.719248	0.101121	0.0501362	0.00189599	1.90582	8.620559e+00	-1.716303e+02	-1.630097e+02
90225	0.741376	0.101121	0.0542205	0.0260156	1.90582	8.266018e+00	-1.718460e+02	-1.635800e+02
90226	0.741376	0.0920828	0.0542205	0.0537896	1.90582	8.776357e+00	-1.731855e+02	-1.644092e+02
90227	0.741376	0.0920828	0.0542205	0.0537896	2.19485	8.761808e+00	-1.732658e+02	-1.645040e+02
90228	0.741376	0.0920828	0.0542205	0.0379362	0.347842	7.480043e+00	-1.725432e+02	-1.650632e+02
90229	0.741376	0.0920828	0.0542205	0.0379362	0.311222	7.418872e+00	-1.725275e+02	-1.651086e+02
90230	0.741376	0.0894605	0.0542205	0.12172	0.526586	6.996389e+00	-1.732706e+02	-1.662742e+02
90231	0.741376	0.0894605	0.0542205	0.12172	1.91268	8.078050e+00	-1.744449e+02	-1.663669e+02
90232	0.741376	0.0894605	0.0542205	0.12172	1.21111	7.770688e+00	-1.739398e+02	-1.661691e+02
90233	0.741376	0.0894605	0.0542205	0.111713	1.58018	8.144973e+00	-1.740902e+02	-1.659452e+02
90234	0.741376	0.0894605	0.0542205	0.112933	0.680225	7.344590e+00	-1.733694e+02	-1.660248e+02
90235	0.741376	0.0894605	0.0542205	0.112933	2.81673	7.881972e+00	-1.747540e+02	-1.668720e+02
90236	0.737932	0.0894605	0.0542205	0.118774	2.5684	8.014563e+00	-1.746545e+02	-1.666399e+02
90237	0.737932	0.0894605	0.0542205	0.0853924	3.12243	7.974311e+00	-1.742411e+02	-1.662667e+02
90238	0.737932	0.0894605	0.0542205	0.0853924	3.12243	7.974311e+00	-1.742411e+02	-1.662667e+02
90239	0.737932	0.0894605	0.0542205	0.0205873	2.18038	8.922018e+00	-1.732131e+02	-1.642911e+02
90240	0.70985	0.0894605	0.0509993	0.0205873	2.02835	9.369866e+00	-1.722356e+02	-1.628657e+02
90241	0.70985	0.0869684	0.0509993	0.0205873	2.02835	9.325368e+00	-1.723877e+02	-1.630623e+02
90242	0.70985	0.0949373	0.0509993	0.0400977	2.54201	9.071422e+00	-1.728603e+02	-1.637888e+02
90243	0.70985	0.0892966	0.0509993	0.000778602	2.4296	9.248136e+00	-1.718691e+02	-1.626209e+02
90244	0.70985	0.0894001	0.0509993	0.000778602	1.38954	9.154757e+00	-1.718573e+02	-1.627025e+02
