iter	Krestbody_plasma(1)	VmaxC(1)	Km(1)	QurineC(1)	Trc(1)	LnPrior	LnData	LnPosterior
90021	0.298622	0.96699	40.5513	31.8424	0.000156473	-1.791762e+02	-4.876792e+03	-5.055969e+03
90022	0.298622	0.96699	40.7283	31.8424	5.04775e-05	-1.791420e+02	-4.876466e+03	-5.055608e+03
90023	0.298622	0.96699	40.7283	34.9744	5.04775e-05	-1.808218e+02	-4.874952e+03	-5.055774e+03
90024	0.298622	0.98756	40.7283	34.9744	5.04775e-05	-1.885092e+02	-4.867313e+03	-5.055822e+03
90025	0.298622	0.985729	41.3394	34.9744	7.12136e-05	-1.877019e+02	-4.868911e+03	-5.056613e+03
90026	0.298622	0.985729	41.3394	34.9744	7.12136e-05	-1.877019e+02	-4.868911e+03	-5.056613e+03
90027	0.297699	0.985729	39.5906	34.9744	7.12136e-05	-1.880451e+02	-4.868694e+03	-5.056739e+03
90028	0.297699	0.985729	41.7709	33.3419	7.12136e-05	-1.866994e+02	-4.870876e+03	-5.057576e+03
90029	0.297699	1.00041	40.66	33.3419	7.12136e-05	-1.924880e+02	-4.864438e+03	-5.056926e+03
90030	0.297699	1.00154	40.66	33.3419	7.12136e-05	-1.929205e+02	-4.864129e+03	-5.057050e+03
90031	0.297699	1.00154	41.1049	33.3419	7.12136e-05	-1.928354e+02	-4.864015e+03	-5.056850e+03
90032	0.297699	1.00154	41.1049	34.4517	7.12136e-05	-1.934523e+02	-4.863487e+03	-5.056939e+03
90033	0.297699	1.00154	41.1049	34.4517	0.000109125	-1.934523e+02	-4.863767e+03	-5.057220e+03
90034	0.297699	1.00154	40.6486	31.6659	0.000109125	-1.920844e+02	-4.865374e+03	-5.057458e+03
90035	0.297699	1.00154	41.7006	31.6659	0.000109125	-1.918863e+02	-4.865622e+03	-5.057508e+03
90036	0.297699	1.00154	 41.7	34.1215	0.000109125	-1.931529e+02	-4.864361e+03	-5.057514e+03
90037	0.297699	1.00154	41.3572	33.1678	0.000109125	-1.926958e+02	-4.864463e+03	-5.057158e+03
90038	0.297699	1.00154	41.3572	33.3552	2.85109e-05	-1.927952e+02	-4.863812e+03	-5.056608e+03
90039	0.297699	1.00154	40.5415	33.3552	2.85109e-05	-1.929505e+02	-4.863952e+03	-5.056903e+03
90040	0.297699	0.987731	41.0271	33.3552	2.85109e-05	-1.876005e+02	-4.868134e+03	-5.055734e+03
90041	0.297699	0.987731	41.0271	33.3552	2.85109e-05	-1.876005e+02	-4.868134e+03	-5.055734e+03
90042	0.297699	0.987731	41.0271	29.6198	2.85109e-05	-1.858841e+02	-4.870210e+03	-5.056094e+03
90043	0.306089	0.999005	41.0271	29.6198	2.85109e-05	-1.901559e+02	-4.867448e+03	-5.057604e+03
90044	0.306089	0.999005	41.0271	29.6198	2.85109e-05	-1.901559e+02	-4.867448e+03	-5.057604e+03
90045	0.301681	0.98866	41.0271	29.6198	2.94802e-05	-1.862287e+02	-4.869909e+03	-5.056137e+03
90046	0.301681	0.98866	41.0271	29.6198	7.04818e-05	-1.862287e+02	-4.870182e+03	-5.056411e+03
90047	0.301681	1.00067	41.0271	38.2957	7.04818e-05	-1.956438e+02	-4.862322e+03	-5.057966e+03
90048	0.296795	1.00067	41.0271	27.7188	7.04818e-05	-1.901490e+02	-4.867586e+03	-5.057735e+03
90049	0.296795	1.00067	41.0271	27.7188	7.04818e-05	-1.901490e+02	-4.867586e+03	-5.057735e+03
90050	0.296795	1.00067	41.0271	27.7188	5.59558e-05	-1.901490e+02	-4.867468e+03	-5.057617e+03
90051	0.296795	1.00067	41.0271	30.2928	0.000295833	-1.910762e+02	-4.867526e+03	-5.058603e+03
90052	0.296795	1.00067	41.0271	30.2928	0.000295833	-1.910762e+02	-4.867526e+03	-5.058603e+03
90053	0.296795	1.00067	41.0271	35.061	0.000295833	-1.934941e+02	-4.865069e+03	-5.058563e+03
90054	0.296795	1.00207	41.1369	35.061	0.000295833	-1.940101e+02	-4.864672e+03	-5.058683e+03
90055	0.296795	1.00207	41.1369	35.061	0.000159083	-1.940101e+02	-4.863757e+03	-5.057767e+03
90056	0.296795	1.00207	40.5134	29.4216	0.000159083	-1.913683e+02	-4.866988e+03	-5.058356e+03
90057	0.296795	0.975283	40.6738	29.4216	1.02099e-05	-1.812050e+02	-4.874362e+03	-5.055567e+03
90058	0.296795	0.988827	39.5129	30.8153	1.02099e-05	-1.870876e+02	-4.869808e+03	-5.056896e+03
90059	0.296795	0.975167	39.0176	30.8153	1.02099e-05	-1.820595e+02	-4.873870e+03	-5.055930e+03
90060	0.296795	0.975167	40.1496	27.7754	1.02099e-05	-1.806981e+02	-4.874912e+03	-5.055610e+03
90061	0.296795	0.975167	40.1496	27.7754	1.02099e-05	-1.806981e+02	-4.874912e+03	-5.055610e+03
90062	0.29658	0.975167	40.1496	27.7754	1.02099e-05	-1.806985e+02	-4.874921e+03	-5.055619e+03
90063	0.297174	0.975167	40.1496	36.5803	1.02099e-05	-1.849865e+02	-4.870151e+03	-5.055137e+03
90064	0.302327	0.975167	40.1496	36.5803	1.02099e-05	-1.849777e+02	-4.870127e+03	-5.055105e+03
90065	0.298448	0.975167	40.1496	36.5803	1.02099e-05	-1.849843e+02	-4.870043e+03	-5.055027e+03
90066	0.298448	0.970418	40.2848	36.3746	0.000215981	-1.830559e+02	-4.873390e+03	-5.056445e+03
90067	0.298448	0.970418	40.2044	36.3746	0.000244596	-1.830718e+02	-4.873462e+03	-5.056533e+03
90068	0.298448	0.970418	40.2044	34.9558	0.000244596	-1.821828e+02	-4.874098e+03	-5.056281e+03
90069	0.298448	0.970418	40.5632	34.9558	0.000350493	-1.821124e+02	-4.875289e+03	-5.057401e+03
90070	0.298448	0.970418	40.5632	27.3107	6.45406e-05	-1.787078e+02	-4.877718e+03	-5.056426e+03
90071	0.298448	0.970418	40.5632	27.3107	3.45146e-06	-1.787078e+02	-4.877277e+03	-5.055985e+03
90072	0.298448	0.982466	40.0616	27.3107	3.45146e-06	-1.833051e+02	-4.872938e+03	-5.056243e+03
90073	0.298448	0.982466	40.0616	34.2984	3.45146e-06	-1.863250e+02	-4.868802e+03	-5.055127e+03
90074	0.298448	0.978637	40.19	34.2984	3.45146e-06	-1.848634e+02	-4.869924e+03	-5.054787e+03
90075	0.298448	0.976659	39.8876	34.2984	3.45235e-06	-1.841844e+02	-4.870560e+03	-5.054744e+03
90076	0.298448	0.976659	39.8876	34.2984	3.45235e-06	-1.841844e+02	-4.870560e+03	-5.054744e+03
90077	0.298448	0.976659	39.8876	34.2984	3.45235e-06	-1.841844e+02	-4.870560e+03	-5.054744e+03
90078	0.298448	0.942985	39.8876	34.2984	7.52795e-06	-1.718351e+02	-4.883200e+03	-5.055035e+03
90079	0.307793	0.942985	40.3868	34.2984	7.90719e-05	-1.717201e+02	-4.884502e+03	-5.056222e+03
90080	0.307793	0.942985	40.3868	34.2984	0.000185363	-1.717201e+02	-4.885157e+03	-5.056877e+03
90081	0.307793	0.942985	40.3868	34.2984	0.000185363	-1.717201e+02	-4.885157e+03	-5.056877e+03
90082	0.307793	0.942985	40.3868	34.2984	0.000112872	-1.717201e+02	-4.884675e+03	-5.056395e+03
90083	0.307793	0.972459	40.3868	32.6841	0.000100565	-1.816332e+02	-4.874156e+03	-5.055789e+03
90084	0.307793	0.972459	41.5171	32.6841	0.000100565	-1.814179e+02	-4.875890e+03	-5.057308e+03
90085	0.307793	0.972459	41.5171	41.6918	0.000100565	-1.876108e+02	-4.872230e+03	-5.059841e+03
90086	0.307793	0.994565	40.9031	41.6918	0.000100565	-1.960426e+02	-4.864002e+03	-5.060045e+03
90087	0.307793	0.965084	40.5912	39.1745	0.000100565	-1.829976e+02	-4.873986e+03	-5.056983e+03
90088	0.307793	0.965084	40.5912	39.1745	0.000100565	-1.829976e+02	-4.873986e+03	-5.056983e+03
90089	0.307793	0.965084	40.5912	39.1745	0.000100565	-1.829976e+02	-4.873986e+03	-5.056983e+03
90090	0.307793	0.965084	41.1468	39.1745	0.000100565	-1.828913e+02	-4.875150e+03	-5.058042e+03
90091	0.307793	0.965084	40.8694	37.186	0.000100565	-1.814979e+02	-4.875265e+03	-5.056763e+03
90092	0.307793	0.965084	40.8694	37.186	0.000100565	-1.814979e+02	-4.875265e+03	-5.056763e+03
90093	0.307793	0.965084	40.841	37.186	0.000100565	-1.815033e+02	-4.875165e+03	-5.056668e+03
90094	0.307793	0.965084	40.841	37.186	0.000100565	-1.815033e+02	-4.875165e+03	-5.056668e+03
90095	0.307793	0.965084	39.5936	37.186	0.000100565	-1.817501e+02	-4.874376e+03	-5.056126e+03
90096	0.307793	0.965084	39.7308	37.186	0.000100565	-1.817222e+02	-4.874279e+03	-5.056001e+03
90097	0.307793	0.980821	41.2991	36.1029	0.000100565	-1.865493e+02	-4.870535e+03	-5.057085e+03
90098	0.307793	0.980821	41.2991	27.258	0.000100565	-1.824168e+02	-4.875663e+03	-5.058080e+03
90099	0.307793	0.980821	41.2991	36.7485	0.000100565	-1.869735e+02	-4.870327e+03	-5.057300e+03
90100	0.27949	1.01068	41.5492	35.9744	0.000100565	-1.978464e+02	-4.865012e+03	-5.062858e+03
90101	0.27949	1.01068	41.0834	31.4037	0.000100565	-1.954307e+02	-4.866243e+03	-5.061673e+03
90102	0.27949	1.01068	41.0834	27.5769	0.000100565	-1.939780e+02	-4.868438e+03	-5.062416e+03
90103	0.27949	1.01068	40.8393	27.5769	0.000140312	-1.940245e+02	-4.868567e+03	-5.062592e+03
90104	0.27949	1.01068	40.8393	34.5006	0.000140312	-1.970816e+02	-4.864969e+03	-5.062050e+03
90105	0.287442	0.983711	41.3415	35.1738	0.000140312	-1.870808e+02	-4.872964e+03	-5.060045e+03
90106	0.287442	0.983711	41.3415	35.1738	0.000140312	-1.870808e+02	-4.872964e+03	-5.060045e+03
90107	0.287442	0.983711	41.1189	35.1738	6.21186e-05	-1.871226e+02	-4.871708e+03	-5.058831e+03
90108	0.287442	0.983711	41.1189	35.1738	6.21186e-05	-1.871226e+02	-4.871708e+03	-5.058831e+03
90109	0.287442	0.983711	40.9288	35.1738	6.21186e-05	-1.871587e+02	-4.871188e+03	-5.058346e+03
90110	0.287442	0.988518	40.9288	35.1738	6.21186e-05	-1.889719e+02	-4.869183e+03	-5.058155e+03
90111	0.287442	0.988518	39.4491	35.1738	6.21186e-05	-1.892651e+02	-4.868782e+03	-5.058047e+03
90112	0.287442	0.988518	39.4491	35.1738	6.21186e-05	-1.892651e+02	-4.868782e+03	-5.058047e+03
90113	0.287442	0.988518	39.4491	35.1738	6.21186e-05	-1.892651e+02	-4.868782e+03	-5.058047e+03
90114	0.282464	0.988518	38.7594	35.1738	6.21186e-05	-1.894177e+02	-4.871399e+03	-5.060817e+03
90115	0.282464	0.99105	38.7594	35.1738	5.78514e-05	-1.903766e+02	-4.870850e+03	-5.061227e+03
90116	0.282464	0.99105	41.5031	29.6553	5.78514e-05	-1.870911e+02	-4.874476e+03	-5.061567e+03
90117	0.287154	0.99105	41.5031	29.6553	5.78514e-05	-1.870831e+02	-4.872382e+03	-5.059465e+03
90118	0.287154	0.99105	41.5031	36.8123	5.78514e-05	-1.908716e+02	-4.869022e+03	-5.059894e+03
90119	0.287154	0.981175	41.5031	35.3634	5.41228e-05	-1.862140e+02	-4.874271e+03	-5.060485e+03
90120	0.317885	0.981175	41.5031	35.3634	5.41228e-05	-1.861618e+02	-4.873094e+03	-5.059256e+03
90121	0.292121	0.985883	40.8246	35.3634	5.41228e-05	-1.881045e+02	-4.868619e+03	-5.056724e+03
90122	0.295907	0.985883	40.8246	28.0515	5.41228e-05	-1.846740e+02	-4.871981e+03	-5.056655e+03
90123	0.295907	0.985883	41.5989	28.0515	5.41228e-05	-1.845285e+02	-4.873498e+03	-5.058027e+03
90124	0.297978	0.985883	41.5989	28.0515	5.41228e-05	-1.845250e+02	-4.873251e+03	-5.057776e+03
90125	0.297978	0.985883	41.5989	28.0515	5.41228e-05	-1.845250e+02	-4.873251e+03	-5.057776e+03
90126	0.297978	1.00558	41.5989	28.0515	5.41228e-05	-1.920324e+02	-4.865963e+03	-5.057996e+03
90127	0.297978	1.00558	41.5989	28.0515	5.41228e-05	-1.920324e+02	-4.865963e+03	-5.057996e+03
90128	0.297978	1.01785	42.4974	28.0515	5.41228e-05	-1.966255e+02	-4.862938e+03	-5.059564e+03
90129	0.297978	1.01785	42.4974	28.0515	5.41228e-05	-1.966255e+02	-4.862938e+03	-5.059564e+03
90130	0.297978	1.01785	40.5503	29.7562	5.41228e-05	-1.975924e+02	-4.862748e+03	-5.060340e+03
90131	0.297978	1.01785	40.5503	29.7562	5.41228e-05	-1.975924e+02	-4.862748e+03	-5.060340e+03
90132	0.297978	0.937042	 39.7	29.7562	5.41228e-05	-1.675562e+02	-4.888225e+03	-5.055781e+03
90133	0.297978	0.937042	 39.7	29.7562	5.41228e-05	-1.675562e+02	-4.888225e+03	-5.055781e+03
90134	0.297978	0.985695	 39.7	37.2254	5.41228e-05	-1.894593e+02	-4.867426e+03	-5.056886e+03
90135	0.297978	0.985695	 39.7	37.2254	6.25031e-05	-1.894593e+02	-4.867515e+03	-5.056974e+03
90136	0.297978	0.985695	40.3948	37.2254	6.25031e-05	-1.893206e+02	-4.866930e+03	-5.056250e+03
90137	0.297978	0.985695	40.2786	26.9143	6.25031e-05	-1.843653e+02	-4.872602e+03	-5.056967e+03
90138	0.290348	0.985695	40.2786	35.1904	6.25031e-05	-1.880371e+02	-4.868605e+03	-5.056642e+03
90139	0.290348	0.992682	40.8609	35.1904	6.25031e-05	-1.905684e+02	-4.866705e+03	-5.057274e+03
90140	0.290348	0.992682	40.8609	32.1168	0.000234269	-1.888897e+02	-4.869312e+03	-5.058201e+03
90141	0.290348	0.992682	41.9661	30.0602	0.000273301	-1.877721e+02	-4.873227e+03	-5.060999e+03
90142	0.290348	0.992682	41.9661	32.3781	0.000288464	-1.888123e+02	-4.872130e+03	-5.060943e+03
90143	0.313889	0.992682	41.887	32.3781	0.000295519	-1.887867e+02	-4.871712e+03	-5.060499e+03
90144	0.313889	0.992682	41.887	32.3781	0.000295519	-1.887867e+02	-4.871712e+03	-5.060499e+03
90145	0.29619	0.992682	41.887	28.9103	0.000295519	-1.873402e+02	-4.872463e+03	-5.059803e+03
90146	0.29619	1.00892	42.1968	28.9103	0.000295519	-1.935067e+02	-4.866825e+03	-5.060331e+03
90147	0.29619	1.00892	42.1968	34.9837	0.000393715	-1.964091e+02	-4.864282e+03	-5.060691e+03
90148	0.293566	1.00892	40.8634	28.9812	0.000372769	-1.937828e+02	-4.866737e+03	-5.060519e+03
90149	0.293566	1.00892	41.8832	28.9812	0.000160738	-1.935929e+02	-4.865580e+03	-5.059172e+03
90150	0.293566	1.01028	41.8832	28.9812	0.000160738	-1.941170e+02	-4.865147e+03	-5.059264e+03
90151	0.293566	1.01028	41.0034	28.9812	0.000160738	-1.942803e+02	-4.864744e+03	-5.059025e+03
90152	0.293566	0.994114	41.0034	28.9812	0.000100663	-1.880783e+02	-4.869255e+03	-5.057333e+03
90153	0.293566	0.994114	40.7319	28.9812	9.16292e-05	-1.881302e+02	-4.869018e+03	-5.057148e+03
90154	0.293566	0.974765	38.8794	28.9812	9.16292e-05	-1.812181e+02	-4.875925e+03	-5.057143e+03
90155	0.293566	0.974765	38.8794	31.454	1.28895e-05	-1.822287e+02	-4.873863e+03	-5.056092e+03
90156	0.293566	0.974765	38.8794	31.454	1.28895e-05	-1.822287e+02	-4.873863e+03	-5.056092e+03
90157	0.293566	0.974765	38.57	31.454	1.28895e-05	-1.822946e+02	-4.874654e+03	-5.056949e+03
90158	0.305431	0.971045	39.5853	31.454	1.28895e-05	-1.806782e+02	-4.874483e+03	-5.055161e+03
90159	0.305431	0.971045	39.5853	31.454	1.28895e-05	-1.806782e+02	-4.874483e+03	-5.055161e+03
90160	0.305431	0.97832	39.5853	35.9246	1.28895e-05	-1.858374e+02	-4.870581e+03	-5.056419e+03
90161	0.305431	0.97832	39.5853	35.9246	5.5249e-05	-1.858374e+02	-4.870854e+03	-5.056691e+03
90162	0.305431	0.97832	39.5853	35.9246	5.5249e-05	-1.858374e+02	-4.870854e+03	-5.056691e+03
90163	0.290791	0.97832	39.5853	35.9246	5.5249e-05	-1.858623e+02	-4.870483e+03	-5.056345e+03
90164	0.290791	0.97832	39.5853	35.9246	5.5249e-05	-1.858623e+02	-4.870483e+03	-5.056345e+03
90165	0.301498	0.97832	39.7693	38.1694	5.5249e-05	-1.873374e+02	-4.869048e+03	-5.056385e+03
90166	0.301498	0.97832	39.7693	38.1694	5.5249e-05	-1.873374e+02	-4.869048e+03	-5.056385e+03
90167	0.301498	0.963036	39.7693	38.1694	5.5249e-05	-1.816659e+02	-4.873575e+03	-5.055241e+03
90168	0.299452	0.957898	39.7693	38.1694	5.5249e-05	-1.797838e+02	-4.875430e+03	-5.055214e+03
90169	0.299452	0.957898	38.928	33.6956	4.26856e-05	-1.771063e+02	-4.877078e+03	-5.054184e+03
90170	0.299452	0.954195	38.9535	33.6956	4.26856e-05	-1.757487e+02	-4.878161e+03	-5.053909e+03
90171	0.299452	0.954195	39.4782	33.6956	4.26856e-05	-1.756397e+02	-4.878256e+03	-5.053895e+03
90172	0.306591	0.955482	39.4782	33.6956	4.26856e-05	-1.760970e+02	-4.878160e+03	-5.054257e+03
90173	0.306591	0.940046	40.3044	33.6956	0.000101411	-1.703443e+02	-4.886000e+03	-5.056344e+03
90174	0.306591	0.961002	39.5383	32.7965	0.000101411	-1.776291e+02	-4.877411e+03	-5.055040e+03
90175	0.306591	0.961002	39.4421	33.7222	0.000101411	-1.781398e+02	-4.876980e+03	-5.055119e+03
90176	0.306591	0.961002	39.4421	33.7222	0.000101411	-1.781398e+02	-4.876980e+03	-5.055119e+03
90177	0.307554	0.945608	38.8067	33.7222	0.000101411	-1.726655e+02	-4.881938e+03	-5.054603e+03
90178	0.307554	0.945608	38.8067	36.0009	0.000101411	-1.740201e+02	-4.880850e+03	-5.054870e+03
90179	0.307554	0.945608	38.8067	36.0009	0.000101411	-1.740201e+02	-4.880850e+03	-5.054870e+03
90180	0.307554	0.925519	38.8067	36.0009	0.000112189	-1.668478e+02	-4.887655e+03	-5.054502e+03
90181	0.307554	0.923318	37.9387	34.1215	0.000112189	-1.651274e+02	-4.888953e+03	-5.054080e+03
90182	0.307554	0.902516	37.45	32.5657	0.000112189	-1.571676e+02	-4.896709e+03	-5.053877e+03
90183	0.307554	0.902516	37.45	32.5657	0.000112189	-1.571676e+02	-4.896709e+03	-5.053877e+03
90184	0.307554	0.902516	37.45	32.5657	0.000112189	-1.571676e+02	-4.896709e+03	-5.053877e+03
90185	0.307505	0.902516	38.2099	39.6965	0.000112189	-1.616004e+02	-4.894725e+03	-5.056325e+03
90186	0.307505	0.902516	38.2099	35.1364	0.000112189	-1.584235e+02	-4.896533e+03	-5.054957e+03
90187	0.290294	0.902516	36.159	35.1364	0.000112189	-1.589207e+02	-4.897550e+03	-5.056470e+03
90188	0.290294	0.902516	35.5691	35.6901	0.000112189	-1.594045e+02	-4.898680e+03	-5.058084e+03
90189	0.290294	0.902516	35.3919	28.8934	0.000112189	-1.561062e+02	-4.902744e+03	-5.058850e+03
90190	0.290294	0.869047	34.5562	28.8934	0.000112189	-1.450324e+02	-4.914082e+03	-5.059114e+03
90191	0.290294	0.869047	34.5761	28.8934	0.000288823	-1.450273e+02	-4.915325e+03	-5.060352e+03
90192	0.290294	0.869047	34.5761	36.4995	0.0001044	-1.488901e+02	-4.910250e+03	-5.059140e+03
90193	0.290294	0.869047	34.5761	36.8087	0.0001044	-1.490961e+02	-4.910116e+03	-5.059212e+03
90194	0.308784	0.869047	34.5761	36.8087	0.0001044	-1.490647e+02	-4.909569e+03	-5.058633e+03
90195	0.308784	0.843301	35.3252	35.4638	0.0001044	-1.396347e+02	-4.917520e+03	-5.057155e+03
90196	0.308784	0.843301	35.3252	35.4638	0.0001044	-1.396347e+02	-4.917520e+03	-5.057155e+03
90197	0.308784	0.843301	35.3252	35.4638	0.000105317	-1.396347e+02	-4.917541e+03	-5.057175e+03
90198	0.308784	0.843301	35.3252	35.4638	0.000105317	-1.396347e+02	-4.917541e+03	-5.057175e+03
90199	0.308784	0.843301	35.3252	34.7699	0.000105317	-1.392151e+02	-4.917850e+03	-5.057065e+03
90200	0.308784	0.843301	35.3252	34.7699	4.68492e-05	-1.392151e+02	-4.917436e+03	-5.056651e+03
90201	0.308784	0.86028	35.3252	35.9159	4.68492e-05	-1.454114e+02	-4.910155e+03	-5.055566e+03
90202	0.303106	0.879985	36.5083	35.9159	4.68492e-05	-1.516555e+02	-4.902764e+03	-5.054419e+03
90203	0.303106	0.879985	36.5083	35.9938	4.68492e-05	-1.517052e+02	-4.902775e+03	-5.054480e+03
90204	0.303106	0.879985	36.5083	35.9938	4.68492e-05	-1.517052e+02	-4.902775e+03	-5.054480e+03
90205	0.303106	0.878723	36.5083	35.9938	4.68492e-05	-1.512830e+02	-4.903297e+03	-5.054580e+03
90206	0.303106	0.878723	36.5083	35.9938	4.68492e-05	-1.512830e+02	-4.903297e+03	-5.054580e+03
90207	0.303106	0.878723	36.8909	35.9938	4.68492e-05	-1.511939e+02	-4.903914e+03	-5.055108e+03
90208	0.303106	0.863512	35.9951	35.9938	4.68492e-05	-1.463663e+02	-4.909204e+03	-5.055570e+03
90209	0.303106	0.863512	35.9951	35.9938	4.68492e-05	-1.463663e+02	-4.909204e+03	-5.055570e+03
90210	0.303106	0.863512	35.9951	35.9938	4.68492e-05	-1.463663e+02	-4.909204e+03	-5.055570e+03
90211	0.303106	0.877405	35.9951	35.9938	0.000460563	-1.509646e+02	-4.906532e+03	-5.057496e+03
90212	0.303106	0.877405	35.9951	35.9938	0.000460563	-1.509646e+02	-4.906532e+03	-5.057496e+03
90213	0.303106	0.877405	36.0264	35.9938	0.000386415	-1.509571e+02	-4.905985e+03	-5.056942e+03
90214	0.303106	0.877405	36.0264	33.596	0.000386415	-1.495381e+02	-4.907073e+03	-5.056611e+03
90215	0.303106	0.877405	36.0264	33.596	0.000386415	-1.495381e+02	-4.907073e+03	-5.056611e+03
90216	0.303106	0.885584	36.0264	33.596	0.000386415	-1.522813e+02	-4.904295e+03	-5.056576e+03
90217	0.303106	0.885584	36.8105	31.4842	0.000133232	-1.510371e+02	-4.903535e+03	-5.054573e+03
90218	0.303106	0.885584	36.8105	31.4842	0.000133232	-1.510371e+02	-4.903535e+03	-5.054573e+03
90219	0.303106	0.885584	36.8105	31.4842	0.000133232	-1.510371e+02	-4.903535e+03	-5.054573e+03
90220	0.303106	0.885584	36.1656	31.4842	0.000133232	-1.511887e+02	-4.903437e+03	-5.054626e+03
90221	0.303106	0.885584	36.1656	31.4842	0.000122728	-1.511887e+02	-4.903344e+03	-5.054533e+03
90222	0.303106	0.885584	35.4729	31.6227	0.000122728	-1.514202e+02	-4.904507e+03	-5.055927e+03
90223	0.303106	0.885584	35.4729	31.6227	0.000122728	-1.514202e+02	-4.904507e+03	-5.055927e+03
90224	0.303106	0.851508	35.5861	31.6227	0.000122728	-1.401399e+02	-4.916620e+03	-5.056760e+03
90225	0.303106	0.851508	33.9479	31.6227	0.000146476	-1.405533e+02	-4.918057e+03	-5.058611e+03
90226	0.303106	0.851508	33.9479	31.6227	5.46869e-05	-1.405533e+02	-4.917465e+03	-5.058018e+03
90227	0.303106	0.851508	35.4264	31.6227	5.46869e-05	-1.401790e+02	-4.915926e+03	-5.056105e+03
90228	0.303106	0.851508	34.9922	31.6227	5.46869e-05	-1.402867e+02	-4.915651e+03	-5.055938e+03
90229	0.303106	0.851508	34.9922	29.2694	5.46869e-05	-1.393034e+02	-4.917051e+03	-5.056354e+03
90230	0.303106	0.86697	34.9922	29.2694	5.46869e-05	-1.443519e+02	-4.911726e+03	-5.056078e+03
90231	0.303106	0.86356	34.8833	41.9368	5.46869e-05	-1.511634e+02	-4.907348e+03	-5.058511e+03
90232	0.310667	0.86356	34.8833	35.0336	0.000165838	-1.460463e+02	-4.911427e+03	-5.057473e+03
90233	0.310667	0.86356	34.8833	35.0336	0.000165838	-1.460463e+02	-4.911427e+03	-5.057473e+03
90234	0.310667	0.86356	34.8833	31.9314	0.000165838	-1.443733e+02	-4.913009e+03	-5.057382e+03
90235	0.310667	0.86356	35.8201	33.101	0.000175102	-1.447279e+02	-4.911213e+03	-5.055941e+03
90236	0.310667	0.86356	35.8201	33.101	0.000175102	-1.447279e+02	-4.911213e+03	-5.055941e+03
90237	0.310667	0.86356	35.8935	33.101	0.000175102	-1.447102e+02	-4.911216e+03	-5.055926e+03
90238	0.310667	0.86356	36.0808	28.9269	0.000175102	-1.428263e+02	-4.913803e+03	-5.056629e+03
90239	0.310667	0.86356	36.0808	28.9269	0.000175102	-1.428263e+02	-4.913803e+03	-5.056629e+03
90240	0.310667	0.86356	35.9251	29.5838	0.000175102	-1.431069e+02	-4.913268e+03	-5.056375e+03
90241	0.310667	0.866516	35.9251	29.5838	0.000175102	-1.440789e+02	-4.912130e+03	-5.056208e+03
90242	0.310667	0.866516	35.9251	29.5838	0.000175102	-1.440789e+02	-4.912130e+03	-5.056208e+03
