iter	Krestbody_plasma(1)	VmaxC(1)	Km(1)	QurineC(1)	Tmc(1)	Kt(1)	LnPrior	LnData	LnPosterior
90031	0.397316	0.731984	7.74789	3.51546	0.88327	0.00187134	-1.681228e+02	-1.096080e+03	-1.264203e+03
90032	0.397316	0.722926	7.74789	3.51546	0.88327	0.00126369	-1.662409e+02	-1.097242e+03	-1.263483e+03
90033	0.397316	0.722926	7.57573	3.65163	0.873924	0.00126369	-1.662215e+02	-1.099018e+03	-1.265239e+03
90034	0.384979	0.715624	7.83036	3.26005	0.873924	0.00126369	-1.643560e+02	-1.100449e+03	-1.264805e+03
90035	0.384979	0.715624	7.83036	3.26005	0.873924	0.00126369	-1.643560e+02	-1.100449e+03	-1.264805e+03
90036	0.392749	0.726133	7.83036	3.43865	0.873297	0.00126369	-1.671461e+02	-1.096533e+03	-1.263679e+03
90037	0.392749	0.726133	7.83036	3.43865	0.905794	0.00126369	-1.671213e+02	-1.096087e+03	-1.263208e+03
90038	0.392749	0.7389	7.86856	3.43865	0.905794	0.00326357	-1.686861e+02	-1.095418e+03	-1.264104e+03
90039	0.392749	0.7389	7.86856	3.00983	0.920045	0.00326357	-1.687914e+02	-1.096123e+03	-1.264914e+03
90040	0.392749	0.7389	7.86856	3.00983	0.931742	0.00221719	-1.698002e+02	-1.093561e+03	-1.263361e+03
90041	0.402393	0.739026	7.86856	3.00983	0.917288	0.00221719	-1.698307e+02	-1.095418e+03	-1.265248e+03
90042	0.360833	0.751841	7.92373	3.00983	0.918306	0.00221719	-1.734951e+02	-1.091437e+03	-1.264932e+03
90043	0.360833	0.751841	7.92373	3.00983	0.96632	0.00221719	-1.734585e+02	-1.089821e+03	-1.263280e+03
90044	0.361426	0.763945	7.92373	3.00983	0.964235	0.00221719	-1.769206e+02	-1.085768e+03	-1.262689e+03
90045	0.379828	0.741453	7.92373	2.84312	0.964235	0.00185735	-1.709051e+02	-1.092348e+03	-1.263253e+03
90046	0.379828	0.75452	7.92373	2.96728	0.964235	0.00185735	-1.745546e+02	-1.087079e+03	-1.261633e+03
90047	0.379828	0.75452	7.92373	2.86479	0.964235	0.00185735	-1.745836e+02	-1.087483e+03	-1.262067e+03
90048	0.379828	0.757191	7.92373	2.86479	0.950356	0.0015001	-1.757071e+02	-1.086186e+03	-1.261893e+03
90049	0.379828	0.755585	8.17069	2.86479	0.94948	0.0015001	-1.752373e+02	-1.087117e+03	-1.262354e+03
90050	0.379828	0.7633	8.23419	2.90047	0.94948	0.0015001	-1.774352e+02	-1.084360e+03	-1.261795e+03
90051	0.379828	0.7633	8.23419	2.90047	0.94948	0.000930893	-1.779975e+02	-1.083261e+03	-1.261258e+03
90052	0.368921	0.805309	8.63233	2.92685	0.948055	0.000930893	-1.904459e+02	-1.070069e+03	-1.260515e+03
90053	0.359699	0.795984	8.62135	2.92685	0.948055	0.000930893	-1.876352e+02	-1.073770e+03	-1.261405e+03
90054	0.359699	0.795984	8.62135	2.92685	0.948055	0.00120108	-1.873679e+02	-1.074277e+03	-1.261645e+03
90055	0.373317	0.787688	8.36445	2.92685	0.94273	0.00120108	-1.848775e+02	-1.075706e+03	-1.260583e+03
90056	0.373317	0.787688	8.29237	2.92685	0.94273	0.00120108	-1.848810e+02	-1.075955e+03	-1.260836e+03
90057	0.373317	0.787688	8.29237	2.76606	0.936257	0.00120108	-1.849320e+02	-1.078164e+03	-1.263096e+03
90058	0.373317	0.753495	7.8862	2.76606	0.936257	0.00104435	-1.751557e+02	-1.087986e+03	-1.263142e+03
90059	0.373317	0.753495	8.07608	2.69366	0.936257	0.00104435	-1.751674e+02	-1.088135e+03	-1.263303e+03
90060	0.373317	0.753495	8.07608	3.16083	0.912876	0.00104435	-1.750530e+02	-1.086306e+03	-1.261359e+03
90061	0.373317	0.752023	8.07608	3.16083	0.912876	0.00104435	-1.746350e+02	-1.086808e+03	-1.261443e+03
90062	0.373317	0.752023	8.07608	2.85157	0.912876	0.00104435	-1.747215e+02	-1.087943e+03	-1.262665e+03
90063	0.39405	0.752023	8.07608	2.85157	0.965258	0.00131782	-1.743778e+02	-1.090171e+03	-1.264549e+03
90064	0.39405	0.752023	7.76868	2.85157	0.965258	0.00131782	-1.743929e+02	-1.089636e+03	-1.264029e+03
90065	0.382994	0.747981	7.76016	2.85157	0.978309	0.00229622	-1.722974e+02	-1.091139e+03	-1.263436e+03
90066	0.382994	0.747981	7.76016	3.07228	0.978309	0.00229622	-1.722353e+02	-1.090643e+03	-1.262878e+03
90067	0.382994	0.760795	7.76016	3.07228	0.978309	0.00229622	-1.758817e+02	-1.087058e+03	-1.262940e+03
90068	0.382994	0.760795	7.76016	3.15902	0.968677	0.000704035	-1.774334e+02	-1.083489e+03	-1.260922e+03
90069	0.382994	0.745183	7.83829	3.15902	0.968677	0.000704035	-1.729957e+02	-1.088868e+03	-1.261863e+03
90070	0.382994	0.753532	7.82341	3.15902	0.940508	0.000704035	-1.753769e+02	-1.084955e+03	-1.260332e+03
90071	0.382994	0.733176	7.69641	3.15902	0.940508	0.000704035	-1.696806e+02	-1.091335e+03	-1.261015e+03
90072	0.382994	0.729752	7.59033	3.15902	0.940508	0.000756693	-1.686907e+02	-1.092593e+03	-1.261284e+03
90073	0.382994	0.744111	7.59033	3.06122	0.992225	0.000756693	-1.726640e+02	-1.089447e+03	-1.262111e+03
90074	0.382994	0.744111	7.59033	3.06122	0.966925	0.000756693	-1.726832e+02	-1.088596e+03	-1.261280e+03
90075	0.382994	0.744111	7.59033	3.06122	0.966925	0.000756693	-1.726832e+02	-1.088596e+03	-1.261280e+03
90076	0.382994	0.744111	7.73436	3.06122	0.919029	0.000756693	-1.727126e+02	-1.089121e+03	-1.261833e+03
90077	0.382994	0.74847	8.1527	3.06122	0.919029	0.00169374	-1.729926e+02	-1.089298e+03	-1.262291e+03
90078	0.382994	0.74847	8.1527	3.06122	0.919029	0.00147412	-1.732087e+02	-1.088887e+03	-1.262096e+03
90079	0.382994	0.752705	8.1527	3.13266	0.903003	0.00147412	-1.744000e+02	-1.087439e+03	-1.261839e+03
90080	0.382994	0.762405	8.1527	3.13266	0.903003	0.00206491	-1.765922e+02	-1.085956e+03	-1.262548e+03
90081	0.382994	0.762405	8.30594	3.25973	0.910967	0.00190452	-1.767012e+02	-1.085466e+03	-1.262167e+03
90082	0.382994	0.762405	8.26669	3.48532	0.924497	0.00114226	-1.773837e+02	-1.085977e+03	-1.263361e+03
90083	0.382994	0.762405	8.26669	3.48532	0.915125	0.00114226	-1.773908e+02	-1.085404e+03	-1.262794e+03
90084	0.382994	0.761613	8.26669	3.48532	0.901576	0.000961953	-1.773518e+02	-1.084950e+03	-1.262302e+03
90085	0.382994	0.760148	8.20314	3.57116	0.90204	0.00185965	-1.760266e+02	-1.087352e+03	-1.263379e+03
90086	0.382994	0.763771	8.20314	2.92847	0.90035	0.00185965	-1.772433e+02	-1.086818e+03	-1.264061e+03
90087	0.359931	0.737615	8.1615	2.92847	0.932898	0.00146377	-1.702431e+02	-1.096268e+03	-1.266511e+03
90088	0.359931	0.753568	8.1615	2.93837	0.932898	0.00221592	-1.739855e+02	-1.089914e+03	-1.263899e+03
90089	0.359931	0.753568	7.99304	2.73192	0.932898	0.00221592	-1.740529e+02	-1.091411e+03	-1.265464e+03
90090	0.359931	0.753568	7.99304	2.73192	0.938697	0.00338057	-1.729165e+02	-1.093565e+03	-1.266482e+03
90091	0.359931	0.753568	7.99304	2.73192	0.938697	0.00298163	-1.733027e+02	-1.092657e+03	-1.265960e+03
90092	0.368487	0.760024	7.94951	2.73192	0.963842	0.00187719	-1.761927e+02	-1.086684e+03	-1.262877e+03
90093	0.368487	0.741238	7.65969	2.73192	0.972853	0.00220436	-1.705621e+02	-1.093754e+03	-1.264316e+03
90094	0.368487	0.741238	7.76995	2.73192	0.974779	0.000719187	-1.720187e+02	-1.089934e+03	-1.261952e+03
90095	0.368487	0.750245	7.76995	2.73192	0.990791	0.000719187	-1.745383e+02	-1.087049e+03	-1.261588e+03
90096	0.361342	0.750245	7.76995	2.86804	0.990791	0.000719187	-1.745108e+02	-1.087108e+03	-1.261619e+03
90097	0.38622	0.750245	7.71696	2.86804	0.990791	0.000719187	-1.744730e+02	-1.087735e+03	-1.262208e+03
90098	0.38622	0.753828	7.71696	3.16419	0.958916	0.000719187	-1.754307e+02	-1.085518e+03	-1.260949e+03
90099	0.38622	0.753828	7.71696	3.16419	0.967721	0.000909672	-1.752351e+02	-1.086093e+03	-1.261328e+03
90100	0.38622	0.753828	7.71696	3.16419	0.967721	0.000909672	-1.752351e+02	-1.086093e+03	-1.261328e+03
90101	0.38622	0.753828	7.71696	2.84803	0.967721	0.000909672	-1.753235e+02	-1.087296e+03	-1.262620e+03
90102	0.38622	0.755794	7.79236	3.07395	0.962049	0.00142101	-1.753149e+02	-1.086269e+03	-1.261584e+03
90103	0.38622	0.758729	7.79236	3.10969	0.945482	0.00142101	-1.761561e+02	-1.085841e+03	-1.261997e+03
90104	0.38622	0.745031	7.66225	3.01581	0.945482	0.00181114	-1.719207e+02	-1.091147e+03	-1.263068e+03
90105	0.38622	0.745031	7.67646	3.01581	0.959075	0.00168791	-1.720307e+02	-1.090331e+03	-1.262362e+03
90106	0.38622	0.745031	7.74216	3.21032	0.959075	0.00416833	-1.695661e+02	-1.094975e+03	-1.264542e+03
90107	0.38622	0.762058	7.74216	2.98294	0.945299	0.00340681	-1.752115e+02	-1.092082e+03	-1.267293e+03
90108	0.384291	0.732987	7.74216	2.94257	0.945299	0.0029072	-1.675171e+02	-1.096453e+03	-1.263971e+03
90109	0.384291	0.732987	7.74866	2.94257	0.96886	0.0029072	-1.674989e+02	-1.096869e+03	-1.264368e+03
90110	0.373777	0.732987	7.74866	2.94257	0.96886	0.000838689	-1.695457e+02	-1.092664e+03	-1.262210e+03
90111	0.373777	0.752915	7.86911	2.94257	0.975017	0.000779872	-1.751729e+02	-1.085467e+03	-1.260640e+03
90112	0.373777	0.757991	7.8829	2.94257	0.975017	0.000779872	-1.766187e+02	-1.083741e+03	-1.260360e+03
90113	0.373777	0.757991	7.8829	2.94257	0.981489	0.000779872	-1.766138e+02	-1.083962e+03	-1.260576e+03
90114	0.373777	0.757991	7.8829	2.94257	0.981489	0.00322853	-1.742142e+02	-1.088938e+03	-1.263152e+03
90115	0.373777	0.757991	7.8829	3.00191	0.971785	0.000763588	-1.766207e+02	-1.083684e+03	-1.260305e+03
90116	0.373777	0.757991	7.7517	3.00191	1.00399	0.000763588	-1.766026e+02	-1.085125e+03	-1.261728e+03
90117	0.365307	0.757991	7.7517	3.09334	0.967971	0.00168688	-1.757064e+02	-1.086896e+03	-1.262602e+03
90118	0.359891	0.757991	7.7517	3.09334	0.967971	0.00168688	-1.757153e+02	-1.087712e+03	-1.263427e+03
90119	0.359891	0.757991	7.7517	2.99816	0.984166	0.00168688	-1.757295e+02	-1.087187e+03	-1.262916e+03
90120	0.359891	0.757991	7.7517	2.99816	0.974291	0.00168688	-1.757370e+02	-1.087244e+03	-1.262981e+03
90121	0.392083	0.757991	7.7517	2.99816	0.974291	0.00200663	-1.753709e+02	-1.088355e+03	-1.263726e+03
90122	0.35973	0.757991	7.62016	2.99816	1.03222	0.00200663	-1.753859e+02	-1.090260e+03	-1.265646e+03
90123	0.35973	0.757991	7.62016	2.73595	1.03822	0.00200663	-1.754561e+02	-1.089409e+03	-1.264865e+03
90124	0.35973	0.766207	7.62016	2.73595	1.03822	0.00200663	-1.778195e+02	-1.087333e+03	-1.265153e+03
90125	0.35973	0.768303	8.01092	2.71759	1.04623	0.0012542	-1.791469e+02	-1.086298e+03	-1.265445e+03
90126	0.36561	0.774391	8.01092	2.71759	1.03294	0.0012542	-1.809211e+02	-1.082347e+03	-1.263268e+03
90127	0.36561	0.784792	8.01092	2.71759	1.03294	0.0012542	-1.839855e+02	-1.078778e+03	-1.262764e+03
90128	0.36561	0.784792	8.01092	2.71759	1.03294	0.0012542	-1.839855e+02	-1.078778e+03	-1.262764e+03
90129	0.374585	0.784792	8.01092	2.71759	1.03294	0.0012542	-1.839708e+02	-1.079705e+03	-1.263675e+03
90130	0.374585	0.784792	8.01348	2.85495	0.992651	0.0012542	-1.839617e+02	-1.077706e+03	-1.261667e+03
90131	0.374585	0.782147	7.96072	2.85495	0.992651	0.0012542	-1.831809e+02	-1.078653e+03	-1.261834e+03
90132	0.374585	0.780872	7.96072	2.85495	0.992651	0.000713547	-1.833397e+02	-1.077621e+03	-1.260960e+03
90133	0.374585	0.777877	8.14609	2.85495	0.963922	0.000713547	-1.824703e+02	-1.077635e+03	-1.260106e+03
90134	0.374585	0.777877	8.14609	2.89111	0.963922	0.000713547	-1.824600e+02	-1.077457e+03	-1.259917e+03
90135	0.374585	0.783204	8.14911	2.89111	0.971448	0.000740989	-1.839983e+02	-1.076068e+03	-1.260066e+03
90136	0.374585	0.77875	8.14105	2.89111	0.97532	0.000894124	-1.825292e+02	-1.077703e+03	-1.260232e+03
90137	0.362341	0.77875	8.14105	2.61244	1.00217	0.000894124	-1.826095e+02	-1.079412e+03	-1.262021e+03
90138	0.362341	0.782449	8.14105	2.61244	1.01215	0.000894124	-1.836933e+02	-1.078426e+03	-1.262120e+03
90139	0.362341	0.797711	8.38154	2.7841	1.01215	0.000993079	-1.880940e+02	-1.073696e+03	-1.261790e+03
90140	0.35444	0.816401	8.38154	2.7841	1.01215	0.000982559	-1.938296e+02	-1.068051e+03	-1.261881e+03
90141	0.35444	0.794234	8.38154	2.60021	 0.98	0.000856913	-1.872728e+02	-1.075010e+03	-1.262282e+03
90142	0.35584	0.794234	8.38154	2.88018	0.94147	0.00153997	-1.865437e+02	-1.076176e+03	-1.262720e+03
90143	0.339733	0.794234	8.38154	2.88018	0.94147	0.00153997	-1.865703e+02	-1.080076e+03	-1.266646e+03
90144	0.35342	0.783039	8.53259	2.88018	0.936421	0.0023604	-1.824006e+02	-1.081722e+03	-1.264122e+03
90145	0.35342	0.791122	8.48059	2.91568	0.942536	0.00213966	-1.850101e+02	-1.078231e+03	-1.263241e+03
90146	0.35342	0.791122	8.48059	2.91568	0.942536	0.000823998	-1.863063e+02	-1.075550e+03	-1.261856e+03
90147	0.35342	0.776157	8.48059	2.91568	0.921826	0.000823998	-1.818886e+02	-1.081544e+03	-1.263433e+03
90148	0.37628	0.772156	8.48059	2.91568	0.921826	0.000823998	-1.806812e+02	-1.080934e+03	-1.261615e+03
90149	0.37628	0.772156	8.12641	3.3944	0.921826	0.00137403	-1.800235e+02	-1.081839e+03	-1.261862e+03
90150	0.37628	0.759892	8.12641	3.3944	0.921826	0.00137403	-1.764764e+02	-1.085723e+03	-1.262199e+03
90151	0.37628	0.769123	8.31586	3.21732	0.960975	0.000898397	-1.796190e+02	-1.083915e+03	-1.263534e+03
90152	0.37628	0.769123	8.38871	2.87943	0.905367	0.00091871	-1.797317e+02	-1.082567e+03	-1.262299e+03
90153	0.372155	0.769123	8.42011	2.94578	0.927246	0.00191413	-1.787200e+02	-1.083640e+03	-1.262360e+03
90154	0.372155	0.769123	8.43897	2.97405	0.902752	0.00191413	-1.787298e+02	-1.084319e+03	-1.263049e+03
90155	0.372155	0.769123	8.43897	2.97405	0.902752	0.00158841	-1.790498e+02	-1.083666e+03	-1.262715e+03
90156	0.372155	0.769123	8.43897	2.97405	0.902752	0.00158841	-1.790498e+02	-1.083666e+03	-1.262715e+03
90157	0.372155	0.757928	8.43897	2.97405	0.902752	0.00158841	-1.758235e+02	-1.088042e+03	-1.263866e+03
90158	0.372155	0.769997	8.43897	2.97405	0.902752	0.00112244	-1.797634e+02	-1.082408e+03	-1.262172e+03
90159	0.372155	0.769997	8.3228	3.19853	0.902752	0.00112244	-1.797071e+02	-1.081965e+03	-1.261673e+03
90160	0.372155	0.774519	8.3228	3.09864	0.927994	0.0014649	-1.806964e+02	-1.080313e+03	-1.261010e+03
90161	0.378072	0.774519	8.3228	3.09864	0.926022	0.0014649	-1.806883e+02	-1.080159e+03	-1.260848e+03
90162	0.365325	0.781098	8.3228	2.70349	0.95563	0.0014649	-1.827324e+02	-1.079474e+03	-1.262207e+03
90163	0.365325	0.777855	8.3228	2.86458	0.974865	0.00239419	-1.808045e+02	-1.081531e+03	-1.262335e+03
90164	0.365325	0.807059	8.40621	2.86458	0.991497	0.00119604	-1.907194e+02	-1.070237e+03	-1.260956e+03
90165	0.365325	0.807059	8.40621	2.86458	1.00278	0.00094369	-1.909605e+02	-1.070114e+03	-1.261074e+03
90166	0.365325	0.814967	8.40621	2.86458	1.00278	0.00094369	-1.933896e+02	-1.067873e+03	-1.261263e+03
90167	0.348107	0.814967	8.40621	2.86458	1.00278	0.00094369	-1.934179e+02	-1.069065e+03	-1.262483e+03
90168	0.348107	0.805677	8.40621	2.86458	1.00882	0.000904656	-1.906006e+02	-1.072096e+03	-1.262697e+03
90169	0.348107	0.805677	8.40621	2.82587	0.959423	0.000904656	-1.906492e+02	-1.072314e+03	-1.262964e+03
90170	0.348107	0.806059	8.40621	2.9492	0.959423	0.000904656	-1.907307e+02	-1.072234e+03	-1.262964e+03
90171	0.348107	0.806059	8.40621	2.96725	0.959423	0.0015359	-1.901021e+02	-1.073711e+03	-1.263813e+03
90172	0.348383	0.801878	8.48948	2.96725	0.959423	0.0026289	-1.877549e+02	-1.076622e+03	-1.264377e+03
90173	0.368703	0.813351	8.50373	2.96725	0.959423	0.00311178	-1.907606e+02	-1.072588e+03	-1.263348e+03
90174	0.368703	0.796538	8.50373	2.91942	0.959423	0.00244583	-1.862975e+02	-1.075455e+03	-1.261752e+03
90175	0.368703	0.810224	8.50373	2.91942	0.956491	0.00219291	-1.907092e+02	-1.071548e+03	-1.262257e+03
90176	0.358225	0.810224	8.50373	2.92562	0.972157	0.00210285	-1.908008e+02	-1.071348e+03	-1.262148e+03
90177	0.384966	0.801085	8.40551	2.92562	0.972157	0.00154968	-1.885173e+02	-1.073749e+03	-1.262266e+03
90178	0.384966	0.7867	8.24939	2.92562	0.972157	0.00154968	-1.842042e+02	-1.077668e+03	-1.261873e+03
90179	0.384966	0.7867	8.24939	3.20678	0.935319	0.00239388	-1.833268e+02	-1.078982e+03	-1.262308e+03
90180	0.384966	0.7867	8.24939	3.11104	0.973559	0.00239388	-1.833238e+02	-1.079222e+03	-1.262546e+03
90181	0.384966	0.764306	7.82182	3.04513	0.973559	0.00239388	-1.768018e+02	-1.086222e+03	-1.263023e+03
90182	0.371816	0.756723	7.82182	3.04513	0.973559	0.00301034	-1.740469e+02	-1.088948e+03	-1.262995e+03
90183	0.371816	0.756723	7.72393	3.06473	0.973559	0.00202268	-1.750091e+02	-1.087483e+03	-1.262493e+03
90184	0.371816	0.756723	7.75222	3.06473	0.980264	0.00141144	-1.756033e+02	-1.086069e+03	-1.261672e+03
90185	0.371816	0.756723	7.75222	3.06473	0.980264	0.00108062	-1.759300e+02	-1.085361e+03	-1.261291e+03
90186	0.371816	0.756723	7.75222	3.06473	1.02508	0.00108062	-1.758960e+02	-1.088840e+03	-1.264736e+03
90187	0.371816	0.780788	7.75222	3.06473	0.997695	0.00108062	-1.829028e+02	-1.080329e+03	-1.263232e+03
90188	0.371816	0.780788	7.8176	3.01933	0.986398	0.00108062	-1.829208e+02	-1.079551e+03	-1.262472e+03
90189	0.371816	0.77576	8.01917	3.01933	0.957989	0.00108062	-1.814539e+02	-1.079108e+03	-1.260562e+03
90190	0.371816	0.77576	8.10407	3.2471	0.957989	0.00108062	-1.813871e+02	-1.079773e+03	-1.261160e+03
90191	0.371816	0.77576	8.10407	3.363	0.980664	0.00108062	-1.813388e+02	-1.082545e+03	-1.263884e+03
90192	0.371816	0.769294	7.9977	3.363	0.991707	0.00114045	-1.793896e+02	-1.085603e+03	-1.264993e+03
90193	0.371816	0.769294	7.9977	3.32053	0.926394	0.00114045	-1.794507e+02	-1.082594e+03	-1.262045e+03
90194	0.355292	0.769294	8.27677	3.1027	0.892133	0.00114045	-1.795493e+02	-1.086069e+03	-1.265618e+03
90195	0.355292	0.769294	8.27677	3.14964	0.878079	0.00114045	-1.795472e+02	-1.087817e+03	-1.267365e+03
90196	0.364107	0.769294	8.56567	3.14964	0.868767	0.00167117	-1.790024e+02	-1.087190e+03	-1.266192e+03
90197	0.388525	0.775504	8.56567	3.14964	0.904874	0.00167117	-1.807468e+02	-1.081962e+03	-1.262709e+03
90198	0.380763	0.785553	8.56567	3.14964	0.934383	0.00144987	-1.839194e+02	-1.077948e+03	-1.261868e+03
90199	0.380763	0.785553	8.56567	2.82283	0.934383	0.00202817	-1.834428e+02	-1.079766e+03	-1.263208e+03
90200	0.380763	0.791424	8.51971	2.82283	0.975518	0.00267632	-1.845314e+02	-1.079278e+03	-1.263810e+03
90201	0.354289	0.803263	8.51971	2.92301	0.975518	0.0044229	-1.864339e+02	-1.078051e+03	-1.264485e+03
90202	0.385443	0.797702	8.51971	2.92301	0.960915	0.00485058	-1.843015e+02	-1.080965e+03	-1.265266e+03
90203	0.385443	0.809956	8.30011	2.92301	0.974568	0.00491876	-1.879662e+02	-1.080386e+03	-1.268352e+03
90204	0.385443	0.780684	8.30011	2.92301	0.981656	0.00495522	-1.791174e+02	-1.086359e+03	-1.265477e+03
90205	0.385443	0.780684	8.30011	2.92301	0.996004	0.00408072	-1.799414e+02	-1.085830e+03	-1.265772e+03
90206	0.385443	0.780684	8.30011	2.92301	0.996004	0.00417584	-1.798503e+02	-1.085985e+03	-1.265835e+03
90207	0.385443	0.778003	8.126	3.31499	0.996004	0.00417584	-1.789614e+02	-1.087772e+03	-1.266734e+03
90208	0.385443	0.768999	8.126	3.31499	0.970042	0.00417584	-1.763499e+02	-1.088646e+03	-1.264996e+03
90209	0.385443	0.760102	8.126	2.76846	0.97784	0.00244475	-1.756023e+02	-1.089166e+03	-1.264768e+03
90210	0.38329	0.754049	8.126	2.76846	0.944233	0.00244475	-1.739024e+02	-1.090474e+03	-1.264377e+03
90211	0.38329	0.754049	7.94545	2.76846	0.975968	0.00163475	-1.746806e+02	-1.088522e+03	-1.263203e+03
90212	0.38329	0.754049	7.94545	3.38087	0.985719	0.00163475	-1.745035e+02	-1.091871e+03	-1.266374e+03
90213	0.38329	0.754049	7.89215	2.89245	0.985719	0.00163475	-1.746402e+02	-1.087995e+03	-1.262636e+03
90214	0.38329	0.754049	7.89215	2.89245	0.960723	0.00163475	-1.746592e+02	-1.087308e+03	-1.261967e+03
90215	0.38329	0.749974	7.97944	2.89245	0.930323	0.00163475	-1.735223e+02	-1.088940e+03	-1.262462e+03
90216	0.38329	0.75735	8.2533	3.0866	0.932646	0.00163475	-1.755495e+02	-1.086735e+03	-1.262284e+03
90217	0.38329	0.75735	8.19068	3.0866	0.932646	0.00255007	-1.746565e+02	-1.087805e+03	-1.262462e+03
90218	0.38329	0.75735	8.19068	3.0866	0.932646	0.00272814	-1.744831e+02	-1.088121e+03	-1.262604e+03
90219	0.38329	0.778274	8.19068	3.0866	0.932646	0.00345718	-1.798428e+02	-1.083644e+03	-1.263487e+03
90220	0.38329	0.757827	8.19068	2.99832	0.932646	0.00309501	-1.742877e+02	-1.088787e+03	-1.263075e+03
90221	0.38329	0.757827	7.90738	2.85301	0.932646	0.00177333	-1.756322e+02	-1.088407e+03	-1.264040e+03
90222	0.38329	0.754236	7.91529	3.39563	0.923863	0.00177333	-1.744652e+02	-1.087647e+03	-1.262113e+03
90223	0.38329	0.754236	7.91529	3.39563	0.923863	0.00146457	-1.747689e+02	-1.087018e+03	-1.261787e+03
90224	0.38329	0.755353	7.91529	3.39563	0.906315	0.00146457	-1.751005e+02	-1.087325e+03	-1.262425e+03
90225	0.38329	0.771406	7.91457	3.62059	0.906315	0.00139664	-1.797346e+02	-1.085321e+03	-1.265056e+03
90226	0.38329	0.767693	7.80637	3.51604	0.916751	0.00139664	-1.786799e+02	-1.086219e+03	-1.264899e+03
