iter	Krestbody_plasma(1)	Tmc(1)	Kt(1)	Trc(1)	VmaxC(1)	Km(1)	QurineC(1)	LnPrior	LnData	LnPosterior
90097	0.426676	7.33668	0.0652597	1.2257	0.479515	6.18975	15.1601	-7.844106e+01	-3.709865e+02	-4.494276e+02
90098	0.426676	7.33668	0.0652597	1.2257	0.47747	5.8971	15.1601	-7.824272e+01	-3.708398e+02	-4.490825e+02
90099	0.426676	7.33668	0.0740405	1.2257	0.483714	5.8971	15.1601	-7.892816e+01	-3.732228e+02	-4.521509e+02
90100	0.426676	7.33668	0.0740405	1.2257	0.44923	5.57259	15.1601	-7.326315e+01	-3.775495e+02	-4.508127e+02
90101	0.426676	7.33668	0.0740405	1.2257	0.455479	5.66314	14.0402	-7.380698e+01	-3.767073e+02	-4.505143e+02
90102	0.426676	7.33668	0.0740405	1.2257	0.455479	5.63347	14.0402	-7.382311e+01	-3.768974e+02	-4.507205e+02
90103	0.426676	7.33668	0.0496573	1.25011	0.455479	5.93002	14.0193	-7.658375e+01	-3.753409e+02	-4.519247e+02
90104	0.426676	7.33668	0.0496573	1.25011	0.455479	5.93002	14.383	-7.671758e+01	-3.752769e+02	-4.519945e+02
90105	0.426676	7.04176	0.0496573	1.25011	0.478558	5.93002	14.383	-7.910153e+01	-3.737067e+02	-4.528082e+02
90106	0.426676	7.40856	0.0496573	1.25011	0.481005	5.95299	14.383	-8.143318e+01	-3.674098e+02	-4.488430e+02
90107	0.424207	7.40856	0.0496573	1.25011	0.481005	5.95299	14.383	-8.143312e+01	-3.673956e+02	-4.488287e+02
90108	0.424207	7.40856	0.0496573	1.25011	0.482704	6.21215	15.8512	-8.218591e+01	-3.688733e+02	-4.510592e+02
90109	0.424207	7.40856	0.0496573	1.25011	0.482704	6.21215	12.302	-8.089730e+01	-3.694729e+02	-4.503702e+02
90110	0.424207	7.34953	0.0496573	1.25011	0.478636	6.04327	12.302	-7.995858e+01	-3.693240e+02	-4.492825e+02
90111	0.424207	7.34953	0.0496573	1.25011	0.48017	6.04327	12.302	-8.022635e+01	-3.689739e+02	-4.492003e+02
90112	0.424207	7.34953	0.053563	1.25011	0.48017	6.04327	9.87439	-7.871091e+01	-3.708538e+02	-4.495647e+02
90113	0.429753	7.34953	0.053563	1.21595	0.487767	5.90487	9.87439	-8.012894e+01	-3.693843e+02	-4.495132e+02
90114	0.418311	7.34953	0.053563	1.21254	0.495976	5.90369	9.87439	-8.160343e+01	-3.685946e+02	-4.501980e+02
90115	0.418311	7.3789	0.053563	1.21254	0.495976	6.20361	10.1751	-8.165959e+01	-3.674102e+02	-4.490698e+02
90116	0.418311	7.3789	0.053563	1.21254	0.495023	5.91022	10.1751	-8.164533e+01	-3.679297e+02	-4.495750e+02
90117	0.427817	7.3789	0.053563	1.20377	0.485327	5.91022	10.1751	-7.991201e+01	-3.690670e+02	-4.489790e+02
90118	0.427817	7.3789	0.053563	1.20377	0.475022	5.91022	10.1751	-7.810995e+01	-3.712323e+02	-4.493423e+02
90119	0.427817	7.3789	0.053563	1.20377	0.474657	5.85068	10.1751	-7.807912e+01	-3.709278e+02	-4.490069e+02
90120	0.405386	7.36844	0.0502407	1.20377	0.477213	5.85068	10.1751	-7.923567e+01	-3.700648e+02	-4.493005e+02
90121	0.405386	7.22014	0.0513603	1.20587	0.464703	5.85068	10.1751	-7.602979e+01	-3.743095e+02	-4.503393e+02
90122	0.418786	7.14944	0.0513603	1.20587	0.464703	5.77182	10.1751	-7.570610e+01	-3.738063e+02	-4.495124e+02
90123	0.418786	7.14944	0.0513603	1.20587	0.464703	5.77182	14.4486	-7.695600e+01	-3.721767e+02	-4.491327e+02
90124	0.441694	7.14944	0.0513603	1.20587	0.464703	5.77182	14.4486	-7.695669e+01	-3.726877e+02	-4.496444e+02
90125	0.441694	7.14944	0.0513603	1.21137	0.464703	5.77182	12.1242	-7.618576e+01	-3.734801e+02	-4.496658e+02
90126	0.441694	7.14944	0.0513603	1.21137	0.464703	5.77182	12.1242	-7.618576e+01	-3.734801e+02	-4.496658e+02
90127	0.441694	7.14944	0.0513603	1.21137	0.470907	5.77182	12.1242	-7.723992e+01	-3.725536e+02	-4.497935e+02
90128	0.433885	7.34467	0.0513603	1.21137	0.479246	5.77182	12.1242	-7.970517e+01	-3.693058e+02	-4.490110e+02
90129	0.433885	7.34467	0.0513603	1.21137	0.471487	5.54635	13.2092	-7.881859e+01	-3.706651e+02	-4.494837e+02
90130	0.413582	7.34467	0.0513603	1.27605	0.473964	6.28208	13.2092	-7.884032e+01	-3.735682e+02	-4.524085e+02
90131	0.413582	7.34467	0.0513603	1.27605	0.479133	6.28208	13.2092	-7.973671e+01	-3.717513e+02	-4.514880e+02
90132	0.413582	7.34467	0.0513603	1.27605	0.497474	6.28208	11.9441	-8.262017e+01	-3.683761e+02	-4.509963e+02
90133	0.413582	7.56678	0.0513603	1.28021	0.497474	6.275	11.9441	-8.383539e+01	-3.654131e+02	-4.492485e+02
90134	0.413582	7.56678	0.0513603	1.30657	0.503327	6.275	11.9441	-8.490410e+01	-3.657642e+02	-4.506683e+02
90135	0.413582	7.90771	0.0682526	1.30657	0.503327	5.99009	11.9441	-8.472326e+01	-3.672201e+02	-4.519434e+02
90136	0.413582	8.0158	0.0682526	1.30657	0.501355	5.99009	11.9441	-8.500524e+01	-3.654569e+02	-4.504621e+02
90137	0.413582	8.0158	0.0682526	1.28846	0.501355	6.19879	11.9441	-8.489432e+01	-3.641285e+02	-4.490228e+02
90138	0.413582	8.0158	0.0509561	1.28846	0.501355	6.19879	11.9441	-8.728303e+01	-3.629492e+02	-4.502322e+02
90139	0.412386	7.90893	0.0509561	1.28846	0.501355	6.19879	15.5288	-8.789851e+01	-3.624075e+02	-4.503060e+02
90140	0.412386	7.97204	0.0509561	1.28846	0.523294	6.31578	15.5288	-9.232913e+01	-3.588086e+02	-4.511377e+02
90141	0.412386	7.97204	0.0509561	1.28846	0.523294	6.31578	15.5288	-9.232913e+01	-3.588086e+02	-4.511377e+02
90142	0.412386	7.97204	0.0509561	1.28846	0.523294	6.2841	15.5288	-9.234614e+01	-3.587899e+02	-4.511361e+02
90143	0.411326	7.95386	0.0509561	1.31798	0.524511	6.2841	14.8454	-9.219083e+01	-3.588199e+02	-4.510107e+02
90144	0.411326	7.95386	0.0509561	1.31798	0.522386	6.2841	14.8454	-9.178248e+01	-3.588984e+02	-4.506809e+02
90145	0.411326	7.95386	0.0509561	1.29927	0.516907	6.2841	12.3561	-8.988312e+01	-3.597272e+02	-4.496104e+02
90146	0.411326	7.95386	0.0496584	1.29927	0.522534	6.2841	12.3561	-9.129034e+01	-3.589490e+02	-4.502394e+02
90147	0.411326	8.01318	0.0496584	1.29622	0.502479	6.0317	12.3561	-8.801492e+01	-3.612860e+02	-4.493009e+02
90148	0.411326	8.01318	0.0496584	1.33059	0.507929	6.0317	12.3561	-8.901965e+01	-3.610179e+02	-4.500376e+02
90149	0.411326	8.01318	0.0496584	1.32722	0.480601	5.78503	10.0065	-8.363961e+01	-3.650170e+02	-4.486567e+02
90150	0.411326	8.01318	0.0600819	1.32722	0.480044	5.78503	10.0065	-8.154540e+01	-3.673699e+02	-4.489153e+02
90151	0.411326	8.24149	0.0600819	1.32722	0.480044	5.48623	10.0065	-8.310674e+01	-3.682161e+02	-4.513228e+02
90152	0.411326	8.69975	0.0600819	1.40653	0.480044	5.4004	14.0321	-8.724216e+01	-3.657753e+02	-4.530175e+02
90153	0.411326	8.93451	0.0600819	1.40653	0.486194	5.53631	14.0321	-8.985116e+01	-3.624727e+02	-4.523239e+02
90154	0.411326	8.81067	0.0600819	1.40653	0.486194	5.53631	14.0321	-8.900002e+01	-3.629076e+02	-4.519076e+02
90155	0.411326	8.81067	0.0600819	1.40653	0.486194	5.53631	14.0321	-8.900002e+01	-3.629076e+02	-4.519076e+02
90156	0.395201	8.84386	0.0600819	1.374	0.483105	5.71623	7.5911	-8.708858e+01	-3.642087e+02	-4.512973e+02
90157	0.413511	8.84386	0.0600819	1.374	0.483105	5.71623	7.5911	-8.708866e+01	-3.643338e+02	-4.514225e+02
90158	0.390667	8.84386	0.0600819	1.374	0.491543	5.71623	7.5911	-8.858830e+01	-3.634395e+02	-4.520278e+02
90159	0.390667	8.84386	0.0600819	1.374	0.474347	5.71623	7.34873	-8.553821e+01	-3.665502e+02	-4.520884e+02
90160	0.408147	8.84386	0.0600819	1.374	0.474347	5.71623	7.34873	-8.553820e+01	-3.661149e+02	-4.516531e+02
90161	0.408147	8.84386	0.0600819	1.3721	0.470819	5.71623	7.34873	-8.493201e+01	-3.672614e+02	-4.521934e+02
90162	0.408147	8.84386	0.0600819	1.37298	0.468253	5.71623	7.34873	-8.449419e+01	-3.680481e+02	-4.525423e+02
90163	0.408147	8.84386	0.0640505	1.37298	0.468253	5.52903	7.34873	-8.417055e+01	-3.675841e+02	-4.517546e+02
90164	0.415277	8.69973	0.056469	1.37298	0.468253	5.70253	7.34873	-8.405573e+01	-3.671912e+02	-4.512469e+02
90165	0.415277	8.49713	0.056469	1.39916	0.468253	5.76534	7.34873	-8.268251e+01	-3.674835e+02	-4.501660e+02
90166	0.415277	8.49713	0.056469	1.41215	0.474887	6.06949	13.4206	-8.496202e+01	-3.649765e+02	-4.499385e+02
90167	0.415277	8.14217	0.056469	1.41215	0.474887	5.81138	13.4206	-8.285835e+01	-3.671580e+02	-4.500163e+02
90168	0.411233	8.14217	0.056469	1.41215	0.474887	5.8028	13.4206	-8.286295e+01	-3.675786e+02	-4.504415e+02
90169	0.411233	8.38826	0.056469	1.41215	0.458642	5.8028	14.7195	-8.212234e+01	-3.673800e+02	-4.495024e+02
90170	0.411233	8.38826	0.061812	1.41215	0.458642	5.46335	14.7195	-8.157286e+01	-3.683650e+02	-4.499378e+02
90171	0.411233	8.38826	0.061812	1.41215	0.458642	5.66513	12.5632	-8.071770e+01	-3.677979e+02	-4.485156e+02
90172	0.438012	8.38826	0.061812	1.41215	0.468173	5.66513	12.5632	-8.232109e+01	-3.669397e+02	-4.492608e+02
90173	0.438012	8.38826	0.0718483	1.41215	0.442765	5.59207	12.4023	-7.744416e+01	-3.729016e+02	-4.503457e+02
90174	0.438012	8.57225	0.0718483	1.44742	0.442765	5.50513	20.222	-8.221899e+01	-3.698394e+02	-4.520584e+02
90175	0.394205	8.57225	0.0519311	1.44742	0.442765	5.50513	12.3428	-8.097261e+01	-3.714609e+02	-4.524335e+02
90176	0.394205	8.57225	0.0667658	1.44347	0.434723	5.50513	9.41411	-7.694589e+01	-3.767352e+02	-4.536811e+02
90177	0.394205	8.57225	0.0667658	1.44347	0.434723	5.50513	11.1969	-7.732422e+01	-3.757722e+02	-4.530965e+02
90178	0.394205	8.63675	0.0667658	1.44347	0.434723	5.2031	11.1969	-7.791530e+01	-3.756789e+02	-4.535942e+02
90179	0.394205	8.63675	0.0518665	1.44347	0.434723	5.27261	11.1969	-7.995758e+01	-3.723627e+02	-4.523202e+02
90180	0.394205	8.63675	0.0518665	1.42551	0.44726	5.27261	11.1969	-8.195504e+01	-3.693339e+02	-4.512889e+02
90181	0.394205	8.63675	0.0518665	1.42551	0.44726	5.27261	11.1969	-8.195504e+01	-3.693339e+02	-4.512889e+02
90182	0.394205	8.81013	0.0518665	1.42551	0.446303	5.27261	11.1969	-8.296606e+01	-3.685544e+02	-4.515205e+02
90183	0.394205	8.81013	0.0518665	1.46238	0.442645	5.27261	11.1969	-8.237547e+01	-3.693882e+02	-4.517637e+02
90184	0.394205	9.02495	0.0518665	1.46238	0.442645	5.27261	11.1969	-8.386150e+01	-3.684765e+02	-4.523380e+02
90185	0.394205	9.00177	0.0518665	1.48757	0.44623	5.27261	13.5431	-8.496400e+01	-3.671816e+02	-4.521456e+02
90186	0.394205	9.00177	0.0518665	1.48757	0.449354	5.27261	8.6821	-8.428141e+01	-3.683721e+02	-4.526536e+02
90187	0.394205	9.00045	0.0434428	1.46246	0.455537	5.27261	8.6821	-8.789255e+01	-3.651083e+02	-4.530009e+02
90188	0.394205	9.00045	0.0506238	1.46246	0.455537	5.27261	8.6821	-8.558761e+01	-3.665857e+02	-4.521733e+02
90189	0.394205	9.00045	0.0506238	1.46246	0.453122	5.27182	8.6821	-8.519082e+01	-3.668609e+02	-4.520517e+02
90190	0.394205	9.00045	0.0506238	1.46246	0.447021	5.27182	9.48625	-8.432865e+01	-3.675735e+02	-4.519022e+02
90191	0.394205	9.06553	0.0506238	1.46246	0.432984	5.09355	9.48625	-8.265506e+01	-3.705586e+02	-4.532137e+02
90192	0.394205	8.7234	0.0411851	1.3811	0.474665	5.09355	14.7454	-9.192450e+01	-3.658075e+02	-4.577319e+02
90193	0.394205	8.7234	0.0411851	1.38818	0.474665	5.2942	14.7454	-9.181391e+01	-3.631853e+02	-4.549992e+02
90194	0.394205	8.35664	0.051535	1.38818	0.474665	5.2942	14.7454	-8.591767e+01	-3.703661e+02	-4.562837e+02
90195	0.394205	8.35664	0.0470145	1.38818	0.474665	5.2942	14.7454	-8.716717e+01	-3.686120e+02	-4.557792e+02
90196	0.394205	8.38692	0.0470145	1.38818	0.46345	5.2942	14.7454	-8.544866e+01	-3.675137e+02	-4.529623e+02
90197	0.402649	8.69599	0.0470145	1.37328	0.465412	5.2942	14.7454	-8.780248e+01	-3.647875e+02	-4.525899e+02
90198	0.402649	8.75243	0.0462711	1.37328	0.463094	5.4114	14.7454	-8.797014e+01	-3.661204e+02	-4.540905e+02
90199	0.402649	8.59105	0.0462711	1.40526	0.470847	5.4114	8.49493	-8.655031e+01	-3.649761e+02	-4.515264e+02
90200	0.402649	8.69823	0.0462711	1.36431	0.461142	5.4114	8.49493	-8.562396e+01	-3.663075e+02	-4.519315e+02
90201	0.402649	8.69823	0.05144	1.36431	0.46458	5.1736	8.49493	-8.486180e+01	-3.674708e+02	-4.523326e+02
90202	0.402649	8.69823	0.05144	1.36431	0.46458	5.1736	8.49493	-8.486180e+01	-3.674708e+02	-4.523326e+02
90203	0.402649	8.93101	0.05144	1.36431	0.43871	5.1736	8.49493	-8.221952e+01	-3.740905e+02	-4.563100e+02
90204	0.402649	8.76376	0.05144	1.36431	0.441968	4.88889	14.105	-8.316225e+01	-3.712617e+02	-4.544240e+02
90205	0.402649	8.76376	0.05144	1.36431	0.446648	5.17942	14.105	-8.375381e+01	-3.703036e+02	-4.540575e+02
90206	0.402649	8.76376	0.0731094	1.35712	0.446648	5.17942	14.105	-8.129460e+01	-3.734949e+02	-4.547895e+02
90207	0.402649	8.66708	0.0531688	1.35712	0.446648	5.17942	14.105	-8.271551e+01	-3.701786e+02	-4.528941e+02
90208	0.402649	8.40139	0.0531688	1.35712	0.440779	5.17942	14.105	-8.003881e+01	-3.707234e+02	-4.507622e+02
90209	0.402488	8.21888	0.0531688	1.35712	0.440779	5.2663	14.105	-7.883951e+01	-3.712703e+02	-4.501098e+02
